"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Fast Length","__Slow Length","__Source","__Signal Smoothing","__MA Type (Oscillator)?","__MA Type (Signal Line)?","__Apply Laguerre Smoothing","__Laguerre Gamma","__Draw MACD Leader","__Indicate MACD Leader Crossings","__KAMA Length","__Fast EMA Length","__Slow EMA Length","__Highlight ?","__Await Bar Confirmation ?","__VI Length","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX:","__L","__S","__Lv","__2. MACD:","__Lf","__Ls","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA:","__Length","__Bars","__6. High/Low Filter:","__Lookback","__7. Maximum close change allowed on entry:","__(％)","__8. Minimum close change allowed on entry:","__9. RSI:","__OS","__OB","__10. MA:","__Type","__11. EMA Difference:","__EMA 1","__EMA 2","__13. M.Bias:","__P","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak   ","__Win Streak   ","__Row Loss InDay","__DrawDown ％","__InDay Loss ％ ","__Daily Trades  ","__Weekly Trades","__     Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","__Dashboard Size","__Performance Summary","__Monthly Performance"
696.06,69.61,669.27,66.93,26.79,2.68,2774.03,277.40,1953.11,195.31,820.92,82.09,2077.97,207.80,1283.84,128.38,794.13,79.41,807.12,46.43,222.40,13.50,1951.30,195.13,3.31,"N/A",1.34,1.52,1.03,16.00,16.00,16.00,0,0,298.34,194.59,103.75,148.00,96.00,52.00,0,0,0,53.00,37.00,16.00,95.00,59.00,36.00,35.81,38.54,30.77,4.70,0.40,6.97,0.57,0.52,0.08,52.34,3.99,52.79,4.01,51.31,3.95,21.87,1.61,21.76,1.59,22.06,1.65,2.39,2.43,2.33,113.68,7.39,113.68,7.39,83.74,5.91,48.00,3.12,46.03,2.83,48.00,3.12,18.00,15.00,24.00,25.00,21.00,36.00,15.00,12.00,19.00,0,0,0,"All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,56.00,1.50,3.00,2.90,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1269.60,126.96,1131.57,113.16,138.03,13.80,3858.83,385.88,2756.19,275.62,1102.65,110.26,2589.23,258.92,1624.62,162.46,964.61,96.46,1390.12,59.60,415.76,19.52,1952.23,195.22,3.53,"N/A",1.49,1.70,1.14,19.00,19.00,19.00,0,0,267.15,177.47,89.68,112.00,74.00,38.00,0,0,0,46.00,32.00,14.00,66.00,42.00,24.00,41.07,43.24,36.84,11.34,0.82,15.29,1.06,3.63,0.35,83.89,5.49,86.13,5.58,78.76,5.27,39.23,2.44,38.68,2.38,40.19,2.53,2.14,2.23,1.96,228.78,11.49,228.78,11.49,133.26,7.82,105.57,5.49,90.83,4.36,105.57,5.49,37.00,31.00,49.00,46.00,36.00,66.00,32.00,28.00,38.00,0,0,0,"All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,28.00,2.25,3.00,2.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-2.17,-0.22,-1.40,-0.14,-0.78,-0.08,1342.06,134.21,806.90,80.69,535.16,53.52,1344.23,134.42,808.30,80.83,535.93,53.59,155.48,15.08,223.21,20.41,1947.98,194.80,0.00,0.00,1.00,1.00,1.00,17.00,16.00,17.00,0,0,260.98,158.20,102.77,182.00,109.00,73.00,0,0,0,84.00,51.00,33.00,98.00,58.00,40.00,46.15,46.79,45.21,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,15.98,1.67,15.82,1.64,16.22,1.73,13.72,1.41,13.94,1.42,13.40,1.40,1.17,1.14,1.21,36.69,3.91,30.83,3.18,36.69,3.91,24.60,2.55,24.60,2.55,23.55,2.38,8.00,7.00,8.00,8.00,8.00,8.00,7.00,7.00,8.00,0,0,0,"All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,42.00,1.25,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
592.36,59.24,474.07,47.41,118.29,11.83,2802.47,280.25,1957.18,195.72,845.29,84.53,2210.11,221.01,1483.12,148.31,726.99,72.70,800.81,47.29,280.81,16.85,1946.79,194.68,1.49,"N/A",1.27,1.32,1.16,17.00,16.00,17.00,0,0,251.24,172.28,78.96,128.00,87.00,41.00,0,0,0,48.00,33.00,15.00,80.00,54.00,26.00,37.50,37.93,36.59,4.63,0.42,5.45,0.48,2.89,0.29,58.38,4.61,59.31,4.64,56.35,4.54,27.63,2.09,27.47,2.06,27.96,2.16,2.11,2.16,2.02,124.44,8.85,124.44,8.85,73.47,6.57,77.91,4.77,77.91,4.77,53.24,4.53,29.00,22.00,45.00,37.00,25.00,64.00,25.00,21.00,34.00,0,0,0,"All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,7.00,1.75,3.00,2.60,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
914.82,91.48,379.75,37.97,535.07,53.51,3033.86,303.39,1825.07,182.51,1208.79,120.88,2119.04,211.90,1445.32,144.53,673.72,67.37,1006.69,51.33,282.86,16.62,1945.74,194.57,30.54,"N/A",1.43,1.26,1.79,18.00,16.00,18.00,0,0,329.09,206.35,122.73,158.00,98.00,60.00,0,0,0,97.00,60.00,37.00,61.00,38.00,23.00,61.39,61.22,61.67,5.79,0.44,3.87,0.32,8.92,0.64,31.28,2.27,30.42,2.20,32.67,2.39,34.74,2.46,38.03,2.64,29.29,2.17,0.90,0.80,1.12,73.81,5.48,73.81,4.85,65.96,5.48,98.70,6.09,98.70,6.09,53.88,3.31,17.00,18.00,17.00,16.00,15.00,18.00,20.00,22.00,15.00,0,0,0,"All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,7.00,2.25,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
526.82,52.68,605.30,60.53,-78.48,-7.85,2538.80,253.88,1823.16,182.32,715.64,71.56,2011.97,201.20,1217.86,121.79,794.11,79.41,655.97,41.44,234.55,15.05,1946.46,194.65,2.20,"N/A",1.26,1.50,0.90,16.00,15.00,16.00,0,0,281.76,182.41,99.35,150.00,96.00,54.00,0,0,0,55.00,38.00,17.00,95.00,58.00,37.00,36.67,39.58,31.48,3.51,0.32,6.31,0.55,-1.45,-0.09,46.16,3.76,47.98,3.88,42.10,3.49,21.18,1.67,21.00,1.63,21.46,1.74,2.18,2.29,1.96,99.61,7.07,99.61,7.07,67.92,4.80,51.62,3.55,46.88,3.14,51.62,3.55,18.00,16.00,22.00,23.00,21.00,30.00,15.00,12.00,18.00,0,0,0,"All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,35.00,1.50,3.00,2.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1053.59,105.36,934.04,93.40,119.55,11.96,3413.21,341.32,2452.89,245.29,960.32,96.03,2359.62,235.96,1518.85,151.88,840.77,84.08,1212.82,55.84,340.92,16.56,1945.36,194.54,1.98,"N/A",1.45,1.62,1.14,17.00,17.00,17.00,0,0,288.61,194.55,94.06,127.00,84.00,43.00,0,0,0,64.00,44.00,20.00,63.00,40.00,23.00,50.39,52.38,46.51,8.30,0.62,11.12,0.79,2.78,0.29,53.33,3.60,55.75,3.68,48.02,3.43,37.45,2.41,37.97,2.39,36.56,2.45,1.42,1.47,1.31,143.30,7.84,143.30,7.84,82.42,5.96,104.83,5.43,104.83,5.43,77.64,5.15,28.00,25.00,36.00,32.00,26.00,45.00,25.00,23.00,28.00,0,0,0,"All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,7.00,2.00,3.00,1.80,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
514.70,51.47,280.94,28.09,233.77,23.38,2627.43,262.74,1642.34,164.23,985.09,98.51,2112.73,211.27,1361.40,136.14,751.32,75.13,818.08,46.70,328.11,18.79,1944.16,194.42,0.89,2.38,1.24,1.21,1.31,16.00,16.00,16.00,0,0,306.53,194.81,111.72,154.00,97.00,57.00,0,0,0,73.00,45.00,28.00,81.00,52.00,29.00,47.40,46.39,49.12,3.34,0.30,2.90,0.27,4.10,0.36,35.99,2.78,36.50,2.78,35.18,2.77,26.08,1.93,26.18,1.91,25.91,1.98,1.38,1.39,1.36,74.36,5.71,74.36,5.16,66.29,5.71,66.39,4.12,56.16,3.63,66.39,4.12,16.00,14.00,20.00,19.00,16.00,23.00,14.00,12.00,17.00,0,0,0,"All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,35.00,1.75,3.00,1.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
91.98,9.20,197.44,19.74,-105.46,-10.55,1652.10,165.21,1167.33,116.73,484.76,48.48,1560.11,156.01,969.89,96.99,590.22,59.02,362.85,30.43,221.75,21.17,1941.76,194.18,0.23,0.49,1.06,1.20,0.82,15.00,15.00,15.00,0,0,240.98,154.54,86.45,162.00,102.00,60.00,0,0,0,57.00,37.00,20.00,105.00,65.00,40.00,35.19,36.27,33.33,0.57,0.08,1.94,0.20,-1.76,-0.13,28.98,2.94,31.55,3.12,24.24,2.61,14.86,1.47,14.92,1.46,14.76,1.50,1.95,2.11,1.64,59.11,5.83,59.11,5.83,39.09,4.35,35.15,3.24,33.76,2.94,35.15,3.24,13.00,11.00,17.00,18.00,15.00,22.00,11.00,9.00,14.00,0,0,0,"All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,14.00,1.25,3.00,2.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
135.95,13.60,144.90,14.49,-8.95,-0.89,1802.34,180.23,1169.21,116.92,633.12,63.31,1666.38,166.64,1024.31,102.43,642.07,64.21,378.41,29.43,176.61,16.32,1941.01,194.10,0.31,0.65,1.08,1.14,0.99,16.00,15.00,16.00,0,0,274.60,170.38,104.22,172.00,105.00,67.00,0,0,0,66.00,41.00,25.00,106.00,64.00,42.00,38.37,39.05,37.31,0.79,0.10,1.38,0.13,-0.13,-0.04,27.31,2.60,28.52,2.63,25.32,2.53,15.72,1.46,16.00,1.47,15.29,1.45,1.74,1.78,1.66,57.14,5.11,57.14,5.11,43.15,4.38,37.90,3.24,36.32,2.94,37.90,3.24,11.00,10.00,12.00,14.00,13.00,17.00,9.00,9.00,10.00,0,0,0,"All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,14.00,1.25,3.00,2.20,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
903.13,90.31,844.36,84.44,58.77,5.88,3054.42,305.44,2123.66,212.37,930.76,93.08,2151.29,215.13,1279.30,127.93,871.99,87.20,1090.07,54.66,325.66,17.78,1941.33,194.13,2.78,"N/A",1.42,1.66,1.07,16.00,16.00,16.00,0,0,243.18,155.24,87.94,118.00,75.00,43.00,0,0,0,48.00,32.00,16.00,70.00,43.00,27.00,40.68,42.67,37.21,7.65,0.61,11.26,0.84,1.37,0.22,63.63,4.74,66.36,4.86,58.17,4.51,30.73,2.22,29.75,2.15,32.30,2.33,2.07,2.23,1.80,175.62,10.19,175.62,10.19,98.36,6.94,81.86,4.89,69.79,3.89,81.86,4.89,32.00,29.00,38.00,41.00,34.00,54.00,26.00,25.00,28.00,0,0,0,"All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,28.00,2.00,3.00,2.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
944.71,94.47,912.63,91.26,32.08,3.21,3360.55,336.06,2506.45,250.64,854.11,85.41,2415.85,241.58,1593.82,159.38,822.03,82.20,1230.21,57.48,346.88,16.58,1941.38,194.14,1.47,"N/A",1.39,1.57,1.04,18.00,18.00,18.00,0,0,258.67,178.67,80.00,114.00,78.00,36.00,0,0,0,42.00,30.00,12.00,72.00,48.00,24.00,36.84,38.46,33.33,8.29,0.66,11.70,0.87,0.89,0.21,80.01,5.51,83.55,5.65,71.18,5.15,33.55,2.17,33.20,2.12,34.25,2.27,2.38,2.52,2.08,191.67,10.38,191.67,10.38,89.14,7.22,81.85,4.29,76.56,3.85,81.85,4.29,35.00,27.00,52.00,43.00,32.00,70.00,30.00,24.00,43.00,0,0,0,"All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,49.00,2.00,3.00,3.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-54.04,-5.40,-60.01,-6.00,5.96,0.60,1363.88,136.39,798.41,79.84,565.47,56.55,1417.93,141.79,858.41,85.84,559.51,55.95,186.29,17.06,175.27,16.26,1942.89,194.29,-0.20,-0.24,0.96,0.93,1.01,16.00,15.00,16.00,0,0,271.97,160.95,111.02,183.00,107.00,76.00,0,0,0,99.00,58.00,41.00,84.00,49.00,35.00,54.10,54.21,53.95,-0.30,-0.02,-0.56,-0.04,0.08,0.02,13.78,1.40,13.77,1.38,13.79,1.43,16.88,1.68,17.52,1.73,15.99,1.62,0.82,0.79,0.86,33.44,3.56,26.77,2.72,33.44,3.56,36.31,3.50,36.31,3.50,27.61,2.78,7.00,7.00,7.00,7.00,7.00,7.00,8.00,8.00,7.00,0,0,0,"All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,14.00,1.50,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1227.19,122.72,1017.19,101.72,209.99,21.00,3824.62,382.46,2566.83,256.68,1257.79,125.78,2597.43,259.74,1549.64,154.96,1047.80,104.78,1387.35,58.65,560.57,24.05,1942.91,194.29,1.66,126.05,1.47,1.66,1.20,20.00,19.00,20.00,0,0,345.66,220.05,125.61,141.00,89.00,52.00,0,0,0,92.00,60.00,32.00,49.00,29.00,20.00,65.25,67.42,61.54,8.70,0.61,11.43,0.76,4.04,0.36,41.57,2.61,42.78,2.64,39.31,2.55,53.01,3.13,53.44,3.12,52.39,3.16,0.78,0.80,0.75,111.29,5.75,111.29,5.75,61.05,4.17,145.87,6.87,116.67,5.69,145.87,6.87,26.00,25.00,26.00,24.00,24.00,24.00,28.00,28.00,28.00,0,0,0,"All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,21.00,2.75,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
617.55,61.76,277.66,27.77,339.89,33.99,2615.73,261.57,1607.60,160.76,1008.13,100.81,1998.18,199.82,1329.94,132.99,668.24,66.82,772.69,45.52,287.45,17.15,1943.09,194.31,1.14,66.12,1.31,1.21,1.51,16.00,15.00,16.00,0,0,313.62,197.78,115.84,161.00,100.00,61.00,0,0,0,84.00,52.00,32.00,77.00,48.00,29.00,52.17,52.00,52.46,3.84,0.33,2.78,0.22,5.57,0.50,31.14,2.44,30.92,2.35,31.50,2.58,25.95,1.97,27.71,2.09,23.04,1.79,1.20,1.12,1.37,70.64,5.98,70.64,4.70,64.70,5.98,75.35,4.77,75.35,4.77,53.55,3.44,16.00,15.00,18.00,17.00,14.00,22.00,14.00,15.00,13.00,0,0,0,"All parameters are changed randomly",14.00,28.00,"close",11.00,"ZLEMA","ZLEMA",true,0.02,true,true,200.00,3.00,30.00,true,true,250.00,"Exchange","Exchange",0,0,true,true,0,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"WMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,7.00,1.75,3.00,1.40,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
