"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","__Range","__Period","__Factor","__Forecast","__Peak & Trough","__Spread Percentage","__Show Trendline","__Trend Direction","__Show Price Close","__Show MA01","__Show MA02","__Show Trend","__Show RSI","__Show MACDV","__Show SignalV","__Show Condition","__Show Momentum","__MACD-V Fast","__MACD-V Slow","__MACD-V Signal","__ATR","__Show TF MN","__MA1","__MA2","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX:","__1L","__S","__Lv","__2. MACD:","__Lf","__Ls","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA:","__Length","__Bars","__6. High/Low Filter:","__Lookback","__7. Maximum close change allowed on entry:","__(％)","__8. Minimum close change allowed on entry:","__9. RSI:","__9L","__OS","__OB","__10. MA:","__Type","__10L","__11. EMA Difference:","__EMA 1","__EMA 2","__13. Bias:","__13L","__P","__14. TimeFrame:","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak","__Win Streak","__Row Loss InDay","__DrawDown %","__InDay Loss %","__Daily Trades","__Weekly Trades","__Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","__Dashboard Size","__Performance Summary","__Monthly Performance","__Active Filters","__5m","__15m","__30m","__45m","__1h","__2h","__3h","__4h","__1d","__Show Trade Stats⚠️🐌","comment"
-318.34,-31.83,-381.11,-38.11,62.77,6.28,282.74,28.27,104.51,10.45,178.23,17.82,601.08,60.11,485.62,48.56,115.46,11.55,64.34,7.99,345.64,33.93,167.86,16.79,-0.25,-0.27,0.47,0.22,1.54,3383.00,3373.00,3383.00,-5.74,-0.84,53.67,33.85,19.81,40.00,26.00,14.00,1.00,0,1.00,13.00,5.00,8.00,27.00,21.00,6.00,32.50,19.23,57.14,-7.96,-0.92,-14.66,-1.68,4.48,0.50,21.75,2.46,20.90,2.44,22.28,2.47,22.26,2.54,23.12,2.66,19.24,2.13,0.98,0.90,1.16,34.88,4.90,34.75,4.90,34.88,4.14,49.56,4.93,49.56,4.93,29.30,3.84,28.00,29.00,24.00,26.00,37.00,19.00,28.00,28.00,31.00,0,0,0,60.00,55.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
20.62,2.06,-25.84,-2.58,46.46,4.65,420.74,42.07,231.21,23.12,189.53,18.95,400.12,40.01,257.05,25.71,143.07,14.31,247.86,22.98,199.60,19.59,167.86,16.79,0.02,0.04,1.05,0.90,1.33,3294.00,3294.00,3281.00,0,0,51.04,28.39,22.65,36.00,20.00,16.00,0,0,0,13.00,6.00,7.00,23.00,14.00,9.00,36.11,30.00,43.75,0.57,0.10,-1.29,-0.09,2.90,0.33,32.36,3.49,38.53,4.18,27.08,2.89,17.40,1.82,18.36,1.93,15.90,1.66,1.86,2.10,1.70,80.87,9.10,80.87,9.10,47.71,4.97,31.36,3.38,31.36,3.38,25.95,2.68,22.00,23.00,22.00,22.00,26.00,20.00,22.00,22.00,23.00,0,0,0,80.00,95.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-112.63,-11.26,-85.66,-8.57,-26.97,-2.70,115.41,11.54,46.71,4.67,68.70,6.87,228.04,22.80,132.37,13.24,95.67,9.57,55.00,5.22,155.83,15.23,183.49,18.35,-0.18,-0.20,0.51,0.35,0.72,3330.00,3330.00,2828.00,0,0,23.27,12.94,10.33,16.00,9.00,7.00,0,0,0,6.00,3.00,3.00,10.00,6.00,4.00,37.50,33.33,42.86,-7.04,-0.72,-9.52,-0.97,-3.85,-0.40,19.23,2.00,15.57,1.66,22.90,2.34,22.80,2.35,22.06,2.28,23.92,2.45,0.84,0.71,0.96,27.86,2.83,23.28,2.65,27.86,2.83,35.86,3.84,34.45,3.38,35.86,3.84,28.00,28.00,28.00,31.00,37.00,25.00,26.00,23.00,30.00,0,0,0,150.00,35.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-56.07,-5.61,-97.27,-9.73,41.21,4.12,296.35,29.63,90.25,9.03,206.09,20.61,352.41,35.24,187.53,18.75,164.89,16.49,133.27,12.42,122.23,11.60,167.86,16.79,-0.05,-0.06,0.84,0.48,1.25,3333.00,3279.00,3333.00,0,0,38.12,16.03,22.10,26.00,11.00,15.00,0,0,0,12.00,4.00,8.00,14.00,7.00,7.00,46.15,36.36,53.33,-2.16,-0.18,-8.84,-0.88,2.75,0.33,24.70,2.55,22.56,2.34,25.76,2.65,25.17,2.53,26.79,2.72,23.56,2.33,0.98,0.84,1.09,42.45,4.38,42.45,4.38,41.94,4.14,49.30,4.93,49.30,4.93,40.48,3.84,31.00,36.00,27.00,22.00,17.00,24.00,39.00,47.00,30.00,0,0,0,180.00,50.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-12.27,-1.23,-17.52,-1.75,5.26,0.53,96.68,9.67,45.59,4.56,51.09,5.11,108.95,10.89,63.12,6.31,45.83,4.58,35.99,3.64,62.31,6.17,201.80,20.18,-0.03,-0.04,0.89,0.72,1.12,3341.00,2937.00,3341.00,0,0,14.81,7.41,7.40,10.00,5.00,5.00,0,0,0,5.00,2.00,3.00,5.00,3.00,2.00,50.00,40.00,60.00,-1.23,-0.10,-3.50,-0.32,1.05,0.12,19.34,1.99,22.80,2.35,17.03,1.74,21.79,2.18,21.04,2.10,22.91,2.31,0.89,1.08,0.74,29.35,3.07,29.35,3.07,25.03,2.60,28.81,2.85,28.81,2.85,25.31,2.58,23.00,9.00,37.00,25.00,14.00,33.00,21.00,7.00,42.00,0,0,0,250.00,30.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-127.75,-12.78,-167.41,-16.74,39.66,3.97,123.28,12.33,11.32,1.13,111.95,11.20,251.03,25.10,178.73,17.87,72.30,7.23,85.06,7.84,180.37,17.14,182.95,18.30,-0.18,-0.21,0.49,0.06,1.55,3291.00,3291.00,2909.00,0,0,23.68,13.10,10.58,16.00,9.00,7.00,0,0,0,5.00,1.00,4.00,11.00,8.00,3.00,31.25,11.11,57.14,-7.98,-0.82,-18.60,-1.89,5.67,0.55,24.66,2.45,11.32,1.13,27.99,2.78,22.82,2.31,22.34,2.27,24.10,2.41,1.08,0.51,1.16,41.30,4.08,11.32,1.13,41.30,4.08,36.87,3.84,35.43,3.38,36.87,3.84,29.00,27.00,31.00,30.00,48.00,25.00,28.00,25.00,38.00,0,0,0,100.00,35.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-124.96,-12.50,-141.34,-14.13,16.38,1.64,947.97,94.80,399.64,39.96,548.33,54.83,1072.93,107.29,540.98,54.10,531.95,53.19,142.46,13.49,182.45,17.79,167.86,16.79,-0.06,-0.08,0.88,0.74,1.03,3473.00,3307.00,3473.00,0,0,125.92,54.22,71.69,88.00,38.00,50.00,0,0,0,40.00,16.00,24.00,48.00,22.00,26.00,45.45,42.11,48.00,-1.42,-0.11,-3.72,-0.36,0.33,0.07,23.70,2.52,24.98,2.66,22.85,2.43,22.35,2.31,24.59,2.55,20.46,2.11,1.06,1.02,1.12,83.93,9.10,83.93,9.10,44.22,4.70,61.66,6.26,61.66,6.26,37.27,3.84,29.00,35.00,25.00,26.00,31.00,23.00,31.00,37.00,27.00,0,0,0,190.00,90.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-30.95,-3.10,-116.51,-11.65,85.56,8.56,357.69,35.77,115.97,11.60,241.72,24.17,388.64,38.86,232.47,23.25,156.16,15.62,133.87,13.29,156.73,15.39,168.83,16.88,-0.03,-0.04,0.92,0.50,1.55,3346.00,3255.00,3346.00,-8.97,-0.93,49.08,24.05,25.02,34.00,17.00,17.00,1.00,0,1.00,13.00,5.00,8.00,21.00,12.00,9.00,38.24,29.41,47.06,-0.91,-0.06,-6.85,-0.68,5.03,0.57,27.51,2.97,23.19,2.54,30.22,3.23,18.51,1.93,19.37,2.03,17.35,1.80,1.49,1.20,1.74,46.84,5.26,28.51,3.16,46.84,5.26,34.18,3.38,34.18,3.38,30.16,3.24,22.00,25.00,20.00,20.00,23.00,18.00,24.00,26.00,21.00,0,0,0,140.00,85.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-87.65,-8.76,-100.88,-10.09,13.23,1.32,33.54,3.35,0,0,33.54,3.35,121.18,12.12,100.88,10.09,20.30,2.03,36.07,3.55,100.88,9.96,-5.25,-0.53,-0.23,-0.25,0.28,0,1.65,2912.00,2912.00,2848.00,0,0,11.68,7.23,4.45,8.00,5.00,3.00,0,0,0,2.00,0,2.00,6.00,5.00,1.00,25.00,0,66.67,-10.96,-1.12,-20.18,-2.07,4.41,0.45,16.77,1.70,"N/A",,16.77,1.70,20.20,2.07,20.18,2.07,20.30,2.03,0.83,0,0.83,18.17,1.82,"N/A",,18.17,1.82,28.56,2.85,28.56,2.85,20.30,2.03,23.00,9.00,47.00,31.00,0,31.00,21.00,9.00,79.00,0,0,0,80.00,25.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-244.03,-24.40,-302.47,-30.25,58.44,5.84,743.78,74.38,284.39,28.44,459.39,45.94,987.81,98.78,586.87,58.69,400.94,40.09,186.18,19.14,271.58,26.66,169.16,16.92,-0.12,-0.18,0.75,0.49,1.15,3333.00,3199.00,3333.00,-7.21,-0.95,108.21,52.44,55.77,83.00,41.00,42.00,1.00,0,1.00,31.00,12.00,19.00,52.00,29.00,23.00,37.35,29.27,45.24,-2.94,-0.30,-7.38,-0.82,1.39,0.21,23.99,2.86,23.70,2.87,24.18,2.85,19.00,2.18,20.24,2.35,17.43,1.97,1.26,1.17,1.39,72.58,9.10,72.58,9.10,56.91,6.54,53.32,6.26,53.32,6.26,33.54,3.84,30.00,32.00,27.00,24.00,29.00,21.00,33.00,34.00,32.00,0,0,0,100.00,90.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
168.65,16.87,108.96,10.90,59.70,5.97,548.06,54.81,314.46,31.45,233.61,23.36,379.41,37.94,205.50,20.55,173.91,17.39,299.10,24.75,119.69,11.75,169.16,16.92,0.13,0.25,1.45,1.53,1.34,3343.00,3343.00,3330.00,0,0,53.52,27.99,25.53,35.00,18.00,17.00,0,0,0,16.00,9.00,7.00,19.00,9.00,10.00,45.71,50.00,41.18,4.82,0.49,6.05,0.64,3.51,0.33,34.25,3.38,34.94,3.45,33.37,3.28,19.97,1.95,22.83,2.17,17.39,1.74,1.72,1.53,1.92,86.27,9.10,86.27,9.10,50.73,4.97,32.48,3.38,32.48,3.38,27.69,2.72,26.00,29.00,22.00,25.00,29.00,21.00,26.00,29.00,23.00,0,0,0,170.00,100.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-110.32,-11.03,-125.93,-12.59,15.61,1.56,297.27,29.73,95.73,9.57,201.55,20.15,407.60,40.76,221.65,22.17,185.94,18.59,97.57,9.53,153.55,15.07,168.51,16.85,-0.12,-0.15,0.73,0.43,1.08,3407.00,3311.00,3407.00,-7.99,-0.90,43.52,19.60,23.92,30.00,14.00,16.00,1.00,0,1.00,13.00,5.00,8.00,17.00,9.00,8.00,43.33,35.71,50.00,-3.68,-0.35,-8.99,-0.93,0.98,0.15,22.87,2.43,19.15,2.07,25.19,2.65,23.98,2.48,24.63,2.60,23.24,2.34,0.95,0.78,1.08,39.51,4.14,30.80,3.16,39.51,4.14,49.77,4.93,49.77,4.93,38.13,3.84,29.00,33.00,25.00,23.00,21.00,24.00,33.00,40.00,25.00,0,0,0,150.00,55.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
173.45,17.35,87.18,8.72,86.27,8.63,554.46,55.45,319.12,31.91,235.34,23.53,381.00,38.10,231.93,23.19,149.07,14.91,304.06,25.06,119.69,11.75,169.48,16.95,0.14,0.26,1.46,1.38,1.58,3356.00,3356.00,3330.00,0,0,53.94,29.74,24.20,35.00,19.00,16.00,0,0,0,16.00,9.00,7.00,19.00,10.00,9.00,45.71,47.37,43.75,4.96,0.50,4.59,0.49,5.39,0.52,34.65,3.38,35.46,3.46,33.62,3.28,20.05,1.93,23.19,2.19,16.56,1.63,1.73,1.53,2.03,88.76,9.10,88.76,9.10,50.94,4.97,32.48,3.38,32.48,3.38,28.49,2.68,26.00,30.00,22.00,27.00,31.00,21.00,25.00,28.00,22.00,0,0,0,160.00,100.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
-205.79,-20.58,-245.29,-24.53,39.50,3.95,247.71,24.77,37.19,3.72,210.52,21.05,453.50,45.35,282.48,28.25,171.02,17.10,99.31,10.62,236.66,23.67,162.32,16.23,-0.20,-0.23,0.55,0.13,1.23,3311.00,3311.00,3296.00,-9.36,-1.18,46.26,22.52,23.74,34.00,17.00,17.00,1.00,0,1.00,10.00,2.00,8.00,24.00,15.00,9.00,29.41,11.76,47.06,-6.05,-0.64,-14.43,-1.62,2.32,0.33,24.77,2.84,18.60,2.15,26.31,3.01,18.90,2.09,18.83,2.12,19.00,2.05,1.31,0.99,1.39,56.43,6.54,26.43,3.16,56.43,6.54,35.21,3.84,32.51,3.43,35.21,3.84,20.00,25.00,15.00,17.00,36.00,12.00,21.00,24.00,17.00,0,0,0,70.00,70.00,2.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true,"All parameters are changed randomly"
