"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Range","__Period","__Factor","__Forecast","__Peak & Trough","__Spread Percentage","__Show Trendline","__Trend Direction","__Show Price Close","__Show MA01","__Show MA02","__Show Trend","__Show RSI","__Show MACDV","__Show SignalV","__Show Condition","__Show Momentum","__MACD-V Fast","__MACD-V Slow","__MACD-V Signal","__ATR","__Show TF MN","__MA1","__MA2","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX:","__1L","__S","__Lv","__2. MACD:","__Lf","__Ls","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA:","__Length","__Bars","__6. High/Low Filter:","__Lookback","__7. Maximum close change allowed on entry:","__(％)","__8. Minimum close change allowed on entry:","__9. RSI:","__9L","__OS","__OB","__10. MA:","__Type","__10L","__11. EMA Difference:","__EMA 1","__EMA 2","__13. Bias:","__13L","__P","__14. TimeFrame:","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak","__Win Streak","__Row Loss InDay","__DrawDown %","__InDay Loss %","__Daily Trades","__Weekly Trades","__Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","__Dashboard Size","__Performance Summary","__Monthly Performance","__Active Filters","__5m","__15m","__30m","__45m","__1h","__2h","__3h","__4h","__1d","__Show Trade Stats⚠️🐌"
751.63,75.16,612.26,61.23,139.37,13.94,3634.01,363.40,2132.19,213.22,1501.82,150.18,2882.38,288.24,1519.93,151.99,1362.45,136.25,1076.91,51.87,301.87,15.10,247.15,24.71,0.55,2.61,1.26,1.40,1.10,6380.00,6280.00,6380.00,0,0,557.36,256.18,301.19,227.00,111.00,116.00,0,0,0,103.00,49.00,54.00,124.00,62.00,62.00,45.37,44.14,46.55,3.31,0.28,5.52,0.47,1.20,0.09,35.28,2.29,43.51,3.02,27.81,1.62,23.25,1.40,24.51,1.54,21.98,1.25,1.52,1.78,1.27,214.08,14.39,214.08,14.39,67.43,3.70,94.38,5.96,94.38,5.96,85.57,4.41,14.00,15.00,12.00,14.00,14.00,13.00,14.00,15.00,12.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,14.00,1.50,3.00,1.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
1976.22,197.62,1181.12,118.11,795.10,79.51,6187.14,618.71,3410.56,341.06,2776.58,277.66,4210.92,421.09,2229.44,222.94,1981.49,198.15,2812.17,73.78,623.45,19.63,247.15,24.71,0.71,12.53,1.47,1.53,1.40,11350.00,10340.00,11350.00,0,0,416.06,202.75,213.31,107.00,59.00,48.00,0,0,0,48.00,27.00,21.00,59.00,32.00,27.00,44.86,45.76,43.75,18.47,1.18,20.02,1.45,16.56,0.84,128.90,5.89,126.32,6.68,132.22,4.89,71.37,2.66,69.67,2.97,73.39,2.30,1.81,1.81,1.80,561.10,32.06,460.95,32.06,561.10,21.84,261.60,13.27,261.60,13.27,161.05,4.75,65.00,63.00,68.00,77.00,71.00,85.00,55.00,56.00,54.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,28.00,2.75,3.00,2.20,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
1915.96,191.60,995.89,99.59,920.07,92.01,6138.06,613.81,3259.24,325.92,2878.81,287.88,4222.09,422.21,2263.35,226.34,1958.74,195.87,2337.37,70.05,454.84,15.14,247.15,24.71,0.64,10.52,1.45,1.44,1.47,10729.00,10095.00,10729.00,0,0,543.49,264.74,278.75,143.00,77.00,66.00,0,0,0,72.00,40.00,32.00,71.00,37.00,34.00,50.35,51.95,48.48,13.40,0.83,12.93,1.02,13.94,0.60,85.25,3.89,81.48,4.29,89.96,3.38,59.47,2.27,61.17,2.51,57.61,2.01,1.43,1.33,1.56,493.90,21.34,296.15,18.92,493.90,21.34,164.84,8.44,164.84,8.44,125.01,4.06,39.00,33.00,47.00,49.00,35.00,66.00,30.00,30.00,30.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,63.00,2.50,3.00,1.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
2480.73,248.07,1145.86,114.59,1334.88,133.49,7231.10,723.11,3595.49,359.55,3635.62,363.56,4750.37,475.04,2449.63,244.96,2300.74,230.07,2904.63,74.40,367.07,17.54,246.79,24.68,0.80,16.22,1.52,1.47,1.58,10685.00,9995.00,10685.00,0,0,645.76,282.43,363.33,166.00,80.00,86.00,0,0,0,70.00,33.00,37.00,96.00,47.00,49.00,42.17,41.25,43.02,14.94,0.84,14.32,1.08,15.52,0.61,103.30,4.56,108.95,5.65,98.26,3.58,49.48,1.88,52.12,2.13,46.95,1.64,2.09,2.09,2.09,363.17,27.21,363.17,27.21,290.59,13.44,177.67,11.02,177.67,11.02,117.81,3.37,32.00,36.00,28.00,45.00,52.00,39.00,22.00,24.00,20.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,14.00,2.00,3.00,2.40,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
1798.36,179.84,1201.45,120.14,596.91,59.69,6304.26,630.43,3485.52,348.55,2818.74,281.87,4505.90,450.59,2284.07,228.41,2221.83,222.18,2423.16,70.80,742.00,22.22,244.65,24.47,0.57,5.64,1.40,1.53,1.27,10943.00,10146.00,10943.00,0,0,502.33,243.12,259.20,139.00,75.00,64.00,0,0,0,51.00,29.00,22.00,88.00,46.00,42.00,36.69,38.67,34.38,12.94,0.86,16.02,1.22,9.33,0.44,123.61,5.89,120.19,6.62,128.12,4.92,51.20,2.05,49.65,2.18,52.90,1.90,2.41,2.42,2.42,721.01,28.27,384.77,25.09,721.01,28.27,146.98,7.73,146.98,7.73,119.07,3.67,47.00,37.00,59.00,67.00,45.00,95.00,36.00,32.00,41.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,63.00,2.25,3.00,2.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
1277.84,127.78,615.56,61.56,662.28,66.23,4709.52,470.95,2468.84,246.88,2240.68,224.07,3431.68,343.17,1853.28,185.33,1578.40,157.84,1469.70,59.53,279.07,13.61,243.94,24.39,0.58,11.30,1.37,1.33,1.42,7794.00,7548.00,7794.00,0,0,596.58,287.03,309.56,206.00,107.00,99.00,0,0,0,96.00,50.00,46.00,110.00,57.00,53.00,46.60,46.73,46.46,6.20,0.44,5.75,0.54,6.69,0.32,49.06,2.76,49.38,3.14,48.71,2.34,31.20,1.59,32.51,1.73,29.78,1.43,1.57,1.52,1.64,249.30,14.24,194.43,14.24,249.30,13.69,95.42,6.53,95.42,6.53,68.15,2.98,17.00,17.00,18.00,20.00,18.00,21.00,15.00,15.00,15.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,49.00,1.75,3.00,1.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
1210.21,121.02,831.22,83.12,378.99,37.90,4483.57,448.36,2461.69,246.17,2021.88,202.19,3273.36,327.34,1630.47,163.05,1642.89,164.29,1415.90,58.63,309.35,14.13,244.65,24.47,0.68,4.78,1.37,1.51,1.23,7173.00,6903.00,7173.00,0,0,591.39,262.26,329.13,215.00,102.00,113.00,0,0,0,89.00,43.00,46.00,126.00,59.00,67.00,41.40,42.16,40.71,5.63,0.41,8.15,0.66,3.35,0.18,50.38,2.97,57.25,3.72,43.95,2.26,25.98,1.40,27.64,1.56,24.52,1.26,1.94,2.07,1.79,248.19,17.88,248.19,17.88,94.83,4.58,96.60,6.10,90.12,6.10,96.60,4.99,17.00,18.00,17.00,23.00,22.00,23.00,14.00,14.00,13.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,21.00,1.50,3.00,2.20,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
2139.23,213.92,1332.07,133.21,807.16,80.72,6499.80,649.98,3600.67,360.07,2899.13,289.91,4360.57,436.06,2268.60,226.86,2091.97,209.20,2960.63,74.77,601.84,18.80,245.36,24.54,0.72,9.48,1.49,1.59,1.39,12010.00,11004.00,12010.00,0,0,429.20,211.77,217.42,104.00,58.00,46.00,0,0,0,46.00,27.00,19.00,58.00,31.00,27.00,44.23,46.55,41.30,20.57,1.27,22.97,1.58,17.55,0.88,141.30,6.19,133.36,6.77,152.59,5.38,75.18,2.64,73.18,2.95,77.48,2.29,1.88,1.82,1.97,696.80,32.59,493.00,32.59,696.80,25.32,260.14,12.39,260.14,12.39,167.10,4.73,70.00,62.00,80.00,91.00,72.00,119.00,54.00,54.00,53.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,35.00,2.75,3.00,2.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
1325.20,132.52,594.10,59.41,731.10,73.11,4689.56,468.96,2405.50,240.55,2284.05,228.41,3364.36,336.44,1811.41,181.14,1552.95,155.29,1552.95,60.85,328.35,13.29,244.65,24.47,0.63,5.29,1.39,1.33,1.47,8221.00,7956.00,8221.00,0,0,673.58,311.97,361.61,225.00,113.00,112.00,0,0,0,106.00,52.00,54.00,119.00,61.00,58.00,47.11,46.02,48.21,5.89,0.41,5.26,0.50,6.53,0.31,44.24,2.41,46.26,2.87,42.30,1.98,28.27,1.38,29.70,1.52,26.77,1.24,1.57,1.56,1.58,216.80,13.82,213.14,13.82,216.80,10.74,98.08,5.98,98.08,5.98,62.81,2.66,14.00,14.00,14.00,17.00,15.00,18.00,12.00,13.00,9.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,35.00,1.50,3.00,1.80,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
1846.46,184.65,1242.57,124.26,603.89,60.39,5983.29,598.33,3248.08,324.81,2735.22,273.52,4136.84,413.68,2005.51,200.55,2131.33,213.13,2530.48,71.69,613.01,19.51,243.94,24.39,0.70,28.15,1.45,1.62,1.28,10297.00,9393.00,10297.00,0,0,430.82,194.28,236.54,118.00,60.00,58.00,0,0,0,48.00,26.00,22.00,70.00,34.00,36.00,40.68,43.33,37.93,15.65,1.03,20.71,1.53,10.41,0.52,124.65,6.01,124.93,7.04,124.33,4.78,59.10,2.38,58.99,2.69,59.20,2.09,2.11,2.12,2.10,543.83,33.13,438.83,33.13,543.83,22.58,220.81,12.08,220.81,12.08,137.66,4.33,59.00,57.00,61.00,82.00,69.00,97.00,43.00,47.00,39.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,28.00,2.50,3.00,2.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
1885.31,188.53,1042.52,104.25,842.79,84.28,6528.03,652.80,3376.15,337.62,3151.88,315.19,4642.72,464.27,2333.63,233.36,2309.09,230.91,2244.68,69.20,436.65,15.54,243.94,24.39,0.63,8.56,1.41,1.45,1.37,10090.00,9708.00,10090.00,0,0,634.55,270.98,363.57,174.00,83.00,91.00,0,0,0,84.00,40.00,44.00,90.00,43.00,47.00,48.28,48.19,48.35,10.84,0.68,12.56,1.00,9.26,0.39,77.71,3.62,84.40,4.59,71.63,2.75,51.59,2.07,54.27,2.34,49.13,1.82,1.51,1.56,1.46,336.37,21.65,336.37,21.65,245.58,10.70,185.43,8.87,185.43,8.87,118.94,3.78,28.00,32.00,25.00,36.00,40.00,32.00,21.00,24.00,19.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,14.00,2.25,3.00,1.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
904.14,90.41,929.44,92.94,-25.30,-2.53,4228.09,422.81,2587.08,258.71,1641.01,164.10,3323.95,332.39,1657.63,165.76,1666.31,166.63,1171.26,53.96,340.73,16.74,243.94,24.39,0.62,2.55,1.27,1.56,0.99,6539.00,6497.00,6539.00,0,0,531.26,233.37,297.89,205.00,95.00,110.00,0,0,0,85.00,42.00,43.00,120.00,53.00,67.00,41.46,44.21,39.09,4.41,0.36,9.78,0.79,-0.23,-0.01,49.74,3.10,61.60,4.14,38.16,2.10,27.70,1.58,31.28,1.85,24.87,1.37,1.80,1.97,1.53,281.26,20.24,281.26,20.24,99.75,5.14,100.59,6.75,100.59,6.75,83.92,4.30,21.00,26.00,17.00,28.00,36.00,21.00,16.00,18.00,15.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,7.00,1.75,3.00,1.80,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
165.45,16.55,77.22,7.72,88.23,8.82,2103.54,210.35,1170.18,117.02,933.37,93.34,1938.09,193.81,1092.95,109.30,845.14,84.51,357.70,26.44,182.58,13.54,243.94,24.39,0.29,0.87,1.09,1.07,1.10,4451.00,4353.00,4451.00,0,0,458.59,223.75,234.84,254.00,127.00,127.00,0,0,0,125.00,62.00,63.00,129.00,65.00,64.00,49.21,48.82,49.61,0.65,0.07,0.61,0.09,0.69,0.06,16.83,1.43,18.87,1.65,14.82,1.21,15.02,1.24,16.81,1.40,13.21,1.07,1.12,1.12,1.12,89.79,7.50,76.75,7.10,89.79,7.50,75.01,6.42,75.01,6.42,28.90,2.22,8.00,7.00,9.00,9.00,8.00,11.00,6.00,6.00,6.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,42.00,1.25,3.00,1.40,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
1371.59,137.16,842.90,84.29,528.68,52.87,4917.89,491.79,2705.06,270.51,2212.83,221.28,3546.31,354.63,1862.16,186.22,1684.15,168.41,1716.75,63.21,406.23,15.22,243.94,24.39,0.59,5.87,1.39,1.45,1.31,8711.00,8561.00,8711.00,0,0,593.04,288.04,305.01,191.00,101.00,90.00,0,0,0,84.00,47.00,37.00,107.00,54.00,53.00,43.98,46.53,41.11,7.18,0.50,8.35,0.69,5.87,0.28,58.55,3.13,57.55,3.48,59.81,2.70,33.14,1.57,34.48,1.73,31.78,1.41,1.77,1.67,1.88,328.04,16.92,225.00,16.16,328.04,16.92,94.93,6.27,94.93,6.27,71.39,2.93,21.00,19.00,25.00,27.00,21.00,34.00,17.00,16.00,19.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,56.00,1.75,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
