"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Range","__Period","__Factor","__Forecast","__Peak & Trough","__Spread Percentage","__Show Trendline","__Trend Direction","__Show Price Close","__Show MA01","__Show MA02","__Show Trend","__Show RSI","__Show MACDV","__Show SignalV","__Show Condition","__Show Momentum","__MACD-V Fast","__MACD-V Slow","__MACD-V Signal","__ATR","__Show TF MN","__MA1","__MA2","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX:","__1L","__S","__Lv","__2. MACD:","__Lf","__Ls","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA:","__Length","__Bars","__6. High/Low Filter:","__Lookback","__7. Maximum close change allowed on entry:","__(％)","__8. Minimum close change allowed on entry:","__9. RSI:","__9L","__OS","__OB","__10. MA:","__Type","__10L","__11. EMA Difference:","__EMA 1","__EMA 2","__13. Bias:","__13L","__P","__14. TimeFrame:","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak","__Win Streak","__Row Loss InDay","__DrawDown %","__InDay Loss %","__Daily Trades","__Weekly Trades","__Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","__Dashboard Size","__Performance Summary","__Monthly Performance","__Active Filters","__5m","__15m","__30m","__45m","__1h","__2h","__3h","__4h","__1d","__Show Trade Stats⚠️🐌"
2044.91,204.49,1102.52,110.25,942.40,94.24,6545.45,654.55,3575.80,357.58,2969.65,296.97,4500.54,450.05,2473.28,247.33,2027.26,202.73,2529.09,71.68,547.14,16.75,255.35,25.53,0.65,10.56,1.45,1.45,1.47,10955.00,10488.00,10955.00,0,0,531.26,263.91,267.35,136.00,75.00,61.00,0,0,0,71.00,40.00,31.00,65.00,35.00,30.00,52.21,53.33,50.82,15.04,0.91,14.70,1.06,15.45,0.74,92.19,4.10,89.39,4.51,95.80,3.56,69.24,2.56,70.67,2.89,67.58,2.17,1.33,1.26,1.42,494.34,21.13,338.56,21.13,494.34,20.32,210.66,10.17,210.66,10.17,148.57,4.60,44.00,37.00,52.00,53.00,40.00,69.00,34.00,34.00,35.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,49.00,2.75,3.00,1.60,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
2625.89,262.59,1250.36,125.04,1375.53,137.55,7477.66,747.77,3801.27,380.13,3676.39,367.64,4851.77,485.18,2550.91,255.09,2300.86,230.09,3078.26,75.49,537.86,15.82,255.71,25.57,0.63,27.05,1.54,1.49,1.60,11359.00,10760.00,11359.00,0,0,590.70,284.57,306.14,146.00,78.00,68.00,0,0,0,60.00,32.00,28.00,86.00,46.00,40.00,41.10,41.03,41.18,17.99,0.99,16.03,1.19,20.23,0.77,124.63,5.34,118.79,6.04,131.30,4.54,56.42,2.04,55.45,2.18,57.52,1.86,2.21,2.14,2.28,653.29,27.14,386.30,24.07,653.29,27.14,169.21,7.73,169.21,7.73,135.94,3.67,44.00,38.00,51.00,65.00,47.00,84.00,31.00,32.00,29.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,63.00,2.25,3.00,2.40,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
1526.80,152.68,757.19,75.72,769.61,76.96,5542.93,554.29,2784.96,278.50,2757.98,275.80,4016.13,401.61,2027.77,202.78,1988.36,198.84,1847.83,64.90,396.34,15.13,255.71,25.57,0.58,5.74,1.38,1.37,1.39,8994.00,8603.00,8994.00,0,0,597.28,259.50,337.78,185.00,89.00,96.00,0,0,0,85.00,41.00,44.00,100.00,48.00,52.00,45.95,46.07,45.83,8.25,0.56,8.51,0.78,8.02,0.35,65.21,3.38,67.93,4.11,62.68,2.70,40.16,1.84,42.25,2.07,38.24,1.63,1.62,1.61,1.64,273.91,19.53,273.91,19.53,230.90,11.46,142.96,8.07,142.96,8.07,90.77,3.45,24.00,25.00,24.00,29.00,28.00,30.00,20.00,23.00,18.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,21.00,2.00,3.00,1.80,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
-4.40,-0.44,61.06,6.11,-65.46,-6.55,1814.31,181.43,1032.61,103.26,781.70,78.17,1818.71,181.87,971.55,97.16,847.16,84.72,261.05,21.27,173.68,14.85,256.42,25.64,-0.02,-0.03,1.00,1.06,0.92,3702.00,3609.00,3702.00,0,0,438.14,212.91,225.23,277.00,136.00,141.00,0,0,0,117.00,56.00,61.00,160.00,80.00,80.00,42.24,41.18,43.26,-0.02,-0.01,0.45,0.06,-0.46,-0.04,15.51,1.48,18.44,1.78,12.81,1.21,11.37,1.07,12.14,1.15,10.59,0.98,1.36,1.52,1.21,67.84,6.37,67.84,6.37,34.07,3.14,59.82,5.22,50.63,4.65,59.82,5.22,7.00,7.00,7.00,8.00,7.00,10.00,6.00,6.00,6.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,63.00,1.00,3.00,1.90,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
2075.42,207.54,1265.05,126.50,810.38,81.04,6505.74,650.57,3531.59,353.16,2974.15,297.42,4430.32,443.03,2266.54,226.65,2163.78,216.38,3095.75,75.60,703.42,18.61,256.42,25.64,0.77,8.50,1.47,1.56,1.38,11612.00,10507.00,11612.00,0,0,421.05,206.89,214.16,104.00,57.00,47.00,0,0,0,49.00,28.00,21.00,55.00,29.00,26.00,47.12,49.12,44.68,19.96,1.24,22.19,1.49,17.24,0.93,132.77,5.79,126.13,6.26,141.63,5.18,80.55,2.82,78.16,3.10,83.22,2.49,1.65,1.61,1.70,756.29,28.86,450.64,28.86,756.29,27.76,265.81,11.78,265.81,11.78,181.18,5.00,71.00,60.00,83.00,85.00,63.00,116.00,58.00,58.00,57.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,49.00,3.00,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
1859.65,185.97,1048.24,104.82,811.41,81.14,6038.84,603.88,3145.75,314.58,2893.09,289.31,4179.19,417.92,2097.51,209.75,2081.68,208.17,2194.00,68.71,379.12,14.45,256.06,25.61,0.59,13.01,1.45,1.50,1.39,10231.00,9603.00,10231.00,0,0,624.33,281.82,342.51,175.00,88.00,87.00,0,0,0,80.00,42.00,38.00,95.00,46.00,49.00,45.71,47.73,43.68,10.63,0.66,11.91,0.93,9.33,0.39,75.49,3.61,74.90,4.18,76.13,2.97,43.99,1.82,45.60,2.03,42.48,1.61,1.72,1.64,1.79,367.56,19.90,286.66,19.90,367.56,17.33,145.24,7.70,145.24,7.70,103.26,3.45,27.00,25.00,30.00,34.00,29.00,40.00,22.00,22.00,21.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,42.00,2.00,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
167.26,16.73,249.59,24.96,-82.33,-8.23,2218.47,221.85,1300.94,130.09,917.53,91.75,2051.22,205.12,1051.35,105.14,999.87,99.99,358.82,26.98,139.11,11.12,256.06,25.61,0.38,1.19,1.08,1.24,0.92,4124.00,4018.00,4124.00,0,0,472.10,225.20,246.90,272.00,133.00,139.00,0,0,0,104.00,51.00,53.00,168.00,82.00,86.00,38.24,38.35,38.13,0.61,0.07,1.88,0.19,-0.59,-0.04,21.33,1.88,25.51,2.30,17.31,1.46,12.21,1.05,12.82,1.12,11.63,0.97,1.75,1.99,1.49,92.69,8.77,92.69,8.77,40.40,3.42,59.68,5.00,58.05,5.00,59.68,4.80,8.00,8.00,9.00,10.00,10.00,10.00,7.00,7.00,7.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,49.00,1.00,3.00,2.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
353.55,35.35,441.97,44.20,-88.43,-8.84,2604.98,260.50,1627.89,162.79,977.09,97.71,2251.44,225.14,1185.91,118.59,1065.52,106.55,507.62,33.69,230.96,16.41,256.06,25.61,0.64,1.80,1.16,1.37,0.92,4352.00,4243.00,4352.00,0,0,472.33,233.20,239.13,252.00,127.00,125.00,0,0,0,107.00,56.00,51.00,145.00,71.00,74.00,42.46,44.09,40.80,1.40,0.14,3.48,0.32,-0.71,-0.04,24.35,1.98,29.07,2.42,19.16,1.50,15.53,1.22,16.70,1.33,14.40,1.11,1.57,1.74,1.33,128.76,11.18,128.76,11.18,42.35,3.14,91.10,6.81,91.10,6.81,66.33,4.71,10.00,10.00,10.00,12.00,12.00,12.00,9.00,8.00,9.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,28.00,1.25,3.00,1.90,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
1198.54,119.85,512.98,51.30,685.56,68.56,4694.07,469.41,2453.68,245.37,2240.39,224.04,3495.53,349.55,1940.70,194.07,1554.83,155.48,1419.98,58.70,440.29,18.52,256.06,25.61,0.61,4.47,1.34,1.26,1.44,7809.00,7625.00,7809.00,0,0,619.06,297.35,321.72,217.00,112.00,105.00,0,0,0,88.00,46.00,42.00,129.00,66.00,63.00,40.55,41.07,40.00,5.52,0.40,4.58,0.45,6.53,0.34,53.34,3.05,53.34,3.40,53.34,2.67,27.10,1.41,29.40,1.60,24.68,1.21,1.97,1.81,2.16,297.65,17.28,165.57,11.68,297.65,17.28,106.39,6.88,106.39,6.88,53.82,2.51,17.00,14.00,21.00,25.00,20.00,30.00,12.00,10.00,14.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,63.00,1.50,3.00,2.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
66.90,6.69,11.11,1.11,55.79,5.58,1905.47,190.55,1057.82,105.78,847.65,84.77,1838.58,183.86,1046.72,104.67,791.86,79.19,316.85,24.59,203.70,16.03,256.78,25.68,0.15,0.36,1.04,1.01,1.07,4159.00,4070.00,4159.00,0,0,425.70,210.39,215.31,252.00,127.00,125.00,0,0,0,121.00,60.00,61.00,131.00,67.00,64.00,48.02,47.24,48.80,0.27,0.04,0.09,0.03,0.45,0.04,15.75,1.42,17.63,1.63,13.90,1.21,14.03,1.24,15.62,1.39,12.37,1.07,1.12,1.13,1.12,91.87,8.00,69.56,6.64,91.87,8.00,69.38,6.21,69.38,6.21,25.86,2.17,8.00,7.00,9.00,9.00,7.00,11.00,7.00,7.00,7.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,49.00,1.25,3.00,1.40,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
387.47,38.75,425.05,42.50,-37.57,-3.76,2740.66,274.07,1682.82,168.28,1057.84,105.78,2353.18,235.32,1257.77,125.78,1095.41,109.54,542.28,35.18,243.62,16.92,256.42,25.64,0.58,1.48,1.17,1.34,0.97,4527.00,4408.00,4527.00,0,0,484.45,238.77,245.68,252.00,127.00,125.00,0,0,0,104.00,53.00,51.00,148.00,74.00,74.00,41.27,41.73,40.80,1.54,0.15,3.35,0.31,-0.30,-0.01,26.35,2.10,31.75,2.59,20.74,1.59,15.90,1.22,17.00,1.33,14.80,1.11,1.66,1.87,1.40,136.97,11.78,136.97,11.78,46.09,3.31,92.60,6.81,92.60,6.81,67.85,4.71,10.00,11.00,10.00,13.00,13.00,12.00,9.00,9.00,9.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,28.00,1.25,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
1920.02,192.00,1198.74,119.87,721.27,72.13,6101.80,610.18,3391.19,339.12,2710.61,271.06,4181.79,418.18,2192.45,219.24,1989.34,198.93,2775.83,73.53,583.68,19.63,256.06,25.61,0.71,12.03,1.46,1.55,1.36,10927.00,9986.00,10927.00,0,0,400.29,192.40,207.89,106.00,57.00,49.00,0,0,0,45.00,25.00,20.00,61.00,32.00,29.00,42.45,43.86,40.82,18.11,1.18,21.03,1.54,14.72,0.76,135.60,6.35,135.65,7.31,135.53,5.14,68.55,2.63,68.51,2.97,68.60,2.26,1.98,1.98,1.98,583.27,33.52,467.47,33.52,583.27,22.86,259.10,13.27,259.10,13.27,160.02,4.75,67.00,64.00,70.00,82.00,73.00,93.00,55.00,57.00,54.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,28.00,2.75,3.00,2.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
1920.02,192.00,1198.74,119.87,721.27,72.13,6101.80,610.18,3391.19,339.12,2710.61,271.06,4181.79,418.18,2192.45,219.24,1989.34,198.93,2775.83,73.53,583.68,19.63,256.06,25.61,0.71,12.03,1.46,1.55,1.36,10927.00,9986.00,10927.00,0,0,400.29,192.40,207.89,106.00,57.00,49.00,0,0,0,45.00,25.00,20.00,61.00,32.00,29.00,42.45,43.86,40.82,18.11,1.18,21.03,1.54,14.72,0.76,135.60,6.35,135.65,7.31,135.53,5.14,68.55,2.63,68.51,2.97,68.60,2.26,1.98,1.98,1.98,583.27,33.52,467.47,33.52,583.27,22.86,259.10,13.27,259.10,13.27,160.02,4.75,67.00,64.00,70.00,82.00,73.00,93.00,55.00,57.00,54.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,49.00,1.00,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
87.57,8.76,129.57,12.96,-42.00,-4.20,2043.38,204.34,1162.93,116.29,880.45,88.05,1955.81,195.58,1033.35,103.34,922.45,92.25,284.33,22.70,154.37,13.03,256.78,25.68,0.25,0.58,1.05,1.13,0.95,3917.00,3810.00,3917.00,0,0,460.47,222.19,238.28,277.00,136.00,141.00,0,0,0,112.00,53.00,59.00,165.00,83.00,82.00,40.43,38.97,41.84,0.32,0.04,0.95,0.10,-0.30,-0.02,18.24,1.67,21.94,2.04,14.92,1.33,11.85,1.06,12.45,1.13,11.25,0.99,1.54,1.76,1.33,75.42,7.05,75.42,7.05,38.74,3.49,61.06,5.22,51.15,4.65,61.06,5.22,8.00,7.00,8.00,10.00,9.00,10.00,6.00,7.00,6.00,0,0,0,"All parameters are changed randomly",190.00,65.00,1.00,true,true,0,true,true,0,0,0,true,0,0,0,true,true,14.00,26.00,9.00,26.00,true,50.00,200.00,"Exchange","Exchange",0,0,true,true,true,true,true,true,0,0,0,0,0,0,17.00,100.00,20.00,0,12.00,26.00,0,0,0,50.00,1.00,0,10.00,0,1.00,0,0,14.00,30.00,70.00,0,"SMA",200.00,0,30.00,60.00,0,200.00,7.00,0,"R:R","ATR",4.50,1.50,333.00,100.00,63.00,1.00,3.00,2.10,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,100.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true,true,0,0,0,0,0,0,0,0,true,true
