"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Length","__Type ➞","__RR Ratio","__SL Type","__Show SL","__Line Style","__Dashboard Size","__Performance Summary","__Monthly Performance"
754.79,30.19,1631.35,65.25,-876.56,-35.06,2412.85,96.51,2412.85,96.51,0,0,1658.06,66.32,781.50,31.26,876.56,35.06,2147.08,47.07,1603.87,48.06,4124.28,164.97,0.77,9.97,1.46,3.09,0,57.00,52.00,57.00,896.46,27.54,75.25,55.65,19.59,17.00,13.00,4.00,1.00,0,1.00,7.00,7.00,0,10.00,6.00,4.00,41.18,53.85,0,44.40,2.07,125.49,4.89,-219.14,-7.10,344.69,12.83,344.69,12.83,"N/A",,165.81,5.47,130.25,4.39,219.14,7.10,2.08,2.65,0,502.75,20.06,502.75,20.06,"N/A",,635.37,19.04,254.80,7.71,635.37,19.04,271.00,46.00,1002.00,73.00,73.00,0,409.00,14.00,1002.00,0,0,0,"All parameters are changed randomly",60.00,"Body",2.55,"Close",true,"Dashed","Small",true,true
238.61,9.54,597.06,23.88,-358.44,-14.34,858.22,34.33,858.22,34.33,0,0,619.61,24.78,261.16,10.45,358.44,14.34,1280.83,33.89,1460.08,50.03,3128.48,125.14,0.66,3.20,1.39,3.29,0,48.00,48.00,31.00,754.83,27.56,35.35,28.67,6.68,8.00,7.00,1.00,1.00,0,1.00,5.00,5.00,0,3.00,2.00,1.00,62.50,71.43,0,29.83,1.41,85.29,3.37,-358.44,-12.25,171.64,6.53,171.64,6.53,"N/A",,206.54,7.12,130.58,4.55,358.44,12.25,0.83,1.31,0,224.28,8.35,224.28,8.35,"N/A",,356.39,12.25,177.90,6.10,356.39,12.25,68.00,77.00,8.00,79.00,79.00,0,50.00,71.00,8.00,0,0,0,"All parameters are changed randomly",170.00,"Body",1.60,"Close",true,"Dashed","Small",true,true
103.91,4.16,538.96,21.56,-435.05,-17.40,765.43,30.62,708.11,28.32,57.32,2.29,661.52,26.46,169.15,6.77,492.37,19.69,1188.13,33.07,1510.34,52.13,3128.97,125.16,0.53,1.83,1.16,4.19,0.12,48.00,48.00,31.00,717.51,27.56,45.90,31.76,14.14,11.00,8.00,3.00,1.00,0,1.00,8.00,7.00,1.00,3.00,1.00,2.00,72.73,87.50,33.33,9.45,0.53,67.37,2.64,-145.02,-5.09,95.68,3.69,101.16,3.89,57.32,2.31,220.51,7.89,169.15,6.10,246.18,8.79,0.43,0.60,0.23,149.24,5.43,149.24,5.43,57.32,2.31,354.91,12.25,169.15,6.10,354.91,12.25,44.00,57.00,12.00,42.00,47.00,3.00,52.00,124.00,17.00,0,0,0,"All parameters are changed randomly",180.00,"Body",1.05,"Close",true,"Dashed","Small",true,true
317.94,12.72,683.78,27.35,-365.84,-14.63,951.40,38.06,951.40,38.06,0,0,633.46,25.34,267.62,10.70,365.84,14.63,1390.27,35.75,1502.35,50.03,3128.48,125.14,0.72,3.82,1.50,3.56,0,48.00,48.00,32.00,776.68,27.56,36.02,29.19,6.83,8.00,7.00,1.00,1.00,0,1.00,5.00,5.00,0,3.00,2.00,1.00,62.50,71.43,0,39.74,1.79,97.68,3.80,-365.84,-12.25,190.28,7.14,190.28,7.14,"N/A",,211.15,7.12,133.81,4.55,365.84,12.25,0.90,1.42,0,242.40,8.89,242.40,8.89,"N/A",,363.73,12.25,183.07,6.10,363.73,12.25,71.00,80.00,8.00,84.00,84.00,0,50.00,71.00,8.00,0,0,0,"All parameters are changed randomly",190.00,"Body",1.70,"Close",true,"Dashed","Small",true,true
540.64,21.63,947.51,37.90,-406.87,-16.27,1234.49,49.38,1234.49,49.38,0,0,693.85,27.75,286.99,11.48,406.87,16.27,1697.58,40.46,1683.21,50.97,3128.00,125.12,0.91,127.29,1.78,4.30,0,48.00,48.00,35.00,838.26,27.57,34.16,26.63,7.53,7.00,6.00,1.00,1.00,0,1.00,4.00,4.00,0,3.00,2.00,1.00,57.14,66.67,0,77.23,3.30,157.92,5.90,-406.87,-12.25,308.62,11.12,308.62,11.12,"N/A",,231.28,7.12,143.49,4.55,406.87,12.25,1.33,2.15,0,417.49,14.47,417.49,14.47,"N/A",,404.59,12.25,197.52,6.10,404.59,12.25,84.00,97.00,8.00,110.00,110.00,0,50.00,71.00,8.00,0,0,0,"All parameters are changed randomly",170.00,"Body",2.75,"Close",true,"Dashed","Small",true,true
335.11,13.40,722.73,28.91,-387.63,-15.51,994.39,39.78,994.39,39.78,0,0,659.28,26.37,271.65,10.87,387.63,15.51,1413.96,36.14,1636.86,52.02,3128.00,125.12,0.74,7.82,1.51,3.66,0,48.00,48.00,33.00,781.59,27.57,32.77,25.64,7.13,7.00,6.00,1.00,1.00,0,1.00,4.00,4.00,0,3.00,2.00,1.00,57.14,66.67,0,47.87,2.19,120.46,4.60,-387.63,-12.25,248.60,9.18,248.60,9.18,"N/A",,219.76,7.12,135.83,4.55,387.63,12.25,1.13,1.83,0,325.78,11.55,325.78,11.55,"N/A",,385.50,12.25,184.18,6.10,385.50,12.25,81.00,93.00,8.00,104.00,104.00,0,50.00,71.00,8.00,0,0,0,"All parameters are changed randomly",190.00,"Body",2.20,"Close",true,"Dashed","Small",true,true
654.65,26.19,1517.01,60.68,-862.36,-34.49,2286.20,91.45,2286.20,91.45,0,0,1631.54,65.26,769.19,30.77,862.36,34.49,2049.61,45.92,1585.86,48.56,4122.00,164.88,0.74,6.85,1.40,2.97,0,57.00,52.00,57.00,869.67,27.57,74.15,54.77,19.37,17.00,13.00,4.00,1.00,0,1.00,7.00,7.00,0,10.00,6.00,4.00,41.18,53.85,0,38.51,1.86,116.69,4.61,-215.59,-7.10,326.60,12.33,326.60,12.33,"N/A",,163.15,5.47,128.20,4.39,215.59,7.10,2.00,2.55,0,472.63,19.27,472.63,19.27,"N/A",,621.81,19.04,250.40,7.71,621.81,19.04,271.00,46.00,1002.00,73.00,73.00,0,409.00,14.00,1002.00,0,0,0,"All parameters are changed randomly",60.00,"Body",2.45,"Close",true,"Dashed","Small",true,true
1373.79,54.95,964.59,38.58,409.20,16.37,2827.98,113.12,1898.99,75.96,929.00,37.16,1454.19,58.17,934.40,37.38,519.79,20.79,3124.79,58.46,1813.65,46.78,3715.44,148.62,1.01,8.96,1.95,2.03,1.79,53.00,49.00,53.00,1067.95,27.57,111.73,79.17,32.55,25.00,18.00,7.00,1.00,0,1.00,11.00,9.00,2.00,14.00,9.00,5.00,44.00,50.00,28.57,54.95,2.08,53.59,1.82,58.46,2.74,257.09,9.36,211.00,7.35,464.50,18.43,103.87,3.64,103.82,3.71,103.96,3.53,2.48,2.03,4.47,773.63,31.97,432.21,13.32,773.63,31.97,185.55,7.71,185.55,7.71,170.21,5.33,58.00,41.00,100.00,95.00,66.00,226.00,29.00,17.00,49.00,0,0,0,"All parameters are changed randomly",90.00,"Body",1.70,"Close",true,"Dashed","Small",true,true
2131.08,85.24,1727.15,69.09,403.93,16.16,6008.52,240.34,4504.08,180.16,1504.43,60.18,3877.44,155.10,2776.94,111.08,1100.50,44.02,4473.55,64.99,2650.71,45.32,4018.55,160.74,0.90,4.86,1.55,1.62,1.37,72.00,72.00,70.00,1852.32,40.00,292.66,207.77,84.89,44.00,31.00,13.00,1.00,0,1.00,27.00,22.00,5.00,17.00,9.00,8.00,61.36,70.97,38.46,48.43,1.71,55.71,2.16,31.07,0.64,222.54,5.80,204.73,5.53,300.89,6.97,228.08,4.78,308.55,6.08,137.56,3.32,0.98,0.66,2.19,1028.04,33.56,867.42,33.56,1028.04,23.47,1130.62,21.63,1130.62,21.63,371.23,6.95,47.00,52.00,34.00,47.00,51.00,27.00,46.00,53.00,39.00,0,0,0,"All parameters are changed randomly",30.00,"Body",1.25,"Close",true,"Dashed","Small",true,true
239.84,9.59,616.66,24.67,-376.82,-15.07,880.30,35.21,880.30,35.21,0,0,640.46,25.62,263.64,10.55,376.82,15.07,1282.48,33.92,1599.96,52.30,3128.48,125.14,0.67,5.44,1.37,3.34,0,48.00,48.00,33.00,755.14,27.56,32.01,25.09,6.92,7.00,6.00,1.00,1.00,0,1.00,4.00,4.00,0,3.00,2.00,1.00,57.14,66.67,0,34.26,1.66,102.78,3.98,-376.82,-12.25,220.07,8.25,220.07,8.25,"N/A",,213.49,7.12,131.82,4.55,376.82,12.25,1.03,1.67,0,296.88,10.75,296.88,10.75,"N/A",,374.76,12.25,177.98,6.10,374.76,12.25,79.00,91.00,8.00,101.00,101.00,0,50.00,71.00,8.00,0,0,0,"All parameters are changed randomly",170.00,"Body",2.05,"Close",true,"Dashed","Small",true,true
1220.81,48.83,988.28,39.53,232.53,9.30,2565.03,102.60,1730.56,69.22,834.47,33.38,1344.22,53.77,742.28,29.69,601.94,24.08,2721.28,53.00,1741.97,46.78,3817.10,152.68,1.52,186.11,1.91,2.33,1.39,54.00,47.00,54.00,1025.05,27.55,115.67,81.35,34.33,25.00,18.00,7.00,1.00,0,1.00,15.00,12.00,3.00,10.00,6.00,4.00,60.00,66.67,42.86,48.83,1.81,54.90,1.91,33.22,1.53,171.00,5.93,144.21,4.93,278.16,9.97,134.42,4.39,123.71,4.12,150.48,4.79,1.27,1.17,1.85,636.08,23.47,318.45,9.76,636.08,23.47,223.11,7.71,212.46,7.71,223.11,6.67,34.00,34.00,35.00,41.00,43.00,34.00,23.00,14.00,36.00,0,0,0,"All parameters are changed randomly",100.00,"Body",1.25,"Close",true,"Dashed","Small",true,true
1260.54,50.42,2545.81,101.83,-1285.28,-51.41,4182.57,167.30,4182.57,167.30,0,0,2922.03,116.88,1636.76,65.47,1285.28,51.41,4102.09,63.87,2413.52,48.17,4019.67,160.79,0.52,2.40,1.43,2.56,0,56.00,51.00,56.00,1503.77,39.99,109.69,80.28,29.41,21.00,15.00,6.00,1.00,0,1.00,10.00,10.00,0,11.00,5.00,6.00,47.62,66.67,0,60.03,3.02,169.72,6.53,-214.21,-5.78,418.26,13.97,418.26,13.97,"N/A",,265.64,6.94,327.35,8.34,214.21,5.78,1.58,1.28,0,1537.46,59.15,1537.46,59.15,"N/A",,894.67,21.63,822.96,21.63,894.67,19.04,276.00,116.00,675.00,157.00,157.00,0,383.00,33.00,675.00,0,0,0,"All parameters are changed randomly",30.00,"Body",2.20,"Close",true,"Dashed","Small",true,true
-771.52,-30.86,-762.77,-30.51,-8.76,-0.35,1947.00,77.88,1138.13,45.53,808.86,32.35,2718.52,108.74,1900.90,76.04,817.62,32.70,896.62,34.90,1830.08,60.52,4019.11,160.76,0.09,0.13,0.72,0.60,0.99,56.00,53.00,56.00,691.28,39.99,149.61,93.99,55.61,40.00,26.00,14.00,1.00,0,1.00,17.00,12.00,5.00,23.00,14.00,9.00,42.50,46.15,35.71,-19.29,-0.71,-29.34,-1.18,-0.63,-0.16,114.53,4.76,94.84,3.96,161.77,6.68,118.20,4.76,135.78,5.58,90.85,3.47,0.97,0.70,1.78,527.56,22.52,179.68,7.71,527.56,22.52,530.43,21.63,530.43,21.63,196.58,6.95,30.00,29.00,31.00,17.00,16.00,21.00,39.00,41.00,37.00,0,0,0,"All parameters are changed randomly",40.00,"Body",1.20,"Close",true,"Dashed","Small",true,true
401.61,16.06,795.98,31.84,-394.37,-15.77,1072.84,42.91,1072.84,42.91,0,0,671.23,26.85,276.86,11.07,394.37,15.77,1505.70,37.61,1656.02,51.73,3128.97,125.16,0.79,11.91,1.60,3.88,0,48.00,48.00,34.00,799.54,27.56,33.25,25.99,7.26,7.00,6.00,1.00,1.00,0,1.00,4.00,4.00,0,3.00,2.00,1.00,57.14,66.67,0,57.37,2.56,132.66,5.02,-394.37,-12.25,268.21,9.81,268.21,9.81,"N/A",,223.74,7.12,138.43,4.55,394.37,12.25,1.20,1.94,0,351.69,12.34,351.69,12.34,"N/A",,392.19,12.25,188.49,6.10,392.19,12.25,81.00,94.00,8.00,105.00,105.00,0,50.00,71.00,8.00,0,0,0,"All parameters are changed randomly",190.00,"Body",2.35,"Close",true,"Dashed","Small",true,true
-739.76,-29.59,-919.28,-36.77,179.51,7.18,2151.74,86.07,1156.36,46.25,995.38,39.82,2891.50,115.66,2075.64,83.03,815.86,32.63,1257.56,35.68,2101.99,63.36,4020.23,160.81,0.11,0.16,0.74,0.56,1.22,56.00,53.00,56.00,703.80,39.98,146.29,93.57,52.72,38.00,25.00,13.00,1.00,0,1.00,14.00,10.00,4.00,24.00,15.00,9.00,36.84,40.00,30.77,-19.47,-0.67,-36.77,-1.32,13.81,0.59,153.70,6.19,115.64,4.84,248.84,9.55,120.48,4.66,138.38,5.43,90.65,3.39,1.28,0.84,2.75,710.39,27.25,224.14,9.36,710.39,27.25,536.36,21.63,536.36,21.63,210.98,6.95,43.00,40.00,51.00,39.00,21.00,85.00,46.00,52.00,35.00,0,0,0,"All parameters are changed randomly",40.00,"Body",1.45,"Close",true,"Dashed","Small",true,true
27.24,1.09,707.58,28.30,-680.34,-27.21,1189.99,47.60,1189.99,47.60,0,0,1162.75,46.51,482.41,19.30,680.34,27.21,1845.41,43.34,1789.30,57.07,3820.36,152.81,0.39,0.75,1.02,2.47,0,54.00,47.00,54.00,695.27,27.51,43.85,33.03,10.81,10.00,8.00,2.00,1.00,0,1.00,5.00,5.00,0,5.00,3.00,2.00,50.00,62.50,0,2.72,0.60,88.45,3.55,-340.17,-11.22,238.00,9.04,238.00,9.04,"N/A",,232.55,7.85,160.80,5.60,340.17,11.22,1.02,1.48,0,375.75,13.62,375.75,13.62,"N/A",,593.20,19.04,234.34,7.71,593.20,19.04,450.00,72.00,1962.00,86.00,86.00,0,814.00,50.00,1962.00,0,0,0,"All parameters are changed randomly",120.00,"Body",2.10,"Close",true,"Dashed","Small",true,true
1185.13,47.41,2121.42,84.86,-936.29,-37.45,2954.24,118.17,2954.24,118.17,0,0,1769.11,70.76,832.82,33.31,936.29,37.45,2670.91,52.53,1725.29,46.78,4128.83,165.15,0.86,193.98,1.67,3.55,0,58.00,53.00,58.00,1013.17,27.49,79.85,59.32,20.53,17.00,13.00,4.00,1.00,0,1.00,7.00,7.00,0,10.00,6.00,4.00,41.18,53.85,0,69.71,2.90,163.19,5.98,-234.07,-7.10,422.03,14.87,422.03,14.87,"N/A",,176.91,5.47,138.80,4.39,234.07,7.10,2.39,3.04,0,634.52,23.23,634.52,23.23,"N/A",,692.44,19.04,273.11,7.71,692.44,19.04,280.00,59.00,1002.00,97.00,97.00,0,409.00,14.00,1002.00,0,0,0,"All parameters are changed randomly",60.00,"Body",2.95,"Close",true,"Dashed","Small",true,true
-708.94,-28.36,357.77,14.31,-1066.70,-42.67,1664.71,66.59,1664.71,66.59,0,0,2373.64,94.95,1306.94,52.28,1066.70,42.67,1954.05,47.35,1782.24,59.03,4024.72,160.99,0.14,0.21,0.70,1.27,0,56.00,49.00,56.00,715.38,39.94,78.00,49.50,28.49,21.00,14.00,7.00,1.00,0,1.00,6.00,6.00,0,15.00,8.00,7.00,28.57,42.86,0,-33.76,-1.10,25.55,1.15,-152.39,-5.61,277.45,11.70,277.45,11.70,"N/A",,158.24,6.22,163.37,6.76,152.39,5.61,1.75,1.70,0,404.38,16.89,404.38,16.89,"N/A",,574.82,21.63,528.74,21.63,574.82,19.04,225.00,47.00,582.00,74.00,74.00,0,285.00,26.00,582.00,0,0,0,"All parameters are changed randomly",40.00,"Body",2.60,"Close",true,"Dashed","Small",true,true
-324.98,-13.00,-628.08,-25.12,303.10,12.12,2441.98,97.68,1429.81,57.19,1012.17,40.49,2766.96,110.68,2057.88,82.32,709.07,28.36,1417.91,40.18,1974.60,56.79,4024.72,160.99,0.28,0.47,0.88,0.70,1.43,56.00,49.00,56.00,868.75,39.94,134.85,88.63,46.22,33.00,22.00,11.00,1.00,0,1.00,11.00,9.00,2.00,22.00,13.00,9.00,33.33,40.91,18.18,-9.85,-0.06,-28.55,-0.61,27.55,1.03,222.00,8.90,158.87,6.59,506.09,19.27,125.77,4.54,158.30,5.60,78.79,3.03,1.77,1.00,6.42,891.02,34.80,271.07,11.97,891.02,34.80,655.44,21.63,655.44,21.63,89.43,3.90,89.00,37.00,193.00,200.00,44.00,904.00,33.00,32.00,35.00,0,0,0,"All parameters are changed randomly",40.00,"Body",1.85,"Close",true,"Dashed","Small",true,true
208.30,8.33,924.47,36.98,-716.17,-28.65,1430.16,57.21,1430.16,57.21,0,0,1221.87,48.87,505.70,20.23,716.17,28.65,2101.60,46.55,1860.79,56.33,3821.99,152.88,0.46,0.98,1.17,2.83,0,54.00,47.00,54.00,744.61,27.49,45.61,34.36,11.26,10.00,8.00,2.00,1.00,0,1.00,5.00,5.00,0,5.00,3.00,2.00,50.00,62.50,0,20.83,1.36,115.56,4.51,-358.09,-11.22,286.03,10.58,286.03,10.58,"N/A",,244.37,7.85,168.57,5.60,358.09,11.22,1.17,1.70,0,448.59,15.90,448.59,15.90,"N/A",,628.89,19.04,244.35,7.71,628.89,19.04,452.00,75.00,1962.00,90.00,90.00,0,814.00,50.00,1962.00,0,0,0,"All parameters are changed randomly",120.00,"Body",2.45,"Close",true,"Dashed","Small",true,true
357.38,14.30,747.27,29.89,-389.89,-15.60,1020.67,40.83,1020.67,40.83,0,0,663.29,26.53,273.40,10.94,389.89,15.60,1444.71,36.64,1643.33,51.92,3129.93,125.20,0.75,8.88,1.54,3.73,0,48.00,48.00,34.00,787.03,27.54,32.93,25.76,7.17,7.00,6.00,1.00,1.00,0,1.00,4.00,4.00,0,3.00,2.00,1.00,57.14,66.67,0,51.05,2.31,124.54,4.74,-389.89,-12.25,255.17,9.39,255.17,9.39,"N/A",,221.10,7.12,136.70,4.55,389.89,12.25,1.15,1.87,0,334.39,11.81,334.39,11.81,"N/A",,387.75,12.25,185.62,6.10,387.75,12.25,81.00,93.00,8.00,104.00,104.00,0,50.00,71.00,8.00,0,0,0,"All parameters are changed randomly",190.00,"Body",2.25,"Close",true,"Dashed","Small",true,true
1101.35,44.05,727.86,29.11,373.48,14.94,2904.66,116.19,1945.30,77.81,959.37,38.37,1803.32,72.13,1217.43,48.70,585.88,23.44,2575.14,51.82,1686.08,46.78,3642.70,145.71,1.05,180.80,1.61,1.60,1.64,56.00,53.00,56.00,991.94,27.54,148.55,104.67,43.89,32.00,23.00,9.00,1.00,0,1.00,17.00,13.00,4.00,15.00,10.00,5.00,53.13,56.52,44.44,34.42,1.34,31.65,1.21,41.50,1.67,170.86,5.96,149.64,5.18,239.84,8.52,120.22,3.90,121.74,3.95,117.18,3.81,1.42,1.23,2.05,668.27,25.36,329.85,10.55,668.27,25.36,220.30,7.71,203.10,7.71,220.30,6.67,25.00,24.00,29.00,28.00,29.00,26.00,22.00,17.00,31.00,0,0,0,"All parameters are changed randomly",70.00,"Body",1.35,"Close",true,"Dashed","Small",true,true
2106.92,84.28,3428.38,137.14,-1321.46,-52.86,4799.74,191.99,4799.74,191.99,0,0,2692.82,107.71,1371.36,54.85,1321.46,52.86,4527.06,66.11,2121.05,40.85,4020.23,160.81,0.62,7.20,1.78,3.50,0,56.00,51.00,56.00,1842.00,39.98,88.19,57.79,30.40,17.00,11.00,6.00,1.00,0,1.00,7.00,7.00,0,10.00,4.00,6.00,41.18,63.64,0,123.94,5.47,311.67,11.61,-220.24,-5.78,685.68,23.14,685.68,23.14,"N/A",,269.28,6.89,342.84,8.57,220.24,5.78,2.55,2.00,0,1986.56,78.01,1986.56,78.01,"N/A",,930.38,21.63,855.81,21.63,930.38,19.04,345.00,165.00,675.00,252.00,252.00,0,410.00,13.00,675.00,0,0,0,"All parameters are changed randomly",30.00,"Body",2.90,"Close",true,"Dashed","Small",true,true
-154.05,-6.16,334.97,13.40,-489.02,-19.56,3563.98,142.56,2980.11,119.20,583.87,23.35,3718.03,148.72,2645.15,105.81,1072.89,42.92,1510.98,41.25,2091.29,56.35,4020.23,160.81,0.33,0.67,0.96,1.13,0.54,56.00,55.00,56.00,937.96,39.98,268.66,187.25,81.40,59.00,41.00,18.00,1.00,0,1.00,29.00,23.00,6.00,30.00,18.00,12.00,49.15,56.10,33.33,-2.61,-0.09,8.17,0.60,-27.17,-1.07,122.90,4.46,129.57,4.81,97.31,3.12,123.93,4.13,146.95,4.78,89.41,3.17,0.99,0.88,1.09,736.68,32.21,736.68,32.21,198.89,6.00,624.68,21.63,624.68,21.63,236.59,6.95,38.00,43.00,26.00,45.00,50.00,27.00,31.00,34.00,26.00,0,0,0,"All parameters are changed randomly",20.00,"Body",1.20,"Close",true,"Dashed","Small",true,true
198.48,7.94,853.53,34.14,-655.05,-26.20,1433.64,57.35,1433.64,57.35,0,0,1235.16,49.41,580.11,23.20,655.05,26.20,1627.31,43.70,1361.51,48.65,3718.12,148.72,0.67,92.28,1.16,2.47,0,53.00,49.00,53.00,743.10,27.54,50.79,37.01,13.78,13.00,10.00,3.00,1.00,0,1.00,5.00,5.00,0,8.00,5.00,3.00,38.46,50.00,0,15.27,1.12,85.35,3.96,-218.35,-8.35,286.73,12.45,286.73,12.45,"N/A",,154.39,5.96,116.02,4.53,218.35,8.35,1.86,2.47,0,404.30,19.27,404.30,19.27,"N/A",,508.11,19.04,197.43,7.71,508.11,19.04,345.00,55.00,1315.00,96.00,96.00,0,501.00,13.00,1315.00,0,0,0,"All parameters are changed randomly",90.00,"Body",2.45,"Close",true,"Dashed","Small",true,true
1359.66,54.39,895.62,35.82,464.04,18.56,2440.18,97.61,1460.39,58.42,979.79,39.19,1080.52,43.22,564.77,22.59,515.75,20.63,2912.93,54.69,1888.09,47.88,3817.65,152.71,1.59,197.46,2.26,2.59,1.90,54.00,47.00,54.00,1063.10,27.54,88.88,57.39,31.49,18.00,12.00,6.00,1.00,0,1.00,12.00,9.00,3.00,6.00,3.00,3.00,66.67,75.00,50.00,75.54,2.71,74.64,2.65,77.34,2.82,203.35,6.72,162.27,5.37,326.60,10.78,180.09,5.32,188.26,5.51,171.92,5.14,1.13,0.86,1.90,742.86,25.36,228.92,8.70,742.86,25.36,244.89,7.71,240.39,7.71,244.89,6.67,45.00,47.00,40.00,44.00,47.00,34.00,47.00,48.00,46.00,0,0,0,"All parameters are changed randomly",130.00,"Body",1.35,"Close",true,"Dashed","Small",true,true
325.24,13.01,797.52,31.90,-472.28,-18.89,1311.68,52.47,1311.68,52.47,0,0,986.44,39.46,514.16,20.57,472.28,18.89,1485.56,38.11,1649.58,52.30,3817.65,152.71,0.59,1.85,1.33,2.55,0,54.00,47.00,54.00,778.19,27.54,45.44,34.52,10.92,10.00,8.00,2.00,1.00,0,1.00,5.00,5.00,0,5.00,3.00,2.00,50.00,62.50,0,32.52,1.61,99.69,3.97,-236.14,-7.83,262.34,9.72,262.34,9.72,"N/A",,197.29,6.49,171.39,5.60,236.14,7.83,1.33,1.53,0,386.02,13.95,386.02,13.95,"N/A",,384.91,12.25,235.76,7.71,384.91,12.25,71.00,76.00,47.00,92.00,92.00,0,49.00,50.00,47.00,0,0,0,"All parameters are changed randomly",140.00,"Body",2.15,"Close",true,"Dashed","Small",true,true
197.97,7.92,831.10,33.24,-633.13,-25.33,1520.42,60.82,1520.42,60.82,0,0,1322.45,52.90,689.31,27.57,633.13,25.33,1686.51,45.30,1284.04,47.19,2949.93,118.00,0.67,27.55,1.15,2.21,0,51.00,47.00,51.00,742.92,27.54,52.85,39.58,13.28,14.00,11.00,3.00,1.00,0,1.00,5.00,5.00,0,9.00,6.00,3.00,35.71,45.45,0,14.14,1.11,75.55,3.68,-211.04,-8.35,304.08,13.65,304.08,13.65,"N/A",,146.94,5.87,114.89,4.62,211.04,8.35,2.07,2.65,0,441.17,21.65,441.17,21.65,"N/A",,493.57,19.04,191.94,7.71,493.57,19.04,322.00,51.00,1315.00,92.00,92.00,0,450.00,17.00,1315.00,0,0,0,"All parameters are changed randomly",80.00,"Body",2.75,"Close",true,"Dashed","Small",true,true
842.74,33.71,656.75,26.27,185.99,7.44,3109.11,124.36,2003.39,80.14,1105.71,44.23,2266.37,90.65,1346.65,53.87,919.72,36.79,2118.19,45.92,1955.75,52.35,4124.85,164.99,1.07,19.97,1.37,1.49,1.20,59.00,55.00,59.00,920.48,27.54,159.59,110.46,49.12,34.00,24.00,10.00,1.00,0,1.00,18.00,13.00,5.00,16.00,11.00,5.00,52.94,54.17,50.00,24.79,1.07,27.36,1.09,18.60,1.03,172.73,5.97,154.11,5.32,221.14,7.65,141.65,4.43,122.42,3.91,183.94,5.59,1.22,1.26,1.20,712.55,25.36,306.17,10.55,712.55,25.36,417.00,12.35,221.46,7.71,417.00,12.35,37.00,31.00,53.00,27.00,29.00,22.00,49.00,33.00,84.00,0,0,0,"All parameters are changed randomly",60.00,"Body",1.35,"Close",true,"Dashed","Small",true,true
167.94,6.72,592.20,23.69,-424.26,-16.97,848.77,33.95,848.77,33.95,0,0,680.83,27.23,256.58,10.26,424.26,16.97,1196.33,32.50,1488.29,51.16,3130.42,125.22,0.61,2.95,1.25,3.31,0,48.00,48.00,34.00,734.66,27.54,38.85,28.35,10.50,9.00,7.00,2.00,1.00,0,1.00,5.00,5.00,0,4.00,2.00,2.00,55.56,71.43,0,18.66,0.97,84.60,3.37,-212.13,-7.42,169.75,6.53,169.75,6.53,"N/A",,170.21,5.98,128.29,4.55,212.13,7.42,1.00,1.32,0,224.28,8.35,224.28,8.35,"N/A",,356.39,12.25,173.32,6.10,356.39,12.25,72.00,77.00,58.00,79.00,79.00,0,64.00,71.00,58.00,0,0,0,"All parameters are changed randomly",160.00,"Body",1.60,"Close",true,"Dashed","Small",true,true
