"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Length","__Type ➞","__RR Ratio","__SL Type","__Show SL","__Line Style","__Dashboard Size","__Performance Summary","__Monthly Performance"
205.31,8.21,579.63,23.19,-374.32,-14.97,841.08,33.64,841.08,33.64,0,0,635.77,25.43,261.45,10.46,374.32,14.97,1234.85,33.08,1598.14,52.59,3140.10,125.60,0.63,4.24,1.32,3.22,0,48.00,48.00,32.00,741.58,27.41,31.83,24.97,6.86,7.00,6.00,1.00,1.00,0,1.00,4.00,4.00,0,3.00,2.00,1.00,57.14,66.67,0,29.33,1.46,96.60,3.75,-374.32,-12.25,210.27,7.90,210.27,7.90,"N/A",,211.92,7.12,130.73,4.55,374.32,12.25,0.99,1.61,0,274.93,9.95,274.93,9.95,"N/A",,372.29,12.25,175.74,6.10,372.29,12.25,80.00,92.00,8.00,103.00,103.00,0,50.00,71.00,8.00,0,0,0,"All parameters are changed randomly",190.00,"Body",1.90,"Close",true,"Dashed","Small",true,true
262.26,10.49,623.80,24.95,-361.54,-14.46,887.22,35.49,887.22,35.49,0,0,624.96,25.00,263.42,10.54,361.54,14.46,1313.44,34.46,1472.66,50.03,3140.10,125.60,0.68,3.27,1.42,3.37,0,48.00,48.00,31.00,757.20,27.41,35.61,28.87,6.74,8.00,7.00,1.00,1.00,0,1.00,5.00,5.00,0,3.00,2.00,1.00,62.50,71.43,0,32.78,1.53,89.11,3.49,-361.54,-12.25,177.44,6.71,177.44,6.71,"N/A",,208.32,7.12,131.71,4.55,361.54,12.25,0.85,1.35,0,226.22,8.35,226.22,8.35,"N/A",,359.46,12.25,179.44,6.10,359.46,12.25,69.00,77.00,8.00,80.00,80.00,0,50.00,71.00,8.00,0,0,0,"All parameters are changed randomly",200.00,"Body",1.60,"Close",true,"Dashed","Small",true,true
81.27,3.25,518.74,20.75,-437.47,-17.50,740.51,29.62,686.43,27.46,54.08,2.16,659.24,26.37,167.68,6.71,491.55,19.66,1160.82,32.59,1517.68,52.47,3139.62,125.58,0.51,1.67,1.12,4.09,0.11,48.00,48.00,31.00,707.74,27.42,45.77,31.67,14.10,11.00,8.00,3.00,1.00,0,1.00,8.00,7.00,1.00,3.00,1.00,2.00,72.73,87.50,33.33,7.39,0.45,64.84,2.55,-145.82,-5.13,92.56,3.58,98.06,3.78,54.08,2.18,219.75,7.89,167.68,6.10,245.78,8.79,0.42,0.59,0.22,142.10,5.17,142.10,5.17,54.08,2.18,354.34,12.25,167.68,6.10,354.34,12.25,45.00,57.00,12.00,42.00,48.00,3.00,52.00,124.00,17.00,0,0,0,"All parameters are changed randomly",200.00,"Body",1.00,"Close",true,"Dashed","Small",true,true
264.05,10.56,203.69,8.15,60.37,2.41,2241.87,89.67,1337.43,53.50,904.44,36.18,1977.82,79.11,1133.75,45.35,844.07,33.76,1471.34,38.58,1732.77,54.07,4099.57,163.98,0.62,2.18,1.13,1.18,1.07,58.00,55.00,58.00,757.86,27.42,147.49,94.88,52.61,35.00,23.00,12.00,1.00,0,1.00,20.00,13.00,7.00,15.00,10.00,5.00,57.14,56.52,58.33,7.54,0.44,8.86,0.46,5.03,0.41,112.09,4.26,102.88,3.93,129.21,4.87,131.85,4.65,113.37,4.05,168.81,5.84,0.85,0.91,0.77,491.18,19.69,202.36,8.18,491.18,19.69,376.13,12.35,200.18,7.71,376.13,12.35,31.00,25.00,42.00,17.00,19.00,13.00,49.00,32.00,82.00,0,0,0,"All parameters are changed randomly",50.00,"Body",1.05,"Close",true,"Dashed","Small",true,true
-114.71,-4.59,978.08,39.12,-1092.80,-43.71,3852.53,154.10,3570.59,142.82,281.93,11.28,3967.24,158.69,2592.51,103.70,1374.73,54.99,1992.09,49.46,2328.66,58.57,4031.45,161.26,0.36,0.73,0.97,1.38,0.21,56.00,45.00,56.00,951.23,39.88,212.79,137.97,74.82,48.00,31.00,17.00,1.00,0,1.00,13.00,11.00,2.00,35.00,20.00,15.00,27.08,35.48,11.76,-2.39,-0.40,31.55,1.92,-64.28,-2.36,296.35,12.01,324.60,13.41,140.97,4.34,113.35,3.91,129.63,4.40,91.65,3.26,2.61,2.50,1.54,1400.87,63.20,1400.87,63.20,164.85,4.97,562.87,21.63,562.87,21.63,256.70,6.95,70.00,77.00,58.00,139.00,153.00,64.00,45.00,36.00,57.00,0,0,0,"All parameters are changed randomly",20.00,"Body",2.35,"Close",true,"Dashed","Small",true,true
272.87,10.91,711.41,28.46,-438.54,-17.54,963.14,38.53,891.54,35.66,71.59,2.86,690.27,27.61,180.14,7.21,510.13,20.41,1334.81,34.89,1524.53,50.80,3140.10,125.60,0.66,2.95,1.40,4.95,0.14,48.00,48.00,32.00,760.10,27.41,47.63,32.91,14.72,11.00,8.00,3.00,1.00,0,1.00,8.00,7.00,1.00,3.00,1.00,2.00,72.73,87.50,33.33,24.81,1.13,88.93,3.41,-146.18,-4.94,120.39,4.51,127.36,4.76,71.59,2.76,230.09,7.89,180.14,6.10,255.07,8.79,0.52,0.71,0.28,183.07,6.50,183.07,6.50,71.59,2.76,367.68,12.25,180.14,6.10,367.68,12.25,46.00,59.00,12.00,44.00,49.00,3.00,52.00,124.00,17.00,0,0,0,"All parameters are changed randomly",190.00,"Body",1.25,"Close",true,"Dashed","Small",true,true
1531.85,61.27,950.62,38.02,581.23,23.25,2510.52,100.42,1539.92,61.60,970.60,38.82,978.67,39.15,589.30,23.57,389.37,15.57,3150.53,56.63,1959.37,47.71,3829.06,153.16,1.29,214.62,2.57,2.61,2.49,54.00,48.00,54.00,1105.25,27.41,87.61,59.77,27.85,17.00,12.00,5.00,1.00,0,1.00,11.00,9.00,2.00,6.00,3.00,3.00,64.71,75.00,40.00,90.11,3.14,79.22,2.77,116.25,4.02,228.23,7.38,171.10,5.53,485.30,15.70,163.11,4.64,196.43,5.51,129.79,3.77,1.40,0.87,3.74,814.45,27.25,247.77,9.36,814.45,27.25,250.32,7.71,250.32,7.71,202.74,5.33,62.00,46.00,101.00,64.00,46.00,144.00,60.00,48.00,73.00,0,0,0,"All parameters are changed randomly",120.00,"Body",1.45,"Close",true,"Dashed","Small",true,true
1635.13,65.41,988.33,39.53,646.80,25.87,2689.37,107.57,1658.70,66.35,1030.67,41.23,1054.24,42.17,670.37,26.81,383.87,15.35,3293.01,57.71,1989.68,47.46,3829.06,153.16,1.29,222.87,2.55,2.47,2.69,54.00,48.00,54.00,1133.53,27.41,86.97,59.58,27.40,17.00,12.00,5.00,1.00,0,1.00,10.00,8.00,2.00,7.00,4.00,3.00,58.82,66.67,40.00,96.18,3.35,82.36,2.80,129.36,4.67,268.94,8.78,207.34,6.64,515.33,17.34,150.61,4.41,167.59,4.88,127.96,3.77,1.79,1.24,4.03,860.75,30.08,276.53,10.34,860.75,30.08,255.53,7.71,255.53,7.71,198.41,5.33,78.00,56.00,132.00,95.00,63.00,220.00,54.00,40.00,73.00,0,0,0,"All parameters are changed randomly",130.00,"Body",1.60,"Close",true,"Dashed","Small",true,true
857.93,34.32,1749.01,69.96,-891.08,-35.64,2543.06,101.72,2543.06,101.72,0,0,1685.14,67.41,794.05,31.76,891.08,35.64,2246.53,48.20,1621.73,47.56,4136.24,165.45,0.79,16.71,1.51,3.20,0,57.00,53.00,57.00,920.49,27.41,76.37,56.54,19.82,17.00,13.00,4.00,1.00,0,1.00,7.00,7.00,0,10.00,6.00,4.00,41.18,53.85,0,50.47,2.27,134.54,5.16,-222.77,-7.10,363.29,13.34,363.29,13.34,"N/A",,168.51,5.47,132.34,4.39,222.77,7.10,2.16,2.75,0,534.04,20.86,534.04,20.86,"N/A",,649.23,19.04,259.29,7.71,649.23,19.04,271.00,47.00,1002.00,75.00,75.00,0,409.00,14.00,1002.00,0,0,0,"All parameters are changed randomly",60.00,"Body",2.65,"Close",true,"Dashed","Small",true,true
434.38,17.38,872.95,34.92,-438.57,-17.54,1150.33,46.01,1063.57,42.54,86.76,3.47,715.96,28.64,190.62,7.62,525.33,21.01,1550.97,38.30,1564.46,50.03,3140.10,125.60,0.79,5.18,1.61,5.58,0.17,48.00,48.00,33.00,804.40,27.41,49.18,33.94,15.24,11.00,8.00,3.00,1.00,0,1.00,8.00,7.00,1.00,3.00,1.00,2.00,72.73,87.50,33.33,39.49,1.67,109.12,4.09,-146.19,-4.78,143.79,5.26,151.94,5.55,86.76,3.23,238.65,7.89,190.62,6.10,262.67,8.79,0.60,0.80,0.33,217.24,7.56,217.24,7.56,86.76,3.23,378.59,12.25,190.62,6.10,378.59,12.25,47.00,59.00,13.00,45.00,50.00,5.00,52.00,124.00,17.00,0,0,0,"All parameters are changed randomly",200.00,"Body",1.45,"Close",true,"Dashed","Small",true,true
371.37,14.85,817.81,32.71,-446.45,-17.86,1161.31,46.45,1004.34,40.17,156.97,6.28,789.95,31.60,186.53,7.46,603.42,24.14,1549.18,39.10,1530.83,50.03,3829.06,153.16,0.72,3.09,1.47,5.38,0.26,54.00,47.00,54.00,787.11,27.41,60.14,37.35,22.78,14.00,9.00,5.00,1.00,0,1.00,10.00,8.00,2.00,4.00,1.00,3.00,71.43,88.89,40.00,26.53,1.15,90.87,3.47,-89.29,-3.02,116.13,4.32,125.54,4.67,78.49,2.95,197.49,6.77,186.53,6.10,201.14,7.00,0.59,0.67,0.39,191.82,7.38,191.82,7.38,85.57,3.26,373.44,12.25,186.53,6.10,373.44,12.25,49.00,54.00,41.00,45.00,46.00,42.00,61.00,124.00,40.00,0,0,0,"All parameters are changed randomly",150.00,"Body",1.15,"Close",true,"Dashed","Small",true,true
403.51,16.14,1175.97,47.04,-772.46,-30.90,4888.53,195.54,3880.30,155.21,1008.23,40.33,4485.02,179.40,2704.33,108.17,1780.69,71.23,1975.13,45.77,1830.81,47.73,2884.20,115.37,0.56,1.35,1.09,1.44,0.57,54.00,52.00,54.00,1158.20,39.89,301.49,224.29,77.20,65.00,48.00,17.00,1.00,0,1.00,27.00,22.00,5.00,38.00,26.00,12.00,41.54,45.83,29.41,6.21,0.42,24.50,1.03,-45.44,-1.28,181.06,6.22,176.38,6.13,201.65,6.61,118.03,3.69,104.01,3.29,148.39,4.57,1.53,1.70,1.36,504.14,15.88,466.68,14.46,504.14,15.88,930.46,24.26,214.64,6.32,930.46,24.26,59.00,36.00,124.00,103.00,47.00,347.00,28.00,27.00,31.00,0,0,0,"All parameters are changed randomly",10.00,"Body",1.60,"Close",true,"Dashed","Small",true,true
562.84,22.51,971.90,38.88,-409.06,-16.36,1260.62,50.42,1260.62,50.42,0,0,697.77,27.91,288.71,11.55,409.06,16.36,1728.20,40.89,1689.13,50.87,3138.17,125.53,0.92,129.04,1.81,4.37,0,48.00,48.00,35.00,840.36,27.44,34.31,26.74,7.57,7.00,6.00,1.00,1.00,0,1.00,4.00,4.00,0,3.00,2.00,1.00,57.14,66.67,0,80.41,3.42,161.98,6.03,-409.06,-12.25,315.15,11.32,315.15,11.32,"N/A",,232.59,7.12,144.36,4.55,409.06,12.25,1.36,2.18,0,426.42,14.74,426.42,14.74,"N/A",,406.76,12.25,198.97,6.10,406.76,12.25,84.00,97.00,8.00,110.00,110.00,0,50.00,71.00,8.00,0,0,0,"All parameters are changed randomly",160.00,"Body",2.80,"Close",true,"Dashed","Small",true,true
189.81,7.59,984.02,39.36,-794.21,-31.77,1693.58,67.74,1693.58,67.74,0,0,1503.76,60.15,709.56,28.38,794.21,31.77,1629.62,40.86,1540.56,51.82,4133.96,165.36,0.53,1.92,1.13,2.39,0,57.00,51.00,57.00,738.03,27.44,68.88,50.56,18.32,17.00,13.00,4.00,1.00,0,1.00,7.00,7.00,0,10.00,6.00,4.00,41.18,53.85,0,11.17,0.81,75.69,3.24,-198.55,-7.10,241.94,9.78,241.94,9.78,"N/A",,150.38,5.47,118.26,4.39,198.55,7.10,1.61,2.05,0,336.18,15.31,336.18,15.31,"N/A",,556.93,19.04,229.11,7.71,556.93,19.04,267.00,41.00,1002.00,65.00,65.00,0,409.00,14.00,1002.00,0,0,0,"All parameters are changed randomly",60.00,"Body",1.95,"Close",true,"Dashed","Small",true,true
2106.92,84.28,3428.38,137.14,-1321.46,-52.86,4799.74,191.99,4799.74,191.99,0,0,2692.82,107.71,1371.36,54.85,1321.46,52.86,4527.06,66.11,2121.05,40.85,4028.08,161.12,0.62,7.20,1.78,3.50,0,56.00,51.00,56.00,1838.67,39.91,88.19,57.79,30.40,17.00,11.00,6.00,1.00,0,1.00,7.00,7.00,0,10.00,4.00,6.00,41.18,63.64,0,123.94,5.47,311.67,11.61,-220.24,-5.78,685.68,23.14,685.68,23.14,"N/A",,269.28,6.89,342.84,8.57,220.24,5.78,2.55,2.00,0,1986.56,78.01,1986.56,78.01,"N/A",,930.38,21.63,855.81,21.63,930.38,19.04,345.00,165.00,675.00,252.00,252.00,0,410.00,13.00,675.00,0,0,0,"All parameters are changed randomly",30.00,"Body",2.90,"Close",true,"Dashed","Small",true,true
793.22,31.73,438.16,17.53,355.05,14.20,2644.02,105.76,1735.46,69.42,908.56,36.34,1850.80,74.03,1297.29,51.89,553.51,22.14,2145.18,47.21,1610.58,47.87,3650.62,146.02,1.14,149.80,1.43,1.34,1.64,56.00,53.00,56.00,903.99,27.45,136.22,98.82,37.40,31.00,23.00,8.00,1.00,0,1.00,15.00,12.00,3.00,16.00,11.00,5.00,48.39,52.17,37.50,25.59,1.10,19.05,0.84,44.38,1.85,176.27,6.44,144.62,5.30,302.85,11.03,115.68,3.91,117.94,4.02,110.70,3.66,1.52,1.23,2.74,700.69,26.31,311.26,10.95,700.69,26.31,224.34,7.71,204.65,7.71,224.34,6.67,30.00,30.00,31.00,30.00,28.00,34.00,31.00,33.00,29.00,0,0,0,"All parameters are changed randomly",70.00,"Body",1.40,"Close",true,"Dashed","Small",true,true
323.06,12.92,1137.20,45.49,-814.14,-32.57,1864.32,74.57,1864.32,74.57,0,0,1541.27,61.65,727.12,29.08,814.14,32.57,1751.75,42.37,1551.07,50.78,4132.82,165.31,0.60,2.68,1.21,2.56,0,57.00,52.00,57.00,774.93,27.45,70.42,51.80,18.63,17.00,13.00,4.00,1.00,0,1.00,7.00,7.00,0,10.00,6.00,4.00,41.18,53.85,0,19.00,1.12,87.48,3.65,-203.54,-7.10,266.33,10.55,266.33,10.55,"N/A",,154.13,5.47,121.19,4.39,203.54,7.10,1.73,2.20,0,374.68,16.50,374.68,16.50,"N/A",,575.88,19.04,235.39,7.71,575.88,19.04,269.00,44.00,1002.00,69.00,69.00,0,409.00,14.00,1002.00,0,0,0,"All parameters are changed randomly",60.00,"Body",2.10,"Close",true,"Dashed","Small",true,true
868.73,34.75,1856.62,74.26,-987.89,-39.52,2638.78,105.55,2638.78,105.55,0,0,1770.04,70.80,782.15,31.29,987.89,39.52,2306.41,49.62,1578.31,46.80,4096.73,163.87,0.84,103.81,1.49,3.37,0,57.00,53.00,57.00,924.70,27.45,79.27,55.75,23.51,18.00,13.00,5.00,1.00,0,1.00,7.00,7.00,0,11.00,6.00,5.00,38.89,53.85,0,48.26,2.21,142.82,5.57,-197.58,-6.53,376.97,14.11,376.97,14.11,"N/A",,160.91,5.36,130.36,4.39,197.58,6.53,2.34,2.89,0,558.18,22.04,558.18,22.04,"N/A",,642.08,19.04,254.81,7.71,642.08,19.04,257.00,47.00,804.00,76.00,76.00,0,373.00,14.00,804.00,0,0,0,"All parameters are changed randomly",50.00,"Body",2.80,"Close",true,"Dashed","Small",true,true
203.36,8.13,1093.63,43.75,-890.27,-35.61,1793.32,71.73,1793.32,71.73,0,0,1589.96,63.60,699.69,27.99,890.27,35.61,1677.46,42.37,1485.33,50.78,4096.73,163.87,0.56,2.34,1.13,2.56,0,57.00,51.00,57.00,742.07,27.45,71.83,49.89,21.93,18.00,13.00,5.00,1.00,0,1.00,7.00,7.00,0,11.00,6.00,5.00,38.89,53.85,0,11.30,0.82,84.13,3.65,-178.05,-6.53,256.19,10.55,256.19,10.55,"N/A",,144.54,5.36,116.61,4.39,178.05,6.53,1.77,2.20,0,358.78,16.50,358.78,16.50,"N/A",,551.46,19.04,225.41,7.71,551.46,19.04,255.00,44.00,804.00,69.00,69.00,0,373.00,14.00,804.00,0,0,0,"All parameters are changed randomly",50.00,"Body",2.10,"Close",true,"Dashed","Small",true,true
368.24,14.73,1189.01,47.56,-820.77,-32.83,1921.93,76.88,1921.93,76.88,0,0,1553.69,62.15,732.91,29.32,820.77,32.83,1793.01,42.90,1553.81,50.43,4132.82,165.31,0.62,3.01,1.24,2.62,0,57.00,52.00,57.00,787.31,27.45,70.93,52.21,18.73,17.00,13.00,4.00,1.00,0,1.00,7.00,7.00,0,10.00,6.00,4.00,41.18,53.85,0,21.66,1.23,91.46,3.79,-205.19,-7.10,274.56,10.80,274.56,10.80,"N/A",,155.37,5.47,122.15,4.39,205.19,7.10,1.77,2.25,0,387.91,16.89,387.91,16.89,"N/A",,582.21,19.04,237.45,7.71,582.21,19.04,269.00,44.00,1002.00,70.00,70.00,0,409.00,14.00,1002.00,0,0,0,"All parameters are changed randomly",60.00,"Body",2.15,"Close",true,"Dashed","Small",true,true
389.33,15.57,390.02,15.60,-0.69,-0.03,1673.03,66.92,1099.49,43.98,573.54,22.94,1283.70,51.35,709.47,28.38,574.23,22.97,1772.11,44.45,1352.72,46.78,3726.14,149.05,0.77,4.57,1.30,1.55,1.00,53.00,49.00,53.00,792.94,27.44,104.38,71.61,32.77,27.00,19.00,8.00,1.00,0,1.00,15.00,12.00,3.00,12.00,7.00,5.00,55.56,63.16,37.50,14.42,0.68,20.53,0.86,-0.09,-0.26,111.54,4.55,91.62,3.71,191.18,7.95,106.98,4.16,101.35,4.02,114.85,4.35,1.04,0.90,1.67,443.43,18.75,202.31,7.78,443.43,18.75,187.28,7.71,185.06,7.71,187.28,6.67,30.00,29.00,33.00,37.00,38.00,33.00,21.00,12.00,33.00,0,0,0,"All parameters are changed randomly",90.00,"Body",1.00,"Close",true,"Dashed","Small",true,true
1954.69,78.19,1454.05,58.16,500.64,20.03,3285.12,131.40,2271.70,90.87,1013.43,40.54,1330.43,53.22,817.65,32.71,512.79,20.51,3734.00,60.75,2085.62,46.78,3826.34,153.05,1.40,246.58,2.47,2.78,1.98,54.00,47.00,54.00,1222.55,27.44,111.57,79.08,32.49,22.00,16.00,6.00,1.00,0,1.00,12.00,10.00,2.00,10.00,6.00,4.00,54.55,62.50,33.33,88.85,2.98,90.88,2.81,83.44,3.45,273.76,8.88,227.17,7.08,506.71,17.88,133.04,4.09,136.27,4.31,128.20,3.77,2.06,1.67,3.95,845.14,31.02,484.84,12.93,845.14,31.02,209.42,7.71,209.42,7.71,190.26,5.33,63.00,44.00,113.00,88.00,61.00,226.00,32.00,16.00,57.00,0,0,0,"All parameters are changed randomly",110.00,"Body",1.65,"Close",true,"Dashed","Small",true,true
289.11,11.56,1021.15,40.85,-732.05,-29.28,1537.10,61.48,1537.10,61.48,0,0,1247.99,49.92,515.94,20.64,732.05,29.28,2215.21,47.86,1900.85,56.13,3826.34,153.05,0.49,1.08,1.23,2.98,0,54.00,47.00,54.00,765.42,27.44,46.39,34.94,11.45,10.00,8.00,2.00,1.00,0,1.00,5.00,5.00,0,5.00,3.00,2.00,50.00,62.50,0,28.91,1.69,127.64,4.92,-366.02,-11.22,307.42,11.24,307.42,11.24,"N/A",,249.60,7.85,171.98,5.60,366.02,11.22,1.23,1.79,0,480.88,16.89,480.88,16.89,"N/A",,644.71,19.04,248.74,7.71,644.71,19.04,455.00,78.00,1962.00,95.00,95.00,0,814.00,50.00,1962.00,0,0,0,"All parameters are changed randomly",130.00,"Body",2.60,"Close",true,"Dashed","Small",true,true
474.39,18.98,874.73,34.99,-400.33,-16.01,1156.61,46.26,1156.61,46.26,0,0,682.21,27.29,281.88,11.28,400.33,16.01,1606.16,39.13,1665.59,51.25,3137.68,125.51,0.86,44.33,1.70,4.10,0,48.00,48.00,35.00,816.28,27.44,33.69,26.29,7.40,7.00,6.00,1.00,1.00,0,1.00,4.00,4.00,0,3.00,2.00,1.00,57.14,66.67,0,67.77,2.95,145.79,5.49,-400.33,-12.25,289.15,10.51,289.15,10.51,"N/A",,227.40,7.12,140.94,4.55,400.33,12.25,1.27,2.05,0,390.81,13.67,390.81,13.67,"N/A",,398.10,12.25,193.23,6.10,398.10,12.25,84.00,97.00,8.00,110.00,110.00,0,50.00,71.00,8.00,0,0,0,"All parameters are changed randomly",160.00,"Body",2.60,"Close",true,"Dashed","Small",true,true
921.19,36.85,1916.49,76.66,-995.31,-39.81,2704.88,108.20,2704.88,108.20,0,0,1783.70,71.35,788.39,31.54,995.31,39.81,2374.36,50.30,1601.70,46.78,4097.30,163.89,0.86,167.75,1.52,3.43,0,57.00,53.00,57.00,938.89,27.44,79.84,56.20,23.63,18.00,13.00,5.00,1.00,0,1.00,7.00,7.00,0,11.00,6.00,5.00,38.89,53.85,0,51.18,2.31,147.42,5.71,-199.06,-6.53,386.41,14.36,386.41,14.36,"N/A",,162.15,5.36,131.40,4.39,199.06,6.53,2.38,2.94,0,574.37,22.44,574.37,22.44,"N/A",,648.99,19.04,257.03,7.71,648.99,19.04,258.00,47.00,804.00,76.00,76.00,0,373.00,14.00,804.00,0,0,0,"All parameters are changed randomly",50.00,"Body",2.85,"Close",true,"Dashed","Small",true,true
-791.29,-31.65,-856.69,-34.27,65.40,2.62,1826.96,73.08,1025.12,41.00,801.84,32.07,2618.26,104.73,1881.81,75.27,736.44,29.46,881.66,34.71,1777.88,60.10,4028.08,161.12,0.08,0.12,0.70,0.55,1.09,56.00,53.00,56.00,681.96,39.91,148.04,92.89,55.15,40.00,26.00,14.00,1.00,0,1.00,18.00,12.00,6.00,22.00,14.00,8.00,45.00,46.15,42.86,-19.78,-0.75,-32.95,-1.34,4.67,0.33,101.50,4.25,85.43,3.62,133.64,5.53,119.01,4.85,134.42,5.58,92.06,3.58,0.85,0.64,1.45,470.25,20.64,162.60,7.06,470.25,20.64,525.84,21.63,525.84,21.63,197.48,6.95,29.00,28.00,30.00,15.00,13.00,18.00,40.00,41.00,40.00,0,0,0,"All parameters are changed randomly",40.00,"Body",1.10,"Close",true,"Dashed","Small",true,true
591.49,23.66,1021.46,40.86,-429.97,-17.20,1417.27,56.69,1222.30,48.89,194.97,7.80,825.78,33.03,200.83,8.03,624.94,25.00,1852.95,43.44,1648.22,50.03,3825.80,153.03,0.86,5.59,1.72,6.09,0.31,54.00,47.00,54.00,848.62,27.45,62.58,38.88,23.70,14.00,9.00,5.00,1.00,0,1.00,10.00,8.00,2.00,4.00,1.00,3.00,71.43,88.89,40.00,42.25,1.71,113.50,4.21,-85.99,-2.80,141.73,5.10,152.79,5.50,97.48,3.49,206.44,6.77,200.83,6.10,208.31,7.00,0.69,0.76,0.47,228.92,8.70,228.92,8.70,105.79,3.85,388.90,12.25,200.83,6.10,388.90,12.25,50.00,56.00,41.00,46.00,47.00,43.00,61.00,124.00,40.00,0,0,0,"All parameters are changed randomly",150.00,"Body",1.35,"Close",true,"Dashed","Small",true,true
289.11,11.56,1021.15,40.85,-732.05,-29.28,1537.10,61.48,1537.10,61.48,0,0,1247.99,49.92,515.94,20.64,732.05,29.28,2215.21,47.86,1900.85,56.13,3825.80,153.03,0.49,1.08,1.23,2.98,0,54.00,47.00,54.00,765.59,27.45,46.39,34.94,11.45,10.00,8.00,2.00,1.00,0,1.00,5.00,5.00,0,5.00,3.00,2.00,50.00,62.50,0,28.91,1.69,127.64,4.92,-366.02,-11.22,307.42,11.24,307.42,11.24,"N/A",,249.60,7.85,171.98,5.60,366.02,11.22,1.23,1.79,0,480.88,16.89,480.88,16.89,"N/A",,644.71,19.04,248.74,7.71,644.71,19.04,455.00,78.00,1962.00,95.00,95.00,0,814.00,50.00,1962.00,0,0,0,"All parameters are changed randomly",120.00,"Body",2.60,"Close",true,"Dashed","Small",true,true
534.85,21.39,969.37,38.77,-434.52,-17.38,1351.49,54.06,1166.53,46.66,184.97,7.40,816.64,32.67,197.15,7.89,619.49,24.78,1774.78,42.38,1618.02,50.03,3825.80,153.03,0.83,4.75,1.66,5.92,0.30,54.00,47.00,54.00,833.07,27.45,61.96,38.49,23.47,14.00,9.00,5.00,1.00,0,1.00,10.00,8.00,2.00,4.00,1.00,3.00,71.43,88.89,40.00,38.20,1.57,107.71,4.03,-86.90,-2.86,135.15,4.91,145.82,5.29,92.48,3.35,204.16,6.77,197.15,6.10,206.50,7.00,0.66,0.74,0.45,219.56,8.37,219.56,8.37,100.66,3.71,384.98,12.25,197.15,6.10,384.98,12.25,50.00,56.00,41.00,46.00,47.00,42.00,61.00,124.00,40.00,0,0,0,"All parameters are changed randomly",150.00,"Body",1.30,"Close",true,"Dashed","Small",true,true
227.34,9.09,931.10,37.24,-703.76,-28.15,1661.59,66.46,1661.59,66.46,0,0,1434.25,57.37,730.49,29.22,703.76,28.15,1623.85,43.15,1590.55,52.27,3650.09,146.00,0.64,3.62,1.16,2.28,0,59.00,54.00,59.00,748.80,27.46,61.65,46.84,14.81,15.00,12.00,3.00,1.00,0,1.00,6.00,6.00,0,9.00,6.00,3.00,40.00,50.00,0,15.16,1.05,77.59,3.39,-234.59,-8.35,276.93,11.31,276.93,11.31,"N/A",,159.36,5.80,121.75,4.52,234.59,8.35,1.74,2.28,0,402.89,18.48,402.89,18.48,"N/A",,542.85,19.04,214.68,7.71,542.85,19.04,298.00,44.00,1315.00,76.00,76.00,0,447.00,13.00,1315.00,0,0,0,"All parameters are changed randomly",70.00,"Body",2.35,"Close",true,"Dashed","Small",true,true
