"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Z score Length","__RSI","__CCI","__DMI","__AROON","__EMA","__Factor (SuperTrend)","__AtrPeriod (SuperTrend)","__𝛃1 (rsi)","__𝛃2 (cci)","__𝛃3 (dmi)","__𝛃4 (aroon)","__𝛃5 (ema)","__𝛃6 (SuperTrend)","__Step of learing","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX:","__L","__S","__Lv","__2. MACD:","__Lf","__Ls","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA:","__Length","__Bars","__6. High/Low Filter:","__Lookback","__7. Maximum close change allowed on entry:","__(％)","__8. Minimum close change allowed on entry:","__9. RSI:","__OS","__OB","__10. MA:","__Type","__11. EMA Difference:","__EMA 1","__EMA 2","__13. M.Bias:","__P","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak   ","__Win Streak   ","__Row Loss InDay","__DrawDown ％","__InDay Loss ％ ","__Daily Trades  ","__Weekly Trades","__     Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars"
337.17,3.37,396.42,3.96,-59.25,-0.59,2161.44,21.61,1390.60,13.91,770.84,7.71,1824.28,18.24,994.19,9.94,830.09,8.30,611.33,5.89,327.71,3.26,19865.24,198.65,0.46,2.17,1.19,1.40,0.93,16.00,16.00,16.00,0,0,147.62,87.59,60.04,98.00,58.00,40.00,0,0,0,39.00,25.00,14.00,59.00,33.00,26.00,39.80,43.10,35.00,3.44,0.35,6.83,0.68,-1.48,-0.14,55.42,5.53,55.62,5.54,55.06,5.51,30.92,3.08,30.13,3.00,31.93,3.18,1.79,1.85,1.73,105.58,10.33,105.58,10.33,89.44,8.94,65.32,6.57,65.32,6.57,60.10,5.85,54.00,54.00,55.00,71.00,75.00,63.00,43.00,38.00,50.00,0,0,0,"All parameters are changed randomly",200.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.90,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-196.52,-1.97,-67.22,-0.67,-129.29,-1.29,1925.21,19.25,1179.52,11.80,745.69,7.46,2121.73,21.22,1246.74,12.47,874.99,8.75,177.40,1.80,381.72,3.80,19869.51,198.70,-0.75,-0.65,0.91,0.95,0.85,16.00,16.00,16.00,0,0,343.05,201.78,141.27,233.00,137.00,96.00,0,0,0,94.00,56.00,38.00,139.00,81.00,58.00,40.34,40.88,39.58,-0.84,-0.08,-0.49,-0.05,-1.35,-0.14,20.48,2.09,21.06,2.15,19.62,2.00,15.26,1.55,15.39,1.56,15.09,1.53,1.34,1.37,1.30,43.47,4.45,43.47,4.45,41.29,4.22,64.40,6.57,64.40,6.57,37.40,3.73,12.00,12.00,11.00,14.00,15.00,13.00,10.00,10.00,10.00,0,0,0,"All parameters are changed randomly",50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.50,3.00,1.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-189.82,-1.90,-89.65,-0.90,-100.17,-1.00,1552.58,15.53,899.36,8.99,653.21,6.53,1742.40,17.42,989.01,9.89,753.39,7.53,256.02,2.57,363.13,3.61,19890.69,198.91,-0.75,-0.60,0.89,0.91,0.87,16.00,16.00,16.00,0,0,268.80,155.18,113.62,182.00,105.00,77.00,0,0,0,96.00,56.00,40.00,86.00,49.00,37.00,52.75,53.33,51.95,-1.04,-0.10,-0.85,-0.08,-1.30,-0.13,16.17,1.64,16.06,1.63,16.33,1.66,20.26,2.05,20.18,2.04,20.36,2.06,0.80,0.80,0.80,35.96,3.65,34.91,3.53,35.96,3.65,64.32,6.57,64.32,6.57,37.42,3.73,13.00,13.00,12.00,13.00,13.00,14.00,12.00,13.00,11.00,0,0,0,"All parameters are changed randomly",200.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
210.93,2.11,193.26,1.93,17.67,0.18,2000.83,20.01,1234.33,12.34,766.50,7.67,1789.90,17.90,1041.06,10.41,748.83,7.49,514.29,4.99,300.80,2.98,19888.95,198.89,0.30,0.53,1.12,1.19,1.02,16.00,16.00,16.00,0,0,175.00,104.88,70.12,117.00,70.00,47.00,0,0,0,57.00,35.00,22.00,60.00,35.00,25.00,48.72,50.00,46.81,1.80,0.18,2.76,0.28,0.38,0.04,35.10,3.52,35.27,3.53,34.84,3.50,29.83,2.99,29.74,2.98,29.95,3.00,1.18,1.19,1.16,70.83,7.02,70.83,7.02,64.00,6.53,64.85,6.57,64.85,6.57,59.32,5.85,38.00,41.00,33.00,38.00,43.00,31.00,37.00,38.00,36.00,0,0,0,"All parameters are changed randomly",150.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-458.28,-4.58,-229.21,-2.29,-229.07,-2.29,1366.51,13.67,826.49,8.26,540.03,5.40,1824.79,18.25,1055.70,10.56,769.10,7.69,121.37,1.26,483.18,4.83,19879.46,198.79,-2.65,-0.94,0.75,0.78,0.70,16.00,16.00,16.00,0,0,380.37,219.92,160.45,261.00,151.00,110.00,0,0,0,92.00,55.00,37.00,169.00,96.00,73.00,35.25,36.42,33.64,-1.76,-0.18,-1.52,-0.15,-2.08,-0.21,14.85,1.53,15.03,1.55,14.60,1.50,10.80,1.11,11.00,1.13,10.54,1.08,1.38,1.37,1.39,31.41,3.28,31.41,3.28,29.71,3.10,64.19,6.57,64.19,6.57,37.25,3.73,6.00,7.00,6.00,8.00,9.00,7.00,5.00,5.00,6.00,0,0,0,"All parameters are changed randomly",50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,1.90,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-546.62,-5.47,-177.31,-1.77,-369.30,-3.69,1380.07,13.80,847.91,8.48,532.16,5.32,1926.68,19.27,1025.22,10.25,901.46,9.01,147.93,1.54,633.90,6.30,19871.56,198.72,-3.08,-0.95,0.72,0.83,0.59,17.00,17.00,16.00,0,0,301.18,170.24,130.94,207.00,117.00,90.00,0,0,0,78.00,49.00,29.00,129.00,68.00,61.00,37.68,41.88,32.22,-2.64,-0.27,-1.52,-0.15,-4.10,-0.42,17.69,1.83,17.30,1.79,18.35,1.89,14.94,1.54,15.08,1.55,14.78,1.52,1.19,1.15,1.24,35.81,3.72,35.52,3.72,35.81,3.70,63.97,6.57,63.97,6.57,37.45,3.73,11.00,11.00,10.00,11.00,12.00,10.00,10.00,10.00,10.00,0,0,0,"All parameters are changed randomly",150.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-490.72,-4.91,-226.44,-2.26,-264.28,-2.64,1084.10,10.84,609.72,6.10,474.38,4.74,1574.82,15.75,836.16,8.36,738.66,7.39,100.00,1.04,521.08,5.21,19869.51,198.70,-4.46,-0.98,0.69,0.73,0.64,16.00,16.00,16.00,0,0,330.52,182.82,147.70,226.00,125.00,101.00,0,0,0,83.00,49.00,34.00,143.00,76.00,67.00,36.73,39.20,33.66,-2.17,-0.22,-1.81,-0.18,-2.62,-0.27,13.06,1.34,12.44,1.28,13.95,1.43,11.01,1.13,11.00,1.13,11.02,1.13,1.19,1.13,1.27,29.60,3.08,26.60,2.78,29.60,3.08,64.54,6.57,64.54,6.57,37.35,3.73,6.00,6.00,5.00,6.00,7.00,4.00,5.00,5.00,6.00,0,0,0,"All parameters are changed randomly",150.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,1.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
148.98,1.49,184.75,1.85,-35.77,-0.36,2132.96,21.33,1405.49,14.05,727.48,7.27,1983.98,19.84,1220.73,12.21,763.25,7.63,493.02,4.82,311.53,3.10,19606.54,196.07,0.15,0.29,1.08,1.15,0.95,16.00,16.00,16.00,0,0,175.64,110.31,65.33,118.00,74.00,44.00,0,0,0,52.00,34.00,18.00,66.00,40.00,26.00,44.07,45.95,40.91,1.26,0.13,2.50,0.26,-0.81,-0.08,41.02,4.13,41.34,4.16,40.42,4.07,30.06,3.02,30.52,3.06,29.36,2.95,1.37,1.36,1.38,81.43,8.13,81.43,8.13,69.10,7.02,65.42,6.57,65.42,6.57,58.94,5.85,40.00,41.00,38.00,46.00,49.00,40.00,36.00,35.00,37.00,0,0,0,"All parameters are changed randomly",100.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
184.09,1.84,346.47,3.46,-162.38,-1.62,2060.39,20.60,1309.44,13.09,750.95,7.51,1876.30,18.76,962.97,9.63,913.33,9.13,533.78,5.20,347.33,3.46,19853.07,198.53,0.19,0.40,1.10,1.36,0.82,16.00,16.00,16.00,0,0,166.73,95.44,71.28,112.00,64.00,48.00,0,0,0,49.00,31.00,18.00,63.00,33.00,30.00,43.75,48.44,37.50,1.64,0.17,5.41,0.55,-3.38,-0.34,42.05,4.24,42.24,4.26,41.72,4.22,29.78,3.00,29.18,2.93,30.44,3.07,1.41,1.45,1.37,81.34,8.13,81.34,8.13,69.05,7.02,65.00,6.57,65.00,6.57,58.87,5.85,42.00,42.00,43.00,46.00,49.00,41.00,40.00,35.00,45.00,0,0,0,"All parameters are changed randomly",150.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-335.15,-3.35,-67.86,-0.68,-267.29,-2.67,1318.61,13.19,815.67,8.16,502.95,5.03,1653.76,16.54,883.53,8.84,770.24,7.70,143.89,1.48,482.68,4.80,19878.99,198.79,-1.70,-0.86,0.80,0.92,0.65,16.00,16.00,16.00,0,0,293.80,168.93,124.87,200.00,115.00,85.00,0,0,0,92.00,58.00,34.00,108.00,57.00,51.00,46.00,50.43,40.00,-1.68,-0.17,-0.59,-0.06,-3.14,-0.32,14.33,1.46,14.06,1.44,14.79,1.51,15.31,1.56,15.50,1.58,15.10,1.54,0.94,0.91,0.98,31.53,3.27,30.58,3.16,31.53,3.27,64.62,6.57,64.62,6.57,37.57,3.73,8.00,9.00,7.00,8.00,9.00,6.00,8.00,8.00,9.00,0,0,0,"All parameters are changed randomly",200.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.50,3.00,1.20,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-264.32,-2.64,-87.95,-0.88,-176.37,-1.76,1841.68,18.42,1143.43,11.43,698.25,6.98,2106.00,21.06,1231.38,12.31,874.62,8.75,144.36,1.48,414.58,4.12,19899.38,198.99,-1.13,-0.76,0.87,0.93,0.80,16.00,16.00,16.00,0,0,344.29,203.07,141.23,234.00,138.00,96.00,0,0,0,96.00,58.00,38.00,138.00,80.00,58.00,41.03,42.03,39.58,-1.13,-0.11,-0.64,-0.06,-1.84,-0.19,19.18,1.96,19.71,2.01,18.38,1.87,15.26,1.55,15.39,1.57,15.08,1.53,1.26,1.28,1.22,40.61,4.18,40.61,4.18,38.54,3.96,64.54,6.57,64.54,6.57,37.48,3.73,11.00,11.00,11.00,13.00,13.00,12.00,10.00,9.00,10.00,0,0,0,"All parameters are changed randomly",50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.50,3.00,1.60,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-592.64,-5.93,-277.10,-2.77,-315.54,-3.16,645.05,6.45,414.01,4.14,231.04,2.31,1237.69,12.38,691.12,6.91,546.57,5.47,61.73,0.65,602.48,6.02,19901.12,199.01,-3.11,-0.95,0.52,0.60,0.42,16.00,16.00,16.00,0,0,440.06,258.79,181.27,304.00,179.00,125.00,0,0,0,126.00,80.00,46.00,178.00,99.00,79.00,41.45,44.69,36.80,-1.95,-0.20,-1.55,-0.16,-2.52,-0.26,5.12,0.53,5.18,0.54,5.02,0.52,6.95,0.72,6.98,0.72,6.92,0.71,0.74,0.74,0.73,22.26,2.36,22.26,2.36,19.54,1.98,64.49,6.57,64.49,6.57,37.20,3.73,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,0,0,0,"All parameters are changed randomly",50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,0.50,3.00,1.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-445.22,-4.45,-227.09,-2.27,-218.12,-2.18,1811.51,18.12,1130.31,11.30,681.20,6.81,2256.73,22.57,1357.40,13.57,899.32,8.99,158.03,1.63,542.74,5.41,19896.06,198.96,-1.90,-0.88,0.80,0.83,0.76,17.00,17.00,16.00,0,0,327.44,196.31,131.13,225.00,135.00,90.00,0,0,0,77.00,47.00,30.00,148.00,88.00,60.00,34.22,34.81,33.33,-1.98,-0.20,-1.68,-0.17,-2.42,-0.25,23.53,2.43,24.05,2.49,22.71,2.34,15.25,1.57,15.43,1.59,14.99,1.54,1.54,1.56,1.52,49.62,5.22,49.62,5.22,47.60,4.99,64.13,6.57,64.13,6.57,37.36,3.73,14.00,15.00,13.00,17.00,18.00,16.00,12.00,13.00,12.00,0,0,0,"All parameters are changed randomly",50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.50,3.00,2.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-321.75,-3.22,-101.32,-1.01,-220.43,-2.20,1768.06,17.68,1091.68,10.92,676.38,6.76,2089.81,20.90,1193.00,11.93,896.81,8.97,245.58,2.52,579.20,5.74,19618.30,196.18,-0.76,-0.61,0.85,0.92,0.75,17.00,17.00,16.00,0,0,238.61,139.77,98.84,164.00,96.00,68.00,0,0,0,61.00,37.00,24.00,103.00,59.00,44.00,37.20,38.54,35.29,-1.96,-0.20,-1.06,-0.10,-3.24,-0.33,28.98,2.99,29.50,3.04,28.18,2.91,20.29,2.08,20.22,2.08,20.38,2.10,1.43,1.46,1.38,58.04,6.01,57.64,6.01,58.04,6.01,64.19,6.57,64.19,6.57,38.38,3.95,21.00,23.00,17.00,23.00,26.00,19.00,19.00,21.00,16.00,0,0,0,"All parameters are changed randomly",100.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,1.80,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-437.94,-4.38,-194.54,-1.95,-243.40,-2.43,1464.18,14.64,921.41,9.21,542.77,5.43,1902.12,19.02,1115.95,11.16,786.17,7.86,161.68,1.69,588.85,5.88,19862.39,198.62,-1.25,-0.79,0.77,0.83,0.69,16.00,16.00,16.00,0,0,351.48,210.44,141.03,242.00,145.00,97.00,0,0,0,116.00,72.00,44.00,126.00,73.00,53.00,47.93,49.66,45.36,-1.81,-0.18,-1.34,-0.13,-2.51,-0.26,12.62,1.31,12.80,1.33,12.34,1.27,15.10,1.55,15.29,1.57,14.83,1.53,0.84,0.84,0.83,27.36,2.88,27.36,2.88,25.59,2.68,64.13,6.57,64.13,6.57,37.32,3.73,8.00,8.00,8.00,8.00,8.00,7.00,8.00,8.00,8.00,0,0,0,"All parameters are changed randomly",50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.50,3.00,1.10,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
