"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","__Z score Length","__RSI","__CCI","__DMI","__AROON","__EMA","__Factor (SuperTrend)","__AtrPeriod (SuperTrend)","__𝛃1 (rsi)","__𝛃2 (cci)","__𝛃3 (dmi)","__𝛃4 (aroon)","__𝛃5 (ema)","__𝛃6 (SuperTrend)","__Step of learing","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX:","__L","__S","__Lv","__2. MACD:","__Lf","__Ls","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA:","__Length","__Bars","__6. High/Low Filter:","__Lookback","__7. Maximum close change allowed on entry:","__(％)","__8. Minimum close change allowed on entry:","__9. RSI:","__OS","__OB","__10. MA:","__Type","__11. EMA Difference:","__EMA 1","__EMA 2","__13. M.Bias:","__P","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak   ","__Win Streak   ","__Row Loss InDay","__DrawDown ％","__InDay Loss ％ ","__Daily Trades  ","__Weekly Trades","__     Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","comment"
-179.46,-1.79,-26.71,-0.27,-152.76,-1.53,820.04,8.20,486.08,4.86,333.96,3.34,999.51,10.00,512.79,5.13,486.72,4.87,82.50,0.84,278.59,2.77,5973.38,59.73,-0.62,-0.54,0.82,0.95,0.69,0,0,0,0,0,307.20,169.21,137.99,207.00,114.00,93.00,0,0,0,82.00,47.00,35.00,125.00,67.00,58.00,39.61,41.23,37.63,-0.87,-0.09,-0.23,-0.02,-1.64,-0.17,10.00,1.01,10.34,1.05,9.54,0.97,8.00,0.81,7.65,0.77,8.39,0.85,1.25,1.35,1.14,29.06,2.96,29.06,2.96,24.21,2.48,18.38,1.87,14.45,1.46,18.38,1.87,11.00,13.00,9.00,10.00,12.00,8.00,12.00,14.00,9.00,0,0,0,100.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.50,3.00,1.80,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-189.90,-1.90,-34.25,-0.34,-155.65,-1.56,769.55,7.70,453.40,4.53,316.15,3.16,959.45,9.59,487.65,4.88,471.80,4.72,86.92,0.86,284.41,2.83,5971.48,59.71,-0.77,-0.62,0.80,0.93,0.67,0,0,0,0,0,309.01,169.38,139.63,208.00,114.00,94.00,0,0,0,89.00,51.00,38.00,119.00,63.00,56.00,42.79,44.74,40.43,-0.91,-0.09,-0.30,-0.03,-1.66,-0.17,8.65,0.87,8.89,0.90,8.32,0.84,8.06,0.81,7.74,0.78,8.42,0.85,1.07,1.15,0.99,25.66,2.62,25.66,2.62,21.37,2.18,18.37,1.87,14.45,1.46,18.37,1.87,11.00,13.00,8.00,10.00,11.00,8.00,11.00,14.00,9.00,0,0,0,100.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.50,3.00,1.60,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-163.53,-1.64,-97.65,-0.98,-65.87,-0.66,647.10,6.47,380.48,3.80,266.62,2.67,810.63,8.11,478.14,4.78,332.49,3.32,95.76,0.96,213.53,2.13,5919.23,59.19,-1.11,-0.75,0.80,0.80,0.80,0,0,0,-1.68,-0.02,323.91,188.42,135.49,217.00,126.00,91.00,1.00,1.00,0,117.00,67.00,50.00,100.00,59.00,41.00,53.92,53.17,54.95,-0.75,-0.08,-0.78,-0.08,-0.72,-0.07,5.53,0.56,5.68,0.57,5.33,0.54,8.11,0.82,8.10,0.81,8.11,0.82,0.68,0.70,0.66,17.31,1.75,17.31,1.75,16.63,1.67,18.51,1.87,14.60,1.46,18.51,1.87,8.00,8.00,8.00,8.00,8.00,8.00,8.00,9.00,7.00,0,0,0,50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.50,3.00,1.10,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
12.03,0.12,-5.61,-0.06,17.64,0.18,947.97,9.48,571.73,5.72,376.23,3.76,935.93,9.36,577.34,5.77,358.59,3.59,186.22,1.85,218.67,2.17,5915.40,59.15,-0.16,-0.20,1.01,0.99,1.05,0,0,0,-1.95,-0.02,243.18,150.44,92.74,162.00,100.00,62.00,1.00,1.00,0,70.00,42.00,28.00,92.00,58.00,34.00,43.21,42.00,45.16,0.07,0.01,-0.06,0,0.28,0.03,13.54,1.36,13.61,1.36,13.44,1.35,10.17,1.02,9.95,0.99,10.55,1.05,1.33,1.37,1.27,37.66,3.77,37.66,3.77,31.51,3.16,24.46,2.44,22.25,2.21,24.46,2.44,19.00,20.00,17.00,18.00,16.00,21.00,20.00,24.00,15.00,0,0,0,50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,1.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-373.41,-3.73,-130.25,-1.30,-243.16,-2.43,208.74,2.09,140.81,1.41,67.93,0.68,582.14,5.82,271.06,2.71,311.09,3.11,24.16,0.25,377.78,3.78,5970.93,59.71,-3.08,-0.95,0.36,0.52,0.22,0,0,0,0,0,353.68,194.46,159.22,240.00,132.00,108.00,0,0,0,85.00,53.00,32.00,155.00,79.00,76.00,35.42,40.15,29.63,-1.56,-0.16,-0.99,-0.10,-2.25,-0.23,2.46,0.25,2.66,0.27,2.12,0.22,3.76,0.38,3.43,0.35,4.09,0.42,0.65,0.77,0.52,16.84,1.74,16.84,1.74,12.70,1.31,14.72,1.49,8.91,0.90,14.72,1.49,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,2.00,0,0,0,200.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,0.50,3.00,1.10,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
6.12,0.06,-13.26,-0.13,19.39,0.19,1000.29,10.00,525.24,5.25,475.05,4.75,994.17,9.94,538.51,5.39,455.66,4.56,139.05,1.38,195.93,1.94,5976.62,59.77,-0.40,-0.39,1.01,0.98,1.04,0,0,0,0,0,231.05,129.09,101.96,154.00,86.00,68.00,0,0,0,76.00,41.00,35.00,78.00,45.00,33.00,49.35,47.67,51.47,0.04,0,-0.15,-0.01,0.29,0.03,13.16,1.32,12.81,1.28,13.57,1.36,12.75,1.27,11.97,1.20,13.81,1.38,1.03,1.07,0.98,35.30,3.54,35.30,3.54,29.96,3.01,30.18,3.02,23.37,2.34,30.18,3.02,24.00,23.00,26.00,20.00,16.00,25.00,28.00,29.00,26.00,0,0,0,150.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
12.03,0.12,-5.61,-0.06,17.64,0.18,947.97,9.48,571.73,5.72,376.23,3.76,935.93,9.36,577.34,5.77,358.59,3.59,186.22,1.85,218.67,2.17,5928.54,59.29,-0.16,-0.20,1.01,0.99,1.05,0,0,0,-1.13,-0.01,243.18,150.44,92.74,162.00,100.00,62.00,1.00,1.00,0,70.00,42.00,28.00,92.00,58.00,34.00,43.21,42.00,45.16,0.07,0.01,-0.06,0,0.28,0.03,13.54,1.36,13.61,1.36,13.44,1.35,10.17,1.02,9.95,0.99,10.55,1.05,1.33,1.37,1.27,37.66,3.77,37.66,3.77,31.51,3.16,24.46,2.44,22.25,2.21,24.46,2.44,19.00,20.00,17.00,18.00,16.00,21.00,20.00,24.00,15.00,0,0,0,50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,1.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-227.97,-2.28,-51.58,-0.52,-176.39,-1.76,654.29,6.54,386.90,3.87,267.40,2.67,882.26,8.82,438.47,4.38,443.79,4.44,66.67,0.68,265.29,2.65,5976.76,59.77,-1.36,-0.81,0.74,0.88,0.60,0,0,0,0,0,317.23,173.45,143.78,214.00,117.00,97.00,0,0,0,104.00,60.00,44.00,110.00,57.00,53.00,48.60,51.28,45.36,-1.07,-0.11,-0.44,-0.04,-1.82,-0.18,6.29,0.64,6.45,0.65,6.08,0.62,8.02,0.81,7.69,0.78,8.37,0.85,0.78,0.84,0.73,18.81,1.92,18.81,1.92,16.40,1.67,18.30,1.87,14.41,1.46,18.30,1.87,9.00,10.00,7.00,8.00,9.00,7.00,9.00,10.00,8.00,0,0,0,100.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.50,3.00,1.20,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-335.06,-3.35,-171.72,-1.72,-163.34,-1.63,439.04,4.39,261.46,2.61,177.57,1.78,774.09,7.74,433.18,4.33,340.91,3.41,44.62,0.46,344.29,3.44,5926.61,59.27,-1.72,-0.86,0.57,0.60,0.52,0,0,0,-1.68,-0.02,367.88,210.05,157.84,249.00,142.00,107.00,1.00,1.00,0,117.00,69.00,48.00,132.00,73.00,59.00,46.99,48.59,44.86,-1.35,-0.14,-1.21,-0.12,-1.53,-0.15,3.75,0.38,3.79,0.39,3.70,0.38,5.86,0.60,5.93,0.60,5.78,0.59,0.64,0.64,0.64,16.89,1.74,16.89,1.74,16.29,1.67,12.60,1.30,10.01,1.03,12.60,1.30,4.00,5.00,4.00,4.00,4.00,4.00,5.00,5.00,4.00,0,0,0,50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,1.20,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
56.05,0.56,-19.35,-0.19,75.40,0.75,1042.12,10.42,545.31,5.45,496.80,4.97,986.06,9.86,564.66,5.65,421.40,4.21,179.62,1.77,134.91,1.33,5976.15,59.76,-0.04,-0.05,1.06,0.97,1.18,0,0,0,0,0,201.94,116.11,85.83,134.00,77.00,57.00,0,0,0,72.00,39.00,33.00,62.00,38.00,24.00,53.73,50.65,57.89,0.42,0.04,-0.25,-0.02,1.32,0.13,14.47,1.44,13.98,1.39,15.05,1.50,15.90,1.58,14.86,1.48,17.56,1.74,0.91,0.94,0.86,39.75,3.93,39.75,3.93,33.75,3.35,36.16,3.59,30.38,3.01,36.16,3.59,30.00,29.00,32.00,26.00,20.00,33.00,35.00,38.00,31.00,0,0,0,150.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.20,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-136.64,-1.37,-96.76,-0.97,-39.88,-0.40,719.19,7.19,416.85,4.17,302.35,3.02,855.83,8.56,513.61,5.14,342.23,3.42,103.78,1.04,184.35,1.84,5929.10,59.29,-1.03,-0.73,0.84,0.81,0.88,0,0,0,-1.08,-0.01,313.66,184.06,129.60,210.00,123.00,87.00,1.00,1.00,0,104.00,59.00,45.00,106.00,64.00,42.00,49.52,47.97,51.72,-0.65,-0.06,-0.79,-0.08,-0.46,-0.05,6.92,0.70,7.07,0.71,6.72,0.68,8.07,0.81,8.03,0.81,8.15,0.82,0.86,0.88,0.83,20.77,2.10,20.77,2.10,17.29,1.75,18.54,1.87,14.62,1.46,18.54,1.87,10.00,11.00,9.00,10.00,10.00,10.00,10.00,11.00,8.00,0,0,0,50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.50,3.00,1.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-78.54,-0.79,11.94,0.12,-90.47,-0.90,837.39,8.37,481.32,4.81,356.07,3.56,915.93,9.16,469.38,4.69,446.54,4.47,96.04,0.95,190.68,1.89,5974.77,59.75,-0.68,-0.57,0.91,1.02,0.80,0,0,0,0,0,237.76,136.14,101.62,159.00,91.00,68.00,0,0,0,88.00,52.00,36.00,71.00,39.00,32.00,55.35,57.14,52.94,-0.49,-0.05,0.13,0.01,-1.33,-0.13,9.52,0.96,9.26,0.93,9.89,0.99,12.90,1.29,12.04,1.21,13.95,1.40,0.74,0.77,0.71,26.65,2.69,26.65,2.69,22.59,2.28,30.00,3.02,23.36,2.34,30.00,3.02,19.00,19.00,18.00,15.00,14.00,16.00,24.00,26.00,22.00,0,0,0,100.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-187.29,-1.87,-71.91,-0.72,-115.39,-1.15,737.19,7.37,424.97,4.25,312.21,3.12,924.48,9.24,496.88,4.97,427.60,4.28,80.20,0.81,286.41,2.85,5974.77,59.75,-1.12,-0.75,0.80,0.86,0.73,0,0,0,0,0,271.35,154.19,117.16,183.00,104.00,79.00,0,0,0,92.00,52.00,40.00,91.00,52.00,39.00,50.27,50.00,50.63,-1.02,-0.10,-0.69,-0.07,-1.46,-0.15,8.01,0.81,8.17,0.83,7.81,0.79,10.16,1.03,9.56,0.97,10.96,1.11,0.79,0.86,0.71,23.14,2.36,23.14,2.36,19.46,1.99,21.48,2.18,18.69,1.90,21.48,2.18,13.00,14.00,12.00,11.00,12.00,10.00,15.00,16.00,13.00,0,0,0,200.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,1.10,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-190.16,-1.90,-67.06,-0.67,-123.10,-1.23,842.97,8.43,475.72,4.76,367.25,3.67,1033.13,10.33,542.79,5.43,490.35,4.90,92.31,0.92,302.62,3.01,5977.45,59.77,-0.63,-0.55,0.82,0.88,0.75,0,0,0,0,0,305.37,168.99,136.38,206.00,114.00,92.00,0,0,0,78.00,43.00,35.00,128.00,71.00,57.00,37.86,37.72,38.04,-0.92,-0.09,-0.59,-0.06,-1.34,-0.14,10.81,1.10,11.06,1.12,10.49,1.06,8.07,0.82,7.64,0.77,8.60,0.87,1.34,1.45,1.22,30.79,3.13,30.79,3.13,25.66,2.62,18.39,1.87,14.41,1.46,18.39,1.87,12.00,12.00,13.00,15.00,12.00,18.00,10.00,11.00,9.00,0,0,0,150.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.50,3.00,1.90,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
-49.83,-0.50,35.09,0.35,-84.92,-0.85,996.87,9.97,658.65,6.59,338.22,3.38,1046.70,10.47,623.56,6.24,423.14,4.23,189.53,1.89,233.41,2.31,5930.90,59.31,-1.12,-0.75,0.95,1.06,0.80,0,0,0,-0.97,-0.01,205.77,133.96,71.81,137.00,89.00,48.00,1.00,1.00,0,52.00,36.00,16.00,85.00,53.00,32.00,37.96,40.45,33.33,-0.36,-0.03,0.39,0.04,-1.77,-0.18,19.17,1.92,18.30,1.84,21.14,2.12,12.31,1.23,11.77,1.18,13.22,1.33,1.56,1.56,1.60,49.11,4.95,49.11,4.95,42.07,4.23,30.15,3.02,23.52,2.34,30.15,3.02,31.00,32.00,30.00,34.00,31.00,41.00,30.00,33.00,25.00,0,0,0,50.00,35.00,45.00,35.00,35.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",0,0,0,true,true,true,true,true,true,true,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,true,"ALMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.80,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"All parameters are changed randomly"
