"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Enable signals","__Stop Loss Type: (L)","__(S)","__Take Profit Type: (L)","__Number of Orders: (L)","__[TP] Ride Free","__Position Leverage","__Maximum Accepted Loss %","__Equity % per trade","__Show TP/SL lines","__TP1: %","__Ratio","__TP2: %","__TP3: %","__TP4: %","__TP5: %","__Lenght_fast","__Lenght_slow","__SuperTrend Filter","__Show SuperTrend","__Range required?","__Number of divisions","__Start->Finish","__Portfolio table","__Table performance setting","__Enable Volume S/R"
-243.21,-24.32,-265.76,-26.58,22.56,2.26,2001.32,200.13,991.37,99.14,1009.95,100.99,2244.53,224.45,1257.14,125.71,987.39,98.74,553.14,44.10,469.25,38.99,4294.32,429.43,-0.12,-0.16,0.89,0.79,1.02,110.00,110.00,83.00,0,0,81.81,43.98,37.82,1071.00,570.00,501.00,0,0,0,151.00,75.00,76.00,920.00,495.00,425.00,14.10,13.16,15.17,-0.23,-0.09,-0.47,-0.24,0.05,0.08,13.25,7.12,13.22,6.80,13.29,7.43,2.44,1.28,2.54,1.31,2.32,1.24,5.43,5.21,5.72,32.88,15.01,32.88,14.99,30.78,15.01,16.03,4.57,16.03,4.25,7.63,4.57,6.00,5.00,7.00,16.00,10.00,22.00,5.00,5.00,5.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,14.00,45.00,true,true,"No",10.00,0,"Normal","Disabled",true
-317.66,-31.77,-3.92,-0.39,-313.73,-31.37,2085.39,208.54,1239.07,123.91,846.33,84.63,2403.05,240.30,1242.99,124.30,1160.06,116.01,366.05,34.25,497.91,43.19,4483.88,448.39,-0.11,-0.16,0.87,1.00,0.73,89.00,89.00,61.00,17.67,2.59,84.02,42.67,41.34,1182.00,596.00,586.00,1.00,0,1.00,168.00,95.00,73.00,1014.00,501.00,513.00,14.21,15.94,12.46,-0.27,-0.14,-0.01,0,-0.54,-0.27,12.41,7.11,13.04,7.35,11.59,6.79,2.37,1.34,2.48,1.40,2.26,1.28,5.24,5.26,5.13,33.26,15.01,33.26,15.01,30.55,15.00,8.62,4.93,8.62,4.93,8.29,4.42,6.00,6.00,6.00,15.00,14.00,16.00,5.00,5.00,5.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,20.00,33.00,true,true,"No",10.00,0,"Normal","Disabled",true
-243.21,-24.32,-265.76,-26.58,22.56,2.26,2001.32,200.13,991.37,99.14,1009.95,100.99,2244.53,224.45,1257.14,125.71,987.39,98.74,553.14,44.10,469.25,38.99,4293.72,429.37,-0.12,-0.16,0.89,0.79,1.02,110.00,110.00,83.00,0,0,81.81,43.98,37.82,1071.00,570.00,501.00,0,0,0,151.00,75.00,76.00,920.00,495.00,425.00,14.10,13.16,15.17,-0.23,-0.09,-0.47,-0.24,0.05,0.08,13.25,7.12,13.22,6.80,13.29,7.43,2.44,1.28,2.54,1.31,2.32,1.24,5.43,5.21,5.72,32.88,15.01,32.88,14.99,30.78,15.01,16.03,4.57,16.03,4.25,7.63,4.57,6.00,5.00,7.00,16.00,10.00,22.00,5.00,5.00,5.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,14.00,45.00,true,true,"No",10.00,0,"Normal","Disabled",true
15.83,1.58,-333.93,-33.39,349.76,34.98,4301.94,430.19,1967.03,196.70,2334.91,233.49,4286.11,428.61,2300.97,230.10,1985.14,198.51,548.76,37.67,542.35,38.56,4102.34,410.23,0.03,0.04,1.00,0.86,1.18,98.00,98.00,77.00,0,0,156.94,84.79,72.15,1785.00,977.00,808.00,0,0,0,286.00,134.00,152.00,1499.00,843.00,656.00,16.02,13.72,18.81,0.01,0.03,-0.34,-0.13,0.43,0.23,15.04,6.98,14.68,6.94,15.36,7.01,2.86,1.29,2.73,1.25,3.03,1.35,5.26,5.38,5.08,37.01,15.00,36.54,14.99,37.01,15.00,16.23,6.99,12.38,4.76,16.23,6.99,7.00,5.00,8.00,14.00,10.00,18.00,5.00,4.00,6.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,20.00,17.00,true,true,"No",10.00,0,"Normal","Disabled",true
-220.95,-22.09,-52.90,-5.29,-168.05,-16.81,2337.54,233.75,1314.13,131.41,1023.41,102.34,2558.48,255.85,1367.02,136.70,1191.46,119.15,318.87,33.00,386.75,37.57,4348.31,434.83,-0.06,-0.09,0.91,0.96,0.86,83.00,83.00,74.00,12.44,1.60,91.16,47.31,43.85,1324.00,695.00,629.00,1.00,0,1.00,204.00,107.00,97.00,1120.00,588.00,532.00,15.41,15.40,15.42,-0.17,-0.08,-0.08,-0.01,-0.27,-0.16,11.46,6.75,12.28,7.37,10.55,6.06,2.28,1.32,2.32,1.35,2.24,1.30,5.02,5.28,4.71,27.41,14.99,27.41,14.99,25.51,14.99,14.51,8.00,10.08,5.16,14.51,8.00,7.00,6.00,7.00,14.00,12.00,16.00,5.00,5.00,6.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,18.00,29.00,true,true,"No",10.00,0,"Normal","Disabled",true
1816.77,181.68,988.63,98.86,828.14,82.81,5510.77,551.08,2775.17,277.52,2735.60,273.56,3694.00,369.40,1786.54,178.65,1907.46,190.75,2226.99,70.55,569.85,19.10,4227.09,422.71,0.48,1.09,1.49,1.55,1.43,158.00,158.00,146.00,43.88,1.56,147.48,75.06,72.42,1040.00,534.00,506.00,1.00,0,1.00,219.00,105.00,114.00,821.00,429.00,392.00,21.06,19.66,22.53,1.75,0.55,1.85,0.45,1.64,0.65,25.16,7.37,26.43,7.31,24.00,7.43,4.50,1.27,4.16,1.23,4.87,1.32,5.59,6.35,4.93,77.08,15.00,77.08,15.00,63.58,15.00,20.35,4.26,11.88,3.57,20.35,4.26,7.00,7.00,8.00,14.00,12.00,16.00,6.00,5.00,6.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,8.00,41.00,true,true,"No",10.00,0,"Normal","Disabled",true
167.28,16.73,34.99,3.50,132.29,13.23,2700.93,270.09,1357.03,135.70,1343.90,134.39,2533.64,253.36,1322.03,132.20,1211.61,121.16,518.29,35.33,344.04,25.31,4066.80,406.68,0.08,0.13,1.07,1.03,1.11,134.00,134.00,91.00,17.09,1.46,98.63,52.36,46.27,1053.00,560.00,493.00,1.00,0,1.00,171.00,87.00,84.00,882.00,473.00,409.00,16.24,15.54,17.04,0.16,0.11,0.06,0.06,0.27,0.17,15.79,6.99,15.60,6.82,16.00,7.16,2.87,1.22,2.79,1.19,2.96,1.26,5.50,5.58,5.40,39.06,15.00,39.06,14.99,36.36,15.00,9.68,3.66,7.16,2.55,9.68,3.66,6.00,6.00,7.00,13.00,10.00,17.00,5.00,5.00,5.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,12.00,37.00,true,true,"No",10.00,0,"Normal","Disabled",true
981.27,98.13,599.33,59.93,381.93,38.19,4765.39,476.54,2390.55,239.06,2374.84,237.48,3784.12,378.41,1791.22,179.12,1992.91,199.29,1416.77,60.62,384.22,19.99,4301.09,430.11,0.31,0.62,1.26,1.34,1.19,169.00,169.00,131.00,29.90,1.51,141.92,67.51,74.40,1072.00,511.00,561.00,1.00,0,1.00,214.00,101.00,113.00,858.00,410.00,448.00,19.96,19.77,20.14,0.92,0.36,1.17,0.33,0.68,0.39,22.27,7.14,23.67,7.12,21.02,7.16,4.41,1.33,4.37,1.34,4.45,1.32,5.05,5.42,4.72,60.44,14.99,60.44,14.99,52.75,14.98,20.62,4.76,13.08,3.57,20.62,4.76,7.00,7.00,8.00,15.00,14.00,17.00,5.00,5.00,5.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,6.00,54.00,true,true,"No",10.00,0,"Normal","Disabled",true
276.56,27.66,332.31,33.23,-55.76,-5.58,4621.87,462.19,2581.16,258.12,2040.71,204.07,4345.31,434.53,2248.85,224.88,2096.47,209.65,804.36,45.49,476.14,27.64,4338.30,433.83,0.11,0.18,1.06,1.15,0.97,151.00,151.00,136.00,9.10,0.71,160.70,82.81,77.89,1401.00,722.00,679.00,1.00,0,1.00,236.00,126.00,110.00,1165.00,596.00,569.00,16.85,17.45,16.20,0.20,0.12,0.46,0.26,-0.08,-0.02,19.58,7.13,20.49,7.66,18.55,6.53,3.73,1.30,3.77,1.30,3.68,1.29,5.25,5.43,5.04,47.29,15.02,47.29,14.99,42.26,15.02,16.80,5.95,14.93,5.13,16.80,5.95,6.00,6.00,7.00,13.00,13.00,13.00,5.00,5.00,6.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,22.00,29.00,true,true,"No",10.00,0,"Normal","Disabled",true
-386.17,-38.62,-141.13,-14.11,-245.04,-24.50,1486.74,148.67,800.26,80.03,686.48,68.65,1872.91,187.29,941.39,94.14,931.52,93.15,331.85,33.77,454.11,42.52,4362.74,436.27,-0.23,-0.27,0.79,0.85,0.74,77.00,77.00,62.00,0,0,66.77,34.11,32.66,1008.00,514.00,494.00,0,0,0,129.00,67.00,62.00,879.00,447.00,432.00,12.80,13.04,12.55,-0.38,-0.22,-0.27,-0.17,-0.50,-0.28,11.53,7.01,11.94,7.12,11.07,6.90,2.13,1.29,2.11,1.26,2.16,1.31,5.41,5.67,5.14,29.19,15.00,29.19,14.99,24.65,15.00,7.39,4.49,6.91,4.49,7.39,4.36,6.00,6.00,5.00,15.00,13.00,16.00,4.00,4.00,4.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,12.00,49.00,true,true,"No",10.00,0,"Normal","Disabled",true
417.69,41.77,123.95,12.40,293.74,29.37,4541.29,454.13,2082.92,208.29,2458.37,245.84,4123.60,412.36,1958.97,195.90,2164.63,216.46,925.24,54.39,415.60,35.14,4443.04,444.30,0.14,0.24,1.10,1.06,1.14,164.00,164.00,122.00,0,0,156.33,78.49,77.84,1495.00,747.00,748.00,0,0,0,265.00,123.00,142.00,1230.00,624.00,606.00,17.73,16.47,18.98,0.28,0.15,0.17,0.13,0.39,0.17,17.14,6.85,16.93,6.84,17.31,6.87,3.35,1.30,3.14,1.19,3.57,1.40,5.11,5.39,4.85,46.17,14.99,46.17,14.99,44.55,14.99,18.15,8.69,7.52,3.12,18.15,8.69,7.00,6.00,7.00,12.00,9.00,14.00,6.00,5.00,6.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,10.00,21.00,true,true,"No",10.00,0,"Normal","Disabled",true
988.04,98.80,636.36,63.64,351.68,35.17,4395.07,439.51,2421.91,242.19,1973.16,197.32,3407.03,340.70,1785.55,178.55,1621.48,162.15,1456.20,61.96,443.79,27.43,4170.21,417.02,0.27,0.54,1.29,1.36,1.22,176.00,176.00,129.00,0,0,133.71,69.22,64.49,1057.00,550.00,507.00,0,0,0,200.00,106.00,94.00,857.00,444.00,413.00,18.92,19.27,18.54,0.93,0.38,1.16,0.40,0.69,0.35,21.98,7.44,22.85,7.50,20.99,7.37,3.98,1.27,4.02,1.30,3.93,1.24,5.53,5.68,5.35,63.26,15.02,63.26,14.99,58.10,15.02,18.30,8.38,18.30,8.38,9.67,4.44,7.00,6.00,7.00,13.00,11.00,15.00,5.00,5.00,6.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,24.00,45.00,true,true,"No",10.00,0,"Normal","Disabled",true
-209.31,-20.93,29.96,3.00,-239.27,-23.93,1603.39,160.34,913.91,91.39,689.47,68.95,1812.70,181.27,883.96,88.40,928.74,92.87,386.42,38.12,380.29,38.03,4293.12,429.31,-0.11,-0.15,0.89,1.03,0.74,96.00,96.00,70.00,0,0,67.81,34.43,33.38,1000.00,505.00,495.00,0,0,0,141.00,78.00,63.00,859.00,427.00,432.00,14.10,15.45,12.73,-0.21,-0.09,0.06,0.09,-0.48,-0.28,11.37,6.96,11.72,7.17,10.94,6.69,2.11,1.25,2.07,1.20,2.15,1.29,5.39,5.66,5.09,26.80,15.03,26.80,15.01,26.37,15.03,6.73,4.57,6.59,3.60,6.73,4.57,6.00,6.00,6.00,15.00,11.00,19.00,5.00,5.00,4.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,14.00,53.00,true,true,"No",10.00,0,"Normal","Disabled",true
639.61,63.96,354.90,35.49,284.70,28.47,3990.96,399.10,2033.36,203.34,1957.60,195.76,3351.36,335.14,1678.46,167.85,1672.90,167.29,1219.02,56.62,497.80,29.05,4293.72,429.37,0.20,0.38,1.19,1.21,1.17,162.00,162.00,115.00,0,0,132.16,67.03,65.13,1105.00,558.00,547.00,0,0,0,194.00,96.00,98.00,911.00,462.00,449.00,17.56,17.20,17.92,0.58,0.26,0.64,0.21,0.52,0.31,20.57,7.27,21.18,7.12,19.98,7.43,3.68,1.23,3.63,1.23,3.73,1.24,5.59,5.83,5.36,58.41,15.03,58.41,15.01,50.89,15.03,18.51,4.76,9.44,3.13,18.51,4.76,7.00,5.00,8.00,15.00,9.00,20.00,5.00,4.00,5.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,18.00,41.00,true,true,"No",10.00,0,"Normal","Disabled",true
-219.17,-21.92,-427.42,-42.74,208.25,20.82,2725.52,272.55,1075.58,107.56,1649.94,164.99,2944.69,294.47,1503.00,150.30,1441.69,144.17,370.87,33.82,682.82,54.06,4211.37,421.14,-0.07,-0.11,0.93,0.72,1.14,107.00,107.00,94.00,11.41,1.46,108.43,55.43,53.00,1418.00,728.00,690.00,1.00,0,1.00,219.00,89.00,130.00,1199.00,639.00,560.00,15.44,12.23,18.84,-0.15,-0.03,-0.59,-0.23,0.30,0.19,12.45,6.65,12.09,6.77,12.69,6.57,2.46,1.24,2.35,1.21,2.57,1.29,5.07,5.14,4.93,34.48,15.02,34.48,14.97,34.15,15.02,56.92,5.95,46.22,5.95,56.92,5.16,6.00,5.00,8.00,12.00,9.00,14.00,5.00,4.00,6.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,14.00,25.00,true,true,"No",10.00,0,"Normal","Disabled",true
-243.21,-24.32,-265.76,-26.58,22.56,2.26,2001.32,200.13,991.37,99.14,1009.95,100.99,2244.53,224.45,1257.14,125.71,987.39,98.74,553.14,44.10,469.25,38.99,4292.53,429.25,-0.12,-0.16,0.89,0.79,1.02,110.00,110.00,83.00,0,0,81.81,43.98,37.82,1071.00,570.00,501.00,0,0,0,151.00,75.00,76.00,920.00,495.00,425.00,14.10,13.16,15.17,-0.23,-0.09,-0.47,-0.24,0.05,0.08,13.25,7.12,13.22,6.80,13.29,7.43,2.44,1.28,2.54,1.31,2.32,1.24,5.43,5.21,5.72,32.88,15.01,32.88,14.99,30.78,15.01,16.03,4.57,16.03,4.25,7.63,4.57,6.00,5.00,7.00,16.00,10.00,22.00,5.00,5.00,5.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,14.00,45.00,true,true,"No",10.00,0,"Normal","Disabled",true
1546.48,154.65,428.57,42.86,1117.92,111.79,5364.93,536.49,2315.59,231.56,3049.34,304.93,3818.44,381.84,1887.02,188.70,1931.43,193.14,2414.85,75.90,377.32,27.20,4215.21,421.52,0.35,0.86,1.41,1.23,1.58,185.00,185.00,140.00,17.90,0.70,154.35,78.16,76.19,1132.00,566.00,566.00,1.00,0,1.00,233.00,99.00,134.00,899.00,467.00,432.00,20.58,17.49,23.67,1.37,0.43,0.76,0.24,1.98,0.62,23.03,6.95,23.39,6.91,22.76,6.98,4.25,1.26,4.04,1.18,4.47,1.36,5.42,5.79,5.09,126.91,15.04,76.47,14.99,126.91,15.04,18.69,6.04,14.47,2.60,18.69,6.04,8.00,7.00,8.00,15.00,14.00,16.00,6.00,5.00,6.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,6.00,33.00,true,true,"No",10.00,0,"Normal","Disabled",true
1019.89,101.99,230.97,23.10,788.92,78.89,4589.78,458.98,2034.61,203.46,2555.17,255.52,3569.89,356.99,1803.64,180.36,1766.25,176.63,1530.37,64.92,380.10,23.39,4215.21,421.52,0.24,0.55,1.29,1.13,1.45,179.00,179.00,133.00,32.84,1.63,137.71,71.14,66.57,1126.00,564.00,562.00,1.00,0,1.00,218.00,94.00,124.00,908.00,470.00,438.00,19.36,16.67,22.06,0.91,0.36,0.41,0.19,1.40,0.53,21.05,7.23,21.64,7.15,20.61,7.30,3.93,1.29,3.84,1.21,4.03,1.39,5.36,5.64,5.11,63.03,15.00,62.25,15.00,63.03,14.99,19.99,6.72,12.13,3.05,19.99,6.72,8.00,7.00,9.00,15.00,12.00,18.00,6.00,6.00,6.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,6.00,29.00,true,true,"No",10.00,0,"Normal","Disabled",true
84.76,8.48,-323.99,-32.40,408.75,40.87,4073.24,407.32,1770.49,177.05,2302.75,230.27,3988.48,398.85,2094.48,209.45,1894.00,189.40,823.26,49.74,578.74,35.85,4513.29,451.33,0.06,0.10,1.02,0.85,1.22,136.00,136.00,102.00,26.26,2.42,138.56,73.19,65.37,1369.00,723.00,646.00,1.00,0,1.00,232.00,104.00,128.00,1137.00,619.00,518.00,16.95,14.38,19.81,0.06,0.07,-0.45,-0.15,0.63,0.32,17.56,7.17,17.02,6.89,17.99,7.39,3.51,1.38,3.38,1.34,3.66,1.43,5.01,5.03,4.92,44.36,15.04,44.36,15.00,42.32,15.04,19.77,6.99,11.10,4.21,19.77,6.99,7.00,6.00,9.00,15.00,12.00,17.00,6.00,5.00,7.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,22.00,13.00,true,true,"No",10.00,0,"Normal","Disabled",true
1174.03,117.40,977.43,97.74,196.60,19.66,5135.10,513.51,2864.60,286.46,2270.50,227.05,3961.07,396.11,1887.16,188.72,2073.91,207.39,1728.40,65.01,537.06,21.04,4065.66,406.57,0.41,0.88,1.30,1.52,1.10,205.00,205.00,148.00,32.91,1.51,153.13,79.40,73.73,1052.00,547.00,505.00,1.00,0,1.00,217.00,119.00,98.00,835.00,428.00,407.00,20.63,21.76,19.41,1.12,0.41,1.79,0.52,0.39,0.28,23.66,6.97,24.07,6.85,23.17,7.12,4.74,1.30,4.41,1.23,5.10,1.37,4.99,5.46,4.55,66.32,15.00,66.32,14.99,65.61,15.00,22.88,4.76,13.34,3.81,22.88,4.76,7.00,7.00,8.00,13.00,11.00,16.00,5.00,5.00,6.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,8.00,45.00,true,true,"No",10.00,0,"Normal","Disabled",true
995.58,99.56,636.51,63.65,359.08,35.91,4058.14,405.81,2100.90,210.09,1957.23,195.72,3062.56,306.26,1464.40,146.44,1598.16,159.82,1505.13,65.70,226.33,22.50,4224.03,422.40,0.28,0.50,1.33,1.44,1.23,138.00,138.00,105.00,13.77,0.69,118.30,59.95,58.35,1100.00,567.00,533.00,1.00,0,1.00,216.00,110.00,106.00,884.00,457.00,427.00,19.64,19.40,19.89,0.91,0.38,1.12,0.42,0.67,0.35,18.79,7.14,19.10,7.22,18.46,7.06,3.46,1.27,3.20,1.22,3.74,1.31,5.42,5.96,4.93,91.39,15.00,56.18,14.99,91.39,15.00,106.32,11.69,19.43,6.20,106.32,11.69,7.00,6.00,8.00,16.00,12.00,21.00,5.00,5.00,5.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,8.00,33.00,true,true,"No",10.00,0,"Normal","Disabled",true
-306.36,-30.64,-1.29,-0.13,-305.07,-30.51,3325.84,332.58,1729.25,172.92,1596.59,159.66,3632.20,363.22,1730.54,173.05,1901.66,190.17,350.27,38.49,504.67,48.46,4300.50,430.05,-0.08,-0.11,0.92,1.00,0.84,56.00,56.00,50.00,10.53,1.52,124.38,64.43,59.95,2082.00,1088.00,994.00,1.00,0,1.00,337.00,170.00,167.00,1745.00,918.00,827.00,16.19,15.63,16.80,-0.15,-0.05,0,-0.06,-0.31,-0.17,9.87,6.74,10.17,7.06,9.56,6.42,2.08,1.36,1.89,1.24,2.30,1.50,4.74,5.40,4.16,28.06,15.01,26.47,15.01,28.06,15.00,35.76,11.69,35.76,5.95,22.58,11.69,6.00,6.00,6.00,13.00,11.00,15.00,5.00,5.00,5.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,18.00,21.00,true,true,"No",10.00,0,"Normal","Disabled",true
1493.31,149.33,-407.81,-40.78,1901.12,190.11,7240.47,724.05,3018.69,301.87,4221.78,422.18,5747.16,574.72,3426.49,342.65,2320.66,232.07,2089.09,68.96,603.89,22.55,4516.40,451.64,0.34,0.75,1.26,0.88,1.82,220.00,220.00,165.00,59.82,2.40,227.06,127.83,99.23,1478.00,822.00,656.00,1.00,0,1.00,288.00,127.00,161.00,1190.00,695.00,495.00,19.49,15.45,24.54,1.01,0.34,-0.50,-0.06,2.90,0.83,25.14,6.95,23.77,6.55,26.22,7.27,4.83,1.26,4.93,1.27,4.69,1.26,5.21,4.82,5.59,81.89,15.04,77.45,15.01,81.89,15.04,31.98,6.68,31.98,6.68,13.35,4.51,8.00,6.00,10.00,16.00,9.00,21.00,6.00,6.00,6.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,20.00,13.00,true,true,"No",10.00,0,"Normal","Disabled",true
1365.92,136.59,903.57,90.36,462.35,46.24,5263.62,526.36,2817.50,281.75,2446.11,244.61,3897.70,389.77,1913.94,191.39,1983.76,198.38,1640.87,62.14,475.21,18.72,4159.88,415.99,0.38,0.83,1.35,1.47,1.23,193.00,193.00,152.00,37.02,1.56,151.33,78.38,72.95,1037.00,537.00,500.00,1.00,0,1.00,210.00,107.00,103.00,827.00,430.00,397.00,20.25,19.93,20.60,1.32,0.46,1.68,0.43,0.92,0.48,25.06,7.28,26.33,7.15,23.75,7.42,4.71,1.28,4.45,1.24,5.00,1.32,5.32,5.92,4.75,68.79,15.00,68.79,15.00,59.68,14.98,18.85,4.41,13.24,3.57,18.85,4.41,7.00,7.00,7.00,15.00,13.00,16.00,5.00,5.00,5.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,6.00,45.00,true,true,"No",10.00,0,"Normal","Disabled",true
418.39,41.84,-91.66,-9.17,510.06,51.01,4095.06,409.51,1765.73,176.57,2329.34,232.93,3676.67,367.67,1857.39,185.74,1819.28,181.93,951.75,49.57,676.59,36.20,4268.19,426.82,0.15,0.27,1.11,0.95,1.28,170.00,170.00,139.00,20.87,1.47,145.97,75.73,70.25,1220.00,632.00,588.00,1.00,0,1.00,208.00,91.00,117.00,1012.00,541.00,471.00,17.05,14.40,19.90,0.34,0.19,-0.15,0,0.87,0.39,19.69,6.96,19.40,6.78,19.91,7.09,3.63,1.20,3.43,1.14,3.86,1.28,5.42,5.65,5.15,49.16,14.99,48.68,14.97,49.16,14.99,26.83,5.02,26.83,2.21,17.08,5.02,6.00,6.00,7.00,13.00,12.00,13.00,5.00,5.00,5.00,0,0,0,"All parameters are changed randomly","Both","Simple","5","Percentage","5",0,10.00,10.00,10.00,"Entry+TP+SL",30.00,5.00,60.00,90.00,120.00,150.00,14.00,29.00,true,true,"No",10.00,0,"Normal","Disabled",true
