"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Z score Length","__RSI","__CCI","__DMI","__AROON","__EMA","__Factor (SuperTrend)","__AtrPeriod (SuperTrend)","__𝛃1 (rsi)","__𝛃2 (cci)","__𝛃3 (dmi)","__𝛃4 (aroon)","__𝛃5 (ema)","__𝛃6 (SuperTrend)","__Step of learing","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX:","__L","__S","__Lv","__2. MACD:","__Lf","__Ls","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA:","__Length","__Bars","__6. High/Low Filter:","__Lookback","__7. Maximum close change allowed on entry:","__(％)","__8. Minimum close change allowed on entry:","__9. RSI:","__OS","__OB","__10. MA:","__Type","__11. EMA Difference:","__EMA 1","__EMA 2","__13. M.Bias:","__P","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak   ","__Win Streak   ","__Row Loss InDay","__DrawDown ％","__InDay Loss ％ ","__Daily Trades  ","__Weekly Trades","__     Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars"
2499.12,24.99,1542.40,15.42,956.72,9.57,8897.67,88.98,4113.81,41.14,4783.86,47.84,6398.55,63.99,2571.41,25.71,3827.14,38.27,3009.66,23.14,712.00,5.50,-5950.91,-59.51,0.28,0.66,1.39,1.60,1.25,408.00,401.00,408.00,-24.31,-0.19,255.59,119.10,136.49,146.00,68.00,78.00,1.00,1.00,0,73.00,38.00,35.00,73.00,30.00,43.00,50.00,55.88,44.87,17.12,1.58,22.68,1.98,12.27,1.22,121.89,10.69,108.26,9.52,136.68,11.95,87.65,7.54,85.71,7.56,89.00,7.52,1.39,1.26,1.54,237.29,23.16,164.63,16.03,237.29,23.16,195.34,16.61,166.77,14.43,195.34,16.61,52.00,44.00,59.00,70.00,51.00,91.00,34.00,36.00,33.00,0,0,0,"All parameters are changed randomly",57.00,22.00,90.00,62.00,47.00,15.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.12,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-0.75,-0.01,-0.75,-0.01,0,0,0,0,0,0,0,0,0.75,0.01,0.75,0.01,0,0,9627.60,49.05,892.65,8.93,-5993.30,-59.93,"N/A","N/A",0,0,"N/A",45.00,45.00,0,-599.22,-5.99,0.75,0.75,0,0,0,0,1.00,1.00,0,0,0,0,0,0,0,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,0,0,0,0,0,0,0,0,0,0,0,0,"All parameters are changed randomly",57.00,27.00,29.00,32.00,37.00,55.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
1649.40,16.49,1023.79,10.24,625.61,6.26,7921.91,79.22,3464.04,34.64,4457.87,44.58,6272.51,62.73,2440.25,24.40,3832.26,38.32,2530.17,21.35,766.66,7.64,-6032.24,-60.32,0.13,0.25,1.26,1.42,1.16,372.00,369.00,372.00,-21.76,-0.19,238.44,105.57,132.87,150.00,66.00,84.00,1.00,1.00,0,69.00,35.00,34.00,81.00,31.00,50.00,46.00,53.03,40.48,11.00,1.07,15.51,1.43,7.45,0.78,114.81,10.99,98.97,9.46,131.11,12.56,77.44,7.39,78.72,7.64,76.65,7.23,1.48,1.26,1.71,259.64,26.79,158.95,16.03,259.64,26.79,208.14,20.92,208.14,20.92,139.49,11.99,55.00,47.00,61.00,76.00,48.00,105.00,37.00,45.00,32.00,0,0,0,"All parameters are changed randomly",41.00,57.00,71.00,57.00,57.00,20.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-0.75,-0.01,-0.75,-0.01,0,0,0,0,0,0,0,0,0.75,0.01,0.75,0.01,0,0,9627.60,49.05,892.65,8.93,-5989.73,-59.90,"N/A","N/A",0,0,"N/A",45.00,45.00,0,-598.87,-5.99,0.75,0.75,0,0,0,0,1.00,1.00,0,0,0,0,0,0,0,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,0,0,0,0,0,0,0,0,0,0,0,0,"All parameters are changed randomly",33.00,27.00,57.00,52.00,52.00,45.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.16,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-0.75,-0.01,-0.75,-0.01,0,0,0,0,0,0,0,0,0.75,0.01,0.75,0.01,0,0,9627.60,49.05,892.65,8.93,-5989.73,-59.90,"N/A","N/A",0,0,"N/A",45.00,45.00,0,-598.87,-5.99,0.75,0.75,0,0,0,0,1.00,1.00,0,0,0,0,0,0,0,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,0,0,0,0,0,0,0,0,0,0,0,0,"All parameters are changed randomly",97.00,70.00,43.00,62.00,22.00,55.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-0.75,-0.01,-0.75,-0.01,0,0,0,0,0,0,0,0,0.75,0.01,0.75,0.01,0,0,9627.60,49.05,892.65,8.93,-5991.07,-59.91,"N/A","N/A",0,0,"N/A",45.00,45.00,0,-599.00,-5.99,0.75,0.75,0,0,0,0,1.00,1.00,0,0,0,0,0,0,0,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,0,0,0,0,0,0,0,0,0,0,0,0,"All parameters are changed randomly",81.00,37.00,71.00,47.00,67.00,15.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.06,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
2025.90,20.26,1153.93,11.54,871.97,8.72,8231.74,82.32,3570.47,35.70,4661.28,46.61,6205.84,62.06,2416.54,24.17,3789.30,37.89,2390.16,19.82,1210.77,10.29,-5889.29,-58.89,0.17,0.26,1.33,1.48,1.23,374.00,369.00,374.00,-22.07,-0.18,231.41,102.23,129.18,138.00,60.00,78.00,1.00,1.00,0,66.00,32.00,34.00,72.00,28.00,44.00,47.83,53.33,43.59,14.68,1.39,19.23,1.80,11.18,1.08,124.72,11.34,111.58,10.10,137.10,12.50,86.19,7.73,86.30,7.70,86.12,7.75,1.45,1.29,1.59,266.28,26.86,203.12,19.38,266.28,26.86,184.54,15.80,167.87,14.43,184.54,15.80,58.00,50.00,64.00,78.00,52.00,103.00,40.00,49.00,34.00,0,0,0,"All parameters are changed randomly",81.00,17.00,43.00,52.00,47.00,25.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.16,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-0.75,-0.01,-0.75,-0.01,0,0,0,0,0,0,0,0,0.75,0.01,0.75,0.01,0,0,9627.60,49.05,892.65,8.93,-5986.16,-59.86,"N/A","N/A",0,0,"N/A",45.00,45.00,0,-598.51,-5.99,0.75,0.75,0,0,0,0,1.00,1.00,0,0,0,0,0,0,0,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,0,0,0,0,0,0,0,0,0,0,0,0,"All parameters are changed randomly",97.00,70.00,50.00,52.00,42.00,40.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
2563.34,25.63,1093.75,10.94,1469.59,14.70,7821.68,78.22,3301.30,33.01,4520.38,45.20,5258.33,52.58,2207.55,22.08,3050.79,30.51,3271.75,24.89,784.23,5.99,-5942.34,-59.42,0.26,0.45,1.49,1.50,1.48,438.00,434.00,438.00,-5.56,-0.04,219.28,103.73,115.55,120.00,56.00,64.00,1.00,1.00,0,60.00,30.00,30.00,60.00,26.00,34.00,50.00,53.57,46.88,21.36,1.95,19.53,1.77,22.96,2.11,130.36,11.06,110.04,9.32,150.68,12.80,87.64,7.16,84.91,6.95,89.73,7.32,1.49,1.30,1.68,244.87,21.76,184.61,15.43,244.87,21.76,173.84,15.48,151.99,12.08,173.84,15.48,57.00,40.00,72.00,73.00,35.00,111.00,41.00,45.00,37.00,0,0,0,"All parameters are changed randomly",73.00,27.00,78.00,32.00,42.00,35.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.04,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-0.75,-0.01,-0.75,-0.01,0,0,0,0,0,0,0,0,0.75,0.01,0.75,0.01,0,0,9627.60,49.05,892.65,8.93,-5987.05,-59.87,"N/A","N/A",0,0,"N/A",45.00,45.00,0,-598.60,-5.99,0.75,0.75,0,0,0,0,1.00,1.00,0,0,0,0,0,0,0,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,0,0,0,0,0,0,0,0,0,0,0,0,"All parameters are changed randomly",100.00,17.00,50.00,57.00,42.00,55.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-0.75,-0.01,-0.75,-0.01,0,0,0,0,0,0,0,0,0.75,0.01,0.75,0.01,0,0,9627.60,49.05,892.65,8.93,-5984.38,-59.84,"N/A","N/A",0,0,"N/A",45.00,45.00,0,-598.33,-5.98,0.75,0.75,0,0,0,0,1.00,1.00,0,0,0,0,0,0,0,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,0,0,0,0,0,0,0,0,0,0,0,0,"All parameters are changed randomly",73.00,67.00,71.00,22.00,22.00,55.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.04,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
1348.83,13.49,785.15,7.85,563.68,5.64,7076.57,70.77,3348.76,33.49,3727.81,37.28,5727.74,57.28,2563.62,25.64,3164.12,31.64,2754.58,21.89,1215.49,9.74,-5938.83,-59.39,0.10,0.14,1.24,1.31,1.18,413.00,403.00,413.00,-13.45,-0.12,230.88,117.94,112.93,132.00,67.00,65.00,1.00,1.00,0,63.00,34.00,29.00,69.00,33.00,36.00,47.73,50.75,44.62,10.22,1.00,11.72,1.13,8.67,0.86,112.33,9.90,98.49,8.71,128.55,11.28,83.01,7.12,77.69,6.68,87.89,7.53,1.35,1.27,1.46,232.24,21.96,168.23,15.60,232.24,21.96,169.83,16.25,137.30,11.94,169.83,16.25,45.00,35.00,56.00,54.00,29.00,83.00,38.00,41.00,34.00,0,0,0,"All parameters are changed randomly",89.00,17.00,43.00,67.00,67.00,55.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.10,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
1857.21,18.57,1175.83,11.76,681.38,6.81,8226.88,82.27,3811.81,38.12,4415.07,44.15,6369.67,63.70,2635.98,26.36,3733.69,37.34,2283.40,18.93,663.01,6.39,-5935.57,-59.36,0.17,0.32,1.29,1.45,1.18,387.00,377.00,387.00,-18.65,-0.16,241.55,114.91,126.63,148.00,70.00,78.00,1.00,1.00,0,71.00,38.00,33.00,77.00,32.00,45.00,47.97,54.29,42.31,12.55,1.20,16.80,1.56,8.74,0.87,115.87,10.82,100.31,9.37,133.79,12.48,82.72,7.67,82.37,7.71,82.97,7.63,1.40,1.22,1.61,268.81,26.79,163.94,16.03,268.81,26.79,211.61,20.55,211.61,20.55,178.55,16.61,55.00,49.00,60.00,74.00,50.00,102.00,37.00,47.00,29.00,0,0,0,"All parameters are changed randomly",49.00,67.00,78.00,57.00,70.00,20.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.12,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
546.17,5.46,517.02,5.17,29.15,0.29,6270.57,62.71,2620.81,26.21,3649.76,36.50,5724.40,57.24,2103.79,21.04,3620.61,36.21,1794.26,15.65,987.54,8.69,-5987.27,-59.87,-0.01,-0.02,1.10,1.25,1.01,375.00,366.00,375.00,-16.70,-0.16,211.38,95.76,115.61,131.00,59.00,72.00,1.00,1.00,0,59.00,30.00,29.00,72.00,29.00,43.00,45.04,50.85,40.28,4.17,0.45,8.76,0.85,0.40,0.12,106.28,10.07,87.36,8.26,125.85,11.95,79.51,7.44,72.54,6.82,84.20,7.85,1.34,1.20,1.50,213.40,21.96,149.62,14.42,213.40,21.96,161.67,16.25,113.69,11.23,161.67,16.25,44.00,32.00,53.00,53.00,26.00,82.00,36.00,39.00,34.00,0,0,0,"All parameters are changed randomly",81.00,70.00,57.00,70.00,62.00,60.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.12,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
1574.98,15.75,1118.45,11.18,456.53,4.57,8011.29,80.11,3420.12,34.20,4591.17,45.91,6436.32,64.36,2301.68,23.02,4134.64,41.35,2187.17,18.14,848.40,7.05,-5888.32,-58.88,0.13,0.17,1.25,1.49,1.11,382.00,373.00,382.00,-3.20,-0.03,249.13,113.21,135.92,149.00,67.00,82.00,1.00,1.00,0,68.00,35.00,33.00,81.00,32.00,49.00,45.64,52.24,40.24,10.57,1.03,16.69,1.59,5.57,0.57,117.81,10.79,97.72,8.95,139.13,12.73,79.46,7.16,71.93,6.47,84.38,7.62,1.48,1.36,1.65,267.58,26.94,160.87,15.89,267.58,26.94,192.03,16.61,117.70,10.34,192.03,16.61,48.00,32.00,62.00,66.00,27.00,106.00,34.00,37.00,32.00,0,0,0,"All parameters are changed randomly",49.00,70.00,22.00,70.00,62.00,45.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.12,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
2984.33,29.84,1783.02,17.83,1201.31,12.01,8098.39,80.98,3834.54,38.35,4263.85,42.64,5114.05,51.14,2051.52,20.52,3062.54,30.63,3441.96,26.09,686.61,5.32,-5934.32,-59.34,0.29,0.46,1.58,1.87,1.39,437.00,426.00,437.00,-13.96,-0.11,234.14,118.80,115.34,128.00,64.00,64.00,1.00,1.00,0,68.00,37.00,31.00,60.00,27.00,33.00,53.13,57.81,48.44,23.32,2.08,27.86,2.43,18.77,1.74,119.09,10.12,103.64,8.78,137.54,11.71,85.23,7.02,75.98,6.27,92.80,7.63,1.40,1.36,1.48,251.43,21.96,172.88,14.97,251.43,21.96,181.42,16.25,131.85,11.23,181.42,16.25,46.00,32.00,60.00,56.00,28.00,90.00,34.00,37.00,32.00,0,0,0,"All parameters are changed randomly",89.00,67.00,50.00,42.00,57.00,40.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.12,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
