"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Z score Length","__RSI","__CCI","__DMI","__AROON","__EMA","__Factor (SuperTrend)","__AtrPeriod (SuperTrend)","__𝛃1 (rsi)","__𝛃2 (cci)","__𝛃3 (dmi)","__𝛃4 (aroon)","__𝛃5 (ema)","__𝛃6 (SuperTrend)","__Step of learing","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX:","__L","__S","__Lv","__2. MACD:","__Lf","__Ls","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA:","__Length","__Bars","__6. High/Low Filter:","__Lookback","__7. Maximum close change allowed on entry:","__(％)","__8. Minimum close change allowed on entry:","__9. RSI:","__OS","__OB","__10. MA:","__Type","__11. EMA Difference:","__EMA 1","__EMA 2","__13. M.Bias:","__P","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak   ","__Win Streak   ","__Row Loss InDay","__DrawDown ％","__InDay Loss ％ ","__Daily Trades  ","__Weekly Trades","__     Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars"
3690.92,36.91,1941.56,19.42,1749.36,17.49,8633.83,86.34,3793.75,37.94,4840.08,48.40,4942.91,49.43,1852.18,18.52,3090.72,30.91,4243.11,30.11,712.05,5.13,-5907.76,-59.08,0.45,1.09,1.75,2.05,1.57,464.00,453.00,464.00,-22.87,-0.17,243.33,120.06,123.27,128.00,62.00,66.00,1.00,1.00,0,71.00,37.00,34.00,57.00,25.00,32.00,55.47,59.68,51.52,28.84,2.50,31.32,2.66,26.51,2.35,121.60,10.00,102.53,8.41,142.36,11.74,86.72,6.85,74.09,5.85,96.59,7.64,1.40,1.38,1.47,270.03,21.96,169.50,15.39,270.03,21.96,191.14,15.46,115.85,11.23,191.14,15.46,46.00,30.00,61.00,54.00,25.00,86.00,36.00,38.00,35.00,0,0,0,"All parameters are changed randomly",97.00,17.00,50.00,32.00,37.00,55.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.10,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-0.75,-0.01,-0.75,-0.01,0,0,0,0,0,0,0,0,0.75,0.01,0.75,0.01,0,0,9627.60,49.05,892.65,8.93,-5981.25,-59.81,"N/A","N/A",0,0,"N/A",45.00,45.00,0,-598.02,-5.98,0.75,0.75,0,0,0,0,1.00,1.00,0,0,0,0,0,0,0,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,0,0,0,0,0,0,0,0,0,0,0,0,"All parameters are changed randomly",33.00,17.00,78.00,42.00,42.00,55.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.08,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
2387.38,23.87,1702.09,17.02,685.28,6.85,8370.00,83.70,3341.08,33.41,5028.91,50.29,5982.62,59.83,1638.99,16.39,4343.63,43.44,2861.53,22.32,815.02,6.37,-5963.87,-59.64,0.24,0.38,1.40,2.04,1.16,402.00,397.00,402.00,-20.96,-0.17,245.32,99.16,146.16,141.00,56.00,85.00,1.00,1.00,0,68.00,33.00,35.00,73.00,23.00,50.00,48.23,58.93,41.18,16.93,1.57,30.39,2.75,8.06,0.79,123.09,10.89,101.24,8.95,143.68,12.71,81.95,7.12,71.26,6.16,86.87,7.56,1.50,1.42,1.65,269.86,26.94,168.99,15.42,269.86,26.94,196.30,16.61,122.28,9.96,196.30,16.61,51.00,36.00,61.00,71.00,35.00,105.00,33.00,37.00,31.00,0,0,0,"All parameters are changed randomly",49.00,47.00,50.00,42.00,62.00,55.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.12,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
1001.57,10.02,628.32,6.28,373.25,3.73,7223.94,72.24,3345.09,33.45,3878.85,38.79,6222.37,62.22,2716.77,27.17,3505.60,35.06,2777.97,22.30,1435.09,11.62,-5993.06,-59.93,0.05,0.07,1.16,1.23,1.11,405.00,396.00,405.00,-13.28,-0.12,239.14,118.41,120.72,140.00,69.00,71.00,1.00,1.00,0,64.00,34.00,30.00,76.00,35.00,41.00,45.71,49.28,42.25,7.15,0.73,9.11,0.91,5.26,0.55,112.87,10.14,98.39,8.88,129.29,11.56,81.87,7.20,77.62,6.84,85.50,7.51,1.38,1.27,1.51,229.34,21.96,166.42,15.60,229.34,21.96,166.67,16.25,133.10,11.94,166.67,16.25,46.00,37.00,56.00,56.00,32.00,84.00,38.00,41.00,36.00,0,0,0,"All parameters are changed randomly",81.00,57.00,43.00,42.00,27.00,45.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.16,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
3003.39,30.03,1926.68,19.27,1076.72,10.77,9402.86,94.03,4389.11,43.89,5013.75,50.14,6399.46,63.99,2462.43,24.62,3937.03,39.37,3534.51,26.12,740.72,5.50,-5938.73,-59.39,0.32,0.82,1.47,1.78,1.27,424.00,418.00,424.00,-21.45,-0.16,263.70,121.72,141.98,147.00,68.00,79.00,1.00,1.00,0,76.00,40.00,36.00,71.00,28.00,43.00,51.70,58.82,45.57,20.43,1.83,28.33,2.42,13.63,1.33,123.72,10.62,109.73,9.46,139.27,11.90,90.13,7.57,87.94,7.65,91.56,7.52,1.37,1.25,1.52,246.87,23.16,165.97,16.03,246.87,23.16,197.06,16.61,168.23,14.43,197.06,16.61,52.00,44.00,59.00,68.00,49.00,89.00,35.00,37.00,33.00,0,0,0,"All parameters are changed randomly",57.00,42.00,71.00,47.00,70.00,15.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.10,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
1158.30,11.58,851.36,8.51,306.94,3.07,6849.68,68.50,3056.39,30.56,3793.29,37.93,5691.38,56.91,2205.03,22.05,3486.35,34.86,2321.14,19.34,947.03,7.96,-5992.61,-59.93,0.07,0.10,1.20,1.39,1.09,385.00,368.00,385.00,-13.35,-0.12,221.71,107.62,114.09,133.00,64.00,69.00,1.00,1.00,0,61.00,32.00,29.00,72.00,32.00,40.00,45.86,50.00,42.03,8.71,0.87,13.30,1.27,4.45,0.50,112.29,10.34,95.51,8.79,130.80,12.05,79.05,7.15,68.91,6.25,87.16,7.88,1.42,1.39,1.50,222.32,21.96,159.88,14.97,222.32,21.96,162.47,16.25,120.48,11.23,162.47,16.25,44.00,32.00,54.00,52.00,26.00,80.00,37.00,39.00,35.00,0,0,0,"All parameters are changed randomly",81.00,52.00,85.00,70.00,27.00,40.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.12,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-0.75,-0.01,-0.75,-0.01,0,0,0,0,0,0,0,0,0.75,0.01,0.75,0.01,0,0,9627.60,49.05,892.65,8.93,-5982.15,-59.82,"N/A","N/A",0,0,"N/A",45.00,45.00,0,-598.11,-5.98,0.75,0.75,0,0,0,0,1.00,1.00,0,0,0,0,0,0,0,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,0,0,0,0,0,0,0,0,0,0,0,0,"All parameters are changed randomly",25.00,62.00,90.00,17.00,67.00,50.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.14,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
2430.48,24.30,2043.85,20.44,386.64,3.87,8305.04,83.05,3896.90,38.97,4408.14,44.08,5874.55,58.75,1853.05,18.53,4021.50,40.21,3415.52,25.75,1048.95,7.95,-5923.96,-59.24,0.26,0.52,1.41,2.10,1.10,448.00,437.00,448.00,-27.00,-0.22,254.20,117.50,136.70,140.00,64.00,76.00,1.00,1.00,0,70.00,38.00,32.00,70.00,26.00,44.00,50.00,59.38,42.11,17.36,1.60,31.94,2.80,5.09,0.59,118.64,10.15,102.55,8.75,137.75,11.81,83.92,6.96,71.27,5.91,91.40,7.58,1.41,1.44,1.51,269.59,26.79,167.20,15.60,269.59,26.79,204.20,16.61,123.21,9.62,204.20,16.61,45.00,34.00,54.00,54.00,30.00,83.00,35.00,40.00,33.00,0,0,0,"All parameters are changed randomly",100.00,42.00,85.00,32.00,22.00,20.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.10,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-0.75,-0.01,-0.75,-0.01,0,0,0,0,0,0,0,0,0.75,0.01,0.75,0.01,0,0,9627.60,49.05,892.65,8.93,-5982.15,-59.82,"N/A","N/A",0,0,"N/A",45.00,45.00,0,-598.11,-5.98,0.75,0.75,0,0,0,0,1.00,1.00,0,0,0,0,0,0,0,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,0,0,0,0,0,0,0,0,0,0,0,0,"All parameters are changed randomly",25.00,37.00,64.00,37.00,67.00,40.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.16,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-0.75,-0.01,-0.75,-0.01,0,0,0,0,0,0,0,0,0.75,0.01,0.75,0.01,0,0,9627.60,49.05,892.65,8.93,-5982.59,-59.83,"N/A","N/A",0,0,"N/A",45.00,45.00,0,-598.15,-5.98,0.75,0.75,0,0,0,0,1.00,1.00,0,0,0,0,0,0,0,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,0,0,0,0,0,0,0,0,0,0,0,0,"All parameters are changed randomly",25.00,62.00,29.00,57.00,42.00,55.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.12,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-0.75,-0.01,-0.75,-0.01,0,0,0,0,0,0,0,0,0.75,0.01,0.75,0.01,0,0,9421.60,48.51,895.41,8.95,-6062.01,-60.62,"N/A","N/A",0,0,"N/A",44.00,44.00,0,-606.50,-6.07,0.75,0.75,0,0,0,0,1.00,1.00,0,0,0,0,0,0,0,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,0,0,0,0,0,0,0,0,0,0,0,0,"All parameters are changed randomly",41.00,17.00,29.00,62.00,47.00,25.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.06,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-0.75,-0.01,-0.75,-0.01,0,0,0,0,0,0,0,0,0.75,0.01,0.75,0.01,0,0,9627.60,49.05,892.65,8.93,-5979.91,-59.80,"N/A","N/A",0,0,"N/A",45.00,45.00,0,-597.89,-5.98,0.75,0.75,0,0,0,0,1.00,1.00,0,0,0,0,0,0,0,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,0,0,0,0,0,0,0,0,0,0,0,0,"All parameters are changed randomly",100.00,37.00,85.00,57.00,32.00,50.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.06,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
-0.75,-0.01,-0.75,-0.01,0,0,0,0,0,0,0,0,0.75,0.01,0.75,0.01,0,0,9627.60,49.05,892.65,8.93,-5979.02,-59.79,"N/A","N/A",0,0,"N/A",45.00,45.00,0,-597.80,-5.98,0.75,0.75,0,0,0,0,1.00,1.00,0,0,0,0,0,0,0,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A","N/A","N/A","N/A",,"N/A",,"N/A",,"N/A",,"N/A",,"N/A",,0,0,0,0,0,0,0,0,0,0,0,0,"All parameters are changed randomly",57.00,27.00,90.00,42.00,62.00,50.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.06,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
1132.96,11.33,842.31,8.42,290.65,2.91,6800.24,68.00,2753.95,27.54,4046.28,40.46,5667.28,56.67,1911.64,19.12,3755.64,37.56,2137.23,18.11,848.37,7.21,-5986.38,-59.86,0.07,0.10,1.20,1.44,1.08,381.00,364.00,381.00,-18.45,-0.17,214.14,92.15,121.99,129.00,55.00,74.00,1.00,1.00,0,59.00,28.00,31.00,70.00,27.00,43.00,45.74,50.91,41.89,8.78,0.88,15.31,1.46,3.93,0.44,115.26,10.65,98.36,9.09,130.53,12.05,80.96,7.36,70.80,6.45,87.34,7.92,1.42,1.39,1.49,223.21,21.96,155.17,14.43,223.21,21.96,161.64,16.25,118.22,11.11,161.64,16.25,45.00,28.00,58.00,55.00,24.00,84.00,37.00,32.00,40.00,0,0,0,"All parameters are changed randomly",73.00,17.00,90.00,42.00,67.00,50.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.14,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
2596.82,25.97,1905.72,19.06,691.09,6.91,8155.11,81.55,3594.97,35.95,4560.14,45.60,5558.29,55.58,1689.25,16.89,3869.04,38.69,3238.35,24.75,660.94,5.08,-5962.55,-59.63,0.31,0.70,1.47,2.13,1.18,434.00,424.00,434.00,-13.27,-0.11,241.33,107.34,133.99,132.00,58.00,74.00,1.00,1.00,0,68.00,35.00,33.00,64.00,23.00,41.00,51.52,60.34,44.59,19.67,1.79,32.86,2.90,9.34,0.93,119.93,10.19,102.71,8.75,138.19,11.71,86.85,7.13,73.45,6.01,94.37,7.76,1.38,1.40,1.46,271.04,26.94,172.56,15.60,271.04,26.94,207.19,16.33,128.07,9.86,207.19,16.33,48.00,33.00,60.00,57.00,29.00,87.00,38.00,39.00,38.00,0,0,0,"All parameters are changed randomly",97.00,47.00,29.00,27.00,17.00,60.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.16,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
856.55,8.57,752.93,7.53,103.62,1.04,6762.07,67.62,3141.48,31.41,3620.60,36.21,5905.53,59.06,2388.55,23.89,3516.98,35.17,1847.98,15.69,1002.93,8.52,-5919.97,-59.20,0.03,0.04,1.15,1.32,1.03,389.00,379.00,389.00,-9.55,-0.09,218.13,101.67,116.46,130.00,60.00,70.00,1.00,1.00,0,57.00,30.00,27.00,73.00,30.00,43.00,43.85,50.00,38.57,6.59,0.68,12.55,1.20,1.48,0.23,118.63,10.82,104.72,9.51,134.10,12.27,80.90,7.24,79.62,7.11,81.79,7.33,1.47,1.32,1.64,260.99,25.61,160.84,15.75,260.99,25.61,185.25,15.83,138.58,12.84,185.25,15.83,54.00,37.00,69.00,75.00,39.00,116.00,38.00,35.00,39.00,0,0,0,"All parameters are changed randomly",33.00,52.00,78.00,42.00,62.00,30.00,3.20,2.00,1.00,4.00,1.00,2.00,5.00,4.00,0.04,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,200.00,100.00,20.00,0,12.00,26.00,0,0,0,200.00,1.00,0,10.00,0,1.00,0,0,25.00,75.00,0,"SMA",0,30.00,60.00,0,7.00,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0
