"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Strategy Direction","__Length","__OverSold","__OverBought","__HTF","__SuperTrend Multiplier","__SuperTrend Period","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__ATR Period","__Source Upper","__Source Lower","__ATR Multiplier Upper","__ATR Multiplier Lower","__Risk-to-Reward Ratio","__Dashboard Size","__Performance Summary","__Monthly Performance"
7369.79,73.70,5648.72,56.49,1721.07,17.21,14433.39,144.33,8581.48,85.81,5851.91,58.52,7063.60,70.64,2932.76,29.33,4130.84,41.31,9731.04,50.36,1388.77,7.67,2639.80,26.40,0.59,2.62,2.04,2.93,1.42,1123.00,1120.00,1123.00,556.60,3.20,740.73,378.91,361.82,69.00,35.00,34.00,1.00,0,1.00,26.00,13.00,13.00,43.00,22.00,21.00,37.68,37.14,38.24,106.81,1.71,161.39,2.28,50.62,1.12,555.13,8.45,660.11,9.53,450.15,7.38,164.27,2.37,133.31,2.00,196.71,2.75,3.38,4.95,2.29,1463.50,19.25,1463.50,19.25,944.53,18.98,474.18,8.04,385.28,6.10,474.18,8.04,71.00,76.00,66.00,100.00,125.00,75.00,54.00,48.00,60.00,0,0,0,"Changed all parameters randomly.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.50,4.00,3.00,"Small",true,true
10133.05,101.33,6755.58,67.56,3377.46,33.77,16781.85,167.82,9498.77,94.99,7283.09,72.83,6648.81,66.49,2743.18,27.43,3905.63,39.06,12357.05,56.17,1446.14,6.86,2639.80,26.40,1.02,5.73,2.52,3.46,1.87,1144.00,1142.00,1144.00,645.70,3.21,767.67,393.42,374.26,69.00,35.00,34.00,1.00,0,1.00,27.00,14.00,13.00,42.00,21.00,21.00,39.13,40.00,38.24,146.86,2.14,193.02,2.60,99.34,1.66,621.55,8.85,678.48,9.21,560.24,8.46,158.30,2.18,130.63,1.80,185.98,2.55,3.93,5.19,3.01,1540.84,19.25,1540.84,19.25,1320.99,18.98,441.14,5.94,441.14,4.40,393.88,5.94,52.00,39.00,66.00,63.00,39.00,89.00,45.00,39.00,52.00,0,0,0,"Changed all parameters randomly.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",3.25,4.00,3.00,"Small",true,true
744.24,7.44,610.12,6.10,134.12,1.34,3221.56,32.22,1730.55,17.31,1491.01,14.91,2477.32,24.77,1120.43,11.20,1356.89,13.57,1352.40,12.36,466.61,4.67,2647.68,26.48,0.14,0.25,1.30,1.55,1.10,799.00,787.00,799.00,0,0,530.23,265.67,264.56,70.00,35.00,35.00,0,0,0,37.00,15.00,22.00,33.00,20.00,13.00,52.86,42.86,62.86,10.63,0.21,17.43,0.36,3.83,0.06,87.07,1.73,115.37,2.31,67.77,1.33,75.07,1.49,56.02,1.10,104.38,2.08,1.16,2.06,0.65,244.59,5.09,244.59,5.09,114.69,2.20,179.61,3.62,85.98,1.68,179.61,3.62,8.00,6.00,9.00,9.00,9.00,9.00,7.00,4.00,11.00,0,0,0,"Changed all parameters randomly.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",1.75,1.00,1.50,"Small",true,true
3114.90,31.15,1286.02,12.86,1828.88,18.29,6036.48,60.36,2889.29,28.89,3147.19,31.47,2921.58,29.22,1603.27,16.03,1318.31,13.18,3715.52,27.57,491.99,3.75,2647.68,26.48,0.54,1.75,2.07,1.80,2.39,945.00,945.00,944.00,0,0,622.11,314.12,307.99,70.00,35.00,35.00,0,0,0,39.00,11.00,28.00,31.00,24.00,7.00,55.71,31.43,80.00,44.50,0.80,36.74,0.66,52.25,0.94,154.78,2.72,262.66,4.53,112.40,2.00,94.24,1.61,66.80,1.11,188.33,3.31,1.64,3.93,0.60,931.74,18.98,386.27,6.67,931.74,18.98,341.08,6.33,102.95,1.68,341.08,6.33,12.00,12.00,13.00,14.00,19.00,12.00,10.00,9.00,14.00,0,0,0,"Changed ""ATR Multiplier Upper"": 1.75 => 3.5.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",3.50,1.00,1.50,"Small",true,true
4983.80,49.84,4185.24,41.85,798.56,7.99,9952.46,99.52,6121.56,61.22,3830.91,38.31,4968.66,49.69,1936.32,19.36,3032.34,30.32,5833.66,37.60,937.18,6.73,2655.56,26.56,0.59,1.97,2.00,3.16,1.26,956.00,942.00,956.00,0,0,634.46,320.31,314.15,70.00,35.00,35.00,0,0,0,30.00,18.00,12.00,40.00,17.00,23.00,42.86,51.43,34.29,71.20,1.20,119.58,1.97,22.82,0.43,331.75,5.54,340.09,5.61,319.24,5.45,124.22,2.05,113.90,1.87,131.84,2.19,2.67,2.99,2.42,1232.97,19.25,1232.97,19.25,567.00,7.93,216.45,4.03,208.35,2.80,216.45,4.03,27.00,23.00,31.00,32.00,26.00,42.00,23.00,19.00,26.00,0,0,0,"Changed all parameters randomly.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",2.00,2.00,2.80,"Small",true,true
5100.91,51.01,2523.04,25.23,2577.87,25.78,8414.74,84.15,4364.97,43.65,4049.77,40.50,3313.83,33.14,1841.93,18.42,1471.90,14.72,5784.86,37.27,589.15,3.82,2655.56,26.56,0.59,2.75,2.54,2.37,2.75,1041.00,1041.00,1039.00,0,0,683.18,346.15,337.03,70.00,35.00,35.00,0,0,0,38.00,10.00,28.00,32.00,25.00,7.00,54.29,28.57,80.00,72.87,1.22,72.09,1.20,73.65,1.24,221.44,3.59,436.50,6.96,144.63,2.39,103.56,1.60,73.68,1.11,210.27,3.36,2.14,5.92,0.69,931.74,18.98,602.61,9.61,931.74,18.98,403.10,7.12,113.22,1.68,403.10,7.12,18.00,19.00,16.00,24.00,45.00,16.00,10.00,9.00,16.00,0,0,0,"Changed all parameters randomly.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.00,1.00,1.90,"Small",true,true
8652.34,86.52,5788.50,57.88,2863.84,28.64,15044.48,150.44,8108.70,81.09,6935.77,69.36,6392.14,63.92,2320.21,23.20,4071.93,40.72,10649.64,52.65,1090.31,5.82,2655.56,26.56,0.91,4.09,2.35,3.50,1.70,1084.00,1082.00,1084.00,586.44,3.14,724.96,370.84,354.12,69.00,35.00,34.00,1.00,0,1.00,24.00,12.00,12.00,45.00,23.00,22.00,34.78,34.29,35.29,125.40,1.91,165.39,2.33,84.23,1.49,626.85,9.40,675.73,9.70,577.98,9.10,142.05,2.08,100.88,1.52,185.09,2.67,4.41,6.70,3.12,1420.37,19.25,1420.37,19.25,1261.40,18.98,454.30,6.73,428.15,5.49,454.30,6.73,53.00,36.00,70.00,75.00,41.00,109.00,41.00,34.00,49.00,0,0,0,"Changed all parameters randomly.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",3.75,5.00,2.50,"Small",true,true
11279.30,112.79,7722.18,77.22,3557.11,35.57,18520.23,185.20,10602.99,106.03,7917.24,79.17,7240.93,72.41,2880.80,28.81,4360.13,43.60,13358.51,58.14,1238.32,5.99,2647.68,26.48,1.02,5.64,2.56,3.68,1.82,1164.00,1162.00,1164.00,675.80,3.18,785.30,403.56,381.75,69.00,35.00,34.00,1.00,0,1.00,28.00,16.00,12.00,41.00,19.00,22.00,40.58,45.71,35.29,163.47,2.30,220.63,2.83,104.62,1.76,661.44,9.24,662.69,8.80,659.77,9.83,176.61,2.44,151.62,2.19,198.19,2.65,3.75,4.37,3.33,1530.43,19.25,1530.43,19.25,1271.23,18.98,515.94,6.73,396.48,4.97,515.94,6.73,50.00,43.00,58.00,60.00,40.00,86.00,43.00,45.00,42.00,0,0,0,"Changed ""ATR Multiplier Lower"": 5 => 4.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",3.75,4.00,2.50,"Small",true,true
5487.32,54.87,4936.26,49.36,551.06,5.51,11486.46,114.86,7254.30,72.54,4232.16,42.32,5999.14,59.99,2318.04,23.18,3681.10,36.81,6394.59,39.76,787.24,6.53,2647.68,26.48,0.72,3.19,1.92,3.13,1.15,983.00,969.00,983.00,491.59,3.17,642.63,327.13,315.50,69.00,35.00,34.00,1.00,0,1.00,28.00,20.00,8.00,41.00,15.00,26.00,40.58,57.14,23.53,79.53,1.34,141.04,2.19,16.21,0.46,410.23,6.84,362.72,5.79,529.02,9.47,146.32,2.42,154.54,2.62,141.58,2.31,2.80,2.35,3.74,1277.59,19.25,1277.59,19.25,671.24,11.65,314.49,4.54,314.49,4.40,242.98,4.54,38.00,28.00,48.00,47.00,28.00,94.00,32.00,29.00,33.00,0,0,0,"Changed all parameters randomly.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",2.25,4.00,2.60,"Small",true,true
8721.74,87.22,5327.35,53.27,3394.39,33.94,15040.34,150.40,8304.93,83.05,6735.41,67.35,6318.60,63.19,2977.58,29.78,3341.02,33.41,9848.71,50.66,770.81,5.69,2647.68,26.48,0.77,3.24,2.38,2.79,2.02,1101.00,1099.00,1101.00,594.05,3.17,700.30,355.30,345.00,68.00,34.00,34.00,1.00,0,1.00,32.00,18.00,14.00,36.00,16.00,20.00,47.06,52.94,41.18,128.26,1.94,156.69,2.26,99.83,1.61,470.01,7.09,461.38,6.78,481.10,7.49,175.52,2.65,186.10,2.82,167.05,2.51,2.68,2.48,2.88,1311.79,19.25,1311.79,19.25,926.26,18.98,463.47,8.04,429.76,6.10,463.47,8.04,50.00,49.00,51.00,50.00,45.00,57.00,50.00,53.00,47.00,0,0,0,"Changed all parameters randomly.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.50,5.00,1.60,"Small",true,true
6345.20,63.45,5278.77,52.79,1066.43,10.66,11005.61,110.06,6677.64,66.78,4327.97,43.28,4660.41,46.60,1398.87,13.99,3261.54,32.62,6848.02,41.90,635.34,6.01,2631.92,26.32,0.78,2.25,2.36,4.77,1.33,943.00,929.00,943.00,0,0,632.39,319.68,312.71,70.00,35.00,35.00,0,0,0,38.00,24.00,14.00,32.00,11.00,21.00,54.29,68.57,40.00,90.65,1.45,150.82,2.39,30.47,0.51,289.62,4.78,278.24,4.53,309.14,5.22,145.64,2.50,127.17,2.27,155.31,2.62,1.99,2.19,1.99,1207.68,19.25,1207.68,19.25,527.53,7.62,266.84,5.05,223.44,3.31,266.84,5.05,29.00,22.00,37.00,32.00,21.00,52.00,26.00,23.00,28.00,0,0,0,"Changed ""ATR Multiplier Upper"": 5 => 2.5.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",2.50,3.00,1.80,"Small",true,true
6644.69,66.45,5522.70,55.23,1122.00,11.22,13774.76,137.75,8397.87,83.98,5376.89,53.77,7130.06,71.30,2875.17,28.75,4254.89,42.55,9023.75,48.47,1425.57,8.18,2631.92,26.32,0.55,2.23,1.93,2.92,1.26,1094.00,1092.00,1094.00,538.35,3.23,722.69,369.22,353.46,69.00,35.00,34.00,1.00,0,1.00,24.00,13.00,11.00,45.00,22.00,23.00,34.78,37.14,32.35,96.30,1.58,157.79,2.31,33.00,0.84,573.95,8.92,645.99,9.60,488.81,8.12,158.45,2.33,130.69,2.00,185.00,2.64,3.62,4.94,2.64,1412.93,19.25,1412.93,19.25,939.05,18.98,461.61,7.91,378.06,6.10,461.61,7.91,71.00,76.00,66.00,104.00,125.00,79.00,54.00,48.00,60.00,0,0,0,"Changed all parameters randomly.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",5.00,4.00,2.70,"Small",true,true
500.82,5.01,324.84,3.25,175.98,1.76,2663.46,26.63,1442.03,14.42,1221.43,12.21,2162.64,21.63,1117.19,11.17,1045.45,10.45,968.88,9.13,373.09,3.73,2631.92,26.32,0.08,0.13,1.23,1.29,1.17,806.00,794.00,806.00,0,0,528.35,264.70,263.65,70.00,35.00,35.00,0,0,0,42.00,15.00,27.00,28.00,20.00,8.00,60.00,42.86,77.14,7.15,0.15,9.28,0.20,5.03,0.09,63.42,1.27,96.14,1.94,45.24,0.90,77.24,1.53,55.86,1.10,130.68,2.61,0.82,1.72,0.35,245.01,5.09,245.01,5.09,112.81,2.20,228.30,4.54,85.56,1.68,228.30,4.54,6.00,6.00,6.00,6.00,8.00,5.00,6.00,4.00,11.00,0,0,0,"Changed all parameters randomly.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",2.25,1.00,1.00,"Small",true,true
-84.33,-0.84,-217.08,-2.17,132.75,1.33,1606.96,16.07,690.64,6.91,916.32,9.16,1691.28,16.91,907.72,9.08,783.56,7.84,292.36,2.90,314.05,3.11,2631.92,26.32,-0.25,-0.29,0.95,0.76,1.17,795.00,788.00,795.00,0,0,520.27,260.39,259.88,70.00,35.00,35.00,0,0,0,41.00,18.00,23.00,29.00,17.00,12.00,58.57,51.43,65.71,-1.20,-0.02,-6.20,-0.12,3.79,0.08,39.19,0.79,38.37,0.77,39.84,0.80,58.32,1.17,53.40,1.07,65.30,1.31,0.67,0.72,0.61,65.48,1.31,58.73,1.19,65.48,1.31,104.26,2.09,83.70,1.68,104.26,2.09,3.00,3.00,3.00,3.00,4.00,3.00,4.00,3.00,5.00,0,0,0,"Changed ""ATR Multiplier Upper"": 2.25 => 1.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",1.00,1.00,1.00,"Small",true,true
1187.88,11.88,778.77,7.79,409.10,4.09,3185.56,31.86,1303.59,13.04,1881.98,18.82,1997.68,19.98,524.81,5.25,1472.87,14.73,1396.23,12.32,408.16,3.85,2631.92,26.32,0.38,0.66,1.60,2.48,1.28,840.00,832.00,840.00,0,0,549.68,275.79,273.90,70.00,35.00,35.00,0,0,0,42.00,30.00,12.00,28.00,5.00,23.00,60.00,85.71,34.29,16.97,0.33,22.25,0.43,11.69,0.22,75.85,1.45,43.45,0.83,156.83,3.00,71.35,1.36,104.96,1.97,64.04,1.23,1.06,0.41,2.45,223.36,4.21,107.24,2.09,223.36,4.21,172.89,3.29,172.89,3.29,106.72,2.09,8.00,6.00,10.00,8.00,6.00,13.00,8.00,7.00,8.00,0,0,0,"Changed ""ATR Multiplier Lower"": 1 => 3.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",1.00,3.00,1.00,"Small",true,true
2105.40,21.05,1630.69,16.31,474.71,4.75,5686.79,56.87,3087.44,30.87,2599.35,25.99,3581.39,35.81,1456.76,14.57,2124.63,21.25,2738.20,22.30,672.29,6.32,2647.68,26.48,0.50,1.37,1.59,2.12,1.22,842.00,842.00,841.00,0,0,568.36,285.70,282.66,70.00,35.00,35.00,0,0,0,31.00,11.00,20.00,39.00,24.00,15.00,44.29,31.43,57.14,30.08,0.57,46.59,0.91,13.56,0.22,183.44,3.44,280.68,5.33,129.97,2.39,91.83,1.71,60.70,1.11,141.64,2.67,2.00,4.62,0.92,406.55,7.87,406.55,7.87,203.68,4.14,263.37,5.05,91.12,1.68,263.37,5.05,15.00,15.00,15.00,21.00,30.00,16.00,11.00,9.00,15.00,0,0,0,"Changed all parameters randomly.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",2.50,1.00,2.50,"Small",true,true
8260.03,82.60,5378.77,53.79,2881.26,28.81,13864.04,138.64,7260.14,72.60,6603.90,66.04,5604.00,56.04,1881.37,18.81,3722.63,37.23,8807.42,47.94,791.91,5.69,2647.68,26.48,0.96,3.79,2.47,3.86,1.77,1051.00,1035.00,1051.00,0,0,680.56,336.58,343.98,68.00,33.00,35.00,0,0,0,41.00,24.00,17.00,27.00,9.00,18.00,60.29,72.73,48.57,121.47,1.84,162.99,2.32,82.32,1.39,338.15,5.16,302.51,4.45,388.46,6.16,207.56,3.20,209.04,3.37,206.81,3.11,1.63,1.45,1.88,1335.59,19.25,1335.59,19.25,933.57,18.98,420.37,7.12,408.80,5.77,420.37,7.12,35.00,26.00,44.00,32.00,20.00,49.00,40.00,41.00,39.00,0,0,0,"Changed all parameters randomly.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",4.00,5.00,1.10,"Small",true,true
8260.03,82.60,5378.77,53.79,2881.26,28.81,13864.04,138.64,7260.14,72.60,6603.90,66.04,5604.00,56.04,1881.37,18.81,3722.63,37.23,8807.42,47.94,791.91,5.69,2647.68,26.48,0.96,3.79,2.47,3.86,1.77,1051.00,1035.00,1051.00,0,0,680.56,336.58,343.98,68.00,33.00,35.00,0,0,0,41.00,24.00,17.00,27.00,9.00,18.00,60.29,72.73,48.57,121.47,1.84,162.99,2.32,82.32,1.39,338.15,5.16,302.51,4.45,388.46,6.16,207.56,3.20,209.04,3.37,206.81,3.11,1.63,1.45,1.88,1335.59,19.25,1335.59,19.25,933.57,18.98,420.37,7.12,408.80,5.77,420.37,7.12,35.00,26.00,44.00,32.00,20.00,49.00,40.00,41.00,39.00,0,0,0,"Changed all parameters randomly.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",3.25,2.00,3.00,"Small",true,true
4007.55,40.08,3815.97,38.16,191.57,1.92,8858.55,88.59,5637.59,56.38,3220.96,32.21,4851.00,48.51,1821.62,18.22,3029.38,30.29,4714.95,32.70,823.79,7.37,2663.44,26.63,0.48,1.39,1.83,3.10,1.06,876.00,864.00,876.00,0,0,594.08,298.87,295.22,70.00,35.00,35.00,0,0,0,27.00,17.00,10.00,43.00,18.00,25.00,38.57,48.57,28.57,57.25,1.01,109.03,1.92,5.47,0.09,328.09,5.79,331.62,5.85,322.10,5.71,112.81,2.00,101.20,1.78,121.18,2.15,2.91,3.28,2.66,1140.76,19.25,1140.76,19.25,561.81,8.50,203.81,4.03,193.78,2.80,203.81,4.03,29.00,24.00,34.00,35.00,30.00,44.00,25.00,18.00,30.00,0,0,0,"Changed ""ATR Multiplier Upper"": 3.25 => 2.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",2.00,2.00,3.00,"Small",true,true
6555.87,65.56,5657.28,56.57,898.59,8.99,12256.42,122.56,7854.64,78.55,4401.79,44.02,5700.56,57.01,2197.36,21.97,3503.20,35.03,7500.13,43.63,816.50,6.30,2663.44,26.63,0.80,4.47,2.15,3.58,1.26,1029.00,1014.00,1029.00,515.74,3.12,670.91,342.17,328.74,69.00,35.00,34.00,1.00,0,1.00,29.00,21.00,8.00,40.00,14.00,26.00,42.03,60.00,23.53,95.01,1.53,161.64,2.40,26.43,0.64,422.64,6.77,374.03,5.71,550.22,9.56,142.51,2.26,156.95,2.55,134.74,2.11,2.97,2.38,4.08,1353.44,19.25,1353.44,19.25,712.92,12.85,334.24,4.40,334.24,4.40,220.80,4.03,39.00,29.00,50.00,51.00,30.00,107.00,30.00,26.00,33.00,0,0,0,"Changed ""ATR Multiplier Lower"": 2 => 4.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",2.00,4.00,3.00,"Small",true,true
4613.44,46.13,2367.45,23.67,2245.99,22.46,8077.29,80.77,4239.90,42.40,3837.39,38.37,3463.84,34.64,1872.45,18.72,1591.40,15.91,5116.78,33.86,654.68,4.83,2671.32,26.71,0.51,2.48,2.33,2.26,2.41,1036.00,1036.00,1035.00,0,0,674.88,341.33,333.55,70.00,35.00,35.00,0,0,0,37.00,9.00,28.00,33.00,26.00,7.00,52.86,25.71,80.00,65.91,1.12,67.64,1.12,64.17,1.13,218.31,3.56,471.10,7.55,137.05,2.28,104.96,1.61,72.02,1.10,227.34,3.51,2.08,6.54,0.60,959.15,18.98,703.12,11.35,959.15,18.98,464.02,7.91,112.51,1.68,464.02,7.91,20.00,24.00,16.00,25.00,57.00,15.00,14.00,12.00,21.00,0,0,0,"Changed ""ATR Multiplier Lower"": 3 => 1.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",5.00,1.00,1.80,"Small",true,true
11768.26,117.68,7126.12,71.26,4642.15,46.42,16934.09,169.34,9640.00,96.40,7294.08,72.94,5165.82,51.66,2513.89,25.14,2651.94,26.52,11772.00,54.08,936.94,5.22,2671.32,26.71,0.84,4.82,3.28,3.84,2.75,1141.00,1139.00,1141.00,0,0,797.62,406.81,390.80,70.00,35.00,35.00,0,0,0,39.00,15.00,24.00,31.00,20.00,11.00,55.71,42.86,68.57,168.12,2.30,203.60,2.58,132.63,2.01,434.21,5.85,642.67,8.26,303.92,4.34,166.64,2.17,125.69,1.68,241.09,3.06,2.61,5.11,1.26,1650.90,19.25,1650.90,19.25,971.94,18.98,577.33,7.91,281.69,2.80,577.33,7.91,34.00,37.00,31.00,37.00,50.00,28.00,31.00,27.00,38.00,0,0,0,"Changed ""ATR Multiplier Lower"": 1 => 2.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",5.00,2.00,1.80,"Small",true,true
9128.71,91.29,6718.04,67.18,2410.66,24.11,16308.78,163.09,10046.63,100.47,6262.15,62.62,7180.08,71.80,3328.59,33.29,3851.48,38.51,11448.67,54.41,1865.92,9.29,2702.84,27.03,0.62,3.32,2.27,3.02,1.63,1018.00,1016.00,1018.00,568.14,2.97,728.43,373.75,354.69,69.00,35.00,34.00,1.00,0,1.00,28.00,15.00,13.00,41.00,20.00,21.00,40.58,42.86,38.24,132.30,2.00,191.94,2.68,70.90,1.30,582.46,8.61,669.78,9.55,481.70,7.54,175.12,2.51,166.43,2.46,183.40,2.56,3.33,4.02,2.63,1448.63,20.62,1448.63,20.62,1174.99,18.98,509.27,7.91,460.24,6.10,509.27,7.91,72.00,87.00,56.00,103.00,129.00,73.00,51.00,56.00,46.00,0,0,0,"Changed ""Risk-to-Reward Ratio"": 1.8 => 3.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",5.00,3.00,3.00,"Small",true,true
6898.93,68.99,4433.55,44.34,2465.37,24.65,12949.65,129.50,6780.01,67.80,6169.64,61.70,6050.72,60.51,2346.46,23.46,3704.27,37.04,8846.79,47.99,970.17,5.70,2702.84,27.03,0.85,3.46,2.14,2.89,1.67,1051.00,1049.00,1051.00,501.84,2.97,692.82,353.73,339.10,69.00,35.00,34.00,1.00,0,1.00,25.00,14.00,11.00,44.00,21.00,23.00,36.23,40.00,32.35,99.98,1.61,126.67,1.86,72.51,1.35,517.99,8.14,484.29,7.29,560.88,9.23,137.52,2.10,111.74,1.75,161.06,2.42,3.77,4.33,3.48,1335.59,19.25,1335.59,19.25,974.99,18.98,414.14,6.33,387.84,5.49,414.14,6.33,50.00,37.00,64.00,64.00,35.00,101.00,42.00,38.00,46.00,0,0,0,"Changed all parameters randomly.","all",16.00,39.00,60.00,"4 hours",4.01,10.00,"Exchange","Exchange",true,0,true,true,true,true,true,true,0,0,true,30.00,true,14.00,"close","close",3.50,5.00,2.10,"Small",true,true
