"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Length","__Type ➞","__RR Ratio","__SL Type","__Show SL","__Line Style","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX","__2. MACD","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA","__Bars","__6. High/Low Filter","__Lookback","__7. Maximum close change (％) allowed on entry","__8. Minimum close change (％) allowed on entry","__9. RSI OS/OB","__10. MA","__11. EMA Difference","__13. M.Bias:","__L","__S","__P","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak   ","__Win Streak   ","__Row Loss InDay","__DrawDown ％","__InDay Loss ％ ","__Daily Trades  ","__Weekly Trades","__     Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","__Dashboard Size","__Performance Summary","__Monthly Performance"
943.05,37.72,1167.09,46.68,-224.04,-8.96,2389.85,95.59,2062.61,82.50,327.24,13.09,1446.80,57.87,895.52,35.82,551.28,22.05,1132.38,31.85,701.05,23.19,9127.85,365.11,0.61,1.26,1.65,2.30,0.59,111.00,111.00,52.00,0,0,144.30,101.25,43.05,34.00,24.00,10.00,0,0,0,14.00,12.00,2.00,20.00,12.00,8.00,41.18,50.00,20.00,27.74,1.05,48.63,1.80,-22.40,-0.76,170.70,6.11,171.88,6.18,163.62,5.71,72.34,2.49,74.63,2.57,68.91,2.37,2.36,2.30,2.37,240.59,8.90,240.59,8.90,203.49,6.97,190.49,6.30,190.49,6.30,140.91,5.04,61.00,54.00,77.00,91.00,72.00,205.00,40.00,37.00,45.00,0,0,0,"Changed ""Length"": 120 => 119.",119.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
272.07,10.88,742.37,29.69,-470.30,-18.81,3171.71,126.87,2667.20,106.69,504.50,20.18,2899.63,115.99,1924.83,76.99,974.80,38.99,1027.79,30.27,881.83,28.43,8376.67,335.07,0.29,0.49,1.09,1.39,0.52,108.00,108.00,103.00,22.66,0.82,269.04,191.41,77.63,69.00,49.00,20.00,1.00,1.00,0,22.00,17.00,5.00,47.00,32.00,15.00,31.88,34.69,25.00,3.94,0.25,15.15,0.67,-23.51,-0.79,144.17,5.71,156.89,6.19,100.90,4.05,61.69,2.30,60.15,2.26,64.99,2.41,2.34,2.61,1.55,405.67,17.12,405.67,17.12,143.94,5.64,304.44,10.78,304.44,10.78,149.59,5.45,40.00,38.00,43.00,71.00,76.00,55.00,25.00,19.00,39.00,0,0,0,"Changed ""Length"": 120 => 49.",49.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
709.65,28.39,1019.69,40.79,-310.04,-12.40,1895.86,75.83,1614.51,64.58,281.35,11.25,1186.21,47.45,594.81,23.79,591.40,23.66,1007.91,29.56,409.99,14.59,9134.48,365.38,0.54,2.40,1.60,2.71,0.48,111.00,111.00,48.00,0,0,126.86,83.21,43.65,30.00,20.00,10.00,0,0,0,17.00,14.00,3.00,13.00,6.00,7.00,56.67,70.00,30.00,23.65,0.91,50.98,1.86,-31.00,-0.99,111.52,4.04,115.32,4.18,93.78,3.38,91.25,3.18,99.14,3.55,84.49,2.86,1.22,1.16,1.11,177.74,6.08,177.74,6.08,141.57,4.76,175.85,6.30,175.85,6.30,140.63,5.04,43.00,44.00,40.00,47.00,47.00,44.00,37.00,37.00,38.00,0,0,0,"Changed ""RR Ratio"": 1.96 => 1.35.",120.00,"Body",1.35,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
327.01,13.08,661.38,26.46,-334.37,-13.37,1440.42,57.62,1230.53,49.22,209.89,8.40,1113.41,44.54,569.15,22.77,544.26,21.77,765.42,24.78,425.84,15.77,9133.15,365.33,0.32,0.81,1.29,2.16,0.39,111.00,111.00,47.00,0,0,118.83,78.55,40.28,30.00,20.00,10.00,0,0,0,17.00,14.00,3.00,13.00,6.00,7.00,56.67,70.00,30.00,10.90,0.47,33.07,1.30,-33.44,-1.19,84.73,3.27,87.90,3.38,69.96,2.73,85.65,3.18,94.86,3.55,77.75,2.86,0.99,0.93,0.90,131.77,4.93,131.77,4.93,103.06,3.85,170.10,6.30,170.10,6.30,126.55,5.04,36.00,35.00,38.00,35.00,34.00,37.00,37.00,37.00,38.00,0,0,0,"Changed ""RR Ratio"": 1.96 => 1.1.",120.00,"Body",1.10,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
786.18,31.45,998.96,39.96,-212.78,-8.51,2325.33,93.01,1999.08,79.96,326.25,13.05,1539.15,61.57,1000.12,40.00,539.03,21.56,891.61,26.61,706.31,23.02,9135.04,365.40,0.61,1.08,1.51,2.00,0.61,111.00,111.00,53.00,0,0,145.40,103.69,41.71,35.00,25.00,10.00,0,0,0,13.00,11.00,2.00,22.00,14.00,8.00,37.14,44.00,20.00,22.46,0.89,39.96,1.53,-21.28,-0.69,178.87,6.57,181.73,6.66,163.13,6.06,69.96,2.46,71.44,2.51,67.38,2.37,2.56,2.54,2.42,239.29,9.43,239.29,9.43,203.89,7.39,193.34,6.30,193.34,6.30,143.02,5.04,61.00,54.00,77.00,95.00,75.00,207.00,41.00,38.00,45.00,0,0,0,"Changed ""RR Ratio"": 1.96 => 2.075.",120.00,"Body",2.08,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
449.34,17.97,688.34,27.53,-239.00,-9.56,4671.86,186.87,3652.68,146.11,1019.18,40.77,4222.51,168.90,2964.34,118.57,1258.18,50.33,1593.83,40.23,971.08,26.45,9093.26,363.73,0.41,1.73,1.11,1.23,0.81,110.00,108.00,110.00,49.80,1.69,423.45,305.93,117.52,93.00,67.00,26.00,1.00,1.00,0,28.00,21.00,7.00,65.00,46.00,19.00,30.11,31.34,26.92,4.83,0.26,10.27,0.46,-9.19,-0.25,166.85,5.64,173.94,5.92,145.60,4.79,64.96,2.05,64.44,2.03,66.22,2.11,2.57,2.70,2.20,419.92,17.12,419.92,17.12,228.81,7.24,370.29,10.78,370.29,10.78,189.86,5.45,35.00,36.00,31.00,62.00,68.00,45.00,23.00,22.00,26.00,0,0,0,"Changed ""Length"": 120 => 35.",35.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
969.16,38.77,1137.23,45.49,-168.07,-6.72,2686.20,107.45,2283.23,91.33,402.97,16.12,1717.04,68.68,1146.00,45.84,571.05,22.84,1226.89,32.94,775.56,22.47,9135.59,365.42,0.64,1.47,1.56,1.99,0.71,111.00,111.00,56.00,0,0,153.79,109.37,44.41,35.00,25.00,10.00,0,0,0,12.00,10.00,2.00,23.00,15.00,8.00,34.29,40.00,20.00,27.69,1.07,45.49,1.69,-16.81,-0.46,223.85,7.88,228.32,8.02,201.49,7.18,74.65,2.48,76.40,2.53,71.38,2.37,3.00,2.99,2.82,310.59,11.16,310.59,11.16,247.12,8.75,202.88,6.30,202.88,6.30,150.08,5.04,67.00,62.00,78.00,114.00,94.00,212.00,42.00,40.00,45.00,0,0,0,"Changed ""RR Ratio"": 1.96 => 2.45.",120.00,"Body",2.45,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1782.58,71.30,1818.57,72.74,-35.98,-1.44,3976.31,159.05,3360.88,134.44,615.42,24.62,2193.72,87.75,1542.32,61.69,651.41,26.06,1819.11,42.36,775.67,18.60,9363.97,374.56,1.62,"N/A",1.81,2.18,0.95,113.00,113.00,108.00,0,0,228.10,154.08,74.02,45.00,31.00,14.00,0,0,0,19.00,16.00,3.00,26.00,15.00,11.00,42.22,51.61,21.43,39.61,1.33,58.66,1.97,-2.57,-0.07,209.28,6.42,210.06,6.56,205.14,5.69,84.37,2.38,102.82,2.92,59.22,1.64,2.48,2.04,3.46,424.13,17.12,424.13,17.12,245.05,6.97,449.50,10.78,449.50,10.78,185.50,5.04,53.00,53.00,53.00,91.00,81.00,143.00,26.00,24.00,28.00,0,0,0,"Changed ""Length"": 120 => 63.",63.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
964.74,38.59,1186.65,47.47,-221.91,-8.88,2415.83,96.63,2084.56,83.38,331.27,13.25,1451.10,58.04,897.92,35.92,553.18,22.13,1144.21,32.03,701.72,23.17,9140.12,365.60,0.62,1.29,1.67,2.32,0.60,111.00,111.00,52.00,0,0,144.74,101.54,43.20,34.00,24.00,10.00,0,0,0,14.00,12.00,2.00,20.00,12.00,8.00,41.18,50.00,20.00,28.37,1.07,49.44,1.83,-22.19,-0.75,172.56,6.16,173.71,6.23,165.64,5.76,72.55,2.49,74.83,2.57,69.15,2.37,2.38,2.32,2.40,243.45,8.97,243.45,8.97,206.14,7.03,190.86,6.30,190.86,6.30,141.18,5.04,61.00,54.00,77.00,91.00,72.00,205.00,40.00,37.00,45.00,0,0,0,"Changed ""RR Ratio"": 1.96 => 1.975.",120.00,"Body",1.98,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
892.69,35.71,1121.55,44.86,-228.86,-9.15,2329.43,93.18,2011.45,80.46,317.98,12.72,1436.74,57.47,889.90,35.60,546.84,21.87,1104.93,31.42,699.40,23.24,9136.69,365.47,0.59,1.19,1.62,2.26,0.58,111.00,111.00,52.00,0,0,143.26,100.56,42.69,34.00,24.00,10.00,0,0,0,14.00,12.00,2.00,20.00,12.00,8.00,41.18,50.00,20.00,26.26,1.00,46.73,1.75,-22.89,-0.78,166.39,6.00,167.62,6.06,158.99,5.61,71.84,2.49,74.16,2.57,68.35,2.37,2.32,2.26,2.33,233.98,8.74,233.98,8.74,197.46,6.84,189.63,6.30,189.63,6.30,140.27,5.04,61.00,54.00,77.00,90.00,71.00,204.00,40.00,37.00,45.00,0,0,0,"Changed ""RR Ratio"": 1.96 => 1.925.",120.00,"Body",1.93,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
638.10,25.52,844.26,33.77,-206.16,-8.25,2269.81,90.79,1936.30,77.45,333.51,13.34,1631.71,65.27,1092.03,43.68,539.67,21.59,956.00,27.73,717.77,22.87,9135.92,365.44,0.50,0.94,1.39,1.77,0.62,111.00,111.00,54.00,0,0,146.14,104.22,41.92,35.00,25.00,10.00,0,0,0,12.00,10.00,2.00,23.00,15.00,8.00,34.29,40.00,20.00,18.23,0.77,33.77,1.32,-20.62,-0.63,189.15,6.98,193.63,7.11,166.76,6.36,70.94,2.48,72.80,2.53,67.46,2.37,2.67,2.66,2.47,257.28,9.89,257.28,9.89,202.59,7.75,195.86,6.30,195.86,6.30,144.88,5.04,63.00,57.00,78.00,103.00,81.00,212.00,42.00,40.00,45.00,0,0,0,"Changed ""RR Ratio"": 1.96 => 2.175.",120.00,"Body",2.17,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1768.03,70.72,1803.51,72.14,-35.48,-1.42,3326.87,133.07,2762.11,110.48,564.76,22.59,1558.84,62.35,958.60,38.34,600.24,24.01,1769.91,41.47,439.70,13.59,9133.27,365.33,1.18,"N/A",2.13,2.88,0.94,112.00,111.00,112.00,0,0,199.90,133.35,66.55,43.00,29.00,14.00,0,0,0,19.00,16.00,3.00,24.00,13.00,11.00,44.19,55.17,21.43,41.12,1.34,62.19,2.05,-2.53,-0.11,175.10,5.66,172.63,5.65,188.25,5.69,64.95,2.08,73.74,2.40,54.57,1.70,2.70,2.34,3.45,288.13,10.64,288.13,10.64,239.37,6.97,162.97,5.87,160.69,5.87,162.97,5.04,41.00,35.00,54.00,60.00,44.00,143.00,26.00,24.00,29.00,0,0,0,"Changed ""Length"": 120 => 70.",70.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
667.01,26.68,869.93,34.80,-202.92,-8.12,2306.32,92.25,1966.78,78.67,339.54,13.58,1639.31,65.57,1096.84,43.87,542.46,21.70,973.85,28.05,722.87,22.83,9133.27,365.33,0.51,0.98,1.41,1.79,0.63,111.00,111.00,54.00,0,0,146.82,104.68,42.14,35.00,25.00,10.00,0,0,0,12.00,10.00,2.00,23.00,15.00,8.00,34.29,40.00,20.00,19.06,0.79,34.80,1.36,-20.29,-0.61,192.19,7.06,196.68,7.19,169.77,6.43,71.27,2.48,73.12,2.53,67.81,2.37,2.70,2.69,2.50,261.90,10.01,261.90,10.01,206.42,7.84,196.49,6.30,196.49,6.30,145.35,5.04,63.00,57.00,78.00,103.00,81.00,212.00,42.00,40.00,45.00,0,0,0,"Changed ""RR Ratio"": 1.96 => 2.2.",120.00,"Body",2.20,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
181.05,7.24,515.76,20.63,-334.71,-13.39,1562.87,62.51,1390.84,55.63,172.03,6.88,1381.81,55.27,875.08,35.00,506.74,20.27,676.94,21.32,735.93,24.34,9136.92,365.48,0.20,0.28,1.13,1.59,0.34,111.00,111.00,52.00,0,0,124.80,89.36,35.44,32.00,23.00,9.00,0,0,0,10.00,9.00,1.00,22.00,14.00,8.00,31.25,39.13,11.11,5.66,0.31,22.42,0.95,-37.19,-1.34,156.29,6.14,154.54,6.05,172.03,6.97,62.81,2.34,62.51,2.32,63.34,2.37,2.49,2.47,2.72,223.27,7.97,223.27,7.97,172.03,6.97,190.49,6.30,190.49,6.30,140.91,5.04,54.00,44.00,81.00,94.00,63.00,366.00,37.00,32.00,45.00,0,0,0,"Changed ""Length"": 120 => 140.",140.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
755.09,30.20,948.04,37.92,-192.95,-7.72,2417.34,96.69,2059.40,82.38,357.94,14.32,1662.25,66.49,1111.36,44.45,550.89,22.04,1048.13,29.56,738.34,22.72,9136.92,365.48,0.56,1.12,1.45,1.85,0.65,111.00,111.00,54.00,0,0,148.87,106.06,42.81,35.00,25.00,10.00,0,0,0,12.00,10.00,2.00,23.00,15.00,8.00,34.29,40.00,20.00,21.57,0.88,37.92,1.46,-19.29,-0.57,201.44,7.31,205.94,7.44,178.97,6.66,72.27,2.48,74.09,2.53,68.86,2.37,2.79,2.78,2.60,276.02,10.35,276.02,10.35,218.18,8.12,198.39,6.30,198.39,6.30,146.76,5.04,66.00,61.00,78.00,112.00,92.00,212.00,42.00,40.00,45.00,0,0,0,"Changed ""RR Ratio"": 1.96 => 2.275.",120.00,"Body",2.28,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
857.55,34.30,991.17,39.65,-133.62,-5.34,2115.50,84.62,1773.37,70.93,342.13,13.69,1257.94,50.32,782.19,31.29,475.75,19.03,1125.83,31.20,558.33,16.46,9139.35,365.57,0.95,4.27,1.68,2.27,0.72,111.00,111.00,50.00,0,0,129.84,90.77,39.07,30.00,21.00,9.00,0,0,0,16.00,13.00,3.00,14.00,8.00,6.00,53.33,61.90,33.33,28.59,1.08,47.20,1.74,-14.85,-0.47,132.22,4.69,136.41,4.85,114.04,4.04,89.85,3.06,97.77,3.31,79.29,2.72,1.47,1.40,1.44,201.14,7.24,201.14,7.24,166.18,5.66,181.74,6.30,181.74,6.30,138.64,5.04,58.00,51.00,75.00,76.00,61.00,141.00,38.00,35.00,42.00,0,0,0,"Changed ""RR Ratio"": 1.96 => 1.6.",120.00,"Body",1.60,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
943.05,37.72,1167.09,46.68,-224.04,-8.96,2389.85,95.59,2062.61,82.50,327.24,13.09,1446.80,57.87,895.52,35.82,551.28,22.05,1132.38,31.85,701.05,23.19,9140.34,365.61,0.61,1.26,1.65,2.30,0.59,111.00,111.00,52.00,0,0,144.30,101.25,43.05,34.00,24.00,10.00,0,0,0,14.00,12.00,2.00,20.00,12.00,8.00,41.18,50.00,20.00,27.74,1.05,48.63,1.80,-22.40,-0.76,170.70,6.11,171.88,6.18,163.62,5.71,72.34,2.49,74.63,2.57,68.91,2.37,2.36,2.30,2.37,240.59,8.90,240.59,8.90,203.49,6.97,190.49,6.30,190.49,6.30,140.91,5.04,61.00,54.00,77.00,91.00,72.00,205.00,40.00,37.00,45.00,0,0,0,"Changed ""Length"": 120 => 119.",119.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
