"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Length","__Type ➞","__RR Ratio","__SL Type","__Show SL","__Line Style","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX","__2. MACD","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA","__Bars","__6. High/Low Filter","__Lookback","__7. Maximum close change (％) allowed on entry","__8. Minimum close change (％) allowed on entry","__9. RSI OS/OB","__10. MA","__11. EMA Difference","__13. M.Bias:","__L","__S","__P","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak   ","__Win Streak   ","__Row Loss InDay","__DrawDown ％","__InDay Loss ％ ","__Daily Trades  ","__Weekly Trades","__     Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","__Dashboard Size","__Performance Summary","__Monthly Performance"
225.33,9.01,586.18,23.45,-360.85,-14.43,1494.31,59.77,1319.44,52.78,174.87,6.99,1268.97,50.76,733.26,29.33,535.71,21.43,897.08,26.42,810.24,25.06,9404.90,376.20,0.20,0.36,1.18,1.80,0.33,111.00,111.00,56.00,0,0,118.93,81.43,37.50,29.00,20.00,9.00,0,0,0,9.00,8.00,1.00,20.00,12.00,8.00,31.03,40.00,11.11,7.77,0.39,29.31,1.16,-40.09,-1.34,166.03,6.25,164.93,6.16,174.87,6.97,63.45,2.25,61.11,2.17,66.96,2.37,2.62,2.70,2.61,238.75,7.97,238.75,7.97,174.87,6.97,203.70,6.30,203.70,6.30,150.68,5.04,55.00,44.00,81.00,100.00,67.00,366.00,35.00,28.00,45.00,0,0,0,"Changed ""Length"": 120 => 150.",150.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
456.65,18.27,570.11,22.80,-113.46,-4.54,1441.09,57.64,1141.10,45.64,300.00,12.00,984.45,39.38,570.99,22.84,413.46,16.54,817.75,26.23,431.09,16.13,9405.56,376.22,0.34,1.06,1.46,2.00,0.73,111.00,111.00,46.00,0,0,110.51,78.64,31.87,28.00,20.00,8.00,0,0,0,18.00,14.00,4.00,10.00,6.00,4.00,64.29,70.00,50.00,16.31,0.66,28.51,1.13,-14.18,-0.52,80.06,3.06,81.51,3.14,75.00,2.78,98.44,3.66,95.16,3.55,103.36,3.82,0.81,0.86,0.73,119.27,4.58,119.27,4.58,101.70,3.57,168.40,6.30,168.40,6.30,133.21,5.04,36.00,34.00,40.00,32.00,33.00,29.00,43.00,37.00,51.00,0,0,0,"Changed ""RR Ratio"": 1.96 => 1.025.",120.00,"Body",1.02,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1688.80,67.55,1823.55,72.94,-134.75,-5.39,3218.15,128.73,2703.98,108.16,514.16,20.57,1529.35,61.17,880.43,35.22,648.92,25.96,1690.67,40.36,670.06,17.36,9524.43,380.98,1.81,"N/A",2.10,3.07,0.79,116.00,116.00,112.00,0,0,183.52,129.20,54.32,38.00,27.00,11.00,0,0,0,17.00,14.00,3.00,21.00,13.00,8.00,44.74,51.85,27.27,44.44,1.47,67.54,2.15,-12.25,-0.20,189.30,6.01,193.14,6.10,171.39,5.59,72.83,2.21,67.73,2.12,81.11,2.37,2.60,2.85,2.11,299.72,9.78,299.72,9.78,232.43,6.97,175.02,5.87,175.02,5.87,169.53,5.04,64.00,51.00,96.00,99.00,71.00,232.00,35.00,30.00,45.00,0,0,0,"Changed ""Length"": 120 => 98.",98.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
833.45,33.34,1135.06,45.40,-301.62,-12.06,2042.59,81.70,1737.86,69.51,304.73,12.19,1209.14,48.37,602.79,24.11,606.35,24.25,1085.98,30.93,416.37,14.23,9404.12,376.16,0.59,3.13,1.69,2.88,0.50,111.00,111.00,49.00,0,0,129.39,84.67,44.72,30.00,20.00,10.00,0,0,0,17.00,14.00,3.00,13.00,6.00,7.00,56.67,70.00,30.00,27.78,1.04,56.75,2.03,-30.16,-0.93,120.15,4.28,124.13,4.42,101.58,3.58,93.01,3.18,100.47,3.55,86.62,2.86,1.29,1.24,1.17,192.91,6.43,192.91,6.43,154.44,5.03,177.60,6.30,177.60,6.30,145.12,5.04,44.00,46.00,42.00,50.00,49.00,51.00,37.00,37.00,38.00,0,0,0,"Changed ""RR Ratio"": 1.96 => 1.425.",120.00,"Body",1.43,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1137.65,45.51,1373.40,54.94,-235.75,-9.43,3470.73,138.83,2860.26,114.41,610.48,24.42,2333.09,93.32,1486.85,59.47,846.23,33.85,1270.18,34.92,652.51,18.96,8626.81,345.07,1.75,"N/A",1.49,1.92,0.72,108.00,108.00,103.00,0,0,233.94,153.82,80.11,54.00,36.00,18.00,0,0,0,21.00,16.00,5.00,33.00,20.00,13.00,38.89,44.44,27.78,21.07,0.81,38.15,1.43,-13.10,-0.42,165.27,5.80,178.77,6.35,122.10,4.05,70.70,2.37,74.34,2.51,65.09,2.14,2.34,2.40,1.88,405.67,17.12,405.67,17.12,175.34,5.64,370.84,10.78,370.84,10.78,163.66,5.10,45.00,46.00,42.00,72.00,77.00,55.00,28.00,22.00,37.00,0,0,0,"Changed ""Length"": 120 => 56.",56.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
784.84,31.39,974.43,38.98,-189.59,-7.58,2454.79,98.19,2090.66,83.63,364.13,14.57,1669.95,66.80,1116.23,44.65,553.72,22.15,1073.12,30.05,743.54,22.69,9388.64,375.55,0.57,1.17,1.47,1.87,0.66,111.00,111.00,55.00,0,0,149.56,106.53,43.03,35.00,25.00,10.00,0,0,0,12.00,10.00,2.00,23.00,15.00,8.00,34.29,40.00,20.00,22.42,0.91,38.98,1.49,-18.96,-0.55,204.57,7.39,209.07,7.52,182.07,6.73,72.61,2.48,74.42,2.53,69.21,2.37,2.82,2.81,2.63,280.82,10.47,280.82,10.47,222.15,8.21,199.03,6.30,199.03,6.30,147.23,5.04,66.00,61.00,78.00,113.00,93.00,212.00,42.00,40.00,45.00,0,0,0,"Changed ""RR Ratio"": 1.96 => 2.3.",120.00,"Body",2.30,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
857.55,34.30,991.17,39.65,-133.62,-5.34,2115.50,84.62,1773.37,70.93,342.13,13.69,1257.94,50.32,782.19,31.29,475.75,19.03,1125.83,31.20,558.33,16.46,9385.54,375.42,0.95,4.27,1.68,2.27,0.72,111.00,111.00,50.00,0,0,129.84,90.77,39.07,30.00,21.00,9.00,0,0,0,16.00,13.00,3.00,14.00,8.00,6.00,53.33,61.90,33.33,28.59,1.08,47.20,1.74,-14.85,-0.47,132.22,4.69,136.41,4.85,114.04,4.04,89.85,3.06,97.77,3.31,79.29,2.72,1.47,1.40,1.44,201.14,7.24,201.14,7.24,166.18,5.66,181.74,6.30,181.74,6.30,138.64,5.04,58.00,51.00,75.00,76.00,61.00,141.00,38.00,35.00,42.00,0,0,0,"Changed ""RR Ratio"": 1.96 => 1.6.",120.00,"Body",1.60,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
651.32,26.05,902.56,36.10,-251.25,-10.05,2039.06,81.56,1765.07,70.60,273.99,10.96,1387.74,55.51,862.51,34.50,525.23,21.01,978.39,29.38,691.18,23.50,9378.80,375.15,0.49,0.86,1.47,2.05,0.52,111.00,111.00,51.00,0,0,138.19,97.22,40.96,34.00,24.00,10.00,0,0,0,14.00,12.00,2.00,20.00,12.00,8.00,41.18,50.00,20.00,19.16,0.77,37.61,1.46,-25.12,-0.88,145.65,5.44,147.09,5.50,136.99,5.08,69.39,2.49,71.88,2.57,65.65,2.37,2.10,2.05,2.09,202.36,7.93,202.36,7.93,168.85,6.21,185.34,6.30,185.34,6.30,137.10,5.04,59.00,53.00,75.00,86.00,69.00,193.00,40.00,37.00,45.00,0,0,0,"Changed ""RR Ratio"": 1.96 => 1.75.",120.00,"Body",1.75,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
569.65,22.79,808.65,32.35,-239.00,-9.56,4789.96,191.60,3770.78,150.83,1019.18,40.77,4220.30,168.81,2962.13,118.49,1258.18,50.33,1593.83,40.23,971.08,26.45,9336.03,373.44,0.48,2.46,1.14,1.27,0.81,110.00,108.00,110.00,0,0,425.76,308.23,117.52,94.00,68.00,26.00,0,0,0,29.00,22.00,7.00,65.00,46.00,19.00,30.85,32.35,26.92,6.06,0.30,11.89,0.51,-9.19,-0.25,165.17,5.58,171.40,5.84,145.60,4.79,64.93,2.05,64.39,2.03,66.22,2.11,2.54,2.66,2.20,419.92,17.12,419.92,17.12,228.81,7.24,370.29,10.78,370.29,10.78,189.86,5.45,36.00,38.00,31.00,64.00,71.00,45.00,23.00,22.00,26.00,0,0,0,"Changed ""Length"": 120 => 35.",35.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-229.24,-9.17,5.28,0.21,-234.52,-9.38,4671.87,186.87,3594.69,143.79,1077.17,43.09,4901.10,196.04,3589.41,143.58,1311.69,52.47,1328.41,37.78,1203.47,37.47,8421.69,336.87,-0.14,-0.17,0.95,1.00,0.82,105.00,105.00,105.00,0,0,459.13,337.92,121.21,124.00,91.00,33.00,0,0,0,37.00,27.00,10.00,87.00,64.00,23.00,29.84,29.67,30.30,-1.85,0,0.06,0.07,-7.11,-0.20,126.27,5.18,133.14,5.45,107.72,4.44,56.33,2.20,56.08,2.19,57.03,2.22,2.24,2.37,1.89,387.34,17.12,387.34,17.12,265.52,10.27,285.95,10.78,285.95,10.78,213.08,7.04,41.00,38.00,51.00,59.00,69.00,34.00,34.00,25.00,58.00,0,0,0,"Changed ""Length"": 120 => 21.",21.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1782.58,71.30,1818.57,72.74,-35.98,-1.44,3976.31,159.05,3360.88,134.44,615.42,24.62,2193.72,87.75,1542.32,61.69,651.41,26.06,1819.11,42.36,775.67,18.60,9612.40,384.50,1.62,"N/A",1.81,2.18,0.95,113.00,113.00,108.00,0,0,228.10,154.08,74.02,45.00,31.00,14.00,0,0,0,19.00,16.00,3.00,26.00,15.00,11.00,42.22,51.61,21.43,39.61,1.33,58.66,1.97,-2.57,-0.07,209.28,6.42,210.06,6.56,205.14,5.69,84.37,2.38,102.82,2.92,59.22,1.64,2.48,2.04,3.46,424.13,17.12,424.13,17.12,245.05,6.97,449.50,10.78,449.50,10.78,185.50,5.04,53.00,53.00,53.00,91.00,81.00,143.00,26.00,24.00,28.00,0,0,0,"Changed ""Length"": 120 => 63.",63.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
327.01,13.08,661.38,26.46,-334.37,-13.37,1440.42,57.62,1230.53,49.22,209.89,8.40,1113.41,44.54,569.15,22.77,544.26,21.77,765.42,24.78,425.84,15.77,9384.99,375.40,0.32,0.81,1.29,2.16,0.39,111.00,111.00,47.00,0,0,118.83,78.55,40.28,30.00,20.00,10.00,0,0,0,17.00,14.00,3.00,13.00,6.00,7.00,56.67,70.00,30.00,10.90,0.47,33.07,1.30,-33.44,-1.19,84.73,3.27,87.90,3.38,69.96,2.73,85.65,3.18,94.86,3.55,77.75,2.86,0.99,0.93,0.90,131.77,4.93,131.77,4.93,103.06,3.85,170.10,6.30,170.10,6.30,126.55,5.04,36.00,35.00,38.00,35.00,34.00,37.00,37.00,37.00,38.00,0,0,0,"Changed ""RR Ratio"": 1.96 => 1.1.",120.00,"Body",1.10,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1829.30,73.17,1810.89,72.44,18.42,0.74,3576.63,143.07,2847.43,113.90,729.20,29.17,1747.33,69.89,1036.55,41.46,710.78,28.43,1831.18,42.30,482.91,13.59,9503.21,380.13,1.77,"N/A",2.05,2.75,1.03,118.00,116.00,118.00,0,0,206.20,137.23,68.98,42.00,28.00,14.00,0,0,0,19.00,15.00,4.00,23.00,13.00,10.00,45.24,53.57,28.57,43.55,1.41,64.67,2.06,1.32,0.13,188.24,5.85,189.83,5.91,182.30,5.60,75.97,2.25,79.73,2.40,71.08,2.06,2.48,2.38,2.57,312.45,10.64,312.45,10.64,242.81,6.97,176.73,5.87,174.26,5.87,176.73,5.04,51.00,37.00,79.00,76.00,48.00,179.00,30.00,24.00,38.00,0,0,0,"Changed ""Length"": 120 => 77.",77.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1014.01,40.56,1229.83,49.19,-215.82,-8.63,2519.20,100.77,2205.63,88.23,313.57,12.54,1505.19,60.21,975.80,39.03,529.39,21.18,1188.23,33.81,684.95,23.54,9385.32,375.41,0.63,1.34,1.67,2.26,0.59,111.00,111.00,50.00,0,0,156.28,114.96,41.32,38.00,28.00,10.00,0,0,0,15.00,13.00,2.00,23.00,15.00,8.00,39.47,46.43,20.00,26.68,1.00,43.92,1.63,-21.58,-0.76,167.95,6.14,169.66,6.20,156.78,5.71,65.44,2.35,65.05,2.34,66.17,2.37,2.57,2.61,2.37,230.54,8.90,230.54,8.90,194.99,6.97,183.36,6.30,183.36,6.30,135.64,5.04,58.00,51.00,77.00,91.00,74.00,205.00,36.00,32.00,45.00,0,0,0,"Changed ""Length"": 120 => 112.",112.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-229.24,-9.17,5.28,0.21,-234.52,-9.38,4671.87,186.87,3594.69,143.79,1077.17,43.09,4901.10,196.04,3589.41,143.58,1311.69,52.47,1328.41,37.78,1203.47,37.47,8423.92,336.96,-0.14,-0.17,0.95,1.00,0.82,105.00,105.00,105.00,0,0,459.13,337.92,121.21,124.00,91.00,33.00,0,0,0,37.00,27.00,10.00,87.00,64.00,23.00,29.84,29.67,30.30,-1.85,0,0.06,0.07,-7.11,-0.20,126.27,5.18,133.14,5.45,107.72,4.44,56.33,2.20,56.08,2.19,57.03,2.22,2.24,2.37,1.89,387.34,17.12,387.34,17.12,265.52,10.27,285.95,10.78,285.95,10.78,213.08,7.04,41.00,38.00,51.00,59.00,69.00,34.00,34.00,25.00,58.00,0,0,0,"Changed ""Length"": 120 => 21.",21.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
851.49,34.06,1066.13,42.65,-214.64,-8.59,2336.48,93.46,2031.92,81.28,304.56,12.18,1484.99,59.40,965.79,38.63,519.20,20.77,1025.71,30.60,684.95,23.54,9379.68,375.19,0.60,1.14,1.57,2.10,0.59,111.00,111.00,50.00,0,0,153.99,113.45,40.55,38.00,28.00,10.00,0,0,0,15.00,13.00,2.00,23.00,15.00,8.00,39.47,46.43,20.00,22.41,0.87,38.08,1.45,-21.46,-0.76,155.77,5.81,156.30,5.82,152.28,5.71,64.56,2.35,64.39,2.34,64.90,2.37,2.41,2.43,2.35,224.00,8.90,224.00,8.90,185.98,6.97,183.36,6.30,183.36,6.30,135.64,5.04,57.00,50.00,77.00,88.00,70.00,205.00,36.00,32.00,45.00,0,0,0,"Changed ""Length"": 120 => 105.",105.00,"Body",1.96,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
550.96,22.04,871.40,34.86,-320.44,-12.82,1707.31,68.29,1455.74,58.23,251.57,10.06,1156.35,46.25,584.34,23.37,572.01,22.88,907.55,27.69,414.89,15.07,9383.66,375.35,0.46,1.63,1.48,2.49,0.44,111.00,111.00,48.00,0,0,123.57,81.30,42.26,30.00,20.00,10.00,0,0,0,17.00,14.00,3.00,13.00,6.00,7.00,56.67,70.00,30.00,18.37,0.74,43.57,1.64,-32.04,-1.07,100.43,3.73,103.98,3.86,83.86,3.12,88.95,3.18,97.39,3.55,81.72,2.86,1.13,1.07,1.03,158.53,5.62,158.53,5.62,125.34,4.39,173.53,6.30,173.53,6.30,134.83,5.04,39.00,39.00,38.00,40.00,40.00,39.00,37.00,37.00,38.00,0,0,0,"Changed ""RR Ratio"": 1.96 => 1.25.",120.00,"Body",1.25,"Close",true,"Dashed","Exchange","Exchange",0,0,0,true,true,true,true,true,true,0,0,30.00,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,0,200.00,100.00,7.00,"Target","SL",4.50,1.30,333.00,100.00,40.00,4.10,3.00,2.40,0,200.00,1.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"NONE",true,100.00,5000.00,1.00,0,60.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
