"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Strategy Direction","__Length","__OverSold","__OverBought","__HTF","__SuperTrend Multiplier","__SuperTrend Period","__Take profit1","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX","__2. MACD","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA","__Bars","__6. High/Low Filter","__Lookback","__7. Maximum close change (％) allowed on entry","__8. Minimum close change (％) allowed on entry","__9. RSI OS/OB","__10. MA","__11. EMA Difference","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak   ","__Win Streak   ","__Row Loss InDay","__DrawDown ％","__InDay Loss ％ ","__Daily Trades  ","__Weekly Trades","__     Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","__Dashboard Size","__Performance Summary","__Monthly Performance"
-55.67,-0.56,-36.19,-0.36,-19.48,-0.19,119.29,1.19,67.93,0.68,51.36,0.51,174.96,1.75,104.13,1.04,70.84,0.71,39.51,0.40,76.97,0.77,-351.17,-3.51,-2.08,-0.90,0.68,0.65,0.73,0,0,0,0,0,89.64,47.82,41.82,60.00,32.00,28.00,0,0,0,27.00,12.00,15.00,33.00,20.00,13.00,45.00,37.50,53.57,-0.93,-0.09,-1.13,-0.11,-0.70,-0.07,4.42,0.44,5.66,0.57,3.42,0.34,5.30,0.53,5.21,0.52,5.45,0.55,0.83,1.09,0.63,27.33,2.75,27.33,2.75,7.58,0.76,11.31,1.13,7.49,0.75,11.31,1.13,15.00,14.00,16.00,11.00,12.00,10.00,18.00,15.00,23.00,0,0,0,"Changed "" Multiplier"": 4.5 => 2.5.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
8.53,0.09,24.30,0.24,-15.77,-0.16,182.66,1.83,101.30,1.01,81.36,0.81,174.13,1.74,77.00,0.77,97.14,0.97,76.88,0.77,70.01,0.70,-351.24,-3.51,-0.55,-0.48,1.05,1.32,0.84,0,0,0,0,0,79.34,37.46,41.88,53.00,25.00,28.00,0,0,0,27.00,14.00,13.00,26.00,11.00,15.00,50.94,56.00,46.43,0.16,0.02,0.97,0.10,-0.56,-0.06,6.77,0.68,7.24,0.73,6.26,0.63,6.70,0.67,7.00,0.70,6.48,0.65,1.01,1.03,0.97,27.36,2.75,27.36,2.75,12.24,1.22,10.66,1.06,9.89,0.99,10.66,1.06,31.00,26.00,35.00,37.00,31.00,42.00,25.00,19.00,28.00,0,0,0,"Changed "" Multiplier"": 4.5 => 3.5.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.50,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-35.44,-0.35,-15.99,-0.16,-19.45,-0.19,149.91,1.50,83.03,0.83,66.88,0.67,185.35,1.85,99.02,0.99,86.33,0.86,46.67,0.47,82.29,0.82,-348.11,-3.48,-1.24,-0.78,0.81,0.84,0.78,0,0,0,0,0,85.18,43.35,41.83,57.00,29.00,28.00,0,0,0,26.00,13.00,13.00,31.00,16.00,15.00,45.61,44.83,46.43,-0.62,-0.06,-0.55,-0.05,-0.69,-0.07,5.77,0.58,6.39,0.64,5.14,0.52,5.98,0.60,6.19,0.62,5.76,0.58,0.96,1.03,0.89,27.32,2.75,27.32,2.75,10.27,1.03,9.31,0.93,8.69,0.87,9.31,0.93,24.00,19.00,29.00,30.00,24.00,36.00,19.00,15.00,23.00,0,0,0,"Changed "" Multiplier"": 4.5 => 3.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-15.15,-0.15,-28.44,-0.28,13.29,0.13,225.86,2.26,86.18,0.86,139.68,1.40,241.02,2.41,114.63,1.15,126.39,1.26,60.68,0.61,52.84,0.53,-349.64,-3.50,-0.67,-0.60,0.94,0.75,1.11,0,0,0,0,0,50.91,22.48,28.44,34.00,15.00,19.00,0,0,0,13.00,5.00,8.00,21.00,10.00,11.00,38.24,33.33,42.11,-0.45,-0.04,-1.90,-0.19,0.70,0.07,17.37,1.74,17.24,1.73,17.46,1.75,11.48,1.15,11.46,1.15,11.49,1.15,1.51,1.50,1.52,35.51,3.56,19.84,1.99,35.51,3.56,17.86,1.78,17.69,1.77,17.86,1.78,133.00,64.00,187.00,181.00,69.00,251.00,103.00,61.00,141.00,0,0,0,"Changed "" R:R    1:"": 1 => 2.1.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.50,3.00,2.10,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-4.00,-0.04,-17.38,-0.17,13.38,0.13,217.46,2.17,90.44,0.90,127.02,1.27,221.46,2.21,107.82,1.08,113.64,1.14,86.39,0.86,72.44,0.72,-349.77,-3.50,-0.37,-0.43,0.98,0.84,1.12,0,0,0,0,0,40.43,19.48,20.95,27.00,13.00,14.00,0,0,0,8.00,4.00,4.00,19.00,9.00,10.00,29.63,30.77,28.57,-0.15,-0.01,-1.34,-0.13,0.96,0.10,27.18,2.72,22.61,2.26,31.76,3.18,11.66,1.17,11.98,1.20,11.36,1.14,2.33,1.89,2.79,47.74,4.79,26.85,2.69,47.74,4.79,17.81,1.78,17.67,1.77,17.81,1.78,198.00,73.00,315.00,401.00,95.00,708.00,113.00,64.00,158.00,0,0,0,"Changed "" R:R    1:"": 1 => 2.8.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.50,3.00,2.80,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-47.50,-0.48,-40.19,-0.40,-7.31,-0.07,180.88,1.81,88.45,0.88,92.42,0.92,228.38,2.28,128.65,1.29,99.74,1.00,39.58,0.40,90.45,0.90,-352.15,-3.52,-0.80,-0.63,0.79,0.69,0.93,0,0,0,0,0,77.71,38.86,38.85,52.00,26.00,26.00,0,0,0,24.00,11.00,13.00,28.00,15.00,13.00,46.15,42.31,50.00,-0.91,-0.09,-1.55,-0.15,-0.28,-0.03,7.54,0.76,8.04,0.81,7.11,0.71,8.16,0.82,8.58,0.86,7.67,0.77,0.92,0.94,0.93,27.38,2.75,27.38,2.75,14.20,1.42,15.80,1.59,15.80,1.59,11.90,1.20,38.00,29.00,46.00,47.00,39.00,53.00,30.00,22.00,38.00,0,0,0,"Changed "" Multiplier"": 4.5 => 4.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-55.67,-0.56,-36.19,-0.36,-19.48,-0.19,119.29,1.19,67.93,0.68,51.36,0.51,174.96,1.75,104.13,1.04,70.84,0.71,39.51,0.40,76.97,0.77,-355.79,-3.56,-2.08,-0.90,0.68,0.65,0.73,0,0,0,0,0,89.64,47.82,41.82,60.00,32.00,28.00,0,0,0,27.00,12.00,15.00,33.00,20.00,13.00,45.00,37.50,53.57,-0.93,-0.09,-1.13,-0.11,-0.70,-0.07,4.42,0.44,5.66,0.57,3.42,0.34,5.30,0.53,5.21,0.52,5.45,0.55,0.83,1.09,0.63,27.33,2.75,27.33,2.75,7.58,0.76,11.31,1.13,7.49,0.75,11.31,1.13,15.00,14.00,16.00,11.00,12.00,10.00,18.00,15.00,23.00,0,0,0,"Changed "" Multiplier"": 4.5 => 2.5.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.50,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-36.82,-0.37,-26.38,-0.26,-10.44,-0.10,100.15,1.00,55.28,0.55,44.87,0.45,136.97,1.37,81.66,0.82,55.31,0.55,39.63,0.40,46.28,0.46,-355.59,-3.56,-3.12,-0.95,0.73,0.68,0.81,0,0,0,0,0,89.82,44.93,44.89,60.00,30.00,30.00,0,0,0,30.00,13.00,17.00,30.00,17.00,13.00,50.00,43.33,56.67,-0.61,-0.06,-0.88,-0.09,-0.35,-0.03,3.34,0.33,4.25,0.43,2.64,0.26,4.57,0.46,4.80,0.48,4.25,0.43,0.73,0.89,0.62,27.41,2.75,27.41,2.75,6.35,0.64,8.69,0.87,8.69,0.87,6.72,0.67,9.00,8.00,10.00,8.00,7.00,9.00,10.00,9.00,11.00,0,0,0,"Changed "" Multiplier"": 4.5 => 2.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-38.46,-0.38,-37.33,-0.37,-1.13,-0.01,202.28,2.02,77.15,0.77,125.13,1.25,240.74,2.41,114.48,1.14,126.26,1.26,50.11,0.50,71.74,0.72,-357.58,-3.58,-0.93,-0.70,0.84,0.67,0.99,0,0,0,0,0,50.86,22.44,28.42,34.00,15.00,19.00,0,0,0,13.00,5.00,8.00,21.00,10.00,11.00,38.24,33.33,42.11,-1.13,-0.11,-2.49,-0.25,-0.06,-0.01,15.56,1.56,15.43,1.55,15.64,1.57,11.46,1.15,11.45,1.15,11.48,1.15,1.36,1.35,1.36,31.98,3.21,17.80,1.79,31.98,3.21,17.85,1.78,17.66,1.77,17.85,1.78,130.00,63.00,183.00,174.00,66.00,241.00,103.00,61.00,141.00,0,0,0,"Changed "" R:R    1:"": 1 => 1.9.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.50,3.00,1.90,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-11.29,-0.11,-43.11,-0.43,31.82,0.32,213.00,2.13,77.14,0.77,135.86,1.36,224.29,2.24,120.24,1.20,104.04,1.04,55.07,0.55,63.73,0.64,-357.97,-3.58,-0.69,-0.61,0.95,0.64,1.31,0,0,0,0,0,62.90,28.48,34.42,42.00,19.00,23.00,0,0,0,21.00,8.00,13.00,21.00,11.00,10.00,50.00,42.11,56.52,-0.27,-0.03,-2.27,-0.23,1.38,0.14,10.14,1.01,9.64,0.97,10.45,1.05,10.68,1.07,10.93,1.09,10.40,1.04,0.95,0.88,1.00,21.46,2.15,16.36,1.64,21.46,2.15,17.68,1.77,17.68,1.77,14.43,1.44,78.00,44.00,106.00,83.00,49.00,104.00,72.00,40.00,108.00,0,0,0,"Changed "" R:R    1:"": 1 => 1.3.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.50,3.00,1.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-13.38,-0.13,-27.76,-0.28,14.38,0.14,209.94,2.10,80.11,0.80,129.83,1.30,223.32,2.23,107.87,1.08,115.45,1.15,62.02,0.62,72.45,0.72,-357.58,-3.58,-0.60,-0.59,0.94,0.74,1.13,0,0,0,0,0,41.95,19.48,22.47,28.00,13.00,15.00,0,0,0,9.00,4.00,5.00,19.00,9.00,10.00,32.14,30.77,33.33,-0.48,-0.05,-2.14,-0.21,0.96,0.10,23.33,2.34,20.03,2.01,25.97,2.60,11.75,1.17,11.99,1.20,11.55,1.15,1.99,1.67,2.25,42.57,4.26,23.82,2.38,42.57,4.26,17.86,1.78,17.67,1.77,17.86,1.78,187.00,71.00,288.00,348.00,87.00,557.00,111.00,64.00,154.00,0,0,0,"Changed "" R:R    1:"": 1 => 2.5.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.50,3.00,2.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-27.97,-0.28,-49.63,-0.50,21.66,0.22,229.88,2.30,76.52,0.77,153.36,1.53,257.86,2.58,126.15,1.26,131.70,1.32,59.96,0.60,70.44,0.70,-356.99,-3.57,-1.24,-0.78,0.89,0.61,1.16,0,0,0,0,0,50.84,22.43,28.41,34.00,15.00,19.00,0,0,0,11.00,4.00,7.00,23.00,11.00,12.00,32.35,26.67,36.84,-0.82,-0.08,-3.31,-0.33,1.14,0.12,20.90,2.10,19.13,1.92,21.91,2.20,11.21,1.12,11.47,1.15,10.98,1.10,1.86,1.67,2.00,40.81,4.09,22.77,2.28,40.81,4.09,17.86,1.78,17.65,1.77,17.86,1.78,145.00,68.00,206.00,240.00,86.00,328.00,100.00,62.00,135.00,0,0,0,"Changed "" R:R    1:"": 1 => 2.4.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.50,3.00,2.40,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
3.09,0.03,-26.12,-0.26,29.21,0.29,222.78,2.23,84.95,0.85,137.82,1.38,219.69,2.20,111.07,1.11,108.62,1.09,45.80,0.46,59.50,0.59,-357.02,-3.57,-0.75,-0.63,1.01,0.77,1.27,0,0,0,0,0,56.93,25.49,31.44,38.00,17.00,21.00,0,0,0,18.00,7.00,11.00,20.00,10.00,10.00,47.37,41.18,52.38,0.08,0.01,-1.54,-0.15,1.39,0.14,12.38,1.24,12.14,1.21,12.53,1.25,10.98,1.10,11.11,1.11,10.86,1.09,1.13,1.09,1.15,25.00,2.50,19.12,1.92,25.00,2.50,17.69,1.77,17.69,1.77,14.44,1.44,101.00,42.00,149.00,132.00,56.00,181.00,73.00,32.00,114.00,0,0,0,"Changed "" R:R    1:"": 1 => 1.5.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.50,3.00,1.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
8.53,0.09,24.30,0.24,-15.77,-0.16,182.66,1.83,101.30,1.01,81.36,0.81,174.13,1.74,77.00,0.77,97.14,0.97,76.88,0.77,70.01,0.70,-357.32,-3.57,-0.55,-0.48,1.05,1.32,0.84,0,0,0,0,0,79.34,37.46,41.88,53.00,25.00,28.00,0,0,0,27.00,14.00,13.00,26.00,11.00,15.00,50.94,56.00,46.43,0.16,0.02,0.97,0.10,-0.56,-0.06,6.77,0.68,7.24,0.73,6.26,0.63,6.70,0.67,7.00,0.70,6.48,0.65,1.01,1.03,0.97,27.36,2.75,27.36,2.75,12.24,1.22,10.66,1.06,9.89,0.99,10.66,1.06,31.00,26.00,35.00,37.00,31.00,42.00,25.00,19.00,28.00,0,0,0,"Changed "" Multiplier"": 4.5 => 3.5.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.50,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-35.44,-0.35,-15.99,-0.16,-19.45,-0.19,149.91,1.50,83.03,0.83,66.88,0.67,185.35,1.85,99.02,0.99,86.33,0.86,46.67,0.47,82.29,0.82,-358.03,-3.58,-1.24,-0.78,0.81,0.84,0.78,0,0,0,0,0,85.18,43.35,41.83,57.00,29.00,28.00,0,0,0,26.00,13.00,13.00,31.00,16.00,15.00,45.61,44.83,46.43,-0.62,-0.06,-0.55,-0.05,-0.69,-0.07,5.77,0.58,6.39,0.64,5.14,0.52,5.98,0.60,6.19,0.62,5.76,0.58,0.96,1.03,0.89,27.32,2.75,27.32,2.75,10.27,1.03,9.31,0.93,8.69,0.87,9.31,0.93,24.00,19.00,29.00,30.00,24.00,36.00,19.00,15.00,23.00,0,0,0,"Changed "" Multiplier"": 4.5 => 3.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-11.29,-0.11,-43.11,-0.43,31.82,0.32,213.00,2.13,77.14,0.77,135.86,1.36,224.29,2.24,120.24,1.20,104.04,1.04,55.07,0.55,63.73,0.64,-359.53,-3.60,-0.69,-0.61,0.95,0.64,1.31,0,0,0,0,0,62.90,28.48,34.42,42.00,19.00,23.00,0,0,0,21.00,8.00,13.00,21.00,11.00,10.00,50.00,42.11,56.52,-0.27,-0.03,-2.27,-0.23,1.38,0.14,10.14,1.01,9.64,0.97,10.45,1.05,10.68,1.07,10.93,1.09,10.40,1.04,0.95,0.88,1.00,21.46,2.15,16.36,1.64,21.46,2.15,17.68,1.77,17.68,1.77,14.43,1.44,78.00,44.00,106.00,83.00,49.00,104.00,72.00,40.00,108.00,0,0,0,"Changed "" R:R    1:"": 1 => 1.3.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.50,3.00,1.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-3.49,-0.03,-23.99,-0.24,20.50,0.20,237.67,2.38,90.71,0.91,146.96,1.47,241.16,2.41,114.70,1.15,126.46,1.26,68.31,0.68,51.53,0.51,-359.75,-3.60,-0.56,-0.54,0.99,0.79,1.16,0,0,0,0,0,50.94,22.49,28.44,34.00,15.00,19.00,0,0,0,13.00,5.00,8.00,21.00,10.00,11.00,38.24,33.33,42.11,-0.10,-0.01,-1.60,-0.16,1.08,0.11,18.28,1.83,18.14,1.82,18.37,1.84,11.48,1.15,11.47,1.15,11.50,1.15,1.59,1.58,1.60,37.28,3.73,20.87,2.09,37.28,3.73,17.86,1.78,17.71,1.77,17.86,1.78,133.00,64.00,187.00,181.00,71.00,251.00,103.00,61.00,141.00,0,0,0,"Changed "" R:R    1:"": 1 => 2.2.","all",50.00,35.00,70.00,"4 hours",4.00,10.00,10.00,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.50,3.00,2.20,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"EQUITY",true,10.00,1000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
