"Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg Losing Trade %: All","Avg Losing Trade %: Long","Avg Losing Trade %: Short","Avg Losing Trade: All","Avg Losing Trade: Long","Avg Losing Trade: Short","Avg Trade %: All","Avg Trade %: Long","Avg Trade %: Short","Avg Trade: All","Avg Trade: Long","Avg Trade: Short","Avg Winning Trade %: All","Avg Winning Trade %: Long","Avg Winning Trade %: Short","Avg Winning Trade: All","Avg Winning Trade: Long","Avg Winning Trade: Short","Buy & Hold Return","Buy & Hold Return %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Gross Loss %: All","Gross Loss %: Long","Gross Loss %: Short","Gross Loss: All","Gross Loss: Long","Gross Loss: Short","Gross Profit %: All","Gross Profit %: Long","Gross Profit %: Short","Gross Profit: All","Gross Profit: Long","Gross Profit: Short","Largest Losing Trade %: All","Largest Losing Trade %: Long","Largest Losing Trade %: Short","Largest Losing Trade: All","Largest Losing Trade: Long","Largest Losing Trade: Short","Largest Winning Trade %: All","Largest Winning Trade %: Long","Largest Winning Trade %: Short","Largest Winning Trade: All","Largest Winning Trade: Long","Largest Winning Trade: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Max Drawdown","Max Drawdown %","Max Run-up","Max Run-up %","Net Profit %: All","Net Profit %: Long","Net Profit %: Short","Net Profit: All","Net Profit: Long","Net Profit: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Open PL","Open PL %","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Sharpe Ratio","Sortino Ratio","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","__-> Dst","__1. ADX","__10. MA","__11. EMA Difference","__2. MACD","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA","__6. High/Low Filter","__7. Maximum close change (％) allowed on entry","__8. Minimum close change (％) allowed on entry","__9. RSI OS/OB","__:","__ATR Length","__Add ％","__Bars","__Breakeven on TP","__Candle Coloring","__Daily Trades  ","__Dashboard Size","__DrawDown ％","__End To       ","__Factor Range","__Fixed RR","__Fri","__From Cluster","__Historical Bars Calculation","__InDay Loss ％ ","__Length","__Location","__Lookback","__Loss Streak   ","__Maximum Iteration Steps","__Mon","__Monthly Performance","__Performance Memory","__Performance Summary","__Row Loss InDay","__Sat","__Select Session Days","__Session End ","__Session Start","__Show Dashboard","__Show Signals","__Size","__Srart From ","__Step","__Stop Loss","__Stop Loss Type","__Sun","__Take Profit LV 1","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Take Profit Type","__Thu","__Timezones: Src","__Tue","__Use Net Profit","__Wed","__Weekly Trades","__Win Streak   ","__ ATR Period  ","__ CoolDown # Bars","__ HH / LL   ","__ Len","__ Long Deals    ","__ MA Stop","__ Multiplier","__ Profit ＄    ","__ Profit ％    ","__ R:R    1:","__ ReEntry Deal  ","__ ReOpen Deal","__ Reverse Deals","__ SL 0 Position","__ Short Deals","__ Step","__ Stop ＄  ","__ Stop ％  ","__ Trailing ％  ","__ Wait End Deal ","__  LO / HI ","__     Order Size","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__﻿","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","comment"
52.00,70.00,29.00,48.00,65.00,30.00,44.00,58.00,31.00,0.87,0.87,0.87,8.65,8.62,8.68,-0.14,-0.20,-0.07,-1.36,-1.99,-0.69,0.75,0.75,0.76,7.49,7.43,7.54,105.37,1.05,215.67,111.98,103.69,6.83,3.79,3.04,683.29,379.50,303.79,4.87,2.30,2.56,486.82,230.42,256.40,1.90,1.90,1.60,18.96,18.96,16.04,1.71,1.71,1.67,16.92,16.92,16.63,0,0,0,0,0,0,223.68,2.23,95.70,0.95,-1.96,-1.49,-0.47,-196.47,-149.08,-47.39,79.00,44.00,35.00,65.00,31.00,34.00,2.51,0.03,45.14,41.33,49.28,0.71,0.61,0.84,0.87,0.86,0.87,-1.10,-0.74,144.00,75.00,69.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",3.00,333.00,4.50,1.20,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 2.1 => 1.2."
28.00,32.00,22.00,28.00,33.00,22.00,28.00,37.00,21.00,0.60,0.59,0.63,5.90,5.71,6.15,-0.24,-0.29,-0.19,-2.39,-2.86,-1.84,0.71,0.71,0.71,6.91,6.93,6.90,107.41,1.07,309.96,167.59,142.37,9.08,5.09,4.00,908.17,508.53,399.63,4.01,1.80,2.21,400.89,180.12,220.77,1.32,1.32,1.19,12.76,12.76,11.76,1.71,1.71,1.53,16.38,16.38,15.03,0,0,0,0,0,0,513.13,5.13,58.93,0.61,-5.07,-3.28,-1.79,-507.28,-328.42,-178.86,154.00,89.00,65.00,58.00,26.00,32.00,2.24,0.02,27.36,22.61,32.99,0.44,0.35,0.55,1.17,1.21,1.12,-14.11,-1.00,212.00,115.00,97.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",2.00,333.00,4.50,2.00,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed all parameters randomly."
528.00,789.00,397.00,688.00,538.00,817.00,1050.00,288.00,3336.00,2.52,2.81,2.38,25.41,28.22,24.01,0.40,1.75,-0.75,3.86,17.40,-7.75,6.97,6.30,8.98,69.72,63.02,89.79,107.57,1.08,20.43,9.10,11.33,2.29,0.85,1.44,228.70,84.66,144.04,2.79,1.89,0.90,278.86,189.07,89.79,3.66,3.66,3.18,36.90,36.90,31.92,8.98,6.63,8.98,89.79,66.37,89.79,0,0,0,0,0,0,101.93,1.01,134.54,1.33,0.50,1.04,-0.54,50.17,104.41,-54.24,9.00,3.00,6.00,4.00,3.00,1.00,31.45,0.31,30.77,50.00,14.29,1.22,2.23,0.62,2.74,2.23,3.74,0.11,0.15,13.00,6.00,7.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",6.00,333.00,4.50,3.50,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed all parameters randomly."
122.00,145.00,101.00,142.00,160.00,124.00,200.00,199.00,202.00,1.04,1.00,1.07,10.45,10.13,10.75,-0.02,0.07,-0.12,-0.26,0.66,-1.18,3.02,3.03,3.02,30.31,30.33,30.29,107.61,1.08,91.06,45.92,45.13,4.70,2.23,2.47,470.11,222.78,247.34,4.55,2.43,2.12,454.66,242.61,212.05,1.90,1.90,1.67,19.18,19.18,16.64,4.50,3.65,4.50,45.29,36.60,45.29,0,0,0,0,0,0,134.20,1.33,201.55,1.99,-0.15,0.20,-0.35,-15.45,19.84,-35.29,45.00,22.00,23.00,15.00,8.00,7.00,3.41,0.03,25.00,26.67,23.33,0.97,1.09,0.86,2.90,3.00,2.82,-0.24,-0.27,60.00,30.00,30.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",3.00,333.00,4.50,3.90,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 5 => 3."
259.00,245.00,268.00,419.00,286.00,540.00,820.00,347.00,1768.00,1.91,2.01,1.84,19.17,20.13,18.53,0.44,0.99,-0.06,4.31,9.84,-0.72,6.31,5.48,7.96,63.01,54.79,79.45,107.57,1.08,32.37,15.09,17.28,2.88,1.21,1.67,287.56,120.79,166.77,3.78,2.19,1.59,378.08,219.18,158.90,3.07,3.07,2.68,30.78,30.78,26.74,8.33,6.15,8.33,82.83,61.88,82.83,0,0,0,0,0,0,124.02,1.23,198.46,1.96,0.91,0.98,-0.08,90.52,98.39,-7.87,15.00,6.00,9.00,6.00,4.00,2.00,28.87,0.29,28.57,40.00,18.18,1.32,1.82,0.95,3.29,2.72,4.29,0.20,0.37,21.00,10.00,11.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",5.00,333.00,4.50,3.90,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 3 => 5."
355.00,318.00,392.00,396.00,278.00,536.00,467.00,223.00,872.00,2.43,2.21,2.64,24.44,22.26,26.63,0.27,0.60,-0.13,2.59,5.92,-1.41,4.99,4.53,5.74,49.89,45.36,57.43,106.91,1.07,33.90,18.11,15.79,3.42,1.56,1.86,342.20,155.82,186.38,3.99,2.27,1.72,399.10,226.81,172.29,4.24,4.24,3.69,42.61,42.61,36.83,6.85,5.05,6.85,68.17,50.78,68.17,0,0,0,0,0,0,114.95,1.15,176.59,1.75,0.57,0.71,-0.14,56.89,70.99,-14.09,14.00,7.00,7.00,8.00,5.00,3.00,31.54,0.31,36.36,41.67,30.00,1.17,1.46,0.92,2.04,2.04,2.16,0.11,0.20,22.00,12.00,10.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,2.30,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed all parameters randomly."
108.00,124.00,85.00,130.00,147.00,110.00,152.00,174.00,130.00,1.59,1.50,1.72,15.97,15.10,17.23,-0.03,-0.12,0.07,-0.37,-1.26,0.70,1.52,1.52,1.53,15.23,15.19,15.27,106.91,1.07,96.70,53.28,43.43,5.11,2.87,2.24,510.89,286.96,223.93,4.87,2.43,2.44,487.28,243.00,244.29,3.07,3.07,2.45,30.83,30.83,24.27,2.93,2.93,2.88,29.09,29.09,28.51,0,0,0,0,0,0,147.03,1.47,192.24,1.91,-0.24,-0.44,0.20,-23.60,-43.96,20.36,32.00,19.00,13.00,32.00,16.00,16.00,3.33,0.03,50.00,45.71,55.17,0.95,0.85,1.09,0.95,1.01,0.89,-0.26,-0.33,64.00,35.00,29.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",5.00,333.00,4.50,1.20,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed all parameters randomly."
175.00,182.00,166.00,181.00,166.00,198.00,193.00,130.00,266.00,1.37,1.26,1.50,13.70,12.67,14.95,-0.04,-0.05,-0.03,-0.46,-0.56,-0.35,2.87,2.68,3.10,28.66,26.68,30.92,106.95,1.07,72.62,39.73,32.89,4.52,2.28,2.24,452.19,227.97,224.22,4.30,2.13,2.16,429.88,213.42,216.46,2.49,2.49,2.17,24.92,24.92,21.60,4.37,3.23,4.37,43.69,32.13,43.69,0,0,0,0,0,0,127.83,1.28,153.49,1.53,-0.22,-0.15,-0.08,-22.31,-14.55,-7.76,33.00,18.00,15.00,15.00,8.00,7.00,3.34,0.03,31.25,30.77,31.82,0.95,0.94,0.97,2.09,2.11,2.07,-0.35,-0.37,48.00,26.00,22.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",4.00,333.00,4.50,2.60,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed all parameters randomly."
115.00,109.00,123.00,119.00,126.00,110.00,123.00,151.00,96.00,1.33,1.22,1.49,13.25,12.16,14.81,-0.13,-0.18,-0.07,-1.36,-1.86,-0.75,1.42,1.40,1.44,14.09,13.93,14.25,106.95,1.07,103.43,57.30,46.13,5.17,2.80,2.37,516.77,279.76,237.01,4.23,2.09,2.14,422.74,208.99,213.75,2.49,2.49,2.17,24.72,24.72,21.48,2.46,2.10,2.46,24.33,20.92,24.33,0,0,0,0,0,0,168.54,1.68,147.69,1.48,-0.94,-0.71,-0.23,-94.03,-70.77,-23.26,39.00,23.00,16.00,30.00,15.00,15.00,3.31,0.03,43.48,39.47,48.39,0.82,0.75,0.90,1.06,1.15,0.96,-0.50,-0.47,69.00,38.00,31.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",4.00,333.00,4.50,1.50,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 2.6 => 1.5."
268.00,247.00,296.00,255.00,237.00,279.00,227.00,213.00,244.00,1.93,1.76,2.17,19.19,17.49,21.56,-0.47,-0.42,-0.53,-4.69,-4.22,-5.31,2.73,2.71,2.75,26.95,26.76,27.18,107.88,1.08,52.71,30.36,22.35,4.60,2.45,2.16,460.47,244.86,215.60,2.96,1.61,1.36,296.47,160.56,135.91,3.66,3.66,3.18,36.11,36.11,31.59,5.03,5.03,3.76,49.42,49.42,37.24,0,0,0,0,0,0,213.81,2.14,89.88,0.91,-1.64,-0.84,-0.80,-164.00,-84.30,-79.70,24.00,14.00,10.00,11.00,6.00,5.00,3.38,0.03,31.43,30.00,33.33,0.64,0.66,0.63,1.41,1.53,1.26,-1.11,-0.76,35.00,20.00,15.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",6.00,333.00,4.50,1.50,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 4 => 6."
528.00,789.00,397.00,688.00,538.00,817.00,1050.00,288.00,3336.00,2.52,2.81,2.38,25.41,28.22,24.01,0.40,1.75,-0.75,3.86,17.40,-7.75,6.97,6.30,8.98,69.72,63.02,89.79,107.49,1.07,20.43,9.10,11.33,2.29,0.85,1.44,228.70,84.66,144.04,2.79,1.89,0.90,278.86,189.07,89.79,3.66,3.66,3.18,36.90,36.90,31.92,8.98,6.63,8.98,89.79,66.37,89.79,0,0,0,0,0,0,101.93,1.01,134.54,1.33,0.50,1.04,-0.54,50.17,104.41,-54.24,9.00,3.00,6.00,4.00,3.00,1.00,31.46,0.31,30.77,50.00,14.29,1.22,2.23,0.62,2.74,2.23,3.74,0.11,0.15,13.00,6.00,7.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",6.00,333.00,4.50,3.50,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 1.5 => 3.5."
357.00,311.00,422.00,325.00,255.00,419.00,276.00,160.00,415.00,2.38,2.12,2.76,23.81,21.19,27.55,-0.20,-0.23,-0.17,-2.07,-2.32,-1.74,3.17,2.93,3.46,31.52,29.14,34.38,107.26,1.07,42.53,24.60,17.92,4.05,2.12,1.93,404.75,211.89,192.86,3.47,1.75,1.72,346.74,174.82,171.92,4.24,4.24,3.69,42.26,42.26,36.73,4.72,3.47,4.72,46.83,34.45,46.83,0,0,0,0,0,0,137.59,1.37,104.08,1.04,-0.58,-0.37,-0.21,-58.01,-37.07,-20.94,17.00,10.00,7.00,11.00,6.00,5.00,3.36,0.03,39.29,37.50,41.67,0.86,0.83,0.89,1.32,1.38,1.25,-0.62,-0.59,28.00,16.00,12.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,1.60,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed all parameters randomly."
229.00,237.00,221.00,194.00,186.00,204.00,125.00,83.00,172.00,1.71,1.65,1.77,16.91,16.36,17.54,-0.46,-0.48,-0.43,-4.57,-4.81,-4.31,2.04,1.85,2.25,20.10,18.29,22.17,107.07,1.07,67.44,36.26,31.18,5.07,2.62,2.46,507.30,261.70,245.60,3.02,1.46,1.55,301.52,146.36,155.17,3.07,3.07,2.68,30.39,30.39,26.55,3.33,2.45,3.33,32.95,24.20,32.95,0,0,0,0,0,0,255.21,2.55,47.65,0.48,-2.06,-1.15,-0.90,-205.78,-115.34,-90.44,30.00,16.00,14.00,15.00,8.00,7.00,3.29,0.03,33.33,33.33,33.33,0.59,0.56,0.63,1.19,1.12,1.26,-2.47,-0.93,45.00,24.00,21.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",5.00,333.00,4.50,1.60,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 7 => 5."
26.00,31.00,20.00,24.00,29.00,19.00,20.00,25.00,16.00,0.60,0.59,0.60,5.80,5.73,5.91,-0.24,-0.29,-0.18,-2.35,-2.79,-1.82,0.55,0.55,0.56,5.40,5.30,5.48,107.11,1.07,331.43,180.49,150.94,9.11,5.21,3.90,911.09,521.36,389.74,3.78,1.75,2.03,377.80,175.06,202.74,1.32,1.32,1.19,12.73,12.73,11.79,1.71,1.71,1.19,16.35,16.35,11.75,0,0,0,0,0,0,536.61,5.36,60.63,0.61,-5.33,-3.46,-1.87,-533.29,-346.30,-186.99,157.00,91.00,66.00,70.00,33.00,37.00,2.26,0.02,30.84,26.61,35.92,0.42,0.34,0.52,0.93,0.93,0.93,-9.62,-0.99,227.00,124.00,103.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",2.00,333.00,4.50,1.60,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" Multiplier"": 5 => 2."
41.00,37.00,44.00,44.00,39.00,50.00,59.00,47.00,69.00,0.64,0.62,0.66,6.28,6.04,6.54,-0.26,-0.29,-0.22,-2.54,-2.83,-2.22,1.40,1.39,1.40,13.72,13.72,13.71,107.11,1.07,228.71,118.24,110.47,7.91,4.05,3.86,791.04,404.92,386.12,3.98,1.78,2.19,397.76,178.38,219.38,1.32,1.32,1.19,12.90,12.90,11.82,2.79,2.24,2.79,27.15,21.77,27.15,0,0,0,0,0,0,407.50,4.07,58.60,0.59,-3.93,-2.27,-1.67,-393.27,-226.54,-166.74,126.00,67.00,59.00,29.00,13.00,16.00,3.23,0.03,18.71,16.25,21.33,0.50,0.44,0.57,2.19,2.27,2.10,-3.97,-0.97,155.00,80.00,75.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",2.00,333.00,4.50,3.70,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed "" R:R    1:"": 1.6 => 3.7."
370.00,318.00,422.00,402.00,263.00,554.00,452.00,186.00,785.00,2.49,2.21,2.76,24.97,22.30,27.64,0.14,0.34,-0.07,1.34,3.31,-0.81,4.23,3.92,4.62,42.27,39.16,46.16,107.11,1.07,35.28,18.79,16.49,3.50,1.56,1.93,349.57,156.07,193.49,3.80,1.96,1.85,380.44,195.82,184.63,4.24,4.24,3.69,42.48,42.48,36.79,5.94,4.37,5.94,59.01,43.76,59.01,0,0,0,0,0,0,114.81,1.15,140.41,1.39,0.31,0.40,-0.09,30.88,39.74,-8.87,14.00,7.00,7.00,9.00,5.00,4.00,3.37,0.03,39.13,41.67,36.36,1.09,1.25,0.95,1.69,1.76,1.67,-0.19,-0.25,23.00,12.00,11.00,1.00,1.00,0,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",7.00,333.00,4.50,2.00,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed all parameters randomly."
107.00,115.00,93.00,114.00,127.00,98.00,121.00,142.00,101.00,1.60,1.47,1.83,16.01,14.67,18.28,-0.19,-0.30,-0.05,-1.92,-2.96,-0.56,1.18,1.14,1.23,11.79,11.34,12.23,107.45,1.07,106.69,59.70,46.99,5.60,3.23,2.38,560.38,322.70,237.68,4.24,2.04,2.20,424.38,204.18,220.20,3.07,3.07,2.57,30.63,30.63,25.64,2.38,1.73,2.38,23.64,17.13,23.64,0,0,0,0,0,0,172.44,1.72,94.94,0.95,-1.36,-1.19,-0.17,-136.01,-118.53,-17.48,35.00,22.00,13.00,36.00,18.00,18.00,-0.66,-0.01,50.70,45.00,58.06,0.76,0.63,0.93,0.74,0.77,0.67,-1.15,-0.77,71.00,40.00,31.00,1.00,0,1.00,"Exchange",0,0,0,0,0,0,0,0,0,0,0,0,10.00,0,1.00,3.00,true,10.00,"Small",10.00,0,1.00,true,true,"Best",10000.00,3.00,50.00,"Top Right",10.00,15.00,1000.00,true,true,10.00,true,3.00,0,0,0,0,true,true,"Small",true,0.50,0,"ATR",0,0,0,0,0,0,"R:R",true,"Exchange",true,true,true,50.00,15.00,40.00,0,200.00,15.00,true,"SMA",5.00,333.00,4.50,1.00,0,0,0,3.00,true,1.50,100.00,1.50,3.00,true,5.00,"EQUITY","close",1.00,10.00,1000.00,30.00,"——⤴—⤴—⤴","Changed all parameters randomly."
