"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Loopback Period","__Min Consolidation Length","__Paint Consolidation Area","__ATR Period","__Source","__ATR Multiplier","__Change ATR Calculation Method ?","__Show Buy/Sell Signals ?","__Highlighter On/Off ?","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX","__2. MACD","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA","__Length","__Bars","__6. High/Low Filter","__Lookback","__7. Maximum close change (％) allowed on entry","__8. Minimum close change (％) allowed on entry","__9. RSI OS/OB","__10. MA","__11. EMA Difference","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak   ","__Win Streak   ","__Row Loss InDay","__DrawDown ％","__InDay Loss ％ ","__Daily Trades  ","__Weekly Trades","__     Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","__Dashboard Size","__Performance Summary","__Monthly Performance"
-14.55,-0.15,-380.54,-3.81,365.98,3.66,3991.90,39.92,1839.10,18.39,2152.80,21.53,4006.45,40.06,2219.63,22.20,1786.82,17.87,810.32,7.84,731.80,7.18,-403.48,-4.03,-0.52,-0.48,1.00,0.83,1.21,0,0,0,-71.35,-0.71,1296.99,682.73,614.26,86.00,45.00,41.00,1.00,1.00,0,51.00,25.00,26.00,35.00,20.00,15.00,59.30,55.56,63.41,-0.17,0,-8.46,-0.08,8.93,0.09,78.27,0.78,73.56,0.74,82.80,0.83,114.47,1.14,110.98,1.11,119.12,1.19,0.68,0.66,0.70,297.03,2.97,297.03,2.97,196.78,1.97,209.12,2.09,169.60,1.69,209.12,2.09,53.00,54.00,52.00,48.00,43.00,52.00,61.00,69.00,50.00,0,0,0,"Changed ""ATR Multiplier"": 4 => 3.",30.00,20.00,true,110.00,"hl2",3.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,0.85,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
427.29,4.27,215.71,2.16,211.58,2.12,3255.47,32.55,1522.83,15.23,1732.64,17.33,2828.18,28.28,1307.12,13.07,1521.06,15.21,1213.90,10.96,634.34,6.06,-418.94,-4.19,0.23,0.34,1.15,1.17,1.14,0,0,0,-71.35,-0.68,1027.51,518.05,509.46,68.00,34.00,34.00,1.00,1.00,0,43.00,20.00,23.00,25.00,14.00,11.00,63.24,58.82,67.65,6.28,0.06,6.34,0.07,6.22,0.06,75.71,0.76,76.14,0.76,75.33,0.75,113.13,1.13,93.37,0.93,138.28,1.38,0.67,0.82,0.55,297.03,2.97,297.03,2.97,139.49,1.39,269.91,2.70,150.61,1.50,269.91,2.70,51.00,41.00,62.00,49.00,42.00,55.00,55.00,39.00,76.00,0,0,0,"Changed ""ATR Multiplier"": 3 => 4.",30.00,20.00,true,110.00,"hl2",4.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,0.85,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-1000.15,-10.00,-664.14,-6.64,-336.01,-3.36,2163.59,21.64,948.19,9.48,1215.41,12.15,3163.74,31.64,1612.33,16.12,1551.42,15.51,416.10,4.41,1274.58,12.48,-418.90,-4.19,-2.44,-0.93,0.68,0.59,0.78,0,0,0,0,0,1124.76,569.93,554.84,75.00,38.00,37.00,0,0,0,30.00,13.00,17.00,45.00,25.00,20.00,40.00,34.21,45.95,-13.34,-0.13,-17.48,-0.17,-9.08,-0.09,72.12,0.72,72.94,0.73,71.49,0.71,70.31,0.70,64.49,0.64,77.57,0.78,1.03,1.13,0.92,171.56,1.71,171.56,1.71,147.69,1.48,198.56,1.98,198.56,1.98,142.47,1.42,23.00,17.00,28.00,27.00,31.00,24.00,20.00,11.00,32.00,0,0,0,"Changed "" Multiplier"": 4 => 2.",30.00,20.00,true,110.00,"hl2",4.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,1.85,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-678.83,-6.79,-402.71,-4.03,-276.12,-2.76,1648.99,16.49,834.64,8.35,814.35,8.14,2327.82,23.28,1237.34,12.37,1090.48,10.90,370.91,3.86,860.91,8.53,-418.94,-4.19,-1.00,-0.71,0.71,0.68,0.75,0,0,0,0,0,1154.94,600.15,554.79,77.00,40.00,37.00,0,0,0,42.00,19.00,23.00,35.00,21.00,14.00,54.55,47.50,62.16,-8.82,-0.09,-10.07,-0.10,-7.46,-0.07,39.26,0.39,43.93,0.44,35.41,0.35,66.51,0.66,58.92,0.59,77.89,0.78,0.59,0.75,0.46,171.56,1.71,171.56,1.71,91.42,0.91,142.47,1.42,82.80,0.83,142.47,1.42,10.00,9.00,10.00,9.00,11.00,8.00,10.00,8.00,14.00,0,0,0,"Changed "" R:R    1:"": 1.85 => 0.95.",30.00,20.00,true,110.00,"hl2",4.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,0.95,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-2033.22,-20.33,-1622.56,-16.23,-410.66,-4.11,5818.71,58.19,2220.77,22.21,3597.94,35.98,7851.93,78.52,3843.32,38.43,4008.60,40.09,644.95,6.72,2336.69,22.76,-430.31,-4.30,-1.30,-0.80,0.74,0.58,0.90,0,0,0,-27.56,-0.35,2331.52,1117.12,1214.40,155.00,74.00,81.00,1.00,1.00,0,45.00,19.00,26.00,110.00,55.00,55.00,29.03,25.68,32.10,-13.12,-0.13,-21.93,-0.22,-5.07,-0.05,129.30,1.29,116.88,1.17,138.38,1.38,71.38,0.71,69.88,0.70,72.88,0.73,1.81,1.67,1.90,280.85,2.81,229.52,2.29,280.85,2.81,196.60,1.96,196.60,1.96,139.59,1.39,41.00,40.00,41.00,47.00,44.00,50.00,38.00,39.00,37.00,0,0,0,"Changed all parameters randomly.",50.00,17.50,true,83.00,"hl2",1.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,2.85,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1080.06,10.80,273.92,2.74,806.15,8.06,3740.92,37.41,1704.44,17.04,2036.48,20.36,2660.86,26.61,1430.52,14.31,1230.34,12.30,2392.92,20.26,1278.52,12.00,-430.27,-4.30,0.62,2.73,1.41,1.19,1.66,0,0,0,-69.31,-0.63,337.13,187.85,149.28,22.00,12.00,10.00,1.00,1.00,0,11.00,5.00,6.00,11.00,7.00,4.00,50.00,41.67,60.00,49.09,0.49,22.83,0.23,80.61,0.81,340.08,3.40,340.89,3.41,339.41,3.39,241.90,2.41,204.36,2.03,307.58,3.07,1.41,1.67,1.10,468.08,4.68,436.09,4.36,468.08,4.68,451.01,4.51,293.70,2.93,451.01,4.51,323.00,337.00,305.00,262.00,326.00,208.00,383.00,344.00,452.00,0,0,0,"Changed all parameters randomly.",80.00,12.50,true,43.00,"hl2",1.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,7.00,3.00,1.55,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1542.65,15.43,816.20,8.16,726.45,7.26,4735.77,47.36,2657.57,26.58,2078.20,20.78,3193.12,31.93,1841.37,18.41,1351.75,13.52,2788.03,23.06,1069.56,10.37,-381.80,-3.82,0.67,2.28,1.48,1.44,1.54,0,0,0,-70.63,-0.61,787.64,443.44,344.20,52.00,29.00,23.00,1.00,1.00,0,24.00,12.00,12.00,28.00,17.00,11.00,46.15,41.38,52.17,29.67,0.30,28.14,0.28,31.58,0.32,197.32,1.97,221.46,2.21,173.18,1.73,114.04,1.14,108.32,1.08,122.89,1.23,1.73,2.05,1.41,664.10,6.64,664.10,6.64,304.38,3.04,269.91,2.70,184.51,1.84,269.91,2.70,114.00,131.00,93.00,183.00,250.00,116.00,56.00,48.00,68.00,0,0,0,"Changed ""Min Consolidation Length"": 20 => 15.",30.00,15.00,true,110.00,"hl2",4.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,1.85,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1052.19,10.52,213.07,2.13,839.12,8.39,4459.82,44.60,2101.44,21.01,2358.38,23.58,3407.62,34.08,1888.37,18.88,1519.26,15.19,2083.75,18.30,1069.56,10.37,-381.36,-3.81,0.42,1.54,1.31,1.11,1.55,0,0,0,-70.17,-0.63,862.02,427.98,434.04,57.00,28.00,29.00,1.00,1.00,0,25.00,10.00,15.00,32.00,18.00,14.00,43.86,35.71,51.72,18.46,0.19,7.61,0.08,28.94,0.29,178.39,1.78,210.14,2.10,157.23,1.57,106.49,1.06,104.91,1.04,108.52,1.08,1.68,2.00,1.45,664.10,6.64,664.10,6.64,304.38,3.04,269.91,2.70,184.51,1.84,269.91,2.70,85.00,100.00,71.00,119.00,196.00,68.00,59.00,47.00,74.00,0,0,0,"Changed ""Min Consolidation Length"": 15 => 10.",30.00,10.00,true,110.00,"hl2",4.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,1.85,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-206.20,-2.06,84.97,0.85,-291.16,-2.91,4941.63,49.42,2355.76,23.56,2585.87,25.86,5147.83,51.48,2270.80,22.71,2877.03,28.77,1299.77,12.52,1075.49,10.68,-314.27,-3.14,-0.07,-0.12,0.96,1.04,0.90,0,0,0,67.90,0.69,1087.71,495.43,592.27,72.00,33.00,39.00,1.00,0,1.00,28.00,12.00,16.00,44.00,21.00,23.00,38.89,36.36,41.03,-2.86,-0.03,2.57,0.03,-7.47,-0.07,176.49,1.76,196.31,1.96,161.62,1.61,117.00,1.17,108.13,1.08,125.09,1.25,1.51,1.82,1.29,664.10,6.64,664.10,6.64,289.73,2.90,264.15,2.64,184.51,1.84,264.15,2.64,91.00,91.00,90.00,125.00,158.00,101.00,68.00,53.00,82.00,0,0,0,"Changed ""ATR Multiplier"": 4 => 3.",30.00,10.00,true,110.00,"hl2",3.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,1.85,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1323.75,13.24,196.97,1.97,1126.77,11.27,4725.32,47.25,2399.40,23.99,2325.92,23.26,3401.57,34.02,2202.43,22.02,1199.14,11.99,2074.99,17.54,1161.98,10.71,-323.91,-3.24,0.52,1.60,1.39,1.09,1.94,0,0,0,0,0,629.42,390.44,238.98,42.00,26.00,16.00,0,0,0,15.00,7.00,8.00,27.00,19.00,8.00,35.71,26.92,50.00,31.52,0.31,7.58,0.08,70.42,0.70,315.02,3.15,342.77,3.43,290.74,2.91,125.98,1.26,115.92,1.16,149.89,1.50,2.50,2.96,1.94,538.95,5.39,464.81,4.64,538.95,5.39,336.21,3.36,168.01,1.68,336.21,3.36,132.00,116.00,157.00,174.00,122.00,219.00,109.00,114.00,95.00,0,0,0,"Changed all parameters randomly.",80.00,5.00,true,43.00,"hl2",4.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,2.75,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
153.66,1.54,456.32,4.56,-302.66,-3.03,3848.35,38.48,2266.67,22.67,1581.68,15.82,3694.69,36.95,1810.35,18.10,1884.34,18.84,1820.11,16.42,1172.74,11.33,-445.28,-4.45,0.07,0.12,1.04,1.25,0.84,0,0,0,0,0,780.64,435.67,344.97,52.00,29.00,23.00,0,0,0,20.00,11.00,9.00,32.00,18.00,14.00,38.46,37.93,39.13,2.96,0.03,15.74,0.16,-13.16,-0.13,192.42,1.92,206.06,2.06,175.74,1.76,115.46,1.15,100.57,1.00,134.60,1.34,1.67,2.05,1.31,664.10,6.64,664.10,6.64,307.12,3.07,269.91,2.70,150.61,1.50,269.91,2.70,115.00,123.00,104.00,152.00,193.00,102.00,91.00,79.00,106.00,0,0,0,"Changed ""ATR Period"": 110 => 51.",30.00,20.00,true,51.00,"hl2",4.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,1.85,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-1277.78,-12.78,-881.74,-8.82,-396.04,-3.96,2576.45,25.76,1217.99,12.18,1358.46,13.58,3854.22,38.54,2099.73,21.00,1754.50,17.54,678.40,6.79,1572.74,15.34,-445.28,-4.45,-1.90,-0.88,0.67,0.58,0.77,0,0,0,18.47,0.21,952.21,524.73,427.48,63.00,35.00,28.00,1.00,0,1.00,24.00,12.00,12.00,39.00,23.00,16.00,38.10,34.29,42.86,-20.28,-0.20,-25.19,-0.25,-14.14,-0.14,107.35,1.07,101.50,1.01,113.20,1.13,98.83,0.99,91.29,0.91,109.66,1.09,1.09,1.11,1.03,208.60,2.08,171.56,1.71,208.60,2.08,290.34,2.90,290.34,2.90,206.17,2.06,62.00,55.00,72.00,59.00,29.00,89.00,65.00,69.00,59.00,0,0,0,"Changed "" Multiplier"": 4 => 3.",30.00,20.00,true,51.00,"hl2",4.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.85,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-58.51,-0.59,-361.21,-3.61,302.70,3.03,1416.81,14.17,0,0,1416.81,14.17,1475.32,14.75,361.21,3.61,1114.10,11.14,1763.70,16.49,1133.41,11.33,-393.63,-3.94,-0.03,-0.05,0.96,0,1.27,0,0,0,-46.54,-0.47,126.96,37.26,89.71,8.00,2.00,6.00,1.00,1.00,0,2.00,0,2.00,6.00,2.00,4.00,25.00,0,33.33,-7.31,-0.06,-180.61,-1.77,50.45,0.50,708.40,7.08,"N/A",,708.40,7.08,245.89,2.44,180.61,1.77,278.53,2.78,2.88,0,2.54,864.15,8.64,"N/A",,864.15,8.64,451.01,4.51,248.29,2.48,451.01,4.51,855.00,50.00,1123.00,1620.00,0,1620.00,600.00,50.00,875.00,0,0,0,"Changed all parameters randomly.",85.00,7.50,true,83.00,"hl2",3.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,7.00,3.00,3.05,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-808.81,-8.09,-1528.78,-15.29,719.98,7.20,2009.66,20.10,434.27,4.34,1575.39,15.75,2818.47,28.18,1963.05,19.63,855.41,8.55,1346.05,13.54,1754.22,16.96,-420.30,-4.20,-0.54,-0.52,0.71,0.22,1.84,0,0,0,-49.09,-0.53,365.89,231.53,134.36,24.00,15.00,9.00,1.00,1.00,0,7.00,2.00,5.00,17.00,13.00,4.00,29.17,13.33,55.56,-33.70,-0.33,-101.92,-1.01,80.00,0.80,287.09,2.87,217.14,2.17,315.08,3.15,165.79,1.65,151.00,1.50,213.85,2.14,1.73,1.44,1.47,431.51,4.31,248.92,2.49,431.51,4.31,397.35,3.97,323.61,3.23,397.35,3.97,213.00,231.00,184.00,219.00,83.00,273.00,211.00,253.00,73.00,0,0,0,"Changed "" Multiplier"": 4 => 6.",30.00,20.00,true,110.00,"hl2",4.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,6.00,3.00,1.85,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1489.76,14.90,212.77,2.13,1276.99,12.77,2661.19,26.61,682.86,6.83,1978.33,19.78,1171.43,11.71,470.09,4.70,701.34,7.01,2363.01,19.30,719.88,6.15,-420.85,-4.21,0.75,4.18,2.27,1.45,2.82,0,0,0,-49.67,-0.43,171.70,82.72,88.98,11.00,5.00,6.00,1.00,1.00,0,6.00,2.00,4.00,5.00,3.00,2.00,54.55,40.00,66.67,135.43,1.36,42.55,0.44,212.83,2.13,443.53,4.43,341.43,3.41,494.58,4.94,234.29,2.33,156.70,1.54,350.67,3.50,1.89,2.18,1.41,623.76,6.23,464.08,4.64,623.76,6.23,524.79,5.24,207.94,2.08,524.79,5.24,562.00,297.00,782.00,657.00,371.00,801.00,447.00,248.00,746.00,0,0,0,"Changed "" Multiplier"": 6 => 8.",30.00,20.00,true,110.00,"hl2",4.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,8.00,3.00,1.85,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
153.66,1.54,456.32,4.56,-302.66,-3.03,3848.35,38.48,2266.67,22.67,1581.68,15.82,3694.69,36.95,1810.35,18.10,1884.34,18.84,1820.11,16.42,1172.74,11.33,-448.95,-4.49,0.07,0.12,1.04,1.25,0.84,0,0,0,0,0,780.64,435.67,344.97,52.00,29.00,23.00,0,0,0,20.00,11.00,9.00,32.00,18.00,14.00,38.46,37.93,39.13,2.96,0.03,15.74,0.16,-13.16,-0.13,192.42,1.92,206.06,2.06,175.74,1.76,115.46,1.15,100.57,1.00,134.60,1.34,1.67,2.05,1.31,664.10,6.64,664.10,6.64,307.12,3.07,269.91,2.70,150.61,1.50,269.91,2.70,115.00,123.00,104.00,152.00,193.00,102.00,91.00,79.00,106.00,0,0,0,"Changed ""ATR Period"": 110 => 51.",30.00,20.00,true,51.00,"hl2",4.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,1.85,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-935.46,-9.35,-1220.97,-12.21,285.51,2.86,2795.52,27.96,1094.15,10.94,1701.37,17.01,3730.98,37.31,2315.13,23.15,1415.85,14.16,943.57,9.32,1279.88,12.75,-318.02,-3.18,-0.55,-0.53,0.75,0.47,1.20,0,0,0,71.75,0.79,816.41,434.41,382.00,54.00,29.00,25.00,1.00,0,1.00,14.00,5.00,9.00,40.00,24.00,16.00,25.93,17.24,36.00,-17.32,-0.17,-42.10,-0.42,11.42,0.12,199.68,2.00,218.83,2.19,189.04,1.89,93.27,0.93,96.46,0.96,88.49,0.88,2.14,2.27,2.14,361.80,3.62,282.33,2.82,361.80,3.62,290.34,2.90,290.34,2.90,201.89,2.02,91.00,104.00,76.00,119.00,215.00,65.00,81.00,80.00,82.00,0,0,0,"Changed all parameters randomly.",60.00,5.00,true,75.00,"hl2",3.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,3.05,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
