"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Loopback Period","__Min Consolidation Length","__Paint Consolidation Area","__ATR Period","__Source","__ATR Multiplier","__Change ATR Calculation Method ?","__Show Buy/Sell Signals ?","__Highlighter On/Off ?","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX","__2. MACD","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA","__Length","__Bars","__6. High/Low Filter","__Lookback","__7. Maximum close change (％) allowed on entry","__8. Minimum close change (％) allowed on entry","__9. RSI OS/OB","__10. MA","__11. EMA Difference","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak   ","__Win Streak   ","__Row Loss InDay","__DrawDown ％","__InDay Loss ％ ","__Daily Trades  ","__Weekly Trades","__     Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","__Dashboard Size","__Performance Summary","__Monthly Performance"
-480.00,-4.80,-317.49,-3.17,-162.51,-1.63,1907.09,19.07,852.40,8.52,1054.69,10.55,2387.09,23.87,1169.89,11.70,1217.20,12.17,1283.66,12.50,1465.24,14.05,-386.00,-3.86,-0.48,-0.49,0.80,0.73,0.87,0,0,0,-35.04,-0.37,292.40,157.38,135.02,19.00,10.00,9.00,1.00,1.00,0,6.00,2.00,4.00,13.00,8.00,5.00,31.58,20.00,44.44,-25.26,-0.25,-31.75,-0.31,-18.06,-0.18,317.85,3.18,426.20,4.26,263.67,2.63,183.62,1.83,146.24,1.45,243.44,2.43,1.73,2.91,1.08,558.77,5.58,558.77,5.58,309.01,3.09,397.35,3.97,209.13,2.09,397.35,3.97,187.00,187.00,187.00,142.00,236.00,96.00,208.00,175.00,260.00,0,0,0,"Changed all parameters randomly.",100.00,5.00,true,51.00,"hl2",3.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,6.00,3.00,2.85,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-383.02,-3.83,-540.14,-5.40,157.11,1.57,2353.04,23.53,721.55,7.22,1631.49,16.31,2736.07,27.36,1261.69,12.62,1474.38,14.74,1000.40,9.65,1132.07,11.05,-386.04,-3.86,-0.81,-0.63,0.86,0.57,1.11,0,0,0,-35.07,-0.36,366.94,157.21,209.72,24.00,10.00,14.00,1.00,1.00,0,10.00,3.00,7.00,14.00,7.00,7.00,41.67,30.00,50.00,-15.96,-0.16,-54.01,-0.53,11.22,0.11,235.30,2.35,240.52,2.40,233.07,2.33,195.43,1.95,180.24,1.79,210.63,2.10,1.20,1.33,1.11,460.61,4.60,372.53,3.72,460.61,4.60,451.01,4.51,248.29,2.48,451.01,4.51,147.00,107.00,176.00,91.00,79.00,96.00,187.00,119.00,256.00,0,0,0,"Changed all parameters randomly.",75.00,17.50,true,83.00,"hl2",3.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,7.00,3.00,1.65,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-1501.82,-15.02,-1578.82,-15.79,77.00,0.77,3186.41,31.86,999.23,9.99,2187.18,21.87,4688.24,46.88,2578.06,25.78,2110.18,21.10,985.18,10.18,2312.31,21.68,-370.32,-3.70,-1.67,-0.86,0.68,0.39,1.04,0,0,0,-58.77,-0.69,576.26,291.53,284.73,38.00,19.00,19.00,1.00,1.00,0,9.00,3.00,6.00,29.00,16.00,13.00,23.68,15.79,31.58,-39.52,-0.39,-83.10,-0.83,4.05,0.04,354.05,3.54,333.08,3.33,364.53,3.64,161.66,1.61,161.13,1.61,162.32,1.62,2.19,2.07,2.25,578.45,5.78,429.22,4.29,578.45,5.78,473.86,4.74,473.86,4.74,333.65,3.33,215.00,194.00,235.00,199.00,33.00,282.00,219.00,224.00,214.00,0,0,0,"Changed all parameters randomly.",30.00,15.00,true,83.00,"hl2",4.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,2.75,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-1038.65,-10.39,-899.20,-8.99,-139.44,-1.39,2996.75,29.97,1230.84,12.31,1765.91,17.66,4035.40,40.35,2130.04,21.30,1905.36,19.05,693.04,6.93,1076.65,10.73,-303.12,-3.03,-1.31,-0.80,0.74,0.58,0.93,0,0,0,0,0,1079.43,539.73,539.70,72.00,36.00,36.00,0,0,0,29.00,12.00,17.00,43.00,24.00,19.00,40.28,33.33,47.22,-14.43,-0.14,-24.98,-0.25,-3.87,-0.04,103.34,1.03,102.57,1.02,103.88,1.04,93.85,0.94,88.75,0.89,100.28,1.00,1.10,1.16,1.04,208.60,2.08,171.56,1.71,208.60,2.08,290.34,2.90,290.34,2.90,206.17,2.06,50.00,38.00,61.00,54.00,25.00,74.00,47.00,45.00,50.00,0,0,0,"Changed all parameters randomly.",55.00,10.00,true,51.00,"hl2",4.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.85,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
304.75,3.05,-682.80,-6.83,987.56,9.88,3524.66,35.25,1234.15,12.34,2290.52,22.91,3219.91,32.20,1916.95,19.17,1302.96,13.03,2357.42,19.87,1030.47,9.16,-406.76,-4.07,0.11,0.14,1.10,0.64,1.76,0,0,0,-58.74,-0.57,546.28,292.21,254.07,36.00,19.00,17.00,1.00,1.00,0,14.00,5.00,9.00,22.00,14.00,8.00,38.89,26.32,52.94,8.47,0.09,-35.94,-0.36,58.09,0.58,251.76,2.52,246.83,2.47,254.50,2.54,146.36,1.46,136.93,1.36,162.87,1.63,1.72,1.80,1.56,460.78,4.60,460.78,4.60,384.25,3.84,473.86,4.74,473.86,4.74,333.65,3.33,191.00,236.00,140.00,235.00,297.00,201.00,162.00,214.00,72.00,0,0,0,"Changed "" Multiplier"": 4 => 5.",50.00,20.00,true,110.00,"hl2",4.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,1.85,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-286.91,-2.87,-1090.29,-10.90,803.37,8.03,2168.78,21.69,434.27,4.34,1734.51,17.35,2455.69,24.56,1524.56,15.25,931.13,9.31,1353.78,12.94,1287.59,12.45,-406.80,-4.07,-0.26,-0.32,0.88,0.28,1.86,0,0,0,-35.07,-0.36,351.10,186.82,164.27,23.00,12.00,11.00,1.00,1.00,0,8.00,2.00,6.00,15.00,10.00,5.00,34.78,16.67,54.55,-12.47,-0.12,-90.86,-0.90,73.03,0.73,271.10,2.71,217.14,2.17,289.08,2.89,163.71,1.63,152.46,1.52,186.23,1.86,1.66,1.42,1.55,431.51,4.31,248.92,2.49,431.51,4.31,397.35,3.97,323.61,3.23,397.35,3.97,204.00,248.00,157.00,199.00,83.00,237.00,207.00,281.00,60.00,0,0,0,"Changed "" Multiplier"": 5 => 6.",50.00,20.00,true,110.00,"hl2",4.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,6.00,3.00,1.85,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-122.50,-1.23,-940.79,-9.41,818.29,8.18,2007.43,20.07,469.89,4.70,1537.54,15.38,2129.93,21.30,1410.67,14.11,719.26,7.19,1596.99,15.02,1287.30,12.54,-434.24,-4.34,-0.10,-0.16,0.94,0.33,2.14,0,0,0,-35.04,-0.35,276.21,156.91,119.30,18.00,10.00,8.00,1.00,1.00,0,7.00,2.00,5.00,11.00,8.00,3.00,38.89,20.00,62.50,-6.81,-0.06,-94.08,-0.93,102.29,1.02,286.78,2.87,234.94,2.35,307.51,3.07,193.63,1.93,176.33,1.75,239.75,2.40,1.48,1.33,1.28,432.21,4.32,248.92,2.49,432.21,4.32,397.35,3.97,327.76,3.28,397.35,3.97,279.00,313.00,237.00,256.00,59.00,335.00,294.00,376.00,74.00,0,0,0,"Changed ""ATR Period"": 110 => 51.",50.00,20.00,true,51.00,"hl2",4.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,6.00,3.00,1.85,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1513.25,15.13,518.52,5.19,994.74,9.95,5342.76,53.43,2377.98,23.78,2964.78,29.65,3829.51,38.30,1859.46,18.59,1970.04,19.70,2561.25,20.88,861.46,8.29,-386.00,-3.86,0.56,1.56,1.40,1.28,1.51,0,0,0,56.42,0.49,877.09,405.69,471.40,58.00,27.00,31.00,1.00,0,1.00,26.00,11.00,15.00,32.00,16.00,16.00,44.83,40.74,48.39,26.09,0.26,19.20,0.19,32.09,0.32,205.49,2.05,216.18,2.16,197.65,1.98,119.67,1.19,116.22,1.16,123.13,1.23,1.72,1.86,1.61,664.10,6.64,664.10,6.64,373.40,3.73,264.15,2.64,166.61,1.66,264.15,2.64,117.00,124.00,111.00,161.00,175.00,151.00,81.00,88.00,74.00,0,0,0,"Changed ""ATR Multiplier"": 4 => 3.",50.00,20.00,true,110.00,"hl2",3.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,1.85,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-228.63,-2.29,-227.19,-2.27,-1.44,-0.01,3769.93,37.70,1775.23,17.75,1994.70,19.95,3998.55,39.99,2002.42,20.02,1996.13,19.96,1155.13,10.55,970.02,9.03,-382.57,-3.83,-0.19,-0.21,0.94,0.89,1.00,0,0,0,0,0,1319.87,690.35,629.53,88.00,46.00,42.00,0,0,0,48.00,25.00,23.00,40.00,21.00,19.00,54.55,54.35,54.76,-2.60,-0.03,-4.94,-0.05,-0.03,0,78.54,0.78,71.01,0.71,86.73,0.87,99.96,1.00,95.35,0.95,105.06,1.05,0.79,0.75,0.83,181.82,1.82,127.12,1.27,181.82,1.82,290.34,2.90,290.34,2.90,201.89,2.02,59.00,55.00,63.00,55.00,42.00,69.00,63.00,71.00,55.00,0,0,0,"Changed all parameters randomly.",30.00,7.50,true,91.00,"hl2",3.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,1.25,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
113.61,1.14,-897.33,-8.97,1010.95,10.11,3941.29,39.41,1429.27,14.29,2512.02,25.12,3827.67,38.28,2326.60,23.27,1501.07,15.01,2780.16,23.68,1562.94,14.94,-371.02,-3.71,0.05,0.08,1.03,0.61,1.67,0,0,0,0,0,628.59,329.57,299.02,42.00,22.00,20.00,0,0,0,16.00,6.00,10.00,26.00,16.00,10.00,38.10,27.27,50.00,2.71,0.03,-40.79,-0.41,50.55,0.51,246.33,2.46,238.21,2.38,251.20,2.51,147.22,1.47,145.41,1.45,150.11,1.50,1.67,1.64,1.67,431.15,4.31,316.16,3.16,431.15,4.31,473.86,4.74,473.86,4.74,333.65,3.33,171.00,204.00,135.00,169.00,138.00,187.00,173.00,229.00,83.00,0,0,0,"Changed all parameters randomly.",60.00,10.00,true,59.00,"hl2",4.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,2.05,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1513.25,15.13,518.52,5.19,994.74,9.95,5342.76,53.43,2377.98,23.78,2964.78,29.65,3829.51,38.30,1859.46,18.59,1970.04,19.70,2561.25,20.88,861.46,8.29,-386.74,-3.87,0.56,1.57,1.40,1.28,1.51,0,0,0,57.19,0.50,877.09,405.69,471.40,58.00,27.00,31.00,1.00,0,1.00,26.00,11.00,15.00,32.00,16.00,16.00,44.83,40.74,48.39,26.09,0.26,19.20,0.19,32.09,0.32,205.49,2.05,216.18,2.16,197.65,1.98,119.67,1.19,116.22,1.16,123.13,1.23,1.72,1.86,1.61,664.10,6.64,664.10,6.64,373.40,3.73,264.15,2.64,166.61,1.66,264.15,2.64,117.00,124.00,111.00,161.00,175.00,151.00,81.00,88.00,74.00,0,0,0,"Changed ""ATR Multiplier"": 4 => 3.",50.00,20.00,true,110.00,"hl2",3.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,1.85,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1350.37,13.50,640.26,6.40,710.11,7.10,4797.36,47.97,2374.03,23.74,2423.33,24.23,3446.99,34.47,1733.77,17.34,1713.22,17.13,2891.91,23.32,1052.33,10.12,-387.70,-3.88,0.43,1.19,1.39,1.37,1.41,0,0,0,58.18,0.51,772.45,390.77,381.68,51.00,26.00,25.00,1.00,0,1.00,23.00,11.00,12.00,28.00,15.00,13.00,45.10,42.31,48.00,26.48,0.27,24.63,0.25,28.40,0.29,208.58,2.08,215.82,2.16,201.94,2.02,123.11,1.23,115.58,1.15,131.79,1.31,1.69,1.87,1.53,664.10,6.64,664.10,6.64,373.40,3.73,269.91,2.70,166.61,1.66,269.91,2.70,126.00,131.00,120.00,172.00,180.00,165.00,87.00,95.00,79.00,0,0,0,"Changed ""ATR Period"": 110 => 51.",50.00,20.00,true,51.00,"hl2",3.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,1.85,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-620.32,-6.20,-940.71,-9.41,320.39,3.20,3157.36,31.57,1183.08,11.83,1974.28,19.74,3777.68,37.78,2123.79,21.24,1653.89,16.54,1777.06,16.00,1272.38,12.03,-388.22,-3.88,-0.19,-0.26,0.84,0.56,1.19,0,0,0,58.71,0.63,621.56,314.53,307.03,41.00,21.00,20.00,1.00,0,1.00,13.00,5.00,8.00,28.00,16.00,12.00,31.71,23.81,40.00,-15.13,-0.15,-44.80,-0.45,16.02,0.16,242.87,2.43,236.62,2.36,246.79,2.47,134.92,1.35,132.74,1.33,137.82,1.37,1.80,1.78,1.79,409.15,4.09,327.45,3.27,409.15,4.09,382.08,3.82,382.08,3.82,269.91,2.70,196.00,189.00,204.00,168.00,49.00,243.00,210.00,233.00,178.00,0,0,0,"Changed "" R:R    1:"": 1.85 => 2.65.",50.00,20.00,true,51.00,"hl2",3.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,2.65,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-108.57,-1.09,-1144.88,-11.45,1036.32,10.36,3203.98,32.04,1014.73,10.15,2189.25,21.89,3312.55,33.13,2159.62,21.60,1152.93,11.53,1610.41,14.03,990.01,9.13,-305.27,-3.05,-0.01,-0.02,0.97,0.47,1.90,0,0,0,58.67,0.59,545.90,299.37,246.54,36.00,20.00,16.00,1.00,0,1.00,12.00,4.00,8.00,24.00,16.00,8.00,33.33,20.00,50.00,-3.02,-0.03,-57.24,-0.57,64.77,0.65,267.00,2.67,253.68,2.53,273.66,2.73,138.02,1.38,134.98,1.35,144.12,1.43,1.93,1.88,1.90,409.15,4.09,327.45,3.27,409.15,4.09,382.08,3.82,382.08,3.82,269.91,2.70,233.00,273.00,182.00,204.00,54.00,279.00,247.00,328.00,86.00,0,0,0,"Changed ""Min Consolidation Length"": 20 => 15.",50.00,15.00,true,51.00,"hl2",3.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,2.65,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1777.53,17.78,1109.20,11.09,668.34,6.68,4594.16,45.94,2308.61,23.09,2285.55,22.86,2816.62,28.17,1199.41,11.99,1617.21,16.17,2548.77,20.58,735.79,7.03,-408.97,-4.09,0.74,7.79,1.63,1.93,1.41,0,0,0,-61.02,-0.52,727.86,383.62,344.24,48.00,25.00,23.00,1.00,1.00,0,24.00,12.00,12.00,24.00,13.00,11.00,50.00,48.00,52.17,37.03,0.37,44.37,0.45,29.06,0.29,191.42,1.91,192.38,1.92,190.46,1.90,117.36,1.17,92.26,0.92,147.02,1.47,1.63,2.09,1.30,664.10,6.64,664.10,6.64,310.38,3.10,269.91,2.70,150.61,1.50,269.91,2.70,113.00,113.00,112.00,157.00,185.00,129.00,68.00,47.00,94.00,0,0,0,"Changed ""ATR Period"": 110 => 67.",50.00,20.00,true,67.00,"hl2",4.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,1.85,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
1238.26,12.38,837.43,8.37,400.82,4.01,4542.35,45.42,2308.61,23.09,2233.75,22.34,3304.10,33.04,1471.18,14.71,1832.92,18.33,2597.91,21.71,1202.67,11.48,-410.14,-4.10,0.42,1.30,1.38,1.57,1.22,0,0,0,-62.24,-0.55,787.86,413.44,374.42,52.00,27.00,25.00,1.00,1.00,0,24.00,12.00,12.00,28.00,15.00,13.00,46.15,44.44,48.00,23.81,0.24,31.02,0.31,16.03,0.16,189.26,1.89,192.38,1.92,186.15,1.86,118.00,1.18,98.08,0.98,140.99,1.41,1.60,1.96,1.32,664.10,6.64,664.10,6.64,310.38,3.10,269.91,2.70,150.61,1.50,269.91,2.70,110.00,117.00,102.00,152.00,185.00,119.00,74.00,63.00,87.00,0,0,0,"Changed ""Loopback Period"": 50 => 30.",30.00,20.00,true,67.00,"hl2",4.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,1.85,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-1147.11,-11.47,-1369.31,-13.69,222.20,2.22,1812.70,18.13,434.27,4.34,1378.42,13.78,2959.81,29.60,1803.58,18.04,1156.23,11.56,1386.19,14.43,2155.80,20.84,-410.18,-4.10,-0.59,-0.55,0.61,0.24,1.19,0,0,0,-38.59,-0.44,351.34,201.62,149.72,23.00,13.00,10.00,1.00,1.00,0,6.00,2.00,4.00,17.00,11.00,6.00,26.09,15.38,40.00,-49.87,-0.50,-105.33,-1.05,22.22,0.22,302.12,3.02,217.14,2.17,344.61,3.44,174.11,1.74,163.96,1.63,192.70,1.93,1.74,1.32,1.79,432.21,4.32,248.92,2.49,432.21,4.32,397.35,3.97,323.61,3.23,397.35,3.97,228.00,248.00,202.00,297.00,83.00,404.00,203.00,278.00,67.00,0,0,0,"Changed "" Multiplier"": 4 => 6.",30.00,20.00,true,67.00,"hl2",4.00,true,true,true,"Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,6.00,3.00,1.85,true,200.00,4.00,0,"WMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
