"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Length","__Type ➞","__RR Ratio","__SL Type","__Show SL","__Line Style","__Dashboard Size","__Performance Summary","__Monthly Performance"
1806.99,72.28,1696.30,67.85,110.70,4.43,3354.08,134.16,2666.87,106.67,687.21,27.49,1547.09,61.88,970.58,38.82,576.51,23.06,1810.05,42.01,440.87,11.50,9291.99,371.68,1.83,"N/A",2.17,2.75,1.19,117.00,116.00,117.00,0,0,159.24,114.56,44.68,32.00,23.00,9.00,0,0,0,19.00,15.00,4.00,13.00,8.00,5.00,59.38,65.22,44.44,56.47,1.83,73.75,2.35,12.30,0.50,176.53,5.47,177.79,5.53,171.80,5.24,119.01,3.50,121.32,3.63,115.30,3.30,1.48,1.47,1.49,290.44,9.96,290.44,9.96,229.14,6.52,174.51,5.87,173.11,5.87,174.51,5.04,59.00,40.00,107.00,71.00,43.00,174.00,42.00,35.00,53.00,0,0,0,"Changed ""RR Ratio"": 1.9614 => 1.8364.",77.00,"Body",1.84,"Close",true,"Dashed","Small",true,true
149.15,5.97,440.56,17.62,-291.41,-11.66,2512.73,100.51,2039.21,81.57,473.52,18.94,2363.58,94.54,1598.65,63.95,764.93,30.60,689.99,23.60,591.38,22.14,8414.93,336.60,0.17,0.36,1.06,1.28,0.62,109.00,109.00,102.00,0,0,173.63,122.82,50.81,48.00,34.00,14.00,0,0,0,20.00,15.00,5.00,28.00,19.00,9.00,41.67,44.12,35.71,3.11,0.23,12.96,0.65,-20.81,-0.77,125.64,5.34,135.95,5.76,94.70,4.05,84.41,3.41,84.14,3.39,84.99,3.44,1.49,1.62,1.11,257.06,10.65,257.06,10.65,133.77,5.65,282.77,10.78,282.77,10.78,137.48,5.45,42.00,38.00,50.00,51.00,50.00,55.00,35.00,29.00,48.00,0,0,0,"Changed ""Length"": 77 => 49.",49.00,"Body",1.96,"Close",true,"Dashed","Small",true,true
1311.38,52.46,1384.61,55.38,-73.23,-2.93,3275.50,131.02,2676.40,107.06,599.11,23.96,1964.13,78.57,1291.79,51.67,672.34,26.89,1632.81,39.53,696.35,17.93,9292.44,371.70,1.13,"N/A",1.67,2.07,0.89,120.00,117.00,120.00,0,0,158.10,114.26,43.84,32.00,23.00,9.00,0,0,0,16.00,13.00,3.00,16.00,10.00,6.00,50.00,56.52,33.33,40.98,1.47,60.20,2.04,-8.14,0,204.72,6.53,205.88,6.52,199.70,6.55,122.76,3.59,129.18,3.78,112.06,3.27,1.67,1.59,1.78,384.44,12.44,384.44,12.44,269.26,8.16,182.25,5.87,182.25,5.87,165.94,5.04,81.00,66.00,118.00,101.00,68.00,246.00,60.00,64.00,54.00,0,0,0,"Changed ""RR Ratio"": 1.9614 => 2.2864.",77.00,"Body",2.29,"Close",true,"Dashed","Small",true,true
851.18,34.05,528.58,21.14,322.60,12.90,1522.42,60.90,1058.76,42.35,463.66,18.55,671.24,26.85,530.18,21.21,141.06,5.64,853.05,25.46,296.07,10.57,9291.88,371.68,1.55,"N/A",2.27,2.00,3.29,113.00,113.00,112.00,0,0,143.30,101.19,42.11,34.00,24.00,10.00,0,0,0,28.00,19.00,9.00,6.00,5.00,1.00,82.35,79.17,90.00,25.03,0.90,22.02,0.80,32.26,1.11,54.37,1.94,55.72,2.01,51.52,1.80,111.87,3.99,106.04,3.78,141.06,5.04,0.49,0.53,0.37,98.25,3.77,98.25,3.77,86.98,2.95,163.34,5.87,163.34,5.87,141.06,5.04,17.00,17.00,17.00,14.00,12.00,18.00,31.00,36.00,5.00,0,0,0,"Changed ""RR Ratio"": 1.9614 => 0.7114.",77.00,"Body",0.71,"Close",true,"Dashed","Small",true,true
540.60,21.62,784.35,31.37,-243.75,-9.75,1789.46,71.58,1609.63,64.39,179.83,7.19,1248.85,49.95,825.28,33.01,423.57,16.94,698.21,21.84,568.15,18.67,9174.41,366.98,0.58,1.15,1.43,1.95,0.43,111.00,111.00,53.00,0,0,90.48,69.92,20.56,22.00,17.00,5.00,0,0,0,11.00,10.00,1.00,11.00,7.00,4.00,50.00,58.82,20.00,24.57,1.03,46.14,1.82,-48.75,-1.67,162.68,6.11,160.96,6.02,179.83,6.98,113.53,4.05,117.90,4.18,105.89,3.83,1.43,1.37,1.70,224.94,7.98,224.94,7.98,179.83,6.98,191.77,6.30,191.77,6.30,143.66,5.04,75.00,61.00,122.00,100.00,74.00,366.00,50.00,43.00,62.00,0,0,0,"Changed ""Length"": 77 => 133.",133.00,"Body",1.96,"Close",true,"Dashed","Small",true,true
1586.79,63.47,1660.10,66.40,-73.31,-2.93,3112.41,124.50,2602.00,104.08,510.41,20.42,1525.62,61.02,941.90,37.68,583.71,23.35,1588.66,38.87,593.94,15.76,9297.35,371.89,2.10,"N/A",2.04,2.76,0.87,116.00,116.00,112.00,0,0,148.36,109.08,39.28,30.00,22.00,8.00,0,0,0,17.00,14.00,3.00,13.00,8.00,5.00,56.67,63.64,37.50,52.89,1.77,75.46,2.42,-9.16,-0.02,183.08,5.78,185.86,5.82,170.14,5.59,117.36,3.47,117.74,3.52,116.74,3.38,1.56,1.58,1.46,309.40,9.78,309.40,9.78,229.35,6.98,177.74,5.87,177.74,5.87,174.90,5.04,72.00,55.00,120.00,94.00,65.00,232.00,43.00,38.00,52.00,0,0,0,"Changed ""Length"": 77 => 84.",84.00,"Body",1.96,"Close",true,"Dashed","Small",true,true
2055.05,82.20,1942.20,77.69,112.84,4.51,3470.87,138.83,2871.12,114.84,599.75,23.99,1415.82,56.63,928.91,37.16,486.91,19.48,2056.92,45.16,370.72,11.25,9181.15,367.25,1.33,"N/A",2.45,3.09,1.23,112.00,111.00,112.00,0,0,157.07,116.80,40.27,32.00,24.00,8.00,0,0,0,19.00,16.00,3.00,13.00,8.00,5.00,59.38,66.67,37.50,64.22,2.01,80.93,2.56,14.11,0.34,182.68,5.66,179.44,5.66,199.92,5.69,108.91,3.34,116.11,3.63,97.38,2.88,1.68,1.55,2.05,293.66,10.65,293.66,10.65,255.63,6.98,166.99,5.87,166.99,5.87,166.00,5.04,51.00,41.00,79.00,60.00,44.00,143.00,37.00,35.00,40.00,0,0,0,"Changed ""Length"": 77 => 70.",70.00,"Body",1.96,"Close",true,"Dashed","Small",true,true
2033.16,81.33,2044.68,81.79,-11.52,-0.46,3376.46,135.06,2833.47,113.34,543.00,21.72,1343.30,53.73,788.79,31.55,554.51,22.18,2035.04,44.89,651.83,15.76,9293.22,371.73,2.01,"N/A",2.51,3.59,0.98,116.00,116.00,112.00,0,0,138.68,102.72,35.96,27.00,20.00,7.00,0,0,0,17.00,14.00,3.00,10.00,6.00,4.00,62.96,70.00,42.86,75.30,2.35,102.23,3.10,-1.65,-0.21,198.62,6.02,202.39,6.11,181.00,5.59,134.33,3.87,131.46,3.90,138.63,3.83,1.48,1.54,1.31,303.10,9.78,303.10,9.78,251.70,6.98,186.08,5.87,186.08,5.87,171.34,5.04,80.00,61.00,135.00,99.00,71.00,232.00,48.00,39.00,62.00,0,0,0,"Changed ""Length"": 77 => 98.",98.00,"Body",1.96,"Close",true,"Dashed","Small",true,true
424.67,16.99,628.32,25.13,-203.64,-8.15,3661.97,146.48,2868.32,114.73,793.65,31.75,3237.29,129.49,2240.00,89.60,997.29,39.89,1045.39,30.74,621.10,19.22,9132.71,365.31,0.77,4.30,1.13,1.28,0.80,110.00,108.00,110.00,59.51,2.03,252.90,181.03,71.88,60.00,43.00,17.00,1.00,1.00,0,25.00,19.00,6.00,35.00,24.00,11.00,41.67,44.19,35.29,7.08,0.37,14.61,0.65,-11.98,-0.35,146.48,5.36,150.96,5.56,132.28,4.74,92.49,3.20,93.33,3.23,90.66,3.13,1.58,1.62,1.46,298.94,10.65,298.94,10.65,203.65,7.24,348.29,10.78,348.29,10.78,165.78,5.45,40.00,40.00,42.00,46.00,47.00,45.00,36.00,34.00,40.00,0,0,0,"Changed ""Length"": 77 => 35.",35.00,"Body",1.96,"Close",true,"Dashed","Small",true,true
461.92,18.48,707.80,28.31,-245.88,-9.84,1642.40,65.70,1454.10,58.16,188.30,7.53,1180.49,47.22,746.30,29.85,434.18,17.37,698.21,21.84,568.15,18.67,9175.07,367.00,0.52,0.99,1.39,1.95,0.43,111.00,111.00,53.00,0,0,87.11,65.98,21.13,21.00,16.00,5.00,0,0,0,10.00,9.00,1.00,11.00,7.00,4.00,47.62,56.25,20.00,22.00,0.94,44.24,1.76,-49.18,-1.67,164.24,6.15,161.57,6.05,188.30,6.98,107.32,3.79,106.61,3.76,108.55,3.83,1.53,1.52,1.74,224.94,7.98,224.94,7.98,188.30,6.98,191.77,6.30,191.77,6.30,143.66,5.04,70.00,54.00,122.00,94.00,63.00,366.00,49.00,42.00,62.00,0,0,0,"Changed ""Length"": 77 => 140.",140.00,"Body",1.96,"Close",true,"Dashed","Small",true,true
2033.16,81.33,2044.68,81.79,-11.52,-0.46,3376.46,135.06,2833.47,113.34,543.00,21.72,1343.30,53.73,788.79,31.55,554.51,22.18,2035.04,44.89,651.83,15.76,9291.32,371.65,2.01,"N/A",2.51,3.59,0.98,116.00,116.00,112.00,0,0,138.68,102.72,35.96,27.00,20.00,7.00,0,0,0,17.00,14.00,3.00,10.00,6.00,4.00,62.96,70.00,42.86,75.30,2.35,102.23,3.10,-1.65,-0.21,198.62,6.02,202.39,6.11,181.00,5.59,134.33,3.87,131.46,3.90,138.63,3.83,1.48,1.54,1.31,303.10,9.78,303.10,9.78,251.70,6.98,186.08,5.87,186.08,5.87,171.34,5.04,80.00,61.00,135.00,99.00,71.00,232.00,48.00,39.00,62.00,0,0,0,"Changed ""Length"": 77 => 98.",98.00,"Body",1.96,"Close",true,"Dashed","Small",true,true
1752.81,70.11,1223.63,48.95,529.18,21.17,2775.31,111.01,1963.28,78.53,812.03,32.48,1022.50,40.90,739.65,29.59,282.84,11.31,1754.68,41.26,313.58,10.73,9289.31,371.57,1.41,"N/A",2.71,2.65,2.87,114.00,114.00,114.00,0,0,159.90,112.96,46.93,34.00,24.00,10.00,0,0,0,25.00,17.00,8.00,9.00,7.00,2.00,73.53,70.83,80.00,51.55,1.64,50.98,1.63,52.92,1.66,111.01,3.56,115.49,3.74,101.50,3.17,113.61,3.70,105.66,3.50,141.42,4.38,0.98,1.09,0.72,183.78,6.79,183.78,6.79,180.02,5.35,165.82,5.87,165.82,5.87,154.59,5.04,27.00,28.00,26.00,26.00,27.00,25.00,31.00,31.00,30.00,0,0,0,"Changed ""RR Ratio"": 1.9614 => 1.2614.",77.00,"Body",1.26,"Close",true,"Dashed","Small",true,true
540.60,21.62,784.35,31.37,-243.75,-9.75,1789.46,71.58,1609.63,64.39,179.83,7.19,1248.85,49.95,825.28,33.01,423.57,16.94,698.21,21.84,568.15,18.67,9171.64,366.87,0.58,1.15,1.43,1.95,0.43,111.00,111.00,53.00,0,0,90.48,69.92,20.56,22.00,17.00,5.00,0,0,0,11.00,10.00,1.00,11.00,7.00,4.00,50.00,58.82,20.00,24.57,1.03,46.14,1.82,-48.75,-1.67,162.68,6.11,160.96,6.02,179.83,6.98,113.53,4.05,117.90,4.18,105.89,3.83,1.43,1.37,1.70,224.94,7.98,224.94,7.98,179.83,6.98,191.77,6.30,191.77,6.30,143.66,5.04,75.00,61.00,122.00,100.00,74.00,366.00,50.00,43.00,62.00,0,0,0,"Changed ""Length"": 77 => 133.",133.00,"Body",1.96,"Close",true,"Dashed","Small",true,true
-237.66,-9.51,-160.42,-6.42,-77.25,-3.09,3653.63,146.15,2622.65,104.91,1030.98,41.24,3891.30,155.65,2783.07,111.32,1108.23,44.33,911.07,28.92,906.43,31.50,8229.44,329.18,-0.15,-0.19,0.94,0.94,0.93,107.00,107.00,107.00,45.48,2.01,291.21,205.96,85.25,81.00,57.00,24.00,1.00,1.00,0,32.00,22.00,10.00,49.00,35.00,14.00,39.51,38.60,41.67,-2.93,-0.03,-2.81,-0.03,-3.22,-0.02,114.18,4.86,119.21,5.04,103.10,4.45,79.41,3.22,79.52,3.22,79.16,3.21,1.44,1.50,1.30,276.96,10.65,276.96,10.65,242.94,10.28,291.65,10.78,291.65,10.78,189.01,7.04,47.00,43.00,56.00,45.00,51.00,34.00,48.00,38.00,72.00,0,0,0,"Changed ""Length"": 77 => 21.",21.00,"Body",1.96,"Close",true,"Dashed","Small",true,true
865.09,34.60,923.13,36.93,-58.04,-2.32,2730.43,109.22,2173.56,86.94,556.87,22.27,1865.34,74.61,1250.44,50.02,614.90,24.60,1064.02,31.62,534.75,17.17,8408.31,336.33,0.86,2.58,1.46,1.74,0.91,109.00,109.00,102.00,0,0,153.08,104.21,48.87,38.00,26.00,12.00,0,0,0,19.00,14.00,5.00,19.00,12.00,7.00,50.00,53.85,41.67,22.77,0.91,35.50,1.42,-4.84,-0.21,143.71,5.42,155.25,5.91,111.37,4.05,98.18,3.60,104.20,3.81,87.84,3.25,1.46,1.49,1.27,264.78,10.65,264.78,10.65,158.75,5.65,335.58,10.78,335.58,10.78,140.34,5.10,45.00,43.00,50.00,51.00,50.00,55.00,39.00,34.00,47.00,0,0,0,"Changed ""Length"": 77 => 56.",56.00,"Body",1.96,"Close",true,"Dashed","Small",true,true
540.60,21.62,784.35,31.37,-243.75,-9.75,1789.46,71.58,1609.63,64.39,179.83,7.19,1248.85,49.95,825.28,33.01,423.57,16.94,698.21,21.84,568.15,18.67,9166.89,366.68,0.58,1.15,1.43,1.95,0.43,111.00,111.00,53.00,0,0,90.48,69.92,20.56,22.00,17.00,5.00,0,0,0,11.00,10.00,1.00,11.00,7.00,4.00,50.00,58.82,20.00,24.57,1.03,46.14,1.82,-48.75,-1.67,162.68,6.11,160.96,6.02,179.83,6.98,113.53,4.05,117.90,4.18,105.89,3.83,1.43,1.37,1.70,224.94,7.98,224.94,7.98,179.83,6.98,191.77,6.30,191.77,6.30,143.66,5.04,75.00,61.00,122.00,100.00,74.00,366.00,50.00,43.00,62.00,0,0,0,"Changed ""Length"": 77 => 133.",133.00,"Body",1.96,"Close",true,"Dashed","Small",true,true
1258.49,50.34,1380.15,55.21,-121.66,-4.87,2529.34,101.17,2174.26,86.97,355.08,14.20,1270.86,50.83,794.12,31.76,476.74,19.07,1315.23,34.49,553.49,18.19,9169.87,366.79,0.79,2.52,1.99,2.74,0.75,111.00,111.00,53.00,0,0,109.22,81.44,27.78,24.00,18.00,6.00,0,0,0,14.00,12.00,2.00,10.00,6.00,4.00,58.33,66.67,33.33,52.44,1.85,76.67,2.68,-20.28,-0.64,180.67,6.11,181.19,6.18,177.54,5.72,127.09,4.12,132.35,4.32,119.18,3.83,1.42,1.37,1.49,258.22,8.91,258.22,8.91,222.29,6.98,191.77,6.30,191.77,6.30,150.53,5.04,75.00,64.00,109.00,91.00,72.00,205.00,53.00,48.00,62.00,0,0,0,"Changed ""Length"": 77 => 126.",126.00,"Body",1.96,"Close",true,"Dashed","Small",true,true
1719.02,68.76,1854.86,74.19,-135.84,-5.43,3667.14,146.69,3050.20,122.01,616.94,24.68,1948.12,77.92,1195.34,47.81,752.78,30.11,2129.23,46.01,787.51,18.10,9287.52,371.50,1.36,"N/A",1.88,2.55,0.82,119.00,117.00,119.00,0,0,170.76,122.39,48.37,32.00,23.00,9.00,0,0,0,17.00,14.00,3.00,15.00,9.00,6.00,53.13,60.87,33.33,53.72,1.79,80.65,2.53,-15.09,-0.12,215.71,6.43,217.87,6.49,205.65,6.18,129.87,3.48,132.82,3.62,125.46,3.27,1.66,1.64,1.64,365.90,11.75,365.90,11.75,284.21,7.70,195.74,5.87,195.74,5.87,189.17,5.04,69.00,51.00,118.00,83.00,48.00,246.00,54.00,55.00,54.00,0,0,0,"Changed ""RR Ratio"": 1.9614 => 2.1614.",77.00,"Body",2.16,"Close",true,"Dashed","Small",true,true
1258.80,50.35,714.15,28.57,544.66,21.79,2097.50,83.90,1409.17,56.37,688.33,27.53,838.70,33.55,695.02,27.80,143.68,5.75,1260.67,33.54,313.06,11.10,9284.95,371.40,1.42,"N/A",2.50,2.03,4.79,113.00,113.00,112.00,0,0,148.34,104.71,43.63,34.00,24.00,10.00,0,0,0,26.00,17.00,9.00,8.00,7.00,1.00,76.47,70.83,90.00,37.02,1.25,29.76,1.03,54.47,1.79,80.67,2.77,82.89,2.89,76.48,2.55,104.84,3.69,99.29,3.50,143.68,5.04,0.77,0.84,0.53,136.45,5.28,136.45,5.28,130.13,4.15,160.10,5.87,160.10,5.87,143.68,5.04,21.00,23.00,18.00,19.00,19.00,20.00,28.00,31.00,5.00,0,0,0,"Changed ""RR Ratio"": 1.9614 => 0.9864.",77.00,"Body",0.99,"Close",true,"Dashed","Small",true,true
1258.49,50.34,1380.15,55.21,-121.66,-4.87,2529.34,101.17,2174.26,86.97,355.08,14.20,1270.86,50.83,794.12,31.76,476.74,19.07,1315.23,34.49,553.49,18.19,9167.88,366.72,0.79,2.52,1.99,2.74,0.75,111.00,111.00,53.00,0,0,109.22,81.44,27.78,24.00,18.00,6.00,0,0,0,14.00,12.00,2.00,10.00,6.00,4.00,58.33,66.67,33.33,52.44,1.85,76.67,2.68,-20.28,-0.64,180.67,6.11,181.19,6.18,177.54,5.72,127.09,4.12,132.35,4.32,119.18,3.83,1.42,1.37,1.49,258.22,8.91,258.22,8.91,222.29,6.98,191.77,6.30,191.77,6.30,150.53,5.04,75.00,64.00,109.00,91.00,72.00,205.00,53.00,48.00,62.00,0,0,0,"Changed ""Length"": 77 => 126.",126.00,"Body",1.96,"Close",true,"Dashed","Small",true,true
1752.81,70.11,1223.63,48.95,529.18,21.17,2775.31,111.01,1963.28,78.53,812.03,32.48,1022.50,40.90,739.65,29.59,282.84,11.31,1754.68,41.26,313.58,10.73,9280.60,371.22,1.41,"N/A",2.71,2.65,2.87,114.00,114.00,114.00,0,0,159.90,112.96,46.93,34.00,24.00,10.00,0,0,0,25.00,17.00,8.00,9.00,7.00,2.00,73.53,70.83,80.00,51.55,1.64,50.98,1.63,52.92,1.66,111.01,3.56,115.49,3.74,101.50,3.17,113.61,3.70,105.66,3.50,141.42,4.38,0.98,1.09,0.72,183.78,6.79,183.78,6.79,180.02,5.35,165.82,5.87,165.82,5.87,154.59,5.04,27.00,28.00,26.00,26.00,27.00,25.00,31.00,31.00,30.00,0,0,0,"Changed ""RR Ratio"": 1.9614 => 1.2614.",77.00,"Body",1.26,"Close",true,"Dashed","Small",true,true
1584.27,63.37,1407.46,56.30,176.81,7.07,2809.21,112.37,2153.96,86.16,655.25,26.21,1224.94,49.00,746.50,29.86,478.44,19.14,1586.14,38.84,409.62,11.26,9281.27,371.25,1.94,"N/A",2.29,2.89,1.37,115.00,115.00,115.00,0,0,160.13,112.78,47.34,34.00,24.00,10.00,0,0,0,23.00,17.00,6.00,11.00,7.00,4.00,67.65,70.83,60.00,46.60,1.53,58.64,1.90,17.68,0.63,122.14,3.95,126.70,4.12,109.21,3.46,111.36,3.54,106.64,3.50,119.61,3.62,1.10,1.19,0.91,201.58,7.48,201.58,7.48,163.31,4.89,164.32,5.87,164.32,5.87,157.85,5.04,38.00,29.00,60.00,40.00,28.00,73.00,35.00,31.00,41.00,0,0,0,"Changed ""RR Ratio"": 1.9614 => 1.3864.",77.00,"Body",1.39,"Close",true,"Dashed","Small",true,true
1619.08,64.76,1387.26,55.49,231.82,9.27,2832.19,113.29,2147.43,85.90,684.76,27.39,1213.11,48.52,760.17,30.41,452.94,18.12,1620.95,39.35,414.65,11.26,9278.36,371.13,2.12,"N/A",2.34,2.83,1.51,115.00,115.00,114.00,0,0,162.42,114.55,47.87,34.00,24.00,10.00,0,0,0,24.00,17.00,7.00,10.00,7.00,3.00,70.59,70.83,70.00,47.62,1.55,57.80,1.85,23.18,0.84,118.01,3.77,126.32,4.05,97.82,3.09,121.31,3.78,108.60,3.50,150.98,4.43,0.97,1.16,0.65,202.03,7.35,202.03,7.35,162.24,4.80,167.94,5.87,167.94,5.87,159.78,5.04,38.00,29.00,59.00,39.00,28.00,64.00,37.00,31.00,48.00,0,0,0,"Changed ""RR Ratio"": 1.9614 => 1.3614.",77.00,"Body",1.36,"Close",true,"Dashed","Small",true,true
1350.91,54.04,1468.81,58.75,-117.90,-4.72,2681.94,107.28,2340.39,93.62,341.55,13.66,1331.03,53.24,871.59,34.86,459.45,18.38,1352.78,35.13,545.73,18.56,9161.03,366.44,0.83,2.67,2.02,2.69,0.74,111.00,111.00,51.00,0,0,115.35,88.59,26.76,26.00,20.00,6.00,0,0,0,15.00,13.00,2.00,11.00,7.00,4.00,57.69,65.00,33.33,51.96,1.81,73.44,2.55,-19.65,-0.64,178.80,6.14,180.03,6.21,170.77,5.72,121.00,4.09,124.51,4.24,114.86,3.83,1.48,1.45,1.49,248.37,8.91,248.37,8.91,213.82,6.98,185.30,6.30,185.30,6.30,144.80,5.04,74.00,64.00,109.00,91.00,74.00,205.00,51.00,45.00,62.00,0,0,0,"Changed ""Length"": 77 => 112.",112.00,"Body",1.96,"Close",true,"Dashed","Small",true,true
1612.22,64.49,1628.49,65.14,-16.27,-0.65,3057.81,122.31,2549.09,101.96,508.72,20.35,1445.59,57.82,920.59,36.82,524.99,21.00,1614.10,39.25,591.29,15.76,9275.12,371.00,2.62,"N/A",2.12,2.77,0.97,116.00,116.00,112.00,0,0,137.17,103.15,34.02,28.00,21.00,7.00,0,0,0,16.00,13.00,3.00,12.00,8.00,4.00,57.14,61.90,42.86,57.58,1.92,77.55,2.49,-2.32,-0.21,191.11,6.08,196.08,6.19,169.57,5.59,120.47,3.62,115.07,3.52,131.25,3.83,1.59,1.70,1.29,303.10,9.78,303.10,9.78,228.32,6.98,171.34,5.87,168.80,5.87,171.34,5.04,78.00,59.00,135.00,102.00,72.00,232.00,46.00,38.00,62.00,0,0,0,"Changed ""Length"": 77 => 91.",91.00,"Body",1.96,"Close",true,"Dashed","Small",true,true
1437.45,57.50,1494.02,59.76,-56.58,-2.26,3440.03,137.60,2809.78,112.39,630.25,25.21,2002.58,80.10,1315.76,52.63,686.82,27.47,1739.29,41.05,710.20,17.82,9273.11,370.92,1.17,"N/A",1.72,2.13,0.92,121.00,118.00,121.00,0,0,161.00,116.35,44.65,32.00,23.00,9.00,0,0,0,16.00,13.00,3.00,16.00,10.00,6.00,50.00,56.52,33.33,44.92,1.58,64.96,2.17,-6.29,-0.08,215.00,6.74,216.14,6.74,210.08,6.76,125.16,3.59,131.58,3.78,114.47,3.27,1.72,1.64,1.84,401.68,12.85,401.68,12.85,285.76,8.43,183.93,5.87,183.93,5.87,168.43,5.04,83.00,70.00,118.00,107.00,74.00,246.00,60.00,64.00,54.00,0,0,0,"Changed ""RR Ratio"": 1.9614 => 2.3614.",77.00,"Body",2.36,"Close",true,"Dashed","Small",true,true
424.67,16.99,628.32,25.13,-203.64,-8.15,3661.97,146.48,2868.32,114.73,793.65,31.75,3237.29,129.49,2240.00,89.60,997.29,39.89,1045.39,30.74,621.10,19.22,9119.38,364.78,0.76,4.02,1.13,1.28,0.80,110.00,108.00,110.00,56.09,1.92,252.90,181.03,71.88,60.00,43.00,17.00,1.00,1.00,0,25.00,19.00,6.00,35.00,24.00,11.00,41.67,44.19,35.29,7.08,0.37,14.61,0.65,-11.98,-0.35,146.48,5.36,150.96,5.56,132.28,4.74,92.49,3.20,93.33,3.23,90.66,3.13,1.58,1.62,1.46,298.94,10.65,298.94,10.65,203.65,7.24,348.29,10.78,348.29,10.78,165.78,5.45,40.00,40.00,42.00,46.00,47.00,45.00,36.00,34.00,40.00,0,0,0,"Changed ""Length"": 77 => 35.",35.00,"Body",1.96,"Close",true,"Dashed","Small",true,true
1172.71,46.91,1290.31,51.61,-117.60,-4.70,2483.32,99.33,2151.67,86.07,331.66,13.27,1310.61,52.42,861.35,34.45,449.26,17.97,1174.58,31.98,545.73,18.56,9165.12,366.60,0.82,2.35,1.90,2.50,0.74,111.00,111.00,51.00,0,0,113.26,87.08,26.18,26.00,20.00,6.00,0,0,0,15.00,13.00,2.00,11.00,7.00,4.00,57.69,65.00,33.33,45.10,1.62,64.52,2.30,-19.60,-0.64,165.55,5.81,165.51,5.82,165.83,5.72,119.15,4.09,123.05,4.24,112.32,3.83,1.39,1.35,1.48,241.33,8.91,241.33,8.91,203.92,6.98,185.30,6.30,185.30,6.30,138.81,5.04,72.00,61.00,109.00,88.00,70.00,205.00,51.00,45.00,62.00,0,0,0,"Changed ""Length"": 77 => 105.",105.00,"Body",1.96,"Close",true,"Dashed","Small",true,true
1475.01,59.00,852.61,34.10,622.39,24.90,2331.33,93.25,1562.35,62.49,768.98,30.76,856.32,34.25,709.73,28.39,146.59,5.86,1476.88,37.15,313.25,11.00,9280.60,371.22,1.48,"N/A",2.72,2.20,5.25,114.00,114.00,113.00,0,0,152.50,107.61,44.89,34.00,24.00,10.00,0,0,0,26.00,17.00,9.00,8.00,7.00,1.00,76.47,70.83,90.00,43.38,1.42,35.53,1.19,62.24,1.97,89.67,2.99,91.90,3.12,85.44,2.75,107.04,3.69,101.39,3.50,146.59,5.04,0.84,0.91,0.58,149.00,5.69,149.00,5.69,146.32,4.48,161.64,5.87,161.64,5.87,146.59,5.04,22.00,24.00,19.00,20.00,21.00,20.00,28.00,31.00,5.00,0,0,0,"Changed ""RR Ratio"": 1.9614 => 1.0614.",77.00,"Body",1.06,"Close",true,"Dashed","Small",true,true
