"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__ATR Length","__Factor Range","__Step","__Performance Memory","__From Cluster","__Maximum Iteration Steps","__Historical Bars Calculation","__Candle Coloring","__Show Signals","__Show Dashboard","__Location","__Size","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX","__2. MACD","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA","__Length","__Bars","__6. High/Low Filter","__Lookback","__7. Maximum close change (％) allowed on entry","__8. Minimum close change (％) allowed on entry","__9. RSI OS/OB","__10. MA","__11. EMA Difference","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak   ","__Win Streak   ","__Row Loss InDay","__DrawDown ％","__InDay Loss ％ ","__Daily Trades  ","__Weekly Trades","__     Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","__Dashboard Size","__Performance Summary","__Monthly Performance"
-2164.87,-21.65,-1485.93,-14.86,-678.94,-6.79,2166.52,21.67,866.31,8.66,1300.21,13.00,4331.39,43.31,2352.24,23.52,1979.15,19.79,493.51,4.84,2379.27,23.33,129.48,1.29,-0.50,-0.48,0.50,0.37,0.66,0,0,0,29.61,0.38,2031.98,1072.19,959.79,135.00,71.00,64.00,1.00,1.00,0,31.00,12.00,19.00,104.00,59.00,45.00,22.96,16.90,29.69,-16.04,-0.16,-20.93,-0.21,-10.61,-0.11,69.89,0.70,72.19,0.72,68.43,0.68,41.65,0.42,39.87,0.40,43.98,0.44,1.68,1.81,1.56,183.45,1.83,180.19,1.80,183.45,1.83,68.46,0.68,62.51,0.62,68.46,0.68,55.00,61.00,49.00,74.00,96.00,60.00,50.00,54.00,44.00,0,0,0,"Changed "" Multiplier"": 5 => 2.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,3.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-4619.51,-46.20,-2163.38,-21.63,-2456.13,-24.56,2285.66,22.86,1231.44,12.31,1054.22,10.54,6905.17,69.05,3394.82,33.95,3510.35,35.10,211.42,2.07,4728.29,46.77,129.48,1.29,-1.15,-0.76,0.33,0.36,0.30,0,0,0,0,0,4980.19,2475.23,2504.96,332.00,165.00,167.00,0,0,0,59.00,31.00,28.00,273.00,134.00,139.00,17.77,18.79,16.77,-13.91,-0.14,-13.11,-0.13,-14.71,-0.15,38.74,0.39,39.72,0.40,37.65,0.38,25.29,0.25,25.33,0.25,25.25,0.25,1.53,1.57,1.49,129.61,1.30,107.89,1.08,129.61,1.30,42.88,0.43,42.88,0.43,41.75,0.42,16.00,16.00,16.00,40.00,49.00,30.00,11.00,9.00,13.00,0,0,0,"Changed all parameters randomly.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,5.10,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-2302.85,-23.03,-1015.29,-10.15,-1287.56,-12.88,1512.96,15.13,667.61,6.68,845.35,8.45,3815.82,38.16,1682.90,16.83,2132.92,21.33,281.68,2.80,2564.72,25.03,129.48,1.29,-0.54,-0.50,0.40,0.40,0.40,0,0,0,29.61,0.38,1537.64,727.28,810.36,102.00,48.00,54.00,1.00,1.00,0,13.00,7.00,6.00,89.00,41.00,48.00,12.75,14.58,11.11,-22.58,-0.22,-21.15,-0.21,-23.84,-0.24,116.38,1.16,95.37,0.95,140.89,1.41,42.87,0.43,41.05,0.41,44.44,0.44,2.71,2.32,3.17,274.18,2.74,141.04,1.41,274.18,2.74,70.77,0.71,70.77,0.71,68.46,0.68,79.00,80.00,79.00,109.00,33.00,197.00,75.00,88.00,64.00,0,0,0,"Changed "" Multiplier"": 1 => 2.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,5.10,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-601.43,-6.01,150.20,1.50,-751.62,-7.52,1059.17,10.59,549.69,5.50,509.49,5.09,1660.60,16.61,399.49,3.99,1261.11,12.61,587.29,5.58,1138.17,10.89,129.48,1.29,-0.05,-0.07,0.64,1.38,0.40,0,0,0,333.47,3.55,263.09,75.17,187.92,17.00,5.00,12.00,1.00,0,1.00,3.00,2.00,1.00,14.00,3.00,11.00,17.65,40.00,8.33,-35.38,-0.35,30.04,0.30,-62.64,-0.62,353.06,3.53,274.84,2.75,509.49,5.09,118.61,1.18,133.16,1.33,114.65,1.14,2.98,2.06,4.44,509.49,5.09,366.71,3.66,509.49,5.09,154.42,1.54,154.42,1.54,148.64,1.49,432.00,645.00,343.00,240.00,95.00,532.00,473.00,1013.00,326.00,0,0,0,"Changed "" R:R    1:"": 6.2 => 3.7.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,3.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-409.83,-4.10,153.38,1.53,-563.21,-5.63,1756.52,17.57,645.15,6.45,1111.37,11.11,2166.35,21.66,491.78,4.92,1674.57,16.75,494.29,4.74,1139.76,11.01,129.48,1.29,-0.07,-0.10,0.81,1.31,0.66,0,0,0,55.15,0.58,532.87,157.73,375.14,35.00,10.00,25.00,1.00,1.00,0,7.00,3.00,4.00,28.00,7.00,21.00,20.00,30.00,16.00,-11.71,-0.11,15.34,0.16,-22.53,-0.23,250.93,2.51,215.05,2.15,277.84,2.78,77.37,0.77,70.25,0.69,79.74,0.80,3.24,3.06,3.48,404.58,4.04,290.39,2.90,404.58,4.04,121.93,1.22,110.01,1.10,121.93,1.22,249.00,140.00,293.00,497.00,146.00,760.00,187.00,137.00,204.00,0,0,0,"Changed "" Multiplier"": 5 => 4.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,3.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
170.24,1.70,560.83,5.61,-390.59,-3.91,1629.22,16.29,747.07,7.47,882.15,8.82,1458.98,14.59,186.23,1.86,1272.74,12.73,1152.34,10.34,922.05,8.37,129.52,1.30,0.08,0.18,1.12,4.01,0.69,0,0,0,333.44,3.28,353.04,60.47,292.57,23.00,4.00,19.00,1.00,0,1.00,4.00,2.00,2.00,19.00,2.00,17.00,17.39,50.00,10.53,7.40,0.08,140.21,1.40,-20.56,-0.20,407.30,4.07,373.53,3.73,441.08,4.41,76.79,0.76,93.12,0.93,74.87,0.74,5.30,4.01,5.89,688.07,6.88,496.70,4.96,688.07,6.88,121.93,1.22,110.01,1.10,121.93,1.22,320.00,473.00,288.00,407.00,152.00,662.00,302.00,794.00,244.00,0,0,0,"Changed "" Multiplier"": 5 => 4.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,6.20,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
456.91,4.57,279.73,2.80,177.18,1.77,2149.81,21.50,1145.00,11.45,1004.81,10.05,1692.90,16.93,865.27,8.65,827.63,8.28,991.33,9.03,337.91,3.21,129.48,1.29,0.10,0.21,1.27,1.32,1.21,0,0,0,55.15,0.53,517.60,277.92,239.69,34.00,18.00,16.00,1.00,1.00,0,8.00,4.00,4.00,26.00,14.00,12.00,23.53,22.22,25.00,13.44,0.14,15.54,0.16,11.07,0.11,268.73,2.69,286.25,2.86,251.20,2.51,65.11,0.65,61.81,0.61,68.97,0.69,4.13,4.63,3.64,512.30,5.12,368.78,3.69,512.30,5.12,98.65,0.99,98.65,0.99,95.18,0.95,256.00,287.00,220.00,370.00,463.00,277.00,220.00,237.00,201.00,0,0,0,"Changed "" Multiplier"": 4 => 3.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,3.00,3.00,6.20,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-1511.43,-15.11,-807.48,-8.07,-703.95,-7.04,1708.47,17.08,725.38,7.25,983.09,9.83,3219.89,32.20,1532.86,15.33,1687.04,16.87,429.32,4.12,1946.38,18.68,129.95,1.30,-0.32,-0.36,0.53,0.47,0.58,0,0,0,55.61,0.66,1282.44,652.38,630.05,85.00,43.00,42.00,1.00,1.00,0,11.00,6.00,5.00,74.00,37.00,37.00,12.94,13.95,11.90,-17.78,-0.18,-18.78,-0.19,-16.76,-0.17,155.32,1.55,120.90,1.21,196.62,1.96,43.51,0.43,41.43,0.41,45.60,0.46,3.57,2.92,4.31,336.53,3.36,174.67,1.75,336.53,3.36,70.77,0.71,70.77,0.71,68.46,0.68,93.00,96.00,91.00,175.00,99.00,267.00,81.00,95.00,67.00,0,0,0,"Changed "" Multiplier"": 5 => 2.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,6.20,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-5654.11,-56.54,-2798.96,-27.99,-2855.15,-28.55,2047.89,20.48,1050.48,10.50,997.42,9.97,7702.00,77.02,3849.44,38.49,3852.57,38.53,166.93,1.81,5781.82,57.09,129.95,1.30,-1.48,-0.83,0.27,0.27,0.26,0,0,0,0,0,5910.06,2970.12,2939.93,394.00,198.00,196.00,0,0,0,74.00,37.00,37.00,320.00,161.00,159.00,18.78,18.69,18.88,-14.35,-0.14,-14.14,-0.14,-14.57,-0.15,27.67,0.28,28.39,0.28,26.96,0.27,24.07,0.24,23.91,0.24,24.23,0.24,1.15,1.19,1.11,95.57,0.95,78.99,0.79,95.57,0.95,42.88,0.43,42.88,0.43,41.75,0.42,12.00,12.00,11.00,21.00,24.00,18.00,9.00,9.00,9.00,0,0,0,"Changed all parameters randomly.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,3.90,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-2058.88,-20.59,-1322.46,-13.22,-736.42,-7.36,2076.82,20.77,783.40,7.83,1293.43,12.93,4135.70,41.36,2105.86,21.06,2029.84,20.30,563.15,5.47,2358.51,22.90,129.91,1.30,-0.49,-0.48,0.50,0.37,0.64,0,0,0,0,0,1859.56,929.70,929.85,124.00,62.00,62.00,0,0,0,26.00,11.00,15.00,98.00,51.00,47.00,20.97,17.74,24.19,-16.60,-0.17,-21.33,-0.21,-11.88,-0.12,79.88,0.80,71.22,0.71,86.23,0.86,42.20,0.42,41.29,0.41,43.19,0.43,1.89,1.73,2.00,206.13,2.06,110.21,1.10,206.13,2.06,70.77,0.71,70.77,0.71,68.46,0.68,63.00,72.00,53.00,69.00,50.00,83.00,61.00,76.00,44.00,0,0,0,"Changed "" Multiplier"": 1 => 2.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,3.90,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-81.28,-0.81,609.83,6.10,-691.11,-6.91,1661.14,16.61,775.70,7.76,885.43,8.85,1742.42,17.42,165.87,1.66,1576.54,15.77,951.52,8.71,1031.96,9.50,129.99,1.30,0.05,0.09,0.95,4.68,0.56,0,0,0,332.99,3.36,428.27,75.51,352.75,28.00,5.00,23.00,1.00,0,1.00,6.00,3.00,3.00,22.00,2.00,20.00,21.43,60.00,13.04,-2.90,-0.03,121.97,1.22,-30.05,-0.30,276.86,2.77,258.57,2.58,295.14,2.95,79.20,0.79,82.94,0.83,78.83,0.78,3.50,3.12,3.74,483.96,4.84,348.14,3.48,483.96,4.84,121.93,1.22,110.01,1.10,121.93,1.22,256.00,225.00,262.00,390.00,174.00,606.00,219.00,301.00,211.00,0,0,0,"Changed all parameters randomly.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,4.40,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-392.59,-3.93,259.83,2.60,-652.42,-6.52,1268.02,12.68,659.32,6.59,608.69,6.09,1660.60,16.61,399.49,3.99,1261.11,12.61,708.17,6.63,1105.39,10.40,129.95,1.30,-0.01,-0.01,0.76,1.65,0.48,0,0,0,333.03,3.47,263.10,75.25,187.85,17.00,5.00,12.00,1.00,0,1.00,3.00,2.00,1.00,14.00,3.00,11.00,17.65,40.00,8.33,-23.09,-0.23,51.97,0.52,-54.37,-0.54,422.67,4.22,329.66,3.29,608.69,6.08,118.61,1.18,133.16,1.33,114.65,1.14,3.56,2.48,5.31,608.69,6.08,438.91,4.39,608.69,6.08,154.42,1.54,154.42,1.54,148.64,1.49,435.00,648.00,346.00,253.00,100.00,560.00,473.00,1013.00,326.00,0,0,0,"Changed "" Multiplier"": 4 => 5.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,4.40,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-4583.15,-45.83,-2112.75,-21.13,-2470.40,-24.70,2128.92,21.29,1159.86,11.60,969.06,9.69,6712.07,67.12,3272.61,32.73,3439.46,34.39,236.86,2.32,4717.36,46.55,129.99,1.30,-1.06,-0.73,0.32,0.35,0.28,0,0,0,0,0,4620.22,2280.12,2340.09,308.00,152.00,156.00,0,0,0,46.00,25.00,21.00,262.00,127.00,135.00,14.94,16.45,13.46,-14.88,-0.15,-13.90,-0.14,-15.84,-0.16,46.28,0.46,46.39,0.46,46.15,0.46,25.62,0.26,25.77,0.26,25.48,0.25,1.81,1.80,1.81,146.59,1.46,122.36,1.22,146.59,1.46,42.88,0.43,42.88,0.43,41.75,0.42,19.00,18.00,19.00,38.00,38.00,38.00,15.00,15.00,16.00,0,0,0,"Changed all parameters randomly.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,5.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-422.40,-4.22,244.19,2.44,-666.59,-6.67,1238.20,12.38,643.68,6.44,594.52,5.95,1660.60,16.61,399.49,3.99,1261.11,12.61,683.68,6.42,1105.39,10.43,129.99,1.30,-0.01,-0.02,0.75,1.61,0.47,0,0,0,332.99,3.48,263.10,75.24,187.86,17.00,5.00,12.00,1.00,0,1.00,3.00,2.00,1.00,14.00,3.00,11.00,17.65,40.00,8.33,-24.85,-0.24,48.84,0.49,-55.55,-0.55,412.73,4.12,321.84,3.22,594.52,5.94,118.61,1.18,133.16,1.33,114.65,1.14,3.48,2.42,5.19,594.52,5.94,428.59,4.28,594.52,5.94,154.42,1.54,154.42,1.54,148.64,1.49,434.00,647.00,346.00,253.00,100.00,560.00,473.00,1013.00,326.00,0,0,0,"Changed all parameters randomly.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,4.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
170.24,1.70,560.83,5.61,-390.59,-3.91,1629.22,16.29,747.07,7.47,882.15,8.82,1458.98,14.59,186.23,1.86,1272.74,12.73,1152.34,10.34,922.05,8.37,129.95,1.30,0.08,0.18,1.12,4.01,0.69,0,0,0,333.03,3.27,353.04,60.47,292.57,23.00,4.00,19.00,1.00,0,1.00,4.00,2.00,2.00,19.00,2.00,17.00,17.39,50.00,10.53,7.40,0.08,140.21,1.40,-20.56,-0.20,407.30,4.07,373.53,3.73,441.08,4.41,76.79,0.76,93.12,0.93,74.87,0.74,5.30,4.01,5.89,688.07,6.88,496.70,4.96,688.07,6.88,121.93,1.22,110.01,1.10,121.93,1.22,320.00,473.00,288.00,407.00,152.00,662.00,302.00,794.00,244.00,0,0,0,"Changed "" Multiplier"": 5 => 4.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,6.20,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-364.83,-3.65,49.17,0.49,-414.00,-4.14,1201.20,12.01,371.09,3.71,830.11,8.30,1566.03,15.66,321.92,3.22,1244.11,12.44,721.60,6.78,1137.49,10.89,129.99,1.30,-0.08,-0.11,0.77,1.15,0.67,0,0,0,55.65,0.58,322.73,82.60,240.13,21.00,5.00,16.00,1.00,1.00,0,5.00,2.00,3.00,16.00,3.00,13.00,23.81,40.00,18.75,-17.37,-0.17,9.83,0.11,-25.88,-0.26,240.24,2.40,185.54,1.85,276.70,2.76,97.88,0.97,107.31,1.05,95.70,0.96,2.46,1.73,2.89,347.89,3.48,249.11,2.49,347.89,3.48,126.54,1.26,126.54,1.26,121.93,1.22,425.00,651.00,355.00,436.00,52.00,692.00,422.00,1051.00,277.00,0,0,0,"Changed "" R:R    1:"": 6.2 => 3.2.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,3.20,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
