"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Trade %: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Winning Trade %: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Avg Losing Trade %: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Winning Trade %: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Largest Losing Trade %: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__ATR Length","__Factor Range","__Step","__Performance Memory","__From Cluster","__Maximum Iteration Steps","__Historical Bars Calculation","__Candle Coloring","__Show Signals","__Show Dashboard","__Location","__Size","__Timezones: Src","__-> Dst","__Srart From ","__End To       ","__Select Session Days","__Mon","__Tue","__Wed","__Thu","__Fri","__Sat","__Sun","__Session Start","__:","__Session End ","__1. ADX","__2. MACD","__3. Bar direction=Trade direction","__4. Rising Volume","__5. Rising/Falling MA","__Length","__Bars","__6. High/Low Filter","__Lookback","__7. Maximum close change (％) allowed on entry","__8. Minimum close change (％) allowed on entry","__9. RSI OS/OB","__10. MA","__11. EMA Difference","__Take Profit Type","__Stop Loss Type","__ Profit ％    ","__ Stop ％  ","__ Profit ＄    ","__ Stop ＄  ","__ ATR Period  ","__ Multiplier","__ Trailing ％  ","__ R:R    1:","__Fixed RR","__ HH / LL   ","__  LO / HI ","__Add ％","__ MA Stop","__ Len","__ Step","__ 𝐄𝐱𝐭𝐞𝐫𝐧𝐚𝐥 𝐒𝐨𝐮𝐫𝐜𝐞  ","__ Long Deals    ","__ Short Deals","__ Wait End Deal ","__ Reverse Deals","__ ReEntry Deal  ","__ ReOpen Deal","__Loss Streak   ","__Win Streak   ","__Row Loss InDay","__DrawDown ％","__InDay Loss ％ ","__Daily Trades  ","__Weekly Trades","__     Order Size","__Use Net Profit","__​🇪​​🇶​​🇺​​🇮​​🇹​​🇾​","__​🇸​​🇮​​🇿​​🇪","__​🇨​​🇴​​🇳​​🇹​​🇷​​🇦​​🇨​​🇹​​🇸​","__Take Profit LV 1","__﻿","__Take Profit LV 2","__Take Profit LV 3","__Take Profit LV 4","__Take Profit LV 5","__Stop Loss","__𝐓𝐈𝐏 𝐅𝐨𝐫 𝐓𝐏","__ SL 0 Position","__Breakeven on TP","__ CoolDown # Bars","__Dashboard Size","__Performance Summary","__Monthly Performance"
-4568.99,-45.69,-2085.59,-20.86,-2483.40,-24.83,2021.64,20.22,1102.33,11.02,919.31,9.19,6590.63,65.91,3187.91,31.88,3402.71,34.03,218.87,2.56,4685.21,46.31,126.36,1.26,-0.97,-0.70,0.31,0.35,0.27,0,0,0,0,0,4395.21,2145.04,2250.17,293.00,143.00,150.00,0,0,0,38.00,20.00,18.00,255.00,123.00,132.00,12.97,13.99,12.00,-15.59,-0.16,-14.58,-0.15,-16.56,-0.17,53.20,0.53,55.12,0.55,51.07,0.51,25.85,0.26,25.92,0.26,25.78,0.26,2.06,2.13,1.98,163.62,1.63,136.78,1.37,163.62,1.63,42.88,0.43,42.88,0.43,41.75,0.42,20.00,20.00,20.00,50.00,52.00,48.00,16.00,15.00,16.00,0,0,0,"Changed "" Multiplier"": 5 => 1.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,6.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-5236.17,-52.36,-2620.24,-26.20,-2615.93,-26.16,2024.41,20.24,1033.28,10.33,991.14,9.91,7260.59,72.61,3653.52,36.54,3607.07,36.07,198.00,1.94,5396.05,53.11,126.32,1.26,-1.25,-0.79,0.28,0.28,0.28,0,0,0,0,0,5310.01,2670.03,2639.98,354.00,178.00,176.00,0,0,0,62.00,32.00,30.00,292.00,146.00,146.00,17.51,17.98,17.05,-14.79,-0.15,-14.72,-0.15,-14.86,-0.15,32.65,0.33,32.29,0.32,33.04,0.33,24.87,0.25,25.02,0.25,24.71,0.25,1.31,1.29,1.34,109.74,1.10,91.01,0.91,109.74,1.10,42.88,0.43,42.88,0.43,41.75,0.42,14.00,16.00,13.00,29.00,40.00,18.00,11.00,10.00,12.00,0,0,0,"Changed "" R:R    1:"": 6.3 => 4.4.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,4.40,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-1992.49,-19.92,-1021.64,-10.22,-970.86,-9.71,1914.34,19.14,804.60,8.05,1109.74,11.10,3906.83,39.07,1826.24,18.26,2080.59,20.81,487.78,4.76,2235.02,21.82,126.32,1.26,-0.45,-0.44,0.49,0.44,0.53,0,0,0,0,0,1694.93,824.85,870.07,113.00,55.00,58.00,0,0,0,21.00,10.00,11.00,92.00,45.00,47.00,18.58,18.18,18.97,-17.63,-0.18,-18.58,-0.19,-16.74,-0.17,91.16,0.91,80.46,0.80,100.89,1.01,42.47,0.42,40.58,0.41,44.27,0.44,2.15,1.98,2.28,234.48,2.34,126.26,1.26,234.48,2.34,70.77,0.71,70.77,0.71,68.46,0.68,70.00,78.00,63.00,90.00,51.00,126.00,65.00,84.00,48.00,0,0,0,"Changed "" Multiplier"": 1 => 2.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,4.40,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-6454.71,-64.55,-3261.60,-32.62,-3193.11,-31.93,1575.03,15.75,805.49,8.05,769.54,7.70,8029.74,80.30,4067.09,40.67,3962.65,39.63,233.29,3.59,6492.55,64.68,126.17,1.26,-1.53,-0.84,0.20,0.20,0.19,0,0,0,0,0,6915.02,3510.18,3404.84,461.00,234.00,227.00,0,0,0,106.00,55.00,51.00,355.00,179.00,176.00,22.99,23.50,22.47,-14.00,-0.14,-13.94,-0.14,-14.07,-0.14,14.86,0.15,14.65,0.15,15.09,0.15,22.62,0.23,22.72,0.23,22.52,0.22,0.66,0.65,0.67,55.90,0.56,45.34,0.45,55.90,0.56,43.16,0.43,43.16,0.43,38.36,0.38,8.00,8.00,8.00,11.00,10.00,11.00,7.00,7.00,7.00,0,0,0,"Changed all parameters randomly.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,2.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-1518.48,-15.18,-673.59,-6.74,-844.89,-8.45,1463.56,14.64,697.14,6.97,766.42,7.66,2982.04,29.82,1370.73,13.71,1611.31,16.11,371.91,3.59,1896.03,18.29,126.13,1.26,-0.34,-0.36,0.49,0.51,0.48,0,0,0,51.82,0.61,1147.63,577.43,570.21,76.00,38.00,38.00,1.00,1.00,0,9.00,5.00,4.00,67.00,33.00,34.00,11.84,13.16,10.53,-19.98,-0.20,-17.73,-0.18,-22.23,-0.22,162.62,1.62,139.43,1.39,191.61,1.91,44.51,0.44,41.54,0.41,47.39,0.47,3.65,3.36,4.04,353.55,3.53,183.88,1.84,353.55,3.53,70.77,0.71,70.77,0.71,68.46,0.68,107.00,88.00,125.00,160.00,117.00,212.00,99.00,84.00,115.00,0,0,0,"Changed all parameters randomly.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,6.50,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-688.27,-6.88,-13.98,-0.14,-674.30,-6.74,1100.51,11.01,393.02,3.93,707.49,7.07,1788.78,17.89,406.99,4.07,1381.79,13.82,445.53,4.73,1369.50,13.35,126.13,1.26,-0.14,-0.18,0.62,0.97,0.51,0,0,0,32.15,0.35,292.90,82.55,210.35,19.00,5.00,14.00,1.00,1.00,0,4.00,2.00,2.00,15.00,3.00,12.00,21.05,40.00,14.29,-36.22,-0.36,-2.80,-0.01,-48.16,-0.48,275.13,2.75,196.51,1.96,353.74,3.53,119.25,1.19,135.66,1.33,115.15,1.15,2.31,1.45,3.07,367.73,3.67,263.56,2.63,367.73,3.67,154.42,1.54,154.42,1.54,148.64,1.49,465.00,628.00,407.00,537.00,52.00,1022.00,446.00,1013.00,304.00,0,0,0,"Changed "" R:R    1:"": 6.3 => 2.7.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,2.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-6338.92,-63.39,-3046.12,-30.46,-3292.80,-32.93,1586.68,15.87,851.42,8.51,735.26,7.35,7925.60,79.26,3897.54,38.98,4028.06,40.28,121.40,1.86,6389.60,63.57,126.13,1.26,-1.56,-0.84,0.20,0.22,0.18,0,0,0,0,0,6675.21,3360.23,3314.98,445.00,224.00,221.00,0,0,0,97.00,52.00,45.00,348.00,172.00,176.00,21.80,23.21,20.36,-14.24,-0.14,-13.60,-0.14,-14.90,-0.15,16.36,0.16,16.37,0.16,16.34,0.16,22.77,0.23,22.66,0.23,22.89,0.23,0.72,0.72,0.71,61.56,0.62,50.14,0.50,61.56,0.62,42.88,0.43,42.88,0.43,41.31,0.41,8.00,8.00,8.00,12.00,12.00,13.00,7.00,7.00,7.00,0,0,0,"Changed "" Multiplier"": 5 => 1.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,2.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-2165.56,-21.66,-1016.62,-10.17,-1148.94,-11.49,1684.33,16.84,747.26,7.47,937.07,9.37,3849.89,38.50,1763.88,17.64,2086.01,20.86,310.03,3.06,2459.88,23.93,126.13,1.26,-0.48,-0.47,0.44,0.42,0.45,0,0,0,26.28,0.34,1552.57,757.30,795.26,103.00,50.00,53.00,1.00,1.00,0,13.00,7.00,6.00,90.00,43.00,47.00,12.62,14.00,11.32,-21.02,-0.21,-20.33,-0.20,-21.68,-0.22,129.56,1.29,106.75,1.07,156.18,1.56,42.78,0.43,41.02,0.41,44.38,0.44,3.03,2.60,3.52,302.53,3.02,156.33,1.56,302.53,3.02,70.77,0.71,70.77,0.71,68.46,0.68,78.00,79.00,78.00,115.00,43.00,198.00,73.00,85.00,62.00,0,0,0,"Changed all parameters randomly.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,2.00,3.00,5.60,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-109.73,-1.10,338.19,3.38,-447.92,-4.48,1417.23,14.17,737.68,7.38,679.56,6.80,1526.96,15.27,399.49,3.99,1127.47,11.27,922.08,8.45,971.75,9.01,126.13,1.26,0.04,0.07,0.93,1.85,0.60,0,0,0,336.68,3.40,248.02,75.31,172.71,16.00,5.00,11.00,1.00,0,1.00,3.00,2.00,1.00,13.00,3.00,10.00,18.75,40.00,9.09,-6.86,-0.06,67.64,0.68,-40.72,-0.40,472.41,4.72,368.84,3.69,679.56,6.79,117.46,1.17,133.16,1.33,112.75,1.12,4.02,2.77,6.03,679.56,6.79,490.51,4.90,679.56,6.79,154.42,1.54,154.42,1.54,148.64,1.49,466.00,664.00,377.00,288.00,141.00,583.00,508.00,1013.00,356.00,0,0,0,"Changed "" R:R    1:"": 6.3 => 4.9.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,4.90,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
117.72,1.18,703.10,7.03,-585.38,-5.85,1860.14,18.60,868.97,8.69,991.16,9.91,1742.42,17.42,165.87,1.66,1576.54,15.77,1129.12,10.15,1031.96,9.32,126.13,1.26,0.08,0.15,1.07,5.24,0.63,0,0,0,336.68,3.33,428.26,75.58,352.67,28.00,5.00,23.00,1.00,0,1.00,6.00,3.00,3.00,22.00,2.00,20.00,21.43,60.00,13.04,4.20,0.04,140.62,1.41,-25.45,-0.25,310.02,3.10,289.66,2.89,330.39,3.30,79.20,0.79,82.94,0.83,78.83,0.78,3.91,3.49,4.19,540.65,5.40,389.42,3.89,540.65,5.40,121.93,1.22,110.01,1.10,121.93,1.22,256.00,226.00,262.00,391.00,176.00,606.00,219.00,301.00,211.00,0,0,0,"Changed "" Multiplier"": 5 => 4.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,4.90,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
197.49,1.97,573.37,5.73,-375.88,-3.76,1656.46,16.56,759.60,7.60,896.86,8.97,1458.98,14.59,186.23,1.86,1272.74,12.73,1179.59,10.56,922.05,8.35,125.97,1.26,0.09,0.19,1.14,4.08,0.71,0,0,0,336.82,3.30,353.04,60.48,292.56,23.00,4.00,19.00,1.00,0,1.00,4.00,2.00,2.00,19.00,2.00,17.00,17.39,50.00,10.53,8.59,0.09,143.34,1.43,-19.78,-0.19,414.12,4.14,379.80,3.80,448.43,4.48,76.79,0.76,93.12,0.93,74.87,0.74,5.39,4.08,5.99,699.43,6.99,504.96,5.05,699.43,6.99,121.93,1.22,110.01,1.10,121.93,1.22,320.00,473.00,288.00,407.00,152.00,662.00,302.00,794.00,244.00,0,0,0,"Changed "" Multiplier"": 5 => 4.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,6.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
373.58,3.74,330.52,3.31,43.06,0.43,2360.07,23.60,1089.33,10.89,1270.74,12.71,1986.49,19.86,758.81,7.59,1227.68,12.28,1018.45,9.25,1072.02,9.76,122.96,1.23,0.09,0.14,1.19,1.44,1.03,0,0,0,23.80,0.23,547.69,255.44,292.25,36.00,17.00,19.00,1.00,0,1.00,12.00,6.00,6.00,24.00,11.00,13.00,33.33,35.29,31.58,10.38,0.11,19.44,0.19,2.27,0.03,196.67,1.97,181.56,1.81,211.79,2.12,82.77,0.82,68.98,0.69,94.44,0.94,2.38,2.63,2.24,291.20,2.91,286.11,2.86,291.20,2.91,121.93,1.22,110.01,1.10,121.93,1.22,242.00,322.00,171.00,391.00,536.00,246.00,168.00,205.00,136.00,0,0,0,"Changed "" R:R    1:"": 6.3 => 2.7.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,4.00,3.00,2.70,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-4568.99,-45.69,-2085.59,-20.86,-2483.40,-24.83,2021.64,20.22,1102.33,11.02,919.31,9.19,6590.63,65.91,3187.91,31.88,3402.71,34.03,218.87,2.56,4685.21,46.31,122.96,1.23,-0.97,-0.70,0.31,0.35,0.27,0,0,0,0,0,4395.21,2145.04,2250.17,293.00,143.00,150.00,0,0,0,38.00,20.00,18.00,255.00,123.00,132.00,12.97,13.99,12.00,-15.59,-0.16,-14.58,-0.15,-16.56,-0.17,53.20,0.53,55.12,0.55,51.07,0.51,25.85,0.26,25.92,0.26,25.78,0.26,2.06,2.13,1.98,163.62,1.63,136.78,1.37,163.62,1.63,42.88,0.43,42.88,0.43,41.75,0.42,20.00,20.00,20.00,50.00,52.00,48.00,16.00,15.00,16.00,0,0,0,"Changed "" Multiplier"": 5 => 1.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,6.30,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-314.41,-3.14,71.87,0.72,-386.29,-3.86,1421.69,14.22,549.99,5.50,871.69,8.72,1736.10,17.36,478.12,4.78,1257.98,12.58,853.10,7.87,1400.46,13.00,122.96,1.23,-0.06,-0.08,0.82,1.15,0.69,0,0,0,29.01,0.30,322.77,112.64,210.13,21.00,7.00,14.00,1.00,1.00,0,6.00,3.00,3.00,15.00,4.00,11.00,28.57,42.86,21.43,-14.97,-0.15,10.27,0.11,-27.59,-0.28,236.95,2.37,183.33,1.83,290.56,2.90,115.74,1.15,119.53,1.18,114.36,1.14,2.05,1.53,2.54,325.21,3.25,232.60,2.32,325.21,3.25,154.42,1.54,154.42,1.54,148.64,1.49,420.00,616.00,321.00,621.00,415.00,827.00,339.00,767.00,183.00,0,0,0,"Changed all parameters randomly.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,5.00,3.00,2.40,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-6537.67,-65.38,-3285.18,-32.85,-3252.50,-32.52,1481.89,14.82,755.24,7.55,726.65,7.27,8019.56,80.20,4040.41,40.40,3979.15,39.79,221.28,3.42,6569.08,65.49,123.00,1.23,-1.54,-0.84,0.19,0.19,0.18,0,0,0,0,0,6945.02,3510.16,3434.86,463.00,234.00,229.00,0,0,0,106.00,55.00,51.00,357.00,179.00,178.00,22.89,23.50,22.27,-14.12,-0.14,-14.04,-0.14,-14.20,-0.14,13.98,0.14,13.73,0.14,14.25,0.14,22.46,0.22,22.57,0.23,22.35,0.22,0.62,0.61,0.64,53.05,0.53,42.92,0.43,53.05,0.53,43.16,0.43,43.16,0.43,38.36,0.38,7.00,7.00,7.00,10.00,10.00,11.00,7.00,7.00,7.00,0,0,0,"Changed all parameters randomly.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,2.40,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
-5402.69,-54.03,-2756.31,-27.56,-2646.39,-26.46,1962.06,19.62,961.24,9.61,1000.82,10.01,7364.76,73.65,3717.54,37.18,3647.21,36.47,172.27,1.77,5536.83,54.64,122.96,1.23,-1.40,-0.82,0.27,0.26,0.27,0,0,0,0,0,5489.91,2744.99,2744.92,366.00,183.00,183.00,0,0,0,68.00,33.00,35.00,298.00,150.00,148.00,18.58,18.03,19.13,-14.76,-0.15,-15.06,-0.15,-14.46,-0.14,28.85,0.29,29.13,0.29,28.59,0.29,24.71,0.25,24.78,0.25,24.64,0.25,1.17,1.18,1.16,98.42,0.98,81.41,0.81,98.42,0.98,42.88,0.43,42.88,0.43,41.75,0.42,13.00,15.00,11.00,28.00,39.00,17.00,10.00,9.00,10.00,0,0,0,"Changed "" R:R    1:"": 2.4 => 4.",10.00,1.00,0.50,10.00,"Best",1000.00,10000.00,true,true,true,"Top Right","Small","Exchange","Exchange",true,0,0,true,true,true,true,true,0,0,0,0,0,0,0,0,0,0,50.00,1.00,0,10.00,0,0,0,0,0,"R:R","ATR",4.50,1.50,333.00,100.00,40.00,1.00,3.00,4.00,true,200.00,5.00,0,"SMA",15.00,1.50,"close",true,true,true,0,0,0,15.00,15.00,3.00,10.00,3.00,10.00,50.00,"SIZE",true,10.00,10000.00,1.00,0,30.00,0,0,0,0,0,"——⤴—⤴—⤴",3.00,3.00,0,"Small",true,true
