"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Take Profit % (How much stock has to rise from entry to trigger take profit) Using tighter % will have higher win rates (try 5% as an example). Using looser will produce bigger winners w/ lower win rates.","__Take Profit % QTY (How much profit you want to take after take profit target is triggered)","__Change this if you want to see Copp Curve calculated for current ticker. All Copp Curve calculations are base on NYSE Composite","__Standard Copp settings are (10, 14, 11) however, DOUBLE these lengths as alternate settings to (20,28,22) and you will find it may produce better results, but less trades","__WMA Length (Experiment changing this to longer lengths for less trades, but higher win %)","__Long RoC Length","__Short RoC Length","__Start Date","__Start Month","__Start Year","__ATR Period","__Source Upper","__Source Lower","__ATR Multiplier Upper","__ATR Multiplier Lower","__Risk-to-Reward Ratio","__Dashboard Size","__Performance Summary","__Monthly Performance"
843.55,33.74,843.55,33.74,0,0,10341.94,413.68,10341.94,413.68,0,0,9498.39,379.94,9498.39,379.94,0,0,2890.13,56.60,1800.53,37.12,3319.91,132.80,0.30,0.85,1.09,1.09,"N/A",57.00,57.00,0,0,0,528.66,528.66,0,115.00,115.00,0,0,0,0,44.00,44.00,0,71.00,71.00,0,38.26,38.26,"N/A",7.34,0.46,7.34,0.46,"N/A",235.04,7.90,235.04,7.90,"N/A",133.78,4.15,133.78,4.15,"N/A",1.76,1.76,"N/A",693.44,23.60,693.44,23.60,"N/A",635.18,14.54,635.18,14.54,"N/A",65.00,65.00,0,82.00,82.00,0,55.00,55.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 2.4.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.40,"Small",true,true
708.93,28.36,708.93,28.36,0,0,10550.58,422.02,10550.58,422.02,0,0,9841.65,393.67,9841.65,393.67,0,0,2404.14,50.98,1652.33,40.66,3318.45,132.74,0.30,0.71,1.07,1.07,"N/A",61.00,61.00,0,66.65,2.08,673.17,673.17,0,140.00,140.00,0,1.00,1.00,0,35.00,35.00,0,105.00,105.00,0,25.00,25.00,"N/A",5.06,0.35,5.06,0.35,"N/A",301.45,9.85,301.45,9.85,"N/A",93.73,2.81,93.73,2.81,"N/A",3.22,3.22,"N/A",676.07,21.23,676.07,21.23,"N/A",378.04,9.72,378.04,9.72,"N/A",53.00,53.00,0,93.00,93.00,0,40.00,40.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 1.75.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,1.75,2.95,"Small",true,true
433.80,17.35,433.80,17.35,0,0,10153.62,406.14,10153.62,406.14,0,0,9719.82,388.79,9719.82,388.79,0,0,2422.05,51.97,1736.87,38.82,3320.89,132.84,0.25,0.56,1.05,1.05,"N/A",63.00,63.00,0,0,0,816.46,816.46,0,182.00,182.00,0,0,0,0,105.00,105.00,0,77.00,77.00,0,57.69,57.69,"N/A",2.38,0.17,2.38,0.17,"N/A",96.70,3.22,96.70,3.22,"N/A",126.23,3.99,126.23,3.99,"N/A",0.77,0.77,"N/A",340.97,10.74,340.97,10.74,"N/A",579.73,14.54,579.73,14.54,"N/A",32.00,32.00,0,30.00,30.00,0,35.00,35.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 1.1.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.10,"Small",true,true
2888.08,115.52,2888.08,115.52,0,0,13606.57,544.26,13606.57,544.26,0,0,10718.48,428.74,10718.48,428.74,0,0,5209.86,70.15,2277.21,35.24,3320.89,132.84,0.43,2.29,1.27,1.27,"N/A",57.00,57.00,0,114.23,2.12,572.68,572.68,0,98.00,98.00,0,1.00,1.00,0,37.00,37.00,0,61.00,61.00,0,37.76,37.76,"N/A",29.47,1.07,29.47,1.07,"N/A",367.75,9.85,367.75,9.85,"N/A",175.71,4.26,175.71,4.26,"N/A",2.09,2.09,"N/A",1076.96,28.05,1076.96,28.05,"N/A",923.73,14.54,923.73,14.54,"N/A",84.00,84.00,0,118.00,118.00,0,62.00,62.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 2.85.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.85,"Small",true,true
455.10,18.20,455.10,18.20,0,0,9995.11,399.80,9995.11,399.80,0,0,9540.01,381.60,9540.01,381.60,0,0,2320.28,52.27,1500.81,39.00,3322.85,132.91,0.24,0.58,1.05,1.05,"N/A",61.00,61.00,0,0,0,833.41,833.41,0,191.00,191.00,0,0,0,0,112.00,112.00,0,79.00,79.00,0,58.64,58.64,"N/A",2.38,0.16,2.38,0.16,"N/A",89.24,3.05,89.24,3.05,"N/A",120.76,3.94,120.76,3.94,"N/A",0.74,0.74,"N/A",301.86,10.24,301.86,10.24,"N/A",552.18,14.54,552.18,14.54,"N/A",30.00,30.00,0,29.00,29.00,0,33.00,33.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 1.05.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.05,"Small",true,true
2849.38,113.98,2849.38,113.98,0,0,13297.97,531.92,13297.97,531.92,0,0,10448.59,417.94,10448.59,417.94,0,0,4206.49,65.01,1760.67,29.33,3321.87,132.87,0.48,2.67,1.27,1.27,"N/A",60.00,60.00,0,114.32,2.14,633.55,633.55,0,109.00,109.00,0,1.00,1.00,0,35.00,35.00,0,74.00,74.00,0,32.11,32.11,"N/A",26.14,0.95,26.14,0.95,"N/A",379.94,10.35,379.94,10.35,"N/A",141.20,3.50,141.20,3.50,"N/A",2.69,2.69,"N/A",1116.75,29.04,1116.75,29.04,"N/A",649.83,11.92,649.83,11.92,"N/A",74.00,74.00,0,117.00,117.00,0,53.00,53.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 2.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.25,2.95,"Small",true,true
708.93,28.36,708.93,28.36,0,0,10550.58,422.02,10550.58,422.02,0,0,9841.65,393.67,9841.65,393.67,0,0,2404.14,50.98,1652.33,40.66,3320.40,132.82,0.30,0.71,1.07,1.07,"N/A",61.00,61.00,0,67.75,2.11,673.17,673.17,0,140.00,140.00,0,1.00,1.00,0,35.00,35.00,0,105.00,105.00,0,25.00,25.00,"N/A",5.06,0.35,5.06,0.35,"N/A",301.45,9.85,301.45,9.85,"N/A",93.73,2.81,93.73,2.81,"N/A",3.22,3.22,"N/A",676.07,21.23,676.07,21.23,"N/A",378.04,9.72,378.04,9.72,"N/A",53.00,53.00,0,93.00,93.00,0,40.00,40.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 1.75.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,1.75,2.95,"Small",true,true
2534.33,101.37,2534.33,101.37,0,0,13219.39,528.78,13219.39,528.78,0,0,10685.06,427.40,10685.06,427.40,0,0,5007.30,69.54,2460.05,38.51,3317.96,132.72,0.41,1.96,1.24,1.24,"N/A",57.00,57.00,0,104.13,2.07,528.46,528.46,0,94.00,94.00,0,1.00,1.00,0,37.00,37.00,0,57.00,57.00,0,39.36,39.36,"N/A",26.96,1.05,26.96,1.05,"N/A",357.28,9.90,357.28,9.90,"N/A",187.46,4.69,187.46,4.69,"N/A",1.91,1.91,"N/A",1064.63,29.04,1064.63,29.04,"N/A",966.78,15.85,966.78,15.85,"N/A",87.00,87.00,0,118.00,118.00,0,67.00,67.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 3.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,3.00,2.95,"Small",true,true
1009.19,40.37,1009.19,40.37,0,0,11678.30,467.13,11678.30,467.13,0,0,10669.11,426.76,10669.11,426.76,0,0,3135.09,57.45,2058.37,39.71,3319.91,132.80,0.33,0.87,1.10,1.10,"N/A",64.00,64.00,0,0,0,733.98,733.98,0,147.00,147.00,0,0,0,0,74.00,74.00,0,73.00,73.00,0,50.34,50.34,"N/A",6.87,0.35,6.87,0.35,"N/A",157.81,4.78,157.81,4.78,"N/A",146.15,4.13,146.15,4.13,"N/A",1.08,1.08,"N/A",536.36,15.69,536.36,15.69,"N/A",678.83,14.54,678.83,14.54,"N/A",46.00,46.00,0,45.00,45.00,0,48.00,48.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 1.6.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.60,"Small",true,true
1889.67,75.59,1889.67,75.59,0,0,11640.56,465.62,11640.56,465.62,0,0,9750.89,390.04,9750.89,390.04,0,0,3959.26,64.11,1945.97,33.17,3313.55,132.54,0.37,1.64,1.19,1.19,"N/A",55.00,55.00,0,0,0,546.07,546.07,0,106.00,106.00,0,0,0,0,42.00,42.00,0,64.00,64.00,0,39.62,39.62,"N/A",17.83,0.76,17.83,0.76,"N/A",277.16,8.35,277.16,8.35,"N/A",152.36,4.22,152.36,4.22,"N/A",1.82,1.82,"N/A",796.54,24.59,796.54,24.59,"N/A",768.15,14.54,768.15,14.54,"N/A",75.00,75.00,0,97.00,97.00,0,61.00,61.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 2.5.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.50,"Small",true,true
566.01,22.64,566.01,22.64,0,0,9424.30,376.97,9424.30,376.97,0,0,8858.29,354.33,8858.29,354.33,0,0,2635.49,55.94,1633.66,36.50,3315.51,132.62,0.26,0.73,1.06,1.06,"N/A",55.00,55.00,0,0,0,519.24,519.24,0,122.00,122.00,0,0,0,0,51.00,51.00,0,71.00,71.00,0,41.80,41.80,"N/A",4.64,0.34,4.64,0.34,"N/A",184.79,6.64,184.79,6.64,"N/A",124.76,4.19,124.76,4.19,"N/A",1.48,1.48,"N/A",539.62,20.63,539.62,20.63,"N/A",586.07,14.54,586.07,14.54,"N/A",61.00,61.00,0,68.00,68.00,0,55.00,55.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 2.1.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.10,"Small",true,true
991.32,39.65,991.32,39.65,0,0,10973.37,438.93,10973.37,438.93,0,0,9982.05,399.28,9982.05,399.28,0,0,3193.14,59.03,1944.32,37.84,3317.96,132.72,0.31,0.98,1.10,1.10,"N/A",57.00,57.00,0,0,0,563.87,563.87,0,120.00,120.00,0,0,0,0,47.00,47.00,0,73.00,73.00,0,39.17,39.17,"N/A",8.26,0.48,8.26,0.48,"N/A",233.48,7.67,233.48,7.67,"N/A",136.74,4.15,136.74,4.15,"N/A",1.71,1.71,"N/A",655.18,23.10,655.18,23.10,"N/A",672.87,14.54,672.87,14.54,"N/A",62.00,62.00,0,74.00,74.00,0,54.00,54.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 2.35.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.35,"Small",true,true
1147.01,45.88,1147.01,45.88,0,0,10880.83,435.23,10880.83,435.23,0,0,9733.82,389.35,9733.82,389.35,0,0,3321.02,59.97,1863.96,35.44,3313.55,132.54,0.32,1.18,1.12,1.12,"N/A",55.00,55.00,0,0,0,596.88,596.88,0,126.00,126.00,0,0,0,0,56.00,56.00,0,70.00,70.00,0,44.44,44.44,"N/A",9.10,0.46,9.10,0.46,"N/A",194.30,6.25,194.30,6.25,"N/A",139.05,4.17,139.05,4.17,"N/A",1.40,1.40,"N/A",610.87,19.64,610.87,19.64,"N/A",688.78,14.54,688.78,14.54,"N/A",58.00,58.00,0,61.00,61.00,0,55.00,55.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 2.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.00,"Small",true,true
419.75,16.79,419.75,16.79,0,0,10287.44,411.50,10287.44,411.50,0,0,9867.69,394.71,9867.69,394.71,0,0,2175.93,49.30,1656.86,38.14,3314.53,132.58,0.24,0.53,1.04,1.04,"N/A",60.00,60.00,0,0,0,871.91,871.91,0,195.00,195.00,0,0,0,0,115.00,115.00,0,80.00,80.00,0,58.97,58.97,"N/A",2.15,0.15,2.15,0.15,"N/A",89.46,2.98,89.46,2.98,"N/A",123.35,3.91,123.35,3.91,"N/A",0.73,0.73,"N/A",292.28,9.75,292.28,9.75,"N/A",580.40,14.54,580.40,14.54,"N/A",30.00,30.00,0,28.00,28.00,0,32.00,32.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 1.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.00,"Small",true,true
2534.33,101.37,2534.33,101.37,0,0,13219.39,528.78,13219.39,528.78,0,0,10685.06,427.40,10685.06,427.40,0,0,5007.30,69.54,2460.05,38.51,3309.15,132.37,0.41,1.96,1.24,1.24,"N/A",57.00,57.00,0,96.36,1.91,528.46,528.46,0,94.00,94.00,0,1.00,1.00,0,37.00,37.00,0,57.00,57.00,0,39.36,39.36,"N/A",26.96,1.05,26.96,1.05,"N/A",357.28,9.90,357.28,9.90,"N/A",187.46,4.69,187.46,4.69,"N/A",1.91,1.91,"N/A",1064.63,29.04,1064.63,29.04,"N/A",966.78,15.85,966.78,15.85,"N/A",87.00,87.00,0,118.00,118.00,0,67.00,67.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 3.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,3.00,2.95,"Small",true,true
1401.22,56.05,1401.22,56.05,0,0,12503.68,500.15,12503.68,500.15,0,0,11102.46,444.10,11102.46,444.10,0,0,3566.27,60.56,1995.16,35.81,3314.04,132.56,0.36,1.10,1.13,1.13,"N/A",64.00,64.00,0,0,0,851.00,851.00,0,164.00,164.00,0,0,0,0,89.00,89.00,0,75.00,75.00,0,54.27,54.27,"N/A",8.54,0.37,8.54,0.37,"N/A",140.49,4.09,140.49,4.09,"N/A",148.03,4.03,148.03,4.03,"N/A",0.95,0.95,"N/A",472.76,13.21,472.76,13.21,"N/A",732.47,14.54,732.47,14.54,"N/A",39.00,39.00,0,39.00,39.00,0,39.00,39.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 1.35.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.35,"Small",true,true
2849.38,113.98,2849.38,113.98,0,0,13297.97,531.92,13297.97,531.92,0,0,10448.59,417.94,10448.59,417.94,0,0,4206.49,65.01,1760.67,29.33,3314.53,132.58,0.48,2.67,1.27,1.27,"N/A",60.00,60.00,0,107.44,2.01,633.55,633.55,0,109.00,109.00,0,1.00,1.00,0,35.00,35.00,0,74.00,74.00,0,32.11,32.11,"N/A",26.14,0.95,26.14,0.95,"N/A",379.94,10.35,379.94,10.35,"N/A",141.20,3.50,141.20,3.50,"N/A",2.69,2.69,"N/A",1116.75,29.04,1116.75,29.04,"N/A",649.83,11.92,649.83,11.92,"N/A",74.00,74.00,0,117.00,117.00,0,53.00,53.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 2.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.25,2.95,"Small",true,true
1401.22,56.05,1401.22,56.05,0,0,12503.68,500.15,12503.68,500.15,0,0,11102.46,444.10,11102.46,444.10,0,0,3566.27,60.56,1995.16,35.81,3314.53,132.58,0.36,1.10,1.13,1.13,"N/A",64.00,64.00,0,0,0,851.00,851.00,0,164.00,164.00,0,0,0,0,89.00,89.00,0,75.00,75.00,0,54.27,54.27,"N/A",8.54,0.37,8.54,0.37,"N/A",140.49,4.09,140.49,4.09,"N/A",148.03,4.03,148.03,4.03,"N/A",0.95,0.95,"N/A",472.76,13.21,472.76,13.21,"N/A",732.47,14.54,732.47,14.54,"N/A",39.00,39.00,0,39.00,39.00,0,39.00,39.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 1.35.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.35,"Small",true,true
584.74,23.39,584.74,23.39,0,0,9901.45,396.06,9901.45,396.06,0,0,9316.71,372.67,9316.71,372.67,0,0,2867.29,57.49,1884.57,39.78,3311.11,132.44,0.26,0.74,1.06,1.06,"N/A",56.00,56.00,0,0,0,542.26,542.26,0,124.00,124.00,0,0,0,0,51.00,51.00,0,73.00,73.00,0,41.13,41.13,"N/A",4.72,0.35,4.72,0.35,"N/A",194.15,6.80,194.15,6.80,"N/A",127.63,4.16,127.63,4.16,"N/A",1.52,1.52,"N/A",577.71,21.12,577.71,21.12,"N/A",620.33,14.54,620.33,14.54,"N/A",59.00,59.00,0,69.00,69.00,0,53.00,53.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 2.15.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.15,"Small",true,true
301.48,12.06,301.48,12.06,0,0,9176.17,367.05,9176.17,367.05,0,0,8874.70,354.99,8874.70,354.99,0,0,2009.26,46.44,1723.36,40.68,3311.11,132.44,0.21,0.37,1.03,1.03,"N/A",59.00,59.00,0,0,0,802.10,802.10,0,178.00,178.00,0,0,0,0,33.00,33.00,0,145.00,145.00,0,18.54,18.54,"N/A",1.69,0.18,1.69,0.18,"N/A",278.07,9.62,278.07,9.62,"N/A",61.20,1.97,61.20,1.97,"N/A",4.54,4.54,"N/A",617.34,21.23,617.34,21.23,"N/A",244.59,6.99,244.59,6.99,"N/A",40.00,40.00,0,90.00,90.00,0,29.00,29.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 1.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,1.25,2.95,"Small",true,true
1264.27,50.57,1264.27,50.57,0,0,12578.13,503.13,12578.13,503.13,0,0,11313.86,452.55,11313.86,452.55,0,0,3501.71,60.12,2151.54,40.13,3313.55,132.54,0.35,1.03,1.11,1.11,"N/A",63.00,63.00,0,0,0,797.48,797.48,0,154.00,154.00,0,0,0,0,80.00,80.00,0,74.00,74.00,0,51.95,51.95,"N/A",8.21,0.38,8.21,0.38,"N/A",157.23,4.57,157.23,4.57,"N/A",152.89,4.15,152.89,4.15,"N/A",1.03,1.03,"N/A",512.62,14.70,512.62,14.70,"N/A",724.44,14.54,724.44,14.54,"N/A",44.00,44.00,0,42.00,42.00,0,46.00,46.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 1.5.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.50,"Small",true,true
1295.94,51.84,1295.94,51.84,0,0,11593.51,463.74,11593.51,463.74,0,0,10297.57,411.90,10297.57,411.90,0,0,3567.20,60.57,2139.66,38.25,3315.51,132.62,0.34,1.15,1.13,1.13,"N/A",60.00,60.00,0,0,0,660.91,660.91,0,133.00,133.00,0,0,0,0,63.00,63.00,0,70.00,70.00,0,47.37,47.37,"N/A",9.74,0.46,9.74,0.46,"N/A",184.02,5.62,184.02,5.62,"N/A",147.11,4.18,147.11,4.18,"N/A",1.25,1.25,"N/A",586.05,18.16,586.05,18.16,"N/A",732.58,14.54,732.58,14.54,"N/A",54.00,54.00,0,56.00,56.00,0,53.00,53.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 1.85.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.85,"Small",true,true
1183.95,47.36,1183.95,47.36,0,0,11101.20,444.05,11101.20,444.05,0,0,9917.25,396.69,9917.25,396.69,0,0,3400.92,60.54,1992.07,37.34,3309.15,132.37,0.33,1.09,1.12,1.12,"N/A",58.00,58.00,0,0,0,627.30,627.30,0,130.00,130.00,0,0,0,0,61.00,61.00,0,69.00,69.00,0,46.92,46.92,"N/A",9.11,0.45,9.11,0.45,"N/A",181.99,5.73,181.99,5.73,"N/A",143.73,4.22,143.73,4.22,"N/A",1.27,1.27,"N/A",603.34,18.65,603.34,18.65,"N/A",698.71,14.54,698.71,14.54,"N/A",56.00,56.00,0,57.00,57.00,0,55.00,55.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 1.9.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.90,"Small",true,true
708.93,28.36,708.93,28.36,0,0,10550.58,422.02,10550.58,422.02,0,0,9841.65,393.67,9841.65,393.67,0,0,2404.14,50.98,1652.33,40.66,3312.09,132.48,0.30,0.70,1.07,1.07,"N/A",61.00,61.00,0,63.07,1.97,673.17,673.17,0,140.00,140.00,0,1.00,1.00,0,35.00,35.00,0,105.00,105.00,0,25.00,25.00,"N/A",5.06,0.35,5.06,0.35,"N/A",301.45,9.85,301.45,9.85,"N/A",93.73,2.81,93.73,2.81,"N/A",3.22,3.22,"N/A",676.07,21.23,676.07,21.23,"N/A",378.04,9.72,378.04,9.72,"N/A",53.00,53.00,0,93.00,93.00,0,40.00,40.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 1.75.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,1.75,2.95,"Small",true,true
301.48,12.06,301.48,12.06,0,0,9176.17,367.05,9176.17,367.05,0,0,8874.70,354.99,8874.70,354.99,0,0,2009.26,46.44,1723.36,40.68,3311.11,132.44,0.21,0.37,1.03,1.03,"N/A",59.00,59.00,0,0,0,802.10,802.10,0,178.00,178.00,0,0,0,0,33.00,33.00,0,145.00,145.00,0,18.54,18.54,"N/A",1.69,0.18,1.69,0.18,"N/A",278.07,9.62,278.07,9.62,"N/A",61.20,1.97,61.20,1.97,"N/A",4.54,4.54,"N/A",617.34,21.23,617.34,21.23,"N/A",244.59,6.99,244.59,6.99,"N/A",40.00,40.00,0,90.00,90.00,0,29.00,29.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 1.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,1.25,2.95,"Small",true,true
1295.94,51.84,1295.94,51.84,0,0,11593.51,463.74,11593.51,463.74,0,0,10297.57,411.90,10297.57,411.90,0,0,3567.20,60.57,2139.66,38.25,3311.60,132.46,0.34,1.15,1.13,1.13,"N/A",60.00,60.00,0,0,0,660.91,660.91,0,133.00,133.00,0,0,0,0,63.00,63.00,0,70.00,70.00,0,47.37,47.37,"N/A",9.74,0.46,9.74,0.46,"N/A",184.02,5.62,184.02,5.62,"N/A",147.11,4.18,147.11,4.18,"N/A",1.25,1.25,"N/A",586.05,18.16,586.05,18.16,"N/A",732.58,14.54,732.58,14.54,"N/A",54.00,54.00,0,56.00,56.00,0,53.00,53.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 1.85.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.85,"Small",true,true
976.63,39.07,976.63,39.07,0,0,10737.98,429.52,10737.98,429.52,0,0,9761.35,390.45,9761.35,390.45,0,0,3145.71,57.53,2033.56,39.15,3312.09,132.48,0.31,0.96,1.10,1.10,"N/A",60.00,60.00,0,0,0,627.45,627.45,0,133.00,133.00,0,0,0,0,63.00,63.00,0,70.00,70.00,0,47.37,47.37,"N/A",7.34,0.39,7.34,0.39,"N/A",170.44,5.47,170.44,5.47,"N/A",139.45,4.18,139.45,4.18,"N/A",1.22,1.22,"N/A",538.71,17.66,538.71,17.66,"N/A",680.15,14.54,680.15,14.54,"N/A",54.00,54.00,0,55.00,55.00,0,53.00,53.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 1.8.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.80,"Small",true,true
786.66,31.47,786.66,31.47,0,0,10715.89,428.64,10715.89,428.64,0,0,9929.23,397.17,9929.23,397.17,0,0,3036.72,56.67,2084.38,40.95,3313.07,132.52,0.29,0.81,1.08,1.08,"N/A",64.00,64.00,0,0,0,650.20,650.20,0,137.00,137.00,0,0,0,0,66.00,66.00,0,71.00,71.00,0,48.18,48.18,"N/A",5.74,0.33,5.74,0.33,"N/A",162.36,5.17,162.36,5.17,"N/A",139.85,4.16,139.85,4.16,"N/A",1.16,1.16,"N/A",516.88,16.67,516.88,16.67,"N/A",666.59,14.54,666.59,14.54,"N/A",52.00,52.00,0,51.00,51.00,0,53.00,53.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 2.95 => 1.7.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.70,"Small",true,true
