"Net Profit: All","Net Profit %: All","Net Profit: Long","Net Profit %: Long","Net Profit: Short","Net Profit %: Short","Gross Profit: All","Gross Profit %: All","Gross Profit: Long","Gross Profit %: Long","Gross Profit: Short","Gross Profit %: Short","Gross Loss: All","Gross Loss %: All","Gross Loss: Long","Gross Loss %: Long","Gross Loss: Short","Gross Loss %: Short","Max Run-up","Max Run-up %","Max Drawdown","Max Drawdown %","Buy & Hold Return","Buy & Hold Return %","Sharpe Ratio","Sortino Ratio","Profit Factor: All","Profit Factor: Long","Profit Factor: Short","Max Contracts Held: All","Max Contracts Held: Long","Max Contracts Held: Short","Open PL","Open PL %","Commission Paid: All","Commission Paid: Long","Commission Paid: Short","Total Closed Trades: All","Total Closed Trades: Long","Total Closed Trades: Short","Total Open Trades: All","Total Open Trades: Long","Total Open Trades: Short","Number Winning Trades: All","Number Winning Trades: Long","Number Winning Trades: Short","Number Losing Trades: All","Number Losing Trades: Long","Number Losing Trades: Short","Percent Profitable: All","Percent Profitable: Long","Percent Profitable: Short","Avg Trade: All","Avg Trade %: All","Avg Trade: Long","Avg Trade %: Long","Avg Trade: Short","Avg Winning Trade: All","Avg Winning Trade %: All","Avg Winning Trade: Long","Avg Winning Trade %: Long","Avg Winning Trade: Short","Avg Losing Trade: All","Avg Losing Trade %: All","Avg Losing Trade: Long","Avg Losing Trade %: Long","Avg Losing Trade: Short","Ratio Avg Win / Avg Loss: All","Ratio Avg Win / Avg Loss: Long","Ratio Avg Win / Avg Loss: Short","Largest Winning Trade: All","Largest Winning Trade %: All","Largest Winning Trade: Long","Largest Winning Trade %: Long","Largest Winning Trade: Short","Largest Losing Trade: All","Largest Losing Trade %: All","Largest Losing Trade: Long","Largest Losing Trade %: Long","Largest Losing Trade: Short","Avg # Bars in Trades: All","Avg # Bars in Trades: Long","Avg # Bars in Trades: Short","Avg # Bars in Winning Trades: All","Avg # Bars in Winning Trades: Long","Avg # Bars in Winning Trades: Short","Avg # Bars in Losing Trades: All","Avg # Bars in Losing Trades: Long","Avg # Bars in Losing Trades: Short","Margin Calls: All","Margin Calls: Long","Margin Calls: Short","comment","__Take Profit % (How much stock has to rise from entry to trigger take profit) Using tighter % will have higher win rates (try 5% as an example). Using looser will produce bigger winners w/ lower win rates.","__Take Profit % QTY (How much profit you want to take after take profit target is triggered)","__Change this if you want to see Copp Curve calculated for current ticker. All Copp Curve calculations are base on NYSE Composite","__Standard Copp settings are (10, 14, 11) however, DOUBLE these lengths as alternate settings to (20,28,22) and you will find it may produce better results, but less trades","__WMA Length (Experiment changing this to longer lengths for less trades, but higher win %)","__Long RoC Length","__Short RoC Length","__Start Date","__Start Month","__Start Year","__ATR Period","__Source Upper","__Source Lower","__ATR Multiplier Upper","__ATR Multiplier Lower","__Risk-to-Reward Ratio","__Dashboard Size","__Performance Summary","__Monthly Performance"
871.82,34.87,871.82,34.87,0,0,10360.74,414.43,10360.74,414.43,0,0,9488.93,379.56,9488.93,379.56,0,0,3235.83,59.91,2054.94,40.06,3292.52,131.70,0.30,0.95,1.09,1.09,"N/A",59.00,59.00,0,0,0,614.37,614.37,0,134.00,134.00,0,0,0,0,64.00,64.00,0,70.00,70.00,0,47.76,47.76,"N/A",6.51,0.36,6.51,0.36,"N/A",161.89,5.32,161.89,5.32,"N/A",135.56,4.17,135.56,4.17,"N/A",1.19,1.19,"N/A",526.99,17.17,526.99,17.17,"N/A",671.81,14.54,671.81,14.54,"N/A",54.00,54.00,0,55.00,55.00,0,52.00,52.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 1.75.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.75,"Small",true,true
730.15,29.21,730.15,29.21,0,0,10536.38,421.46,10536.38,421.46,0,0,9806.23,392.25,9806.23,392.25,0,0,2380.70,50.74,1525.19,38.85,3295.45,131.82,0.30,0.71,1.07,1.07,"N/A",61.00,61.00,0,54.06,1.67,661.13,661.13,0,138.00,138.00,0,1.00,1.00,0,34.00,34.00,0,104.00,104.00,0,24.64,24.64,"N/A",5.29,0.37,5.29,0.37,"N/A",309.89,10.15,309.89,10.15,"N/A",94.29,2.83,94.29,2.83,"N/A",3.29,3.29,"N/A",696.93,21.59,696.93,21.59,"N/A",376.16,9.72,376.16,9.72,"N/A",55.00,55.00,0,99.00,99.00,0,40.00,40.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 1.75.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,1.75,3.00,"Small",true,true
919.32,36.77,919.32,36.77,0,0,10827.02,433.08,10827.02,433.08,0,0,9907.70,396.31,9907.70,396.31,0,0,2796.90,55.69,1691.34,41.53,3296.43,131.86,0.31,0.84,1.09,1.09,"N/A",62.00,62.00,0,0,0,804.07,804.07,0,172.00,172.00,0,0,0,0,99.00,99.00,0,73.00,73.00,0,57.56,57.56,"N/A",5.34,0.27,5.34,0.27,"N/A",109.36,3.51,109.36,3.51,"N/A",135.72,4.12,135.72,4.12,"N/A",0.81,0.81,"N/A",382.46,11.73,382.46,11.73,"N/A",624.67,14.54,624.67,14.54,"N/A",36.00,36.00,0,35.00,35.00,0,36.00,36.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 1.2.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.20,"Small",true,true
2834.38,113.38,2834.38,113.38,0,0,14147.14,565.89,14147.14,565.89,0,0,11312.76,452.51,11312.76,452.51,0,0,5326.97,70.84,2496.57,37.94,3295.45,131.82,0.42,2.15,1.25,1.25,"N/A",57.00,57.00,0,89.28,1.67,556.40,556.40,0,95.00,95.00,0,1.00,1.00,0,37.00,37.00,0,58.00,58.00,0,38.95,38.95,"N/A",29.84,1.11,29.84,1.11,"N/A",382.36,10.19,382.36,10.19,"N/A",195.05,4.68,195.05,4.68,"N/A",1.96,1.96,"N/A",1118.37,29.54,1118.37,29.54,"N/A",1009.72,15.85,1009.72,15.85,"N/A",86.00,86.00,0,118.00,118.00,0,66.00,66.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 3.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,3.00,3.00,"Small",true,true
1782.39,71.30,1782.39,71.30,0,0,11494.97,459.80,11494.97,459.80,0,0,9712.58,388.50,9712.58,388.50,0,0,3644.61,62.18,1765.58,36.24,3293.50,131.74,0.37,1.53,1.18,1.18,"N/A",56.00,56.00,0,0,0,533.03,533.03,0,106.00,106.00,0,0,0,0,40.00,40.00,0,66.00,66.00,0,37.74,37.74,"N/A",16.82,0.75,16.82,0.75,"N/A",287.37,8.87,287.37,8.87,"N/A",147.16,4.17,147.16,4.17,"N/A",1.95,1.95,"N/A",820.38,25.58,820.38,25.58,"N/A",729.02,14.54,729.02,14.54,"N/A",76.00,76.00,0,105.00,105.00,0,59.00,59.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 2.6.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.60,"Small",true,true
2994.06,119.76,2994.06,119.76,0,0,13548.92,541.96,13548.92,541.96,0,0,10554.86,422.19,10554.86,422.19,0,0,4390.28,65.98,1810.69,31.09,3293.01,131.72,0.48,2.84,1.28,1.28,"N/A",60.00,60.00,0,89.59,1.63,628.73,628.73,0,108.00,108.00,0,1.00,1.00,0,34.00,34.00,0,74.00,74.00,0,31.48,31.48,"N/A",27.72,0.99,27.72,0.99,"N/A",398.50,10.82,398.50,10.82,"N/A",142.63,3.52,142.63,3.52,"N/A",2.79,2.79,"N/A",1112.24,29.54,1112.24,29.54,"N/A",651.78,11.92,651.78,11.92,"N/A",75.00,75.00,0,124.00,124.00,0,53.00,53.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 2.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.25,3.00,"Small",true,true
2834.38,113.38,2834.38,113.38,0,0,14147.14,565.89,14147.14,565.89,0,0,11312.76,452.51,11312.76,452.51,0,0,5326.97,70.84,2496.57,37.94,3297.41,131.90,0.42,2.15,1.25,1.25,"N/A",57.00,57.00,0,91.11,1.71,556.40,556.40,0,95.00,95.00,0,1.00,1.00,0,37.00,37.00,0,58.00,58.00,0,38.95,38.95,"N/A",29.84,1.11,29.84,1.11,"N/A",382.36,10.19,382.36,10.19,"N/A",195.05,4.68,195.05,4.68,"N/A",1.96,1.96,"N/A",1118.37,29.54,1118.37,29.54,"N/A",1009.72,15.85,1009.72,15.85,"N/A",86.00,86.00,0,118.00,118.00,0,66.00,66.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 3.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,3.00,3.00,"Small",true,true
786.66,31.47,786.66,31.47,0,0,10715.89,428.64,10715.89,428.64,0,0,9929.23,397.17,9929.23,397.17,0,0,3036.72,56.67,2084.38,40.95,3296.92,131.88,0.29,0.81,1.08,1.08,"N/A",64.00,64.00,0,0,0,650.20,650.20,0,137.00,137.00,0,0,0,0,66.00,66.00,0,71.00,71.00,0,48.18,48.18,"N/A",5.74,0.33,5.74,0.33,"N/A",162.36,5.17,162.36,5.17,"N/A",139.85,4.16,139.85,4.16,"N/A",1.16,1.16,"N/A",516.88,16.67,516.88,16.67,"N/A",666.59,14.54,666.59,14.54,"N/A",52.00,52.00,0,51.00,51.00,0,53.00,53.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 1.7.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.70,"Small",true,true
227.36,9.09,227.36,9.09,0,0,9047.51,361.90,9047.51,361.90,0,0,8820.15,352.81,8820.15,352.81,0,0,1856.31,44.48,1651.45,40.41,3296.92,131.88,0.19,0.33,1.03,1.03,"N/A",60.00,60.00,0,0,0,784.37,784.37,0,177.00,177.00,0,0,0,0,32.00,32.00,0,145.00,145.00,0,18.08,18.08,"N/A",1.28,0.17,1.28,0.17,"N/A",282.73,9.92,282.73,9.92,"N/A",60.83,1.98,60.83,1.98,"N/A",4.65,4.65,"N/A",636.34,21.59,636.34,21.59,"N/A",235.94,6.99,235.94,6.99,"N/A",41.00,41.00,0,96.00,96.00,0,28.00,28.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 1.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,1.25,3.00,"Small",true,true
2834.38,113.38,2834.38,113.38,0,0,14147.14,565.89,14147.14,565.89,0,0,11312.76,452.51,11312.76,452.51,0,0,5326.97,70.84,2496.57,37.94,3293.01,131.72,0.42,2.15,1.25,1.25,"N/A",57.00,57.00,0,86.99,1.63,556.40,556.40,0,95.00,95.00,0,1.00,1.00,0,37.00,37.00,0,58.00,58.00,0,38.95,38.95,"N/A",29.84,1.11,29.84,1.11,"N/A",382.36,10.19,382.36,10.19,"N/A",195.05,4.68,195.05,4.68,"N/A",1.96,1.96,"N/A",1118.37,29.54,1118.37,29.54,"N/A",1009.72,15.85,1009.72,15.85,"N/A",86.00,86.00,0,118.00,118.00,0,66.00,66.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 3.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,3.00,3.00,"Small",true,true
584.74,23.39,584.74,23.39,0,0,9901.45,396.06,9901.45,396.06,0,0,9316.71,372.67,9316.71,372.67,0,0,2867.29,57.49,1884.57,39.78,3293.01,131.72,0.26,0.74,1.06,1.06,"N/A",56.00,56.00,0,0,0,542.26,542.26,0,124.00,124.00,0,0,0,0,51.00,51.00,0,73.00,73.00,0,41.13,41.13,"N/A",4.72,0.35,4.72,0.35,"N/A",194.15,6.80,194.15,6.80,"N/A",127.63,4.16,127.63,4.16,"N/A",1.52,1.52,"N/A",577.71,21.12,577.71,21.12,"N/A",620.33,14.54,620.33,14.54,"N/A",59.00,59.00,0,69.00,69.00,0,53.00,53.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 2.15.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.15,"Small",true,true
2834.38,113.38,2834.38,113.38,0,0,14147.14,565.89,14147.14,565.89,0,0,11312.76,452.51,11312.76,452.51,0,0,5326.97,70.84,2496.57,37.94,3294.47,131.78,0.42,2.15,1.25,1.25,"N/A",57.00,57.00,0,88.36,1.66,556.40,556.40,0,95.00,95.00,0,1.00,1.00,0,37.00,37.00,0,58.00,58.00,0,38.95,38.95,"N/A",29.84,1.11,29.84,1.11,"N/A",382.36,10.19,382.36,10.19,"N/A",195.05,4.68,195.05,4.68,"N/A",1.96,1.96,"N/A",1118.37,29.54,1118.37,29.54,"N/A",1009.72,15.85,1009.72,15.85,"N/A",86.00,86.00,0,118.00,118.00,0,66.00,66.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 3.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,3.00,3.00,"Small",true,true
1135.88,45.44,1135.88,45.44,0,0,11464.30,458.57,11464.30,458.57,0,0,10328.42,413.14,10328.42,413.14,0,0,2952.32,55.97,1653.25,37.97,3293.50,131.74,0.34,0.98,1.11,1.11,"N/A",63.00,63.00,0,0,0,805.84,805.84,0,166.00,166.00,0,0,0,0,91.00,91.00,0,75.00,75.00,0,54.82,54.82,"N/A",6.84,0.32,6.84,0.32,"N/A",125.98,3.92,125.98,3.92,"N/A",137.71,4.03,137.71,4.03,"N/A",0.92,0.92,"N/A",417.02,12.72,417.02,12.72,"N/A",656.10,14.54,656.10,14.54,"N/A",38.00,38.00,0,39.00,39.00,0,38.00,38.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 1.3.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.30,"Small",true,true
2994.06,119.76,2994.06,119.76,0,0,13548.92,541.96,13548.92,541.96,0,0,10554.86,422.19,10554.86,422.19,0,0,4390.28,65.98,1810.69,31.09,3296.92,131.88,0.48,2.84,1.28,1.28,"N/A",60.00,60.00,0,93.37,1.70,628.73,628.73,0,108.00,108.00,0,1.00,1.00,0,34.00,34.00,0,74.00,74.00,0,31.48,31.48,"N/A",27.72,0.99,27.72,0.99,"N/A",398.50,10.82,398.50,10.82,"N/A",142.63,3.52,142.63,3.52,"N/A",2.79,2.79,"N/A",1112.24,29.54,1112.24,29.54,"N/A",651.78,11.92,651.78,11.92,"N/A",75.00,75.00,0,124.00,124.00,0,53.00,53.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 2.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.25,3.00,"Small",true,true
2834.38,113.38,2834.38,113.38,0,0,14147.14,565.89,14147.14,565.89,0,0,11312.76,452.51,11312.76,452.51,0,0,5326.97,70.84,2496.57,37.94,3294.96,131.80,0.42,2.15,1.25,1.25,"N/A",57.00,57.00,0,88.82,1.67,556.40,556.40,0,95.00,95.00,0,1.00,1.00,0,37.00,37.00,0,58.00,58.00,0,38.95,38.95,"N/A",29.84,1.11,29.84,1.11,"N/A",382.36,10.19,382.36,10.19,"N/A",195.05,4.68,195.05,4.68,"N/A",1.96,1.96,"N/A",1118.37,29.54,1118.37,29.54,"N/A",1009.72,15.85,1009.72,15.85,"N/A",86.00,86.00,0,118.00,118.00,0,66.00,66.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 3.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,3.00,3.00,"Small",true,true
566.01,22.64,566.01,22.64,0,0,9424.30,376.97,9424.30,376.97,0,0,8858.29,354.33,8858.29,354.33,0,0,2635.49,55.94,1633.66,36.50,3301.32,132.05,0.26,0.73,1.06,1.06,"N/A",55.00,55.00,0,0,0,519.24,519.24,0,122.00,122.00,0,0,0,0,51.00,51.00,0,71.00,71.00,0,41.80,41.80,"N/A",4.64,0.34,4.64,0.34,"N/A",184.79,6.64,184.79,6.64,"N/A",124.76,4.19,124.76,4.19,"N/A",1.48,1.48,"N/A",539.62,20.63,539.62,20.63,"N/A",586.07,14.54,586.07,14.54,"N/A",61.00,61.00,0,68.00,68.00,0,55.00,55.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 2.1.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.10,"Small",true,true
1295.94,51.84,1295.94,51.84,0,0,11593.51,463.74,11593.51,463.74,0,0,10297.57,411.90,10297.57,411.90,0,0,3567.20,60.57,2139.66,38.25,3298.39,131.94,0.34,1.15,1.13,1.13,"N/A",60.00,60.00,0,0,0,660.91,660.91,0,133.00,133.00,0,0,0,0,63.00,63.00,0,70.00,70.00,0,47.37,47.37,"N/A",9.74,0.46,9.74,0.46,"N/A",184.02,5.62,184.02,5.62,"N/A",147.11,4.18,147.11,4.18,"N/A",1.25,1.25,"N/A",586.05,18.16,586.05,18.16,"N/A",732.58,14.54,732.58,14.54,"N/A",54.00,54.00,0,56.00,56.00,0,53.00,53.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 1.85.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.85,"Small",true,true
1782.39,71.30,1782.39,71.30,0,0,11494.97,459.80,11494.97,459.80,0,0,9712.58,388.50,9712.58,388.50,0,0,3644.61,62.18,1765.58,36.24,3298.88,131.96,0.37,1.53,1.18,1.18,"N/A",56.00,56.00,0,0,0,533.03,533.03,0,106.00,106.00,0,0,0,0,40.00,40.00,0,66.00,66.00,0,37.74,37.74,"N/A",16.82,0.75,16.82,0.75,"N/A",287.37,8.87,287.37,8.87,"N/A",147.16,4.17,147.16,4.17,"N/A",1.95,1.95,"N/A",820.38,25.58,820.38,25.58,"N/A",729.02,14.54,729.02,14.54,"N/A",76.00,76.00,0,105.00,105.00,0,59.00,59.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 2.6.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.60,"Small",true,true
2014.53,80.58,2014.53,80.58,0,0,12615.16,504.61,12615.16,504.61,0,0,10600.63,424.03,10600.63,424.03,0,0,4237.41,65.66,2087.00,34.05,3300.35,132.01,0.39,1.64,1.19,1.19,"N/A",58.00,58.00,0,0,0,600.74,600.74,0,114.00,114.00,0,0,0,0,46.00,46.00,0,68.00,68.00,0,40.35,40.35,"N/A",17.67,0.74,17.67,0.74,"N/A",274.24,8.03,274.24,8.03,"N/A",155.89,4.20,155.89,4.20,"N/A",1.76,1.76,"N/A",884.70,24.09,884.70,24.09,"N/A",802.76,14.54,802.76,14.54,"N/A",66.00,66.00,0,84.00,84.00,0,54.00,54.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 2.45.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.45,"Small",true,true
227.36,9.09,227.36,9.09,0,0,9047.51,361.90,9047.51,361.90,0,0,8820.15,352.81,8820.15,352.81,0,0,1856.31,44.48,1651.45,40.41,3298.88,131.96,0.19,0.33,1.03,1.03,"N/A",60.00,60.00,0,0,0,784.37,784.37,0,177.00,177.00,0,0,0,0,32.00,32.00,0,145.00,145.00,0,18.08,18.08,"N/A",1.28,0.17,1.28,0.17,"N/A",282.73,9.92,282.73,9.92,"N/A",60.83,1.98,60.83,1.98,"N/A",4.65,4.65,"N/A",636.34,21.59,636.34,21.59,"N/A",235.94,6.99,235.94,6.99,"N/A",41.00,41.00,0,96.00,96.00,0,28.00,28.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 1.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,1.25,3.00,"Small",true,true
1401.22,56.05,1401.22,56.05,0,0,12503.68,500.15,12503.68,500.15,0,0,11102.46,444.10,11102.46,444.10,0,0,3566.27,60.56,1995.16,35.81,3309.15,132.37,0.36,1.10,1.13,1.13,"N/A",64.00,64.00,0,0,0,851.00,851.00,0,164.00,164.00,0,0,0,0,89.00,89.00,0,75.00,75.00,0,54.27,54.27,"N/A",8.54,0.37,8.54,0.37,"N/A",140.49,4.09,140.49,4.09,"N/A",148.03,4.03,148.03,4.03,"N/A",0.95,0.95,"N/A",472.76,13.21,472.76,13.21,"N/A",732.47,14.54,732.47,14.54,"N/A",39.00,39.00,0,39.00,39.00,0,39.00,39.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 1.35.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.35,"Small",true,true
1111.72,44.47,1111.72,44.47,0,0,11294.21,451.77,11294.21,451.77,0,0,10182.48,407.30,10182.48,407.30,0,0,2812.42,54.77,1629.41,39.78,3308.66,132.35,0.34,0.90,1.11,1.11,"N/A",63.00,63.00,0,0,0,815.80,815.80,0,168.00,168.00,0,0,0,0,95.00,95.00,0,73.00,73.00,0,56.55,56.55,"N/A",6.62,0.31,6.62,0.31,"N/A",118.89,3.69,118.89,3.69,"N/A",139.49,4.08,139.49,4.08,"N/A",0.85,0.85,"N/A",399.19,12.23,399.19,12.23,"N/A",638.70,14.54,638.70,14.54,"N/A",38.00,38.00,0,37.00,37.00,0,38.00,38.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 1.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.25,"Small",true,true
2994.06,119.76,2994.06,119.76,0,0,13548.92,541.96,13548.92,541.96,0,0,10554.86,422.19,10554.86,422.19,0,0,4390.28,65.98,1810.69,31.09,3310.62,132.42,0.48,2.85,1.28,1.28,"N/A",60.00,60.00,0,106.57,1.94,628.73,628.73,0,108.00,108.00,0,1.00,1.00,0,34.00,34.00,0,74.00,74.00,0,31.48,31.48,"N/A",27.72,0.99,27.72,0.99,"N/A",398.50,10.82,398.50,10.82,"N/A",142.63,3.52,142.63,3.52,"N/A",2.79,2.79,"N/A",1112.24,29.54,1112.24,29.54,"N/A",651.78,11.92,651.78,11.92,"N/A",75.00,75.00,0,124.00,124.00,0,53.00,53.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 2.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.25,3.00,"Small",true,true
730.15,29.21,730.15,29.21,0,0,10536.38,421.46,10536.38,421.46,0,0,9806.23,392.25,9806.23,392.25,0,0,2380.70,50.74,1525.19,38.85,3308.66,132.35,0.30,0.71,1.07,1.07,"N/A",61.00,61.00,0,61.55,1.91,661.13,661.13,0,138.00,138.00,0,1.00,1.00,0,34.00,34.00,0,104.00,104.00,0,24.64,24.64,"N/A",5.29,0.37,5.29,0.37,"N/A",309.89,10.15,309.89,10.15,"N/A",94.29,2.83,94.29,2.83,"N/A",3.29,3.29,"N/A",696.93,21.59,696.93,21.59,"N/A",376.16,9.72,376.16,9.72,"N/A",55.00,55.00,0,99.00,99.00,0,40.00,40.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 1.75.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,1.75,3.00,"Small",true,true
2994.06,119.76,2994.06,119.76,0,0,13548.92,541.96,13548.92,541.96,0,0,10554.86,422.19,10554.86,422.19,0,0,4390.28,65.98,1810.69,31.09,3308.66,132.35,0.48,2.85,1.28,1.28,"N/A",60.00,60.00,0,104.68,1.91,628.73,628.73,0,108.00,108.00,0,1.00,1.00,0,34.00,34.00,0,74.00,74.00,0,31.48,31.48,"N/A",27.72,0.99,27.72,0.99,"N/A",398.50,10.82,398.50,10.82,"N/A",142.63,3.52,142.63,3.52,"N/A",2.79,2.79,"N/A",1112.24,29.54,1112.24,29.54,"N/A",651.78,11.92,651.78,11.92,"N/A",75.00,75.00,0,124.00,124.00,0,53.00,53.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 2.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.25,3.00,"Small",true,true
3566.39,142.66,3566.39,142.66,0,0,14963.70,598.55,14963.70,598.55,0,0,11397.31,455.89,11397.31,455.89,0,0,5950.74,72.86,2435.62,33.66,3311.60,132.46,0.45,2.76,1.31,1.31,"N/A",58.00,58.00,0,118.71,1.96,611.21,611.21,0,97.00,97.00,0,1.00,1.00,0,37.00,37.00,0,60.00,60.00,0,38.14,38.14,"N/A",36.77,1.21,36.77,1.21,"N/A",404.42,10.09,404.42,10.09,"N/A",189.96,4.27,189.96,4.27,"N/A",2.13,2.13,"N/A",1198.85,29.04,1198.85,29.04,"N/A",1015.88,14.54,1015.88,14.54,"N/A",84.00,84.00,0,120.00,120.00,0,62.00,62.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 2.95.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,2.95,"Small",true,true
227.36,9.09,227.36,9.09,0,0,9047.51,361.90,9047.51,361.90,0,0,8820.15,352.81,8820.15,352.81,0,0,1856.31,44.48,1651.45,40.41,3311.60,132.46,0.19,0.33,1.03,1.03,"N/A",60.00,60.00,0,0,0,784.37,784.37,0,177.00,177.00,0,0,0,0,32.00,32.00,0,145.00,145.00,0,18.08,18.08,"N/A",1.28,0.17,1.28,0.17,"N/A",282.73,9.92,282.73,9.92,"N/A",60.83,1.98,60.83,1.98,"N/A",4.65,4.65,"N/A",636.34,21.59,636.34,21.59,"N/A",235.94,6.99,235.94,6.99,"N/A",41.00,41.00,0,96.00,96.00,0,28.00,28.00,0,0,0,0,"Changed ""ATR Multiplier Lower"": 2.75 => 1.25.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,1.25,3.00,"Small",true,true
1369.20,54.77,1369.20,54.77,0,0,11534.53,461.38,11534.53,461.38,0,0,10165.34,406.61,10165.34,406.61,0,0,3580.37,61.77,2003.93,36.40,3313.55,132.54,0.35,1.22,1.14,1.14,"N/A",58.00,58.00,0,0,0,638.56,638.56,0,129.00,129.00,0,0,0,0,60.00,60.00,0,69.00,69.00,0,46.51,46.51,"N/A",10.61,0.50,10.61,0.50,"N/A",192.24,5.91,192.24,5.91,"N/A",147.32,4.21,147.32,4.21,"N/A",1.31,1.31,"N/A",629.12,19.15,629.12,19.15,"N/A",721.03,14.54,721.03,14.54,"N/A",57.00,57.00,0,59.00,59.00,0,55.00,55.00,0,0,0,0,"Changed ""Risk-to-Reward Ratio"": 3 => 1.95.",50.00,25.00,"NYA","-",10.00,23.00,11.00,1.00,1.00,1970.00,14.00,"close","close",2.50,2.75,1.95,"Small",true,true
